areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
region,South West,E12000009,2020-06-19,24,12568
region,South West,E12000009,2020-06-18,13,12544
region,South West,E12000009,2020-06-17,16,12531
region,South West,E12000009,2020-06-16,15,12515
region,South West,E12000009,2020-06-15,20,12500
region,South West,E12000009,2020-06-14,9,12480
region,South West,E12000009,2020-06-13,14,12471
region,South West,E12000009,2020-06-12,19,12457
region,South West,E12000009,2020-06-11,25,12438
region,South West,E12000009,2020-06-10,31,12413
region,South West,E12000009,2020-06-09,25,12382
region,South West,E12000009,2020-06-08,23,12357
region,South West,E12000009,2020-06-07,18,12334
region,South West,E12000009,2020-06-06,23,12316
region,South West,E12000009,2020-06-05,51,12293
region,South West,E12000009,2020-06-04,65,12242
region,South West,E12000009,2020-06-03,69,12177
region,South West,E12000009,2020-06-02,51,12108
region,South West,E12000009,2020-06-01,51,12057
region,South West,E12000009,2020-05-31,62,12006
region,South West,E12000009,2020-05-30,51,11944
region,South West,E12000009,2020-05-29,73,11893
region,South West,E12000009,2020-05-28,115,11820
region,South West,E12000009,2020-05-27,104,11705
region,South West,E12000009,2020-05-26,81,11601
region,South West,E12000009,2020-05-25,61,11520
region,South West,E12000009,2020-05-24,59,11459
region,South West,E12000009,2020-05-23,41,11400
region,South West,E12000009,2020-05-22,82,11359
region,South West,E12000009,2020-05-21,88,11277
region,South West,E12000009,2020-05-20,137,11189
region,South West,E12000009,2020-05-19,108,11052
region,South West,E12000009,2020-05-18,119,10944
region,South West,E12000009,2020-05-17,97,10825
region,South West,E12000009,2020-05-16,91,10728
region,South West,E12000009,2020-05-15,103,10637
region,South West,E12000009,2020-05-14,93,10534
region,South West,E12000009,2020-05-13,176,10441
region,South West,E12000009,2020-05-12,177,10265
region,South West,E12000009,2020-05-11,255,10088
region,South West,E12000009,2020-05-10,134,9833
region,South West,E12000009,2020-05-09,107,9699
region,South West,E12000009,2020-05-08,178,9592
region,South West,E12000009,2020-05-07,180,9414
region,South West,E12000009,2020-05-06,201,9234
region,South West,E12000009,2020-05-05,174,9033
region,South West,E12000009,2020-05-04,166,8859
region,South West,E12000009,2020-05-03,176,8693
region,South West,E12000009,2020-05-02,208,8517
region,South West,E12000009,2020-05-01,264,8309
region,South West,E12000009,2020-04-30,244,8045
region,South West,E12000009,2020-04-29,348,7801
region,South West,E12000009,2020-04-28,276,7453
region,South West,E12000009,2020-04-27,321,7177
region,South West,E12000009,2020-04-26,254,6856
region,South West,E12000009,2020-04-25,200,6602
region,South West,E12000009,2020-04-24,250,6402
region,South West,E12000009,2020-04-23,281,6152
region,South West,E12000009,2020-04-22,286,5871
region,South West,E12000009,2020-04-21,226,5585
region,South West,E12000009,2020-04-20,181,5359
region,South West,E12000009,2020-04-19,201,5178
region,South West,E12000009,2020-04-18,168,4977
region,South West,E12000009,2020-04-17,240,4809
region,South West,E12000009,2020-04-16,262,4569
region,South West,E12000009,2020-04-15,211,4307
region,South West,E12000009,2020-04-14,185,4096
region,South West,E12000009,2020-04-13,194,3911
region,South West,E12000009,2020-04-12,178,3717
region,South West,E12000009,2020-04-11,173,3539
region,South West,E12000009,2020-04-10,234,3366
region,South West,E12000009,2020-04-09,246,3132
region,South West,E12000009,2020-04-08,236,2886
region,South West,E12000009,2020-04-07,212,2650
region,South West,E12000009,2020-04-06,186,2438
region,South West,E12000009,2020-04-05,153,2252
region,South West,E12000009,2020-04-04,174,2099
region,South West,E12000009,2020-04-03,187,1925
region,South West,E12000009,2020-04-02,183,1738
region,South West,E12000009,2020-04-01,183,1555
region,South West,E12000009,2020-03-31,140,1372
region,South West,E12000009,2020-03-30,163,1232
region,South West,E12000009,2020-03-29,101,1069
region,South West,E12000009,2020-03-28,102,968
region,South West,E12000009,2020-03-27,129,866
region,South West,E12000009,2020-03-26,118,737
region,South West,E12000009,2020-03-25,104,619
region,South West,E12000009,2020-03-24,68,515
region,South West,E12000009,2020-03-23,62,447
region,South West,E12000009,2020-03-22,44,385
region,South West,E12000009,2020-03-21,42,341
region,South West,E12000009,2020-03-20,43,299
region,South West,E12000009,2020-03-19,21,256
region,South West,E12000009,2020-03-18,43,235
region,South West,E12000009,2020-03-17,21,192
region,South West,E12000009,2020-03-16,18,171
region,South West,E12000009,2020-03-15,17,153
region,South West,E12000009,2020-03-14,10,136
region,South West,E12000009,2020-03-13,30,126
region,South West,E12000009,2020-03-12,18,96
region,South West,E12000009,2020-03-11,14,78
region,South West,E12000009,2020-03-10,10,64
region,South West,E12000009,2020-03-09,5,54
region,South West,E12000009,2020-03-08,3,49
region,South West,E12000009,2020-03-07,2,46
region,South West,E12000009,2020-03-06,11,44
region,South West,E12000009,2020-03-05,4,33
region,South West,E12000009,2020-03-04,6,29
region,South West,E12000009,2020-03-03,10,23
region,South West,E12000009,2020-03-02,8,13
region,South West,E12000009,2020-03-01,3,5
region,South West,E12000009,2020-02-29,0,2
region,South West,E12000009,2020-02-28,0,2
region,South West,E12000009,2020-02-27,1,2
region,South West,E12000009,2020-02-26,1,1
