areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
region,South West,E12000009,2020-08-31,0,14733
region,South West,E12000009,2020-08-30,28,14733
region,South West,E12000009,2020-08-29,48,14705
region,South West,E12000009,2020-08-28,55,14657
region,South West,E12000009,2020-08-27,50,14602
region,South West,E12000009,2020-08-26,62,14552
region,South West,E12000009,2020-08-25,51,14490
region,South West,E12000009,2020-08-24,49,14439
region,South West,E12000009,2020-08-23,39,14390
region,South West,E12000009,2020-08-22,39,14351
region,South West,E12000009,2020-08-21,64,14312
region,South West,E12000009,2020-08-20,85,14248
region,South West,E12000009,2020-08-19,70,14163
region,South West,E12000009,2020-08-18,58,14093
region,South West,E12000009,2020-08-17,48,14035
region,South West,E12000009,2020-08-16,37,13987
region,South West,E12000009,2020-08-15,25,13950
region,South West,E12000009,2020-08-14,55,13925
region,South West,E12000009,2020-08-13,53,13870
region,South West,E12000009,2020-08-12,43,13817
region,South West,E12000009,2020-08-11,41,13774
region,South West,E12000009,2020-08-10,42,13733
region,South West,E12000009,2020-08-09,15,13691
region,South West,E12000009,2020-08-08,25,13676
region,South West,E12000009,2020-08-07,42,13651
region,South West,E12000009,2020-08-06,45,13609
region,South West,E12000009,2020-08-05,40,13564
region,South West,E12000009,2020-08-04,54,13524
region,South West,E12000009,2020-08-03,42,13470
region,South West,E12000009,2020-08-02,9,13428
region,South West,E12000009,2020-08-01,9,13419
region,South West,E12000009,2020-07-31,29,13410
region,South West,E12000009,2020-07-30,63,13381
region,South West,E12000009,2020-07-29,53,13318
region,South West,E12000009,2020-07-28,34,13265
region,South West,E12000009,2020-07-27,40,13231
region,South West,E12000009,2020-07-26,20,13191
region,South West,E12000009,2020-07-25,17,13171
region,South West,E12000009,2020-07-24,34,13154
region,South West,E12000009,2020-07-23,39,13120
region,South West,E12000009,2020-07-22,30,13081
region,South West,E12000009,2020-07-21,35,13051
region,South West,E12000009,2020-07-20,24,13016
region,South West,E12000009,2020-07-19,9,12992
region,South West,E12000009,2020-07-18,12,12983
region,South West,E12000009,2020-07-17,20,12971
region,South West,E12000009,2020-07-16,27,12951
region,South West,E12000009,2020-07-15,17,12924
region,South West,E12000009,2020-07-14,19,12907
region,South West,E12000009,2020-07-13,18,12888
region,South West,E12000009,2020-07-12,5,12870
region,South West,E12000009,2020-07-11,6,12865
region,South West,E12000009,2020-07-10,13,12859
region,South West,E12000009,2020-07-09,17,12846
region,South West,E12000009,2020-07-08,15,12829
region,South West,E12000009,2020-07-07,17,12814
region,South West,E12000009,2020-07-06,22,12797
region,South West,E12000009,2020-07-05,17,12775
region,South West,E12000009,2020-07-04,10,12758
region,South West,E12000009,2020-07-03,8,12748
region,South West,E12000009,2020-07-02,11,12740
region,South West,E12000009,2020-07-01,23,12729
region,South West,E12000009,2020-06-30,18,12706
region,South West,E12000009,2020-06-29,16,12688
region,South West,E12000009,2020-06-28,11,12672
region,South West,E12000009,2020-06-27,8,12661
region,South West,E12000009,2020-06-26,12,12653
region,South West,E12000009,2020-06-25,8,12641
region,South West,E12000009,2020-06-24,16,12633
region,South West,E12000009,2020-06-23,15,12617
region,South West,E12000009,2020-06-22,19,12602
region,South West,E12000009,2020-06-21,8,12583
region,South West,E12000009,2020-06-20,7,12575
