areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
region,London,E12000007,2020-05-05,221,29200
region,London,E12000007,2020-05-04,246,28979
region,London,E12000007,2020-05-03,167,28733
region,London,E12000007,2020-05-02,249,28566
region,London,E12000007,2020-05-01,356,28317
region,London,E12000007,2020-04-30,425,27961
region,London,E12000007,2020-04-29,431,27536
region,London,E12000007,2020-04-28,311,27105
region,London,E12000007,2020-04-27,417,26794
region,London,E12000007,2020-04-26,310,26377
region,London,E12000007,2020-04-25,333,26067
region,London,E12000007,2020-04-24,378,25734
region,London,E12000007,2020-04-23,523,25356
region,London,E12000007,2020-04-22,397,24833
region,London,E12000007,2020-04-21,466,24436
region,London,E12000007,2020-04-20,433,23970
region,London,E12000007,2020-04-19,396,23537
region,London,E12000007,2020-04-18,402,23141
region,London,E12000007,2020-04-17,578,22739
region,London,E12000007,2020-04-16,576,22161
region,London,E12000007,2020-04-15,660,21585
region,London,E12000007,2020-04-14,604,20925
region,London,E12000007,2020-04-13,600,20321
region,London,E12000007,2020-04-12,501,19721
region,London,E12000007,2020-04-11,521,19220
region,London,E12000007,2020-04-10,614,18699
region,London,E12000007,2020-04-09,799,18085
region,London,E12000007,2020-04-08,874,17286
region,London,E12000007,2020-04-07,953,16412
region,London,E12000007,2020-04-06,861,15459
region,London,E12000007,2020-04-05,635,14598
region,London,E12000007,2020-04-04,766,13963
region,London,E12000007,2020-04-03,981,13197
region,London,E12000007,2020-04-02,1071,12216
region,London,E12000007,2020-04-01,980,11145
region,London,E12000007,2020-03-31,936,10165
region,London,E12000007,2020-03-30,870,9229
region,London,E12000007,2020-03-29,594,8359
region,London,E12000007,2020-03-28,577,7765
region,London,E12000007,2020-03-27,822,7188
region,London,E12000007,2020-03-26,766,6366
region,London,E12000007,2020-03-25,759,5600
region,London,E12000007,2020-03-24,637,4841
region,London,E12000007,2020-03-23,689,4204
region,London,E12000007,2020-03-22,437,3515
region,London,E12000007,2020-03-21,351,3078
region,London,E12000007,2020-03-20,426,2727
region,London,E12000007,2020-03-19,333,2301
region,London,E12000007,2020-03-18,356,1968
region,London,E12000007,2020-03-17,310,1612
region,London,E12000007,2020-03-16,234,1302
region,London,E12000007,2020-03-15,165,1068
region,London,E12000007,2020-03-14,149,903
region,London,E12000007,2020-03-13,136,754
region,London,E12000007,2020-03-12,165,618
region,London,E12000007,2020-03-11,183,453
region,London,E12000007,2020-03-10,91,270
region,London,E12000007,2020-03-09,53,179
region,London,E12000007,2020-03-08,22,126
region,London,E12000007,2020-03-07,14,104
region,London,E12000007,2020-03-06,23,90
region,London,E12000007,2020-03-05,14,67
region,London,E12000007,2020-03-04,18,53
region,London,E12000007,2020-03-03,6,35
region,London,E12000007,2020-03-02,12,29
region,London,E12000007,2020-03-01,4,17
region,London,E12000007,2020-02-29,1,13
region,London,E12000007,2020-02-28,3,12
region,London,E12000007,2020-02-27,2,9
region,London,E12000007,2020-02-26,2,7
region,London,E12000007,2020-02-25,3,5
region,London,E12000007,2020-02-24,1,2
region,London,E12000007,2020-02-23,0,1
region,London,E12000007,2020-02-22,0,1
region,London,E12000007,2020-02-21,0,1
region,London,E12000007,2020-02-20,0,1
region,London,E12000007,2020-02-19,0,1
region,London,E12000007,2020-02-18,0,1
region,London,E12000007,2020-02-17,0,1
region,London,E12000007,2020-02-16,0,1
region,London,E12000007,2020-02-15,0,1
region,London,E12000007,2020-02-14,0,1
region,London,E12000007,2020-02-13,0,1
region,London,E12000007,2020-02-12,0,1
region,London,E12000007,2020-02-11,1,1
