areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
region,London,E12000007,2020-08-31,0,39607
region,London,E12000007,2020-08-30,99,39607
region,London,E12000007,2020-08-29,105,39508
region,London,E12000007,2020-08-28,159,39403
region,London,E12000007,2020-08-27,192,39244
region,London,E12000007,2020-08-26,156,39052
region,London,E12000007,2020-08-25,165,38896
region,London,E12000007,2020-08-24,194,38731
region,London,E12000007,2020-08-23,143,38537
region,London,E12000007,2020-08-22,117,38394
region,London,E12000007,2020-08-21,166,38277
region,London,E12000007,2020-08-20,204,38111
region,London,E12000007,2020-08-19,152,37907
region,London,E12000007,2020-08-18,181,37755
region,London,E12000007,2020-08-17,190,37574
region,London,E12000007,2020-08-16,87,37384
region,London,E12000007,2020-08-15,105,37297
region,London,E12000007,2020-08-14,127,37192
region,London,E12000007,2020-08-13,124,37065
region,London,E12000007,2020-08-12,150,36941
region,London,E12000007,2020-08-11,149,36791
region,London,E12000007,2020-08-10,142,36642
region,London,E12000007,2020-08-09,67,36500
region,London,E12000007,2020-08-08,55,36433
region,London,E12000007,2020-08-07,119,36378
region,London,E12000007,2020-08-06,105,36259
region,London,E12000007,2020-08-05,115,36154
region,London,E12000007,2020-08-04,103,36039
region,London,E12000007,2020-08-03,87,35936
region,London,E12000007,2020-08-02,72,35849
region,London,E12000007,2020-08-01,58,35777
region,London,E12000007,2020-07-31,73,35719
region,London,E12000007,2020-07-30,101,35646
region,London,E12000007,2020-07-29,98,35545
region,London,E12000007,2020-07-28,98,35447
region,London,E12000007,2020-07-27,100,35349
region,London,E12000007,2020-07-26,65,35249
region,London,E12000007,2020-07-25,55,35184
region,London,E12000007,2020-07-24,81,35129
region,London,E12000007,2020-07-23,71,35048
region,London,E12000007,2020-07-22,80,34977
region,London,E12000007,2020-07-21,82,34897
region,London,E12000007,2020-07-20,97,34815
region,London,E12000007,2020-07-19,41,34718
region,London,E12000007,2020-07-18,48,34677
region,London,E12000007,2020-07-17,48,34629
region,London,E12000007,2020-07-16,70,34581
region,London,E12000007,2020-07-15,76,34511
region,London,E12000007,2020-07-14,62,34435
region,London,E12000007,2020-07-13,85,34373
region,London,E12000007,2020-07-12,37,34288
region,London,E12000007,2020-07-11,19,34251
region,London,E12000007,2020-07-10,40,34232
region,London,E12000007,2020-07-09,54,34192
region,London,E12000007,2020-07-08,57,34138
region,London,E12000007,2020-07-07,59,34081
region,London,E12000007,2020-07-06,53,34022
region,London,E12000007,2020-07-05,51,33969
region,London,E12000007,2020-07-04,32,33918
region,London,E12000007,2020-07-03,38,33886
region,London,E12000007,2020-07-02,38,33848
region,London,E12000007,2020-07-01,42,33810
region,London,E12000007,2020-06-30,52,33768
region,London,E12000007,2020-06-29,58,33716
region,London,E12000007,2020-06-28,22,33658
region,London,E12000007,2020-06-27,32,33636
region,London,E12000007,2020-06-26,48,33604
region,London,E12000007,2020-06-25,57,33556
region,London,E12000007,2020-06-24,46,33499
region,London,E12000007,2020-06-23,49,33453
region,London,E12000007,2020-06-22,51,33404
region,London,E12000007,2020-06-21,27,33353
region,London,E12000007,2020-06-20,28,33326
region,London,E12000007,2020-06-19,37,33298
region,London,E12000007,2020-06-18,46,33261
region,London,E12000007,2020-06-17,43,33215
region,London,E12000007,2020-06-16,47,33172
region,London,E12000007,2020-06-15,41,33125
region,London,E12000007,2020-06-14,31,33084
region,London,E12000007,2020-06-13,39,33053
region,London,E12000007,2020-06-12,54,33014
region,London,E12000007,2020-06-11,47,32960
region,London,E12000007,2020-06-10,53,32913
region,London,E12000007,2020-06-09,71,32860
region,London,E12000007,2020-06-08,56,32789
region,London,E12000007,2020-06-07,45,32733
region,London,E12000007,2020-06-06,46,32688
region,London,E12000007,2020-06-05,47,32642
region,London,E12000007,2020-06-04,57,32595
region,London,E12000007,2020-06-03,79,32538
region,London,E12000007,2020-06-02,49,32459
region,London,E12000007,2020-06-01,49,32410
region,London,E12000007,2020-05-31,38,32361
region,London,E12000007,2020-05-30,39,32323
region,London,E12000007,2020-05-29,57,32284
region,London,E12000007,2020-05-28,74,32227
region,London,E12000007,2020-05-27,84,32153
region,London,E12000007,2020-05-26,66,32069
region,London,E12000007,2020-05-25,58,32003
region,London,E12000007,2020-05-24,51,31945
region,London,E12000007,2020-05-23,65,31894
region,London,E12000007,2020-05-22,85,31829
region,London,E12000007,2020-05-21,158,31744
region,London,E12000007,2020-05-20,144,31586
region,London,E12000007,2020-05-19,132,31442
region,London,E12000007,2020-05-18,113,31310
region,London,E12000007,2020-05-17,79,31197
region,London,E12000007,2020-05-16,74,31118
region,London,E12000007,2020-05-15,131,31044
region,London,E12000007,2020-05-14,157,30913
region,London,E12000007,2020-05-13,204,30756
region,London,E12000007,2020-05-12,195,30552
region,London,E12000007,2020-05-11,159,30357
region,London,E12000007,2020-05-10,124,30198
region,London,E12000007,2020-05-09,127,30074
region,London,E12000007,2020-05-08,207,29947
region,London,E12000007,2020-05-07,271,29740
region,London,E12000007,2020-05-06,269,29469
