date,adm0_name,adm1_name,adm2_name,lat,lon,cum_confirmed_cases,cum_confirmed_cases_imputed,population,travel_ban_intl_out,travel_ban_local,business_closure,social_distance,school_closure,no_gathering,transit_suspension,work_from_home,testing_regime,pos_cases_quarantine,home_isolation,travel_ban_intl_in,travel_ban_local_popwt,business_closure_popwt,social_distance_popwt,school_closure_popwt,no_gathering_popwt,transit_suspension_popwt,work_from_home_popwt,pos_cases_quarantine_popwt,home_isolation_popwt,social_distance_opt,social_distance_opt_popwt,work_from_home_opt,work_from_home_opt_popwt,policies_enacted,t,dow,month,year,day,adm1_id,adm2_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,social_distance_comb_popwt,work_from_home_comb_popwt,p_ita_1,p_ita_2,p_ita_3,p_ita_4,p_ita_5,_reghdfe_resid,__hdfe1__,__hdfe2__
"2020-03-19","ITA","Sicilia","Agrigento",37.30971,13.58457,27,27,434870,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,19mar2020,4,3,2020,19,"Sicilia","Agrigento",0,3,1.098612,.4054651,,,1,1,1,1,1,1,1,.09657917,-.38688797,-.01732495
"2020-03-20","ITA","Sicilia","Agrigento",37.30971,13.58457,31,31,434870,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,20mar2020,5,3,2020,20,"Sicilia","Agrigento",0,4,1.386294,.2876821,,,1,1,1,1,1,1,1,.00087661,-.38688797,-.03940546
"2020-03-21","ITA","Sicilia","Agrigento",37.30971,13.58457,36,36,434870,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,21mar2020,6,3,2020,21,"Sicilia","Agrigento",0,5,1.609438,.2231436,,,1,1,1,1,1,1,1,-.13689862,-.38688797,.03383129
"2020-03-22","ITA","Sicilia","Agrigento",37.30971,13.58457,41,41,434870,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,22mar2020,0,3,2020,22,"Sicilia","Agrigento",0,5,1.609438,0,,,1,1,1,1,1,1,1,-.27907297,-.38688797,.02122235
"2020-03-25","ITA","Sicilia","Agrigento",37.30971,13.58457,50,50,434870,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,25mar2020,3,3,2020,25,"Sicilia","Agrigento",0,3,1.098612,.4054651,,,1,1,1,1,1,1,1,.16165082,-.38688797,-.01403631
"2020-03-26","ITA","Sicilia","Agrigento",37.30971,13.58457,55,55,434870,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,26mar2020,4,3,2020,26,"Sicilia","Agrigento",0,5,1.609438,.5108256,,,1,1,1,1,1,1,1,.27029996,-.38688797,-.01732495
"2020-04-02","ITA","Sicilia","Agrigento",37.30971,13.58457,98,98,434870,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,02apr2020,4,4,2020,2,"Sicilia","Agrigento",0,2,.6931472,0,,,1,1,1,1,1,1,1,-.24052567,-.38688797,-.01732495
"2020-04-03","ITA","Sicilia","Agrigento",37.30971,13.58457,100,100,434870,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,03apr2020,5,4,2020,3,"Sicilia","Agrigento",0,2,.6931472,0,,,1,1,1,1,1,1,1,-.21844516,-.38688797,-.03940546
"2020-04-04","ITA","Sicilia","Agrigento",37.30971,13.58457,102,102,434870,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,04apr2020,6,4,2020,4,"Sicilia","Agrigento",0,2,.6931472,0,,,1,1,1,1,1,1,1,-.29168191,-.38688797,.03383129
"2020-04-05","ITA","Sicilia","Agrigento",37.30971,13.58457,107,107,434870,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,05apr2020,0,4,2020,5,"Sicilia","Agrigento",0,5,1.609438,.9162908,,,1,1,1,1,1,1,1,.63721779,-.38688797,.02122235
"2020-03-06","ITA","Piemonte","Alessandria",44.91298,8.615401,32,32,421284,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,06mar2020,5,3,2020,6,"Piemonte","Alessandria",0,10,2.302585,.5108256,,,0,0,0,1,0,0,0,-.56584119,.2105029,-.03940546
"2020-03-08","ITA","Piemonte","Alessandria",44.91298,8.615401,60,60,421284,1,.5,.33,1,1,1,0,1,1,1,.33,0,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,8.16,08mar2020,0,3,2020,8,"Piemonte","Alessandria",0,20,2.995732,.9162908,,,1,1,1,1,1,1,1,-.08407115,.2105029,.02122235
"2020-03-11","ITA","Piemonte","Alessandria",44.91298,8.615401,105,105,421284,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,11mar2020,3,3,2020,11,"Piemonte","Alessandria",0,40,3.688879,2.995732,,,1,1,1,1,1,1,1,2.0861668,.2105029,-.01403631
"2020-03-14","ITA","Piemonte","Alessandria",44.91298,8.615401,182,182,421284,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,14mar2020,6,3,2020,14,"Piemonte","Alessandria",0,46,3.828641,2.442347,,,1,1,1,1,1,1,1,1.484914,.2105029,.03383129
"2020-03-16","ITA","Piemonte","Alessandria",44.91298,8.615401,273,273,421284,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,16mar2020,1,3,2020,16,"Piemonte","Alessandria",0,66,4.189655,.9707789,,,1,1,1,1,1,1,1,.11416052,.2105029,-.06698336
"2020-03-18","ITA","Piemonte","Alessandria",44.91298,8.615401,374,374,421284,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,18mar2020,3,3,2020,18,"Piemonte","Alessandria",0,51,3.931826,.0198026,,,1,1,1,1,1,1,1,-.8897629,.2105029,-.01403631
"2020-03-22","ITA","Piemonte","Alessandria",44.91298,8.615401,760,760,421284,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,22mar2020,0,3,2020,22,"Piemonte","Alessandria",0,106,4.663439,.5859017,,,1,1,1,1,1,1,1,-.2905621,.2105029,.02122235
"2020-03-24","ITA","Piemonte","Alessandria",44.91298,8.615401,946,946,421284,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,24mar2020,2,3,2020,24,"Piemonte","Alessandria",0,129,4.859812,.816761,,,1,1,1,1,1,1,1,-.11860972,.2105029,.08012925
"2020-03-27","ITA","Piemonte","Alessandria",44.91298,8.615401,1106,1106,421284,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,27mar2020,5,3,2020,27,"Piemonte","Alessandria",0,126,4.836282,1.309921,,,1,1,1,1,1,1,1,.49408523,.2105029,-.03940546
"2020-03-31","ITA","Piemonte","Alessandria",44.91298,8.615401,1317,1317,421284,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,31mar2020,2,3,2020,31,"Piemonte","Alessandria",0,37,3.610918,.3920419,,,1,1,1,1,1,1,1,-.54332882,.2105029,.08012925
"2020-04-01","ITA","Piemonte","Alessandria",44.91298,8.615401,1378,1378,421284,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,01apr2020,3,4,2020,1,"Piemonte","Alessandria",0,61,4.110874,.4999559,,,1,1,1,1,1,1,1,-.34124929,.2105029,-.01403631
"2020-04-03","ITA","Piemonte","Alessandria",44.91298,8.615401,1491,1491,421284,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,03apr2020,5,4,2020,3,"Piemonte","Alessandria",0,63,4.143135,.2311115,,,1,1,1,1,1,1,1,-.5847245,.2105029,-.03940546
"2020-04-04","ITA","Piemonte","Alessandria",44.91298,8.615401,1591,1591,421284,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,04apr2020,6,4,2020,4,"Piemonte","Alessandria",0,100,4.60517,.4620357,,,1,1,1,1,1,1,1,-.42703713,.2105029,.03383129
"2020-04-05","ITA","Piemonte","Alessandria",44.91298,8.615401,1763,1763,421284,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,05apr2020,0,4,2020,5,"Piemonte","Alessandria",0,172,5.147494,.5423241,,,1,1,1,1,1,1,1,-.33413977,.2105029,.02122235
"2020-03-07","ITA","Marche","Ancona",43.61676,13.51888,38,38,471228,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,07mar2020,6,3,2020,7,"Marche","Ancona",0,15,2.70805,1.321756,,,0,0,0,1,0,0,0,.60690931,-.22455409,.03383129
"2020-03-08","ITA","Marche","Ancona",43.61676,13.51888,54,54,471228,1,0,.33,1,1,1,0,0,1,1,0,0,0,.33,1,1,1,0,0,1,0,0,0,1,1,6.33,08mar2020,0,3,2020,8,"Marche","Ancona",0,16,2.772589,.0645385,,,1,.5,1,1,0,1,0,-.64729836,-.22455409,.02122235
"2020-03-10","ITA","Marche","Ancona",43.61676,13.51888,81,81,471228,1,.5,.33,1,1,1,0,1,1,1,.33,1,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,9.16,10mar2020,2,3,2020,10,"Marche","Ancona",0,18,2.890372,.6931472,,,1,1,1,1,1,1,1,.06893537,-.22455409,.08012925
"2020-03-11","ITA","Marche","Ancona",43.61676,13.51888,110,110,471228,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,11mar2020,3,3,2020,11,"Marche","Ancona",0,29,3.367296,.4769239,,,1,1,1,1,1,1,1,.00241547,-.22455409,-.01403631
"2020-03-12","ITA","Marche","Ancona",43.61676,13.51888,142,142,471228,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,12mar2020,4,3,2020,12,"Marche","Ancona",0,32,3.465736,.0984402,,,1,1,1,1,1,1,1,-.37277966,-.22455409,-.01732495
"2020-03-14","ITA","Marche","Ancona",43.61676,13.51888,215,215,471228,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,14mar2020,6,3,2020,14,"Marche","Ancona",0,57,4.043051,1.270463,,,1,1,1,1,1,1,1,.74808644,-.22455409,.03383129
"2020-03-16","ITA","Marche","Ancona",43.61676,13.51888,323,323,471228,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,16mar2020,1,3,2020,16,"Marche","Ancona",0,56,4.025352,.0741079,,,1,1,1,1,1,1,1,-.34745354,-.22455409,-.06698336
"2020-03-18","ITA","Marche","Ancona",43.61676,13.51888,403,403,471228,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,18mar2020,3,3,2020,18,"Marche","Ancona",0,47,3.850147,.3536398,,,1,1,1,1,1,1,1,-.12086863,-.22455409,-.01403631
"2020-03-20","ITA","Marche","Ancona",43.61676,13.51888,513,513,471228,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,20mar2020,5,3,2020,20,"Marche","Ancona",0,66,4.189655,.4054651,,,1,1,1,1,1,1,1,-.0436742,-.22455409,-.03940546
"2020-03-22","ITA","Marche","Ancona",43.61676,13.51888,676,676,471228,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,22mar2020,0,3,2020,22,"Marche","Ancona",0,112,4.718499,.7866731,,,1,1,1,1,1,1,1,.34526623,-.22455409,.02122235
"2020-03-24","ITA","Marche","Ancona",43.61676,13.51888,751,751,471228,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,24mar2020,2,3,2020,24,"Marche","Ancona",0,49,3.89182,.6337237,,,1,1,1,1,1,1,1,.13340999,-.22455409,.08012925
"2020-03-25","ITA","Marche","Ancona",43.61676,13.51888,820,820,471228,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,25mar2020,3,3,2020,25,"Marche","Ancona",0,69,4.234107,.3422863,,,1,1,1,1,1,1,1,-.06386183,-.22455409,-.01403631
"2020-03-28","ITA","Marche","Ancona",43.61676,13.51888,944,944,471228,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,28mar2020,6,3,2020,28,"Marche","Ancona",0,39,3.663562,.0800426,,,1,1,1,1,1,1,1,-.37397318,-.22455409,.03383129
"2020-03-29","ITA","Marche","Ancona",43.61676,13.51888,1019,1019,471228,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,29mar2020,0,3,2020,29,"Marche","Ancona",0,75,4.317488,.6539266,,,1,1,1,1,1,1,1,.21251977,-.22455409,.02122235
"2020-03-31","ITA","Marche","Ancona",43.61676,13.51888,1116,1116,471228,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,31mar2020,2,3,2020,31,"Marche","Ancona",0,56,4.025352,.3117795,,,1,1,1,1,1,1,1,-.18853425,-.22455409,.08012925
"2020-04-01","ITA","Marche","Ancona",43.61676,13.51888,1174,1174,471228,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,01apr2020,3,4,2020,1,"Marche","Ancona",0,58,4.060443,.0350914,,,1,1,1,1,1,1,1,-.37105678,-.22455409,-.01403631
"2020-04-03","ITA","Marche","Ancona",43.61676,13.51888,1263,1263,471228,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,03apr2020,5,4,2020,3,"Marche","Ancona",0,52,3.951244,.3403258,,,1,1,1,1,1,1,1,-.0404532,-.22455409,-.03940546
"2020-04-05","ITA","Marche","Ancona",43.61676,13.51888,1356,1356,471228,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,05apr2020,0,4,2020,5,"Marche","Ancona",0,66,4.189655,.8938179,,,1,1,1,1,1,1,1,.45241106,-.22455409,.02122235
"2020-03-11","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,20,20,125666,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,11mar2020,3,3,2020,11,"Valle d'Aosta","Aosta",0,3,1.098612,.4054651,,,1,1,1,1,1,1,1,-.48590282,.19230538,-.01403631
"2020-03-12","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,27,27,125666,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,12mar2020,4,3,2020,12,"Valle d'Aosta","Aosta",0,7,1.94591,.8472978,,,1,1,1,1,1,1,1,-.04078152,.19230538,-.01732495
"2020-03-14","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,42,42,125666,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,14mar2020,6,3,2020,14,"Valle d'Aosta","Aosta",0,14,2.639057,2.639057,,,1,1,1,1,1,1,1,1.6998218,.19230538,.03383129
"2020-03-15","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,57,57,125666,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,15mar2020,0,3,2020,15,"Valle d'Aosta","Aosta",0,15,2.70805,.0689929,,,1,1,1,1,1,1,1,-.85763375,.19230538,.02122235
"2020-03-16","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,105,105,125666,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,16mar2020,1,3,2020,16,"Valle d'Aosta","Aosta",0,48,3.871201,1.163151,,,1,1,1,1,1,1,1,.32472989,.19230538,-.06698336
"2020-03-19","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,215,215,125666,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,19mar2020,4,3,2020,19,"Valle d'Aosta","Aosta",0,50,3.912023,.5447273,,,1,1,1,1,1,1,1,-.34335198,.19230538,-.01732495
"2020-03-21","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,313,313,125666,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,21mar2020,6,3,2020,21,"Valle d'Aosta","Aosta",0,49,3.89182,0,,,1,1,1,1,1,1,1,-.93923555,.19230538,.03383129
"2020-03-22","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,364,364,125666,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,22mar2020,0,3,2020,22,"Valle d'Aosta","Aosta",0,51,3.931826,.0400054,,,1,1,1,1,1,1,1,-.81826087,.19230538,.02122235
"2020-03-26","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,408,408,125666,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,26mar2020,4,3,2020,26,"Valle d'Aosta","Aosta",0,7,1.94591,1.94591,,,1,1,1,1,1,1,1,1.1261911,.19230538,-.01732495
"2020-03-27","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,452,452,125666,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,27mar2020,5,3,2020,27,"Valle d'Aosta","Aosta",0,44,3.78419,1.83828,,,1,1,1,1,1,1,1,1.0406411,.19230538,-.03940546
"2020-03-28","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,511,511,125666,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,28mar2020,6,3,2020,28,"Valle d'Aosta","Aosta",0,59,4.077538,.2933478,,,1,1,1,1,1,1,1,-.57752743,.19230538,.03383129
"2020-03-29","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,584,584,125666,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,29mar2020,0,3,2020,29,"Valle d'Aosta","Aosta",0,73,4.29046,.2129221,,,1,1,1,1,1,1,1,-.64534422,.19230538,.02122235
"2020-04-02","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,668,668,125666,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,02apr2020,4,4,2020,2,"Valle d'Aosta","Aosta",0,37,3.610918,2.512305,,,1,1,1,1,1,1,1,1.6925865,.19230538,-.01732495
"2020-04-03","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,719,719,125666,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,03apr2020,5,4,2020,3,"Valle d'Aosta","Aosta",0,51,3.931826,.3209078,,,1,1,1,1,1,1,1,-.47673068,.19230538,-.03940546
"2020-04-05","ITA","Valle d'Aosta","Aosta",45.7375,7.320149,782,782,125666,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,05apr2020,0,4,2020,5,"Valle d'Aosta","Aosta",0,34,3.526361,.1590648,,,1,1,1,1,1,1,1,-.69920155,.19230538,.02122235
"2020-03-11","ITA","Toscana","Arezzo",43.46643,11.88229,14,14,342654,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,11mar2020,3,3,2020,11,"Toscana","Arezzo",0,1,0,0,,,1,1,1,1,1,1,1,-.82703258,.12797002,-.01403631
"2020-03-14","ITA","Toscana","Arezzo",43.46643,11.88229,27,27,342654,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,14mar2020,6,3,2020,14,"Toscana","Arezzo",0,11,2.397895,1.704748,,,1,1,1,1,1,1,1,.82984797,.12797002,.03383129
"2020-03-15","ITA","Toscana","Arezzo",43.46643,11.88229,41,41,342654,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,15mar2020,0,3,2020,15,"Toscana","Arezzo",0,14,2.639057,.2411621,,,1,1,1,1,1,1,1,-.62112918,.12797002,.02122235
"2020-03-17","ITA","Toscana","Arezzo",43.46643,11.88229,71,71,342654,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,17mar2020,2,3,2020,17,"Toscana","Arezzo",0,28,3.332205,2.639057,,,1,1,1,1,1,1,1,1.7178593,.12797002,.08012925
"2020-03-21","ITA","Toscana","Arezzo",43.46643,11.88229,136,136,342654,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,21mar2020,6,3,2020,21,"Toscana","Arezzo",0,12,2.484907,.0870113,,,1,1,1,1,1,1,1,-.78788885,.12797002,.03383129
"2020-03-22","ITA","Toscana","Arezzo",43.46643,11.88229,154,154,342654,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,22mar2020,0,3,2020,22,"Toscana","Arezzo",0,18,2.890372,.4054651,,,1,1,1,1,1,1,1,-.38846583,.12797002,.02122235
"2020-03-23","ITA","Toscana","Arezzo",43.46643,11.88229,201,201,342654,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,23mar2020,1,3,2020,23,"Toscana","Arezzo",0,47,3.850147,.9597757,,,1,1,1,1,1,1,1,.25405044,.12797002,-.06698336
"2020-03-25","ITA","Toscana","Arezzo",43.46643,11.88229,229,229,342654,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,25mar2020,3,3,2020,25,"Toscana","Arezzo",0,18,2.890372,.5877867,,,1,1,1,1,1,1,1,-.17088562,.12797002,-.01403631
"2020-03-26","ITA","Toscana","Arezzo",43.46643,11.88229,249,249,342654,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,26mar2020,4,3,2020,26,"Toscana","Arezzo",0,20,2.995732,.1053605,,,1,1,1,1,1,1,1,-.65002315,.12797002,-.01732495
"2020-03-30","ITA","Toscana","Arezzo",43.46643,11.88229,310,310,342654,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,30mar2020,1,3,2020,30,"Toscana","Arezzo",0,26,3.258096,.7731898,,,1,1,1,1,1,1,1,.06746454,.12797002,-.06698336
"2020-04-02","ITA","Toscana","Arezzo",43.46643,11.88229,357,357,342654,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,02apr2020,4,4,2020,2,"Toscana","Arezzo",0,14,2.639057,.2411621,,,1,1,1,1,1,1,1,-.51422159,.12797002,-.01732495
"2020-04-04","ITA","Toscana","Arezzo",43.46643,11.88229,370,370,342654,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,04apr2020,6,4,2020,4,"Toscana","Arezzo",0,12,2.484907,2.484907,,,1,1,1,1,1,1,1,1.6783668,.12797002,.03383129
"2020-04-06","ITA","Toscana","Arezzo",43.46643,11.88229,387,387,342654,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,06apr2020,1,4,2020,6,"Toscana","Arezzo",0,9,2.197225,.1177831,,,1,1,1,1,1,1,1,-.58794218,.12797002,-.06698336
"2020-03-18","ITA","Marche","Ascoli Piceno",42.85322,13.57691,25,25,207179,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,18mar2020,3,3,2020,18,"Marche","Ascoli Piceno",0,2,.6931472,0,,,1,1,1,1,1,1,1,-.80131234,.10224977,-.01403631
"2020-03-19","ITA","Marche","Ascoli Piceno",42.85322,13.57691,27,27,207179,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,19mar2020,4,3,2020,19,"Marche","Ascoli Piceno",0,2,.6931472,0,,,1,1,1,1,1,1,1,-.7980237,.10224977,-.01732495
"2020-03-20","ITA","Marche","Ascoli Piceno",42.85322,13.57691,43,43,207179,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,20mar2020,5,3,2020,20,"Marche","Ascoli Piceno",0,16,2.772589,2.079442,,,1,1,1,1,1,1,1,1.3034984,.10224977,-.03940546
"2020-03-25","ITA","Marche","Ascoli Piceno",42.85322,13.57691,80,80,207179,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,25mar2020,3,3,2020,25,"Marche","Ascoli Piceno",0,16,2.772589,1.673976,,,1,1,1,1,1,1,1,.94102437,.10224977,-.01403631
"2020-03-26","ITA","Marche","Ascoli Piceno",42.85322,13.57691,111,111,207179,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,26mar2020,4,3,2020,26,"Marche","Ascoli Piceno",0,31,3.433987,.6613984,,,1,1,1,1,1,1,1,-.068265,.10224977,-.01732495
"2020-03-28","ITA","Marche","Ascoli Piceno",42.85322,13.57691,163,163,207179,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,28mar2020,6,3,2020,28,"Marche","Ascoli Piceno",0,45,3.806663,1.860752,,,1,1,1,1,1,1,1,1.0799328,.10224977,.03383129
"2020-03-30","ITA","Marche","Ascoli Piceno",42.85322,13.57691,197,197,207179,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,30mar2020,1,3,2020,30,"Marche","Ascoli Piceno",0,18,2.890372,.1177831,,,1,1,1,1,1,1,1,-.56222193,.10224977,-.06698336
"2020-03-31","ITA","Marche","Ascoli Piceno",42.85322,13.57691,222,222,207179,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,31mar2020,2,3,2020,31,"Marche","Ascoli Piceno",0,25,3.218876,.3285041,,,1,1,1,1,1,1,1,-.49861352,.10224977,.08012925
