date,adm0_name,adm1_name,school_closure,travel_ban_local_opt,no_gathering,travel_ban_intl_out,work_from_home,testing_regime,home_isolation,religious_closure,cum_confirmed_cases,cum_confirmed_cases_imputed,population,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,testing_change_irn_13mar2020,sample_avg,day_avg,travel_ban_local_opt_natl,school_closure_natl,p_irn_1,p_irn_2
"2020-03-16","IRN","Ilam",1,1,1,1,1,1,1,0,101,104,580158,16mar2020,1,3,2020,16,"Ilam",0,2,.6931472,,0,.8196025,,1,1,1,1
"2020-03-17","IRN","Ilam",1,1,1,1,1,1,1,0,108,111,580158,17mar2020,2,3,2020,17,"Ilam",0,7,1.94591,1.252763,0,,,1,1,1,1
"2020-03-18","IRN","Ilam",1,1,1,1,1,1,1,0,118,121,580158,18mar2020,3,3,2020,18,"Ilam",0,10,2.302585,.356675,0,,,1,1,1,1
"2020-03-19","IRN","Ilam",1,1,1,1,1,1,1,0,126,129,580158,19mar2020,4,3,2020,19,"Ilam",0,8,2.079442,,0,.8196025,,1,1,1,1
"2020-03-20","IRN","Ilam",1,1,1,1,1,1,1,0,146,149,580158,20mar2020,5,3,2020,20,"Ilam",0,20,2.995732,.9162908,0,,,1,1,1,1
"2020-03-21","IRN","Ilam",1,1,1,1,1,1,1,0,164,167,580158,21mar2020,6,3,2020,21,"Ilam",0,18,2.890372,,0,.8196025,,1,1,1,1
"2020-03-22","IRN","Ilam",1,1,1,1,1,1,1,0,181,184,580158,22mar2020,0,3,2020,22,"Ilam",0,17,2.833213,,0,.8196025,,1,1,1,1
"2020-02-27","IRN","Kerman",0,0,1,1,0,0,0,0,,0,3164718,27feb2020,4,2,2020,27,"Kerman",0,,,,0,.8196025,,0,0,0,0
"2020-02-28","IRN","Kerman",0,0,1,1,0,0,0,0,,0,3164718,28feb2020,5,2,2020,28,"Kerman",0,,,,0,.8196025,,0,0,0,0
"2020-02-29","IRN","Kerman",0,0,1,1,0,0,0,0,,0,3164718,29feb2020,6,2,2020,29,"Kerman",0,,,,0,.8196025,,0,0,0,0
"2020-03-01","IRN","Kerman",0,1,1,1,0,0,0,0,,2,3164718,01mar2020,0,3,2020,1,"Kerman",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-02","IRN","Kerman",0,1,1,1,0,0,0,0,,5,3164718,02mar2020,1,3,2020,2,"Kerman",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-03","IRN","Kerman",0,1,1,1,1,0,0,0,,9,3164718,03mar2020,2,3,2020,3,"Kerman",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-04","IRN","Kerman",0,1,1,1,1,0,0,0,16,23,3164718,04mar2020,3,3,2020,4,"Kerman",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-05","IRN","Kerman",1,1,1,1,1,0,0,0,16,23,3164718,05mar2020,4,3,2020,5,"Kerman",0,0,,,0,.8196025,,1,1,1,0
"2020-03-06","IRN","Kerman",1,1,1,1,1,0,0,0,23,30,3164718,06mar2020,5,3,2020,6,"Kerman",0,7,1.94591,,0,.8196025,,1,1,1,0
"2020-03-07","IRN","Kerman",1,1,1,1,1,0,0,0,,33,3164718,07mar2020,6,3,2020,7,"Kerman",0,,,,0,.8196025,,1,1,1,0
"2020-03-08","IRN","Kerman",1,1,1,1,1,0,0,0,,37,3164718,08mar2020,0,3,2020,8,"Kerman",0,,,,0,.8196025,,1,1,1,0
"2020-03-09","IRN","Kerman",1,1,1,1,1,0,0,0,34,41,3164718,09mar2020,1,3,2020,9,"Kerman",0,,,,0,.8196025,,1,1,1,0
"2020-03-10","IRN","Kerman",1,1,1,1,1,0,0,0,38,45,3164718,10mar2020,2,3,2020,10,"Kerman",0,4,1.386294,,0,.8196025,,1,1,1,0
"2020-03-11","IRN","Kerman",1,1,1,1,1,0,0,0,56,63,3164718,11mar2020,3,3,2020,11,"Kerman",0,18,2.890372,1.504077,0,,,1,1,1,0
"2020-03-12","IRN","Kerman",1,1,1,1,1,0,0,0,63,70,3164718,12mar2020,4,3,2020,12,"Kerman",0,7,1.94591,,0,.8196025,,1,1,1,0
"2020-03-13","IRN","Kerman",1,1,1,1,1,1,1,0,75,82,3164718,13mar2020,5,3,2020,13,"Kerman",0,12,2.484907,.5389966,1,,,1,1,1,1
"2020-03-14","IRN","Kerman",1,1,1,1,1,1,1,0,75,82,3164718,14mar2020,6,3,2020,14,"Kerman",0,0,,,0,.8196025,,1,1,1,1
"2020-03-15","IRN","Kerman",1,1,1,1,1,1,1,0,82,89,3164718,15mar2020,0,3,2020,15,"Kerman",0,7,1.94591,,0,.8196025,,1,1,1,1
"2020-03-16","IRN","Kerman",1,1,1,1,1,1,1,0,95,102,3164718,16mar2020,1,3,2020,16,"Kerman",0,13,2.564949,.6190392,0,,,1,1,1,1
"2020-03-17","IRN","Kerman",1,1,1,1,1,1,1,0,114,121,3164718,17mar2020,2,3,2020,17,"Kerman",0,19,2.944439,.3794897,0,,,1,1,1,1
"2020-03-18","IRN","Kerman",1,1,1,1,1,1,1,0,125,132,3164718,18mar2020,3,3,2020,18,"Kerman",0,11,2.397895,,0,.8196025,,1,1,1,1
"2020-03-19","IRN","Kerman",1,1,1,1,1,1,1,0,139,146,3164718,19mar2020,4,3,2020,19,"Kerman",0,14,2.639057,.2411621,0,,,1,1,1,1
"2020-03-20","IRN","Kerman",1,1,1,1,1,1,1,0,151,158,3164718,20mar2020,5,3,2020,20,"Kerman",0,12,2.484907,,0,.8196025,,1,1,1,1
"2020-03-21","IRN","Kerman",1,1,1,1,1,1,1,0,159,166,3164718,21mar2020,6,3,2020,21,"Kerman",0,8,2.079442,,0,.8196025,,1,1,1,1
"2020-03-22","IRN","Kerman",1,1,1,1,1,1,1,0,167,174,3164718,22mar2020,0,3,2020,22,"Kerman",0,8,2.079442,0,0,,,1,1,1,1
"2020-02-27","IRN","Kermanshah",1,0,1,1,0,0,0,0,,3,1952434,27feb2020,4,2,2020,27,"Kermanshah",0,,,,0,.8196025,,0,0,0,0
"2020-02-28","IRN","Kermanshah",1,0,1,1,0,0,0,0,,3,1952434,28feb2020,5,2,2020,28,"Kermanshah",0,,,,0,.8196025,,0,0,0,0
"2020-02-29","IRN","Kermanshah",1,0,1,1,0,0,0,0,,3,1952434,29feb2020,6,2,2020,29,"Kermanshah",0,,,,0,.8196025,,0,0,0,0
"2020-03-01","IRN","Kermanshah",1,1,1,1,0,0,0,0,,5,1952434,01mar2020,0,3,2020,1,"Kermanshah",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-02","IRN","Kermanshah",1,1,1,1,0,0,0,0,,8,1952434,02mar2020,1,3,2020,2,"Kermanshah",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-03","IRN","Kermanshah",1,1,1,1,1,0,0,0,,12,1952434,03mar2020,2,3,2020,3,"Kermanshah",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-04","IRN","Kermanshah",1,1,1,1,1,0,0,0,20,27,1952434,04mar2020,3,3,2020,4,"Kermanshah",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-05","IRN","Kermanshah",1,1,1,1,1,0,0,0,20,27,1952434,05mar2020,4,3,2020,5,"Kermanshah",0,0,,,0,.8196025,,1,0,.6666667,0
"2020-03-06","IRN","Kermanshah",1,1,1,1,1,0,0,0,25,32,1952434,06mar2020,5,3,2020,6,"Kermanshah",0,5,1.609438,,0,.8196025,,1,0,.6666667,0
"2020-03-07","IRN","Kermanshah",1,1,1,1,1,0,0,0,29,36,1952434,07mar2020,6,3,2020,7,"Kermanshah",0,4,1.386294,,0,.8196025,,1,0,.6666667,0
"2020-03-08","IRN","Kermanshah",1,1,1,1,1,0,0,0,31,38,1952434,08mar2020,0,3,2020,8,"Kermanshah",0,2,.6931472,,0,.8196025,,1,0,.6666667,0
"2020-03-09","IRN","Kermanshah",1,1,1,1,1,0,0,0,42,49,1952434,09mar2020,1,3,2020,9,"Kermanshah",0,11,2.397895,1.704748,0,,,1,0,.6666667,0
"2020-03-10","IRN","Kermanshah",1,1,1,1,1,0,0,0,49,56,1952434,10mar2020,2,3,2020,10,"Kermanshah",0,7,1.94591,,0,.8196025,,1,0,.6666667,0
"2020-03-11","IRN","Kermanshah",1,1,1,1,1,0,0,0,57,64,1952434,11mar2020,3,3,2020,11,"Kermanshah",0,8,2.079442,.1335315,0,,,1,0,.6666667,0
"2020-03-12","IRN","Kermanshah",1,1,1,1,1,0,0,0,77,84,1952434,12mar2020,4,3,2020,12,"Kermanshah",0,20,2.995732,.9162908,0,,,1,0,.6666667,0
"2020-03-13","IRN","Kermanshah",1,1,1,1,1,1,1,0,92,99,1952434,13mar2020,5,3,2020,13,"Kermanshah",0,15,2.70805,,1,.8196025,,1,0,.6666667,1
"2020-03-14","IRN","Kermanshah",1,1,1,1,1,1,1,0,100,107,1952434,14mar2020,6,3,2020,14,"Kermanshah",0,8,2.079442,,0,.8196025,,1,0,.6666667,1
"2020-03-15","IRN","Kermanshah",1,1,1,1,1,1,1,0,113,120,1952434,15mar2020,0,3,2020,15,"Kermanshah",0,13,2.564949,.4855077,0,,,1,0,.6666667,1
"2020-03-16","IRN","Kermanshah",1,1,1,1,1,1,1,0,129,136,1952434,16mar2020,1,3,2020,16,"Kermanshah",0,16,2.772589,.2076395,0,,,1,0,.6666667,1
"2020-03-17","IRN","Kermanshah",1,1,1,1,1,1,1,0,143,150,1952434,17mar2020,2,3,2020,17,"Kermanshah",0,14,2.639057,,0,.8196025,,1,0,.6666667,1
"2020-03-18","IRN","Kermanshah",1,1,1,1,1,1,1,0,150,157,1952434,18mar2020,3,3,2020,18,"Kermanshah",0,7,1.94591,,0,.8196025,,1,0,.6666667,1
"2020-03-19","IRN","Kermanshah",1,1,1,1,1,1,1,0,173,180,1952434,19mar2020,4,3,2020,19,"Kermanshah",0,23,3.135494,1.189584,0,,,1,0,.6666667,1
"2020-03-20","IRN","Kermanshah",1,1,1,1,1,1,1,0,195,202,1952434,20mar2020,5,3,2020,20,"Kermanshah",0,22,3.091043,,0,.8196025,,1,0,.6666667,1
"2020-03-21","IRN","Kermanshah",1,1,1,1,1,1,1,0,222,229,1952434,21mar2020,6,3,2020,21,"Kermanshah",0,27,3.295837,.2047944,0,,,1,0,.6666667,1
"2020-03-22","IRN","Kermanshah",1,1,1,1,1,1,1,0,241,248,1952434,22mar2020,0,3,2020,22,"Kermanshah",0,19,2.944439,,0,.8196025,,1,0,.6666667,1
"2020-02-27","IRN","Khuzestan",0,0,1,1,0,0,0,0,,3,4710509,27feb2020,4,2,2020,27,"Khuzestan",0,,,,0,.8196025,,0,0,0,0
"2020-02-28","IRN","Khuzestan",0,0,1,1,0,0,0,0,,6,4710509,28feb2020,5,2,2020,28,"Khuzestan",0,,,,0,.8196025,,0,0,0,0
"2020-02-29","IRN","Khuzestan",0,0,1,1,0,0,0,0,10,10,4710509,29feb2020,6,2,2020,29,"Khuzestan",0,,,,0,.8196025,,0,0,0,0
"2020-03-01","IRN","Khuzestan",0,1,1,1,0,0,0,0,19,19,4710509,01mar2020,0,3,2020,1,"Khuzestan",0,9,2.197225,,0,.8196025,,1,0,.3333333,0
"2020-03-02","IRN","Khuzestan",0,1,1,1,0,0,0,0,,31,4710509,02mar2020,1,3,2020,2,"Khuzestan",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-03","IRN","Khuzestan",0,1,1,1,1,0,0,0,,50,4710509,03mar2020,2,3,2020,3,"Khuzestan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-04","IRN","Khuzestan",0,1,1,1,1,0,0,0,46,77,4710509,04mar2020,3,3,2020,4,"Khuzestan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-05","IRN","Khuzestan",1,1,1,1,1,0,0,0,47,78,4710509,05mar2020,4,3,2020,5,"Khuzestan",0,1,0,,0,.8196025,,1,1,1,0
"2020-03-06","IRN","Khuzestan",1,1,1,1,1,0,0,0,47,78,4710509,06mar2020,5,3,2020,6,"Khuzestan",0,0,,,0,.8196025,,1,1,1,0
"2020-03-07","IRN","Khuzestan",1,1,1,1,1,0,0,0,48,79,4710509,07mar2020,6,3,2020,7,"Khuzestan",0,1,0,,0,.8196025,,1,1,1,0
"2020-03-08","IRN","Khuzestan",1,1,1,1,1,0,0,0,53,84,4710509,08mar2020,0,3,2020,8,"Khuzestan",0,5,1.609438,1.609438,0,,,1,1,1,0
"2020-03-09","IRN","Khuzestan",1,1,1,1,1,0,0,0,57,88,4710509,09mar2020,1,3,2020,9,"Khuzestan",0,4,1.386294,,0,.8196025,,1,1,1,0
"2020-03-10","IRN","Khuzestan",1,1,1,1,1,0,0,0,94,125,4710509,10mar2020,2,3,2020,10,"Khuzestan",0,37,3.610918,2.224623,0,,,1,1,1,0
"2020-03-11","IRN","Khuzestan",1,1,1,1,1,0,0,0,111,142,4710509,11mar2020,3,3,2020,11,"Khuzestan",0,17,2.833213,,0,.8196025,,1,1,1,0
"2020-03-12","IRN","Khuzestan",1,1,1,1,1,0,0,0,142,173,4710509,12mar2020,4,3,2020,12,"Khuzestan",0,31,3.433987,.6007738,0,,,1,1,1,0
"2020-03-13","IRN","Khuzestan",1,1,1,1,1,1,1,0,157,188,4710509,13mar2020,5,3,2020,13,"Khuzestan",0,15,2.70805,,1,.8196025,,1,1,1,1
"2020-03-14","IRN","Khuzestan",1,1,1,1,1,1,1,0,205,236,4710509,14mar2020,6,3,2020,14,"Khuzestan",0,48,3.871201,1.163151,0,,,1,1,1,1
"2020-03-15","IRN","Khuzestan",1,1,1,1,1,1,1,0,237,268,4710509,15mar2020,0,3,2020,15,"Khuzestan",0,32,3.465736,,0,.8196025,,1,1,1,1
"2020-03-16","IRN","Khuzestan",1,1,1,1,1,1,1,0,290,321,4710509,16mar2020,1,3,2020,16,"Khuzestan",0,53,3.970292,.5045559,0,,,1,1,1,1
"2020-03-17","IRN","Khuzestan",1,1,1,1,1,1,1,0,315,346,4710509,17mar2020,2,3,2020,17,"Khuzestan",0,25,3.218876,,0,.8196025,,1,1,1,1
"2020-03-18","IRN","Khuzestan",1,1,1,1,1,1,1,0,343,374,4710509,18mar2020,3,3,2020,18,"Khuzestan",0,28,3.332205,.1133287,0,,,1,1,1,1
"2020-03-19","IRN","Khuzestan",1,1,1,1,1,1,1,0,365,396,4710509,19mar2020,4,3,2020,19,"Khuzestan",0,22,3.091043,,0,.8196025,,1,1,1,1
"2020-03-20","IRN","Khuzestan",1,1,1,1,1,1,1,0,375,406,4710509,20mar2020,5,3,2020,20,"Khuzestan",0,10,2.302585,,0,.8196025,,1,1,1,1
"2020-03-21","IRN","Khuzestan",1,1,1,1,1,1,1,0,406,437,4710509,21mar2020,6,3,2020,21,"Khuzestan",0,31,3.433987,1.131402,0,,,1,1,1,1
"2020-03-22","IRN","Khuzestan",1,1,1,1,1,1,1,0,428,459,4710509,22mar2020,0,3,2020,22,"Khuzestan",0,22,3.091043,,0,.8196025,,1,1,1,1
"2020-02-27","IRN","Kohgiluyeh and Buyer Ahmad",0,0,1,1,0,0,0,0,,2,713052,27feb2020,4,2,2020,27,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,0,0,0,0
"2020-02-28","IRN","Kohgiluyeh and Buyer Ahmad",0,0,1,1,0,0,0,0,,2,713052,28feb2020,5,2,2020,28,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,0,0,0,0
"2020-02-29","IRN","Kohgiluyeh and Buyer Ahmad",0,0,1,1,0,0,0,0,,2,713052,29feb2020,6,2,2020,29,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,0,0,0,0
"2020-03-01","IRN","Kohgiluyeh and Buyer Ahmad",0,1,1,1,0,0,0,0,,2,713052,01mar2020,0,3,2020,1,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-02","IRN","Kohgiluyeh and Buyer Ahmad",0,1,1,1,0,0,0,0,,2,713052,02mar2020,1,3,2020,2,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-03","IRN","Kohgiluyeh and Buyer Ahmad",0,1,1,1,1,0,0,0,,2,713052,03mar2020,2,3,2020,3,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-04","IRN","Kohgiluyeh and Buyer Ahmad",0,1,1,1,1,0,0,0,,2,713052,04mar2020,3,3,2020,4,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-05","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,0,0,0,,2,713052,05mar2020,4,3,2020,5,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,1,1,1,0
"2020-03-06","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,0,0,0,,6,713052,06mar2020,5,3,2020,6,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,1,1,1,0
"2020-03-07","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,0,0,0,,6,713052,07mar2020,6,3,2020,7,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,1,1,1,0
"2020-03-08","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,0,0,0,,9,713052,08mar2020,0,3,2020,8,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,1,1,1,0
"2020-03-09","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,0,0,0,,9,713052,09mar2020,1,3,2020,9,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,1,1,1,0
"2020-03-10","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,0,0,0,11,11,713052,10mar2020,2,3,2020,10,"Kohgiluyeh and Buyer Ahmad",0,,,,0,.8196025,,1,1,1,0
"2020-03-11","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,0,0,0,11,11,713052,11mar2020,3,3,2020,11,"Kohgiluyeh and Buyer Ahmad",0,0,,,0,.8196025,,1,1,1,0
"2020-03-12","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,0,0,0,26,26,713052,12mar2020,4,3,2020,12,"Kohgiluyeh and Buyer Ahmad",0,15,2.70805,,0,.8196025,,1,1,1,0
"2020-03-13","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,1,1,0,26,26,713052,13mar2020,5,3,2020,13,"Kohgiluyeh and Buyer Ahmad",0,0,,,1,.8196025,,1,1,1,1
"2020-03-14","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,1,1,0,26,26,713052,14mar2020,6,3,2020,14,"Kohgiluyeh and Buyer Ahmad",0,0,,,0,.8196025,,1,1,1,1
"2020-03-15","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,1,1,0,27,27,713052,15mar2020,0,3,2020,15,"Kohgiluyeh and Buyer Ahmad",0,1,0,,0,.8196025,,1,1,1,1
"2020-03-16","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,1,1,0,32,32,713052,16mar2020,1,3,2020,16,"Kohgiluyeh and Buyer Ahmad",0,5,1.609438,1.609438,0,,,1,1,1,1
"2020-03-17","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,1,1,0,32,32,713052,17mar2020,2,3,2020,17,"Kohgiluyeh and Buyer Ahmad",0,0,,,0,.8196025,,1,1,1,1
"2020-03-18","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,1,1,0,45,45,713052,18mar2020,3,3,2020,18,"Kohgiluyeh and Buyer Ahmad",0,13,2.564949,,0,.8196025,,1,1,1,1
"2020-03-19","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,1,1,0,60,60,713052,19mar2020,4,3,2020,19,"Kohgiluyeh and Buyer Ahmad",0,15,2.70805,.143101,0,,,1,1,1,1
"2020-03-20","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,1,1,0,61,61,713052,20mar2020,5,3,2020,20,"Kohgiluyeh and Buyer Ahmad",0,1,0,,0,.8196025,,1,1,1,1
"2020-03-21","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,1,1,0,73,73,713052,21mar2020,6,3,2020,21,"Kohgiluyeh and Buyer Ahmad",0,12,2.484907,2.484907,0,,,1,1,1,1
"2020-03-22","IRN","Kohgiluyeh and Buyer Ahmad",1,1,1,1,1,1,1,0,73,73,713052,22mar2020,0,3,2020,22,"Kohgiluyeh and Buyer Ahmad",0,0,,,0,.8196025,,1,1,1,1
"2020-02-27","IRN","Kordestan",1,0,1,1,0,0,0,0,,1,1603011,27feb2020,4,2,2020,27,"Kordestan",0,,,,0,.8196025,,0,0,0,0
"2020-02-28","IRN","Kordestan",1,0,1,1,0,0,0,0,,3,1603011,28feb2020,5,2,2020,28,"Kordestan",0,,,,0,.8196025,,0,0,0,0
"2020-02-29","IRN","Kordestan",1,0,1,1,0,0,0,0,,8,1603011,29feb2020,6,2,2020,29,"Kordestan",0,,,,0,.8196025,,0,0,0,0
"2020-03-01","IRN","Kordestan",1,1,1,1,0,0,0,0,,8,1603011,01mar2020,0,3,2020,1,"Kordestan",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-02","IRN","Kordestan",1,1,1,1,0,0,0,0,,8,1603011,02mar2020,1,3,2020,2,"Kordestan",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-03","IRN","Kordestan",1,1,1,1,1,0,0,0,,8,1603011,03mar2020,2,3,2020,3,"Kordestan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-04","IRN","Kordestan",1,1,1,1,1,0,0,0,12,12,1603011,04mar2020,3,3,2020,4,"Kordestan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-05","IRN","Kordestan",1,1,1,1,1,0,0,0,18,18,1603011,05mar2020,4,3,2020,5,"Kordestan",0,6,1.791759,,0,.8196025,,1,0,.6666667,0
"2020-03-06","IRN","Kordestan",1,1,1,1,1,0,0,0,42,42,1603011,06mar2020,5,3,2020,6,"Kordestan",0,24,3.178054,1.386294,0,,,1,0,.6666667,0
"2020-03-07","IRN","Kordestan",1,1,1,1,1,0,0,0,44,44,1603011,07mar2020,6,3,2020,7,"Kordestan",0,2,.6931472,,0,.8196025,,1,0,.6666667,0
"2020-03-08","IRN","Kordestan",1,1,1,1,1,0,0,0,63,63,1603011,08mar2020,0,3,2020,8,"Kordestan",0,19,2.944439,2.251292,0,,,1,0,.6666667,0
"2020-03-09","IRN","Kordestan",1,1,1,1,1,0,0,0,66,66,1603011,09mar2020,1,3,2020,9,"Kordestan",0,3,1.098612,,0,.8196025,,1,0,.6666667,0
"2020-03-10","IRN","Kordestan",1,1,1,1,1,0,0,0,78,78,1603011,10mar2020,2,3,2020,10,"Kordestan",0,12,2.484907,1.386294,0,,,1,0,.6666667,0
"2020-03-11","IRN","Kordestan",1,1,1,1,1,0,0,0,84,84,1603011,11mar2020,3,3,2020,11,"Kordestan",0,6,1.791759,,0,.8196025,,1,0,.6666667,0
"2020-03-12","IRN","Kordestan",1,1,1,1,1,0,0,0,93,93,1603011,12mar2020,4,3,2020,12,"Kordestan",0,9,2.197225,.4054651,0,,,1,0,.6666667,0
"2020-03-13","IRN","Kordestan",1,1,1,1,1,1,1,0,102,102,1603011,13mar2020,5,3,2020,13,"Kordestan",0,9,2.197225,0,1,,,1,0,.6666667,1
"2020-03-14","IRN","Kordestan",1,1,1,1,1,1,1,0,107,107,1603011,14mar2020,6,3,2020,14,"Kordestan",0,5,1.609438,,0,.8196025,,1,0,.6666667,1
"2020-03-15","IRN","Kordestan",1,1,1,1,1,1,1,0,134,134,1603011,15mar2020,0,3,2020,15,"Kordestan",0,27,3.295837,1.686399,0,,,1,0,.6666667,1
"2020-03-16","IRN","Kordestan",1,1,1,1,1,1,1,0,165,165,1603011,16mar2020,1,3,2020,16,"Kordestan",0,31,3.433987,.1381502,0,,,1,0,.6666667,1
"2020-03-17","IRN","Kordestan",1,1,1,1,1,1,1,0,167,167,1603011,17mar2020,2,3,2020,17,"Kordestan",0,2,.6931472,,0,.8196025,,1,0,.6666667,1
"2020-03-18","IRN","Kordestan",1,1,1,1,1,1,1,0,189,189,1603011,18mar2020,3,3,2020,18,"Kordestan",0,22,3.091043,2.397895,0,,,1,0,.6666667,1
"2020-03-19","IRN","Kordestan",1,1,1,1,1,1,1,0,200,200,1603011,19mar2020,4,3,2020,19,"Kordestan",0,11,2.397895,,0,.8196025,,1,0,.6666667,1
"2020-03-20","IRN","Kordestan",1,1,1,1,1,1,1,0,215,215,1603011,20mar2020,5,3,2020,20,"Kordestan",0,15,2.70805,.3101549,0,,,1,0,.6666667,1
"2020-03-21","IRN","Kordestan",1,1,1,1,1,1,1,0,222,222,1603011,21mar2020,6,3,2020,21,"Kordestan",0,7,1.94591,,0,.8196025,,1,0,.6666667,1
"2020-03-22","IRN","Kordestan",1,1,1,1,1,1,1,0,238,238,1603011,22mar2020,0,3,2020,22,"Kordestan",0,16,2.772589,.8266786,0,,,1,0,.6666667,1
"2020-02-27","IRN","Lorestan",0,0,1,1,0,0,0,0,,4,1760649,27feb2020,4,2,2020,27,"Lorestan",0,,,,0,.8196025,,0,0,0,0
"2020-02-28","IRN","Lorestan",0,0,1,1,0,0,0,0,,4,1760649,28feb2020,5,2,2020,28,"Lorestan",0,,,,0,.8196025,,0,0,0,0
"2020-02-29","IRN","Lorestan",0,0,1,1,0,0,0,0,,4,1760649,29feb2020,6,2,2020,29,"Lorestan",0,,,,0,.8196025,,0,0,0,0
"2020-03-01","IRN","Lorestan",0,1,1,1,0,0,0,0,12,12,1760649,01mar2020,0,3,2020,1,"Lorestan",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-02","IRN","Lorestan",0,1,1,1,0,0,0,0,,23,1760649,02mar2020,1,3,2020,2,"Lorestan",0,,,,0,.8196025,,1,0,.3333333,0
"2020-03-03","IRN","Lorestan",0,1,1,1,1,0,0,0,,40,1760649,03mar2020,2,3,2020,3,"Lorestan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-04","IRN","Lorestan",0,1,1,1,1,0,0,0,17,45,1760649,04mar2020,3,3,2020,4,"Lorestan",0,,,,0,.8196025,,1,0,.6666667,0
"2020-03-05","IRN","Lorestan",1,1,1,1,1,0,0,0,28,56,1760649,05mar2020,4,3,2020,5,"Lorestan",0,11,2.397895,,0,.8196025,,1,1,1,0
"2020-03-06","IRN","Lorestan",1,1,1,1,1,0,0,0,78,106,1760649,06mar2020,5,3,2020,6,"Lorestan",0,50,3.912023,1.514128,0,,,1,1,1,0
"2020-03-07","IRN","Lorestan",1,1,1,1,1,0,0,0,105,133,1760649,07mar2020,6,3,2020,7,"Lorestan",0,27,3.295837,,0,.8196025,,1,1,1,0
"2020-03-08","IRN","Lorestan",1,1,1,1,1,0,0,0,142,170,1760649,08mar2020,0,3,2020,8,"Lorestan",0,37,3.610918,.3150809,0,,,1,1,1,0
"2020-03-09","IRN","Lorestan",1,1,1,1,1,0,0,0,149,177,1760649,09mar2020,1,3,2020,9,"Lorestan",0,7,1.94591,,0,.8196025,,1,1,1,0
"2020-03-10","IRN","Lorestan",1,1,1,1,1,0,0,0,174,202,1760649,10mar2020,2,3,2020,10,"Lorestan",0,25,3.218876,1.272966,0,,,1,1,1,0
"2020-03-11","IRN","Lorestan",1,1,1,1,1,0,0,0,183,211,1760649,11mar2020,3,3,2020,11,"Lorestan",0,9,2.197225,,0,.8196025,,1,1,1,0
"2020-03-12","IRN","Lorestan",1,1,1,1,1,0,0,0,208,236,1760649,12mar2020,4,3,2020,12,"Lorestan",0,25,3.218876,1.021651,0,,,1,1,1,0
