adm0_name,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,testing_regime,no_gathering_size,school_closure,school_closure_popwt,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,l_cum_hospitalized,D_l_cum_hospitalized,sample_avg,day_avg,testing_change_fra_15mar2020,p_fra_1,no_gathering_5000,no_gathering_1000,no_gathering_100,p_fra_2,p_fra_3,_reghdfe_resid,__hdfe1__,__hdfe2__
"FRA","Paca","2020-03-08",52,52,5055651,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.614818,08mar2020,0,3,2020,8,"Paca",0,14,2.639057,.1541507,4.60517,.2876821,.6189693,,0,0,1,1,0,1,1,-.59337611,-.27391034,.19205237
"FRA","Paca","2020-03-09",72,72,5055651,135,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.614818,09mar2020,1,3,2020,9,"Paca",0,20,2.995732,.3566749,4.905275,.3001046,.6189693,,0,0,1,1,0,1,1,-.0625153,-.27391034,-.13628425
"FRA","Paca","2020-03-11",111,111,5055651,200,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.614818,11mar2020,3,3,2020,11,"Paca",0,22,3.091043,.2578292,5.298317,.2420716,.6189693,,0,0,1,1,0,1,1,-.4251444,-.27391034,.1852439
"FRA","Paca","2020-03-12",147,147,5055651,220,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.614818,12mar2020,4,3,2020,12,"Paca",0,36,3.583519,.4924765,5.393628,.0953102,.6189693,,0,0,1,1,0,1,1,.07903211,-.27391034,-.08428533
"FRA","Paca","2020-03-13",212,212,5055651,277,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.614818,13mar2020,5,3,2020,13,"Paca",0,65,4.174387,.5908685,5.624018,.2303901,.6189693,,0,0,1,1,1,1,1,.26803365,-.27391034,-.05940533
"FRA","Paca","2020-03-14",281,281,5055651,318,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.614818,14mar2020,6,3,2020,14,"Paca",0,69,4.234107,.0597191,5.762052,.1380339,.6189693,,0,0,1,1,1,1,1,-.18484957,-.27391034,-.1376715
"FRA","Paca","2020-03-16",405,405,5055651,401,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,1,16mar2020,1,3,2020,16,"Paca",0,75,4.317488,.425668,5.993961,.1162257,.6189693,,0,1,1,1,1,1,1,.07956326,-.27391034,-.13628425
"FRA","Paca","2020-03-18",574,574,5055651,515,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,18mar2020,3,3,2020,18,"Paca",0,96,4.564348,.2738886,6.244167,.1151166,.6189693,,0,1,1,1,1,1,1,-.13015527,-.27391034,.1852439
"FRA","Paca","2020-03-19",693,693,5055651,585,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,19mar2020,4,3,2020,19,"Paca",0,119,4.779123,.2147751,6.371612,.1274452,.6189693,,0,1,1,1,1,1,1,.08026046,-.27391034,-.08428533
"FRA","Paca","2020-03-20",826,826,5055651,667,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,20mar2020,5,3,2020,20,"Paca",0,133,4.890349,.1112256,6.50279,.1311779,.6189693,,0,1,1,1,1,1,1,-.04816901,-.27391034,-.05940533
"FRA","Paca","2020-03-21",1041,1041,5055651,759,1,1,.67,.8835029,0,1,1,1,1,0,1,1,1,2,1,1,21mar2020,6,3,2020,21,"Paca",0,215,5.370638,.480289,6.632002,.1292119,.6189693,,0,1,1,1,1,1,1,.3570024,-.27391034,-.1376715
"FRA","Paca","2020-03-22",1372,1372,5055651,849,1,1,.67,.8835029,0,1,1,1,1,0,1,1,1,2,1,1,22mar2020,0,3,2020,22,"Paca",0,331,5.802118,.4314804,6.744059,.1120572,.6189693,,0,1,1,1,1,1,1,-.02153005,-.27391034,.19205237
"FRA","Paca","2020-03-25",1927,1927,5055651,1251,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,25mar2020,3,3,2020,25,"Paca",0,332,5.805135,1.362484,7.131699,.1177831,.6189693,,0,1,1,1,1,1,1,.9074084,-.27391034,.1852439
"FRA","PaysdelaLoire","2020-03-08",25,25,3801797,65,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0,08mar2020,0,3,2020,8,"PaysdelaLoire",0,7,1.94591,1.252763,4.174387,.2231438,.6189693,,0,0,1,1,0,1,0,-.03161949,.30122595,.19205237
"FRA","PaysdelaLoire","2020-03-10",27,27,3801797,80,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0,10mar2020,2,3,2020,10,"PaysdelaLoire",0,1,0,0,4.382027,.091567,.6189693,,0,0,1,1,0,1,0,-1.0509036,.30122595,-.04142641
"FRA","PaysdelaLoire","2020-03-11",34,34,3801797,89,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,0,0,11mar2020,3,3,2020,11,"PaysdelaLoire",0,7,1.94591,1.94591,4.488636,.1066098,.6189693,,0,0,1,1,0,1,0,.72608093,.30122595,.1852439
"FRA","PaysdelaLoire","2020-03-12",41,41,3801797,97,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,0,0,12mar2020,4,3,2020,12,"PaysdelaLoire",0,7,1.94591,0,4.574711,.0860744,.6189693,,0,0,1,1,0,1,0,-.95029993,.30122595,-.08428533
"FRA","PaysdelaLoire","2020-03-13",55,55,3801797,106,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,0,0,13mar2020,5,3,2020,13,"PaysdelaLoire",0,14,2.639057,.6931473,4.663439,.0887284,.6189693,,0,0,1,1,1,1,0,-.1665431,.30122595,-.05940533
"FRA","PaysdelaLoire","2020-03-14",82,82,3801797,112,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,0,0,14mar2020,6,3,2020,14,"PaysdelaLoire",0,27,3.295837,.6567795,4.718499,.0550594,.6189693,,0,0,1,1,1,1,0,-.1246447,.30122595,-.1376715
"FRA","PaysdelaLoire","2020-03-17",126,126,3801797,169,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,17mar2020,2,3,2020,17,"PaysdelaLoire",0,18,2.890372,.5877867,5.129899,.1670537,.6189693,,0,1,1,1,1,1,1,-.16472316,.30122595,-.04142641
"FRA","PaysdelaLoire","2020-03-19",160,160,3801797,217,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,19mar2020,4,3,2020,19,"PaysdelaLoire",0,32,3.465736,2.772589,5.379897,.1381502,.6189693,,0,1,1,1,1,1,1,2.0629378,.30122595,-.08428533
"FRA","PaysdelaLoire","2020-03-21",234,234,3801797,294,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21mar2020,6,3,2020,21,"PaysdelaLoire",0,44,3.78419,.3829923,5.68358,.1306205,.6189693,,0,1,1,1,1,1,1,-.27327248,.30122595,-.1376715
"FRA","PaysdelaLoire","2020-03-24",343,343,3801797,474,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,24mar2020,2,3,2020,24,"PaysdelaLoire",0,50,3.912023,.7765288,6.161207,.1548538,.6189693,,0,1,1,1,1,1,1,-.02701225,.30122595,-.04142641
