date,adm0_name,adm1_name,adm2_name,lat,lon,cum_confirmed_cases,cum_confirmed_cases_imputed,population,travel_ban_intl_out,travel_ban_local,business_closure,social_distance,school_closure,no_gathering,transit_suspension,work_from_home,testing_regime,pos_cases_quarantine,home_isolation,travel_ban_intl_in,travel_ban_local_popwt,business_closure_popwt,social_distance_popwt,school_closure_popwt,no_gathering_popwt,transit_suspension_popwt,work_from_home_popwt,pos_cases_quarantine_popwt,home_isolation_popwt,social_distance_opt,social_distance_opt_popwt,work_from_home_opt,work_from_home_opt_popwt,policies_enacted,t,dow,month,year,day,adm1_id,adm2_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,social_distance_comb_popwt,work_from_home_comb_popwt,p_ita_1,p_ita_2,p_ita_3,p_ita_4,p_ita_5
"2020-03-09","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,,9,531178,1,0,.33,1,1,1,0,0,1,1,0,0,0,.33,1,1,1,0,0,1,0,0,0,1,1,6.33,09mar2020,1,3,2020,9,"P.A. Bolzano","Bolzano",0,,,,,,1,.5,.5816666,1,0,1,0
"2020-03-10","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,38,38,531178,1,.5,.33,1,1,1,0,1,1,1,.33,1,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,9.16,10mar2020,2,3,2020,10,"P.A. Bolzano","Bolzano",0,,,,,,1,1,.665,1,.25,1,.33
"2020-03-11","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,75,75,531178,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,11mar2020,3,3,2020,11,"P.A. Bolzano","Bolzano",0,37,3.610918,,,,1,1,.835,1,.25,1,.67
"2020-03-12","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,104,104,531178,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,12mar2020,4,3,2020,12,"P.A. Bolzano","Bolzano",0,29,3.367296,,,,1,1,.835,1,.25,1,.67
"2020-03-13","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,125,125,531178,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,13mar2020,5,3,2020,13,"P.A. Bolzano","Bolzano",0,21,3.044523,,,,1,1,.835,1,.25,1,.67
"2020-03-14","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,173,173,531178,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,14mar2020,6,3,2020,14,"P.A. Bolzano","Bolzano",0,48,3.871201,.8266785,,,1,1,.835,1,.25,1,.67
"2020-03-15","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,204,204,531178,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,15mar2020,0,3,2020,15,"P.A. Bolzano","Bolzano",0,31,3.433987,,,,1,1,.835,1,.25,1,.67
"2020-03-16","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,241,241,531178,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,16mar2020,1,3,2020,16,"P.A. Bolzano","Bolzano",0,37,3.610918,.1769307,,,1,1,.835,1,.25,1,.67
"2020-03-17","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,291,291,531178,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,17mar2020,2,3,2020,17,"P.A. Bolzano","Bolzano",0,50,3.912023,.3011053,,,1,1,.835,1,.25,1,.67
"2020-03-18","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,376,376,531178,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,18mar2020,3,3,2020,18,"P.A. Bolzano","Bolzano",0,85,4.442651,.5306282,,,1,1,.835,1,.25,1,.67
"2020-03-19","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,436,436,531178,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,19mar2020,4,3,2020,19,"P.A. Bolzano","Bolzano",0,60,4.094345,,,,1,1,.835,1,.25,1,.67
"2020-03-20","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,548,548,531178,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,20mar2020,5,3,2020,20,"P.A. Bolzano","Bolzano",0,112,4.718499,.6241541,,,1,1,.835,1,.25,1,.67
"2020-03-21","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,621,621,531178,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,21mar2020,6,3,2020,21,"P.A. Bolzano","Bolzano",0,73,4.29046,,,,1,1,.835,1,.25,1,.67
"2020-03-22","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,678,678,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,22mar2020,0,3,2020,22,"P.A. Bolzano","Bolzano",0,57,4.043051,,,,1,1,1,1,.5,1,.67
"2020-03-23","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,724,724,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,23mar2020,1,3,2020,23,"P.A. Bolzano","Bolzano",0,46,3.828641,,,,1,1,1,1,.5,1,.67
"2020-03-24","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,781,781,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,24mar2020,2,3,2020,24,"P.A. Bolzano","Bolzano",0,57,4.043051,.2144098,,,1,1,1,1,.5,1,.67
"2020-03-25","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,858,858,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,25mar2020,3,3,2020,25,"P.A. Bolzano","Bolzano",0,77,4.343805,.3007541,,,1,1,1,1,.5,1,.67
"2020-03-26","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,906,906,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,26mar2020,4,3,2020,26,"P.A. Bolzano","Bolzano",0,48,3.871201,,,,1,1,1,1,.5,1,.67
"2020-03-27","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,1003,1003,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,27mar2020,5,3,2020,27,"P.A. Bolzano","Bolzano",0,97,4.574711,.7035098,,,1,1,1,1,.5,1,.67
"2020-03-28","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,1109,1109,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,28mar2020,6,3,2020,28,"P.A. Bolzano","Bolzano",0,106,4.663439,.0887284,,,1,1,1,1,.5,1,.67
"2020-03-29","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,1214,1214,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,29mar2020,0,3,2020,29,"P.A. Bolzano","Bolzano",0,105,4.65396,,,,1,1,1,1,.5,1,.67
"2020-03-30","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,1325,1325,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,30mar2020,1,3,2020,30,"P.A. Bolzano","Bolzano",0,111,4.70953,.0555701,,,1,1,1,1,.5,1,.67
"2020-03-31","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,1371,1371,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,31mar2020,2,3,2020,31,"P.A. Bolzano","Bolzano",0,46,3.828641,,,,1,1,1,1,.5,1,.67
"2020-04-01","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,1418,1418,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,01apr2020,3,4,2020,1,"P.A. Bolzano","Bolzano",0,47,3.850147,.0215061,,,1,1,1,1,.5,1,.67
"2020-04-02","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,1479,1479,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,02apr2020,4,4,2020,2,"P.A. Bolzano","Bolzano",0,61,4.110874,.2607262,,,1,1,1,1,.5,1,.67
"2020-04-03","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,1559,1559,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,03apr2020,5,4,2020,3,"P.A. Bolzano","Bolzano",0,80,4.382027,.271153,,,1,1,1,1,.5,1,.67
"2020-04-04","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,1592,1592,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,04apr2020,6,4,2020,4,"P.A. Bolzano","Bolzano",0,33,3.496508,,,,1,1,1,1,.5,1,.67
"2020-04-05","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,1644,1644,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,05apr2020,0,4,2020,5,"P.A. Bolzano","Bolzano",0,52,3.951244,.454736,,,1,1,1,1,.5,1,.67
"2020-04-06","ITA","P.A. Bolzano","Bolzano",46.49934,11.35662,1722,1722,531178,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,06apr2020,1,4,2020,6,"P.A. Bolzano","Bolzano",0,78,4.356709,.4054654,,,1,1,1,1,.5,1,.67
"2020-02-26","ITA","Lombardia","Brescia",45.53993,10.2191,,2,1265954,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26feb2020,3,2,2020,26,"Lombardia","Brescia",0,,,,,,0,0,0,0,0,0,0
"2020-02-27","ITA","Lombardia","Brescia",45.53993,10.2191,10,10,1265954,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27feb2020,4,2,2020,27,"Lombardia","Brescia",0,,,,,,0,0,0,0,0,0,0
"2020-02-28","ITA","Lombardia","Brescia",45.53993,10.2191,13,13,1265954,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28feb2020,5,2,2020,28,"Lombardia","Brescia",0,3,1.098612,,,,0,0,0,0,0,0,0
"2020-02-29","ITA","Lombardia","Brescia",45.53993,10.2191,14,14,1265954,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29feb2020,6,2,2020,29,"Lombardia","Brescia",0,1,0,,,,0,0,0,0,0,0,0
"2020-03-01","ITA","Lombardia","Brescia",45.53993,10.2191,49,49,1265954,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,01mar2020,0,3,2020,1,"Lombardia","Brescia",0,35,3.555348,3.555348,,,.5,.5,.4983333,1,0,0,0
"2020-03-02","ITA","Lombardia","Brescia",45.53993,10.2191,60,60,1265954,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,02mar2020,1,3,2020,2,"Lombardia","Brescia",0,11,2.397895,,,,.5,.5,.4983333,1,0,0,0
"2020-03-03","ITA","Lombardia","Brescia",45.53993,10.2191,86,86,1265954,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,03mar2020,2,3,2020,3,"Lombardia","Brescia",0,26,3.258096,.8602011,,,.5,.5,.4983333,1,0,0,0
"2020-03-04","ITA","Lombardia","Brescia",45.53993,10.2191,127,127,1265954,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,04mar2020,3,3,2020,4,"Lombardia","Brescia",0,41,3.713572,.4554756,,,.5,.5,.4983333,1,0,0,0
"2020-03-05","ITA","Lombardia","Brescia",45.53993,10.2191,155,155,1265954,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,05mar2020,4,3,2020,5,"Lombardia","Brescia",0,28,3.332205,,,,.5,.5,.4983333,1,0,0,0
"2020-03-06","ITA","Lombardia","Brescia",45.53993,10.2191,182,182,1265954,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,06mar2020,5,3,2020,6,"Lombardia","Brescia",0,27,3.295837,,,,.5,.5,.4983333,1,0,0,0
"2020-03-07","ITA","Lombardia","Brescia",45.53993,10.2191,413,413,1265954,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,07mar2020,6,3,2020,7,"Lombardia","Brescia",0,231,5.442418,2.146581,,,.5,.5,.4983333,1,0,0,0
"2020-03-08","ITA","Lombardia","Brescia",45.53993,10.2191,501,501,1265954,1,.5,.33,1,1,1,0,1,1,1,.33,0,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,8.16,08mar2020,0,3,2020,8,"Lombardia","Brescia",0,88,4.477337,,,,1,1,.665,1,.25,1,.33
"2020-03-09","ITA","Lombardia","Brescia",45.53993,10.2191,739,739,1265954,1,.5,.33,1,1,1,0,1,1,1,.33,0,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,8.16,09mar2020,1,3,2020,9,"Lombardia","Brescia",0,238,5.47227,.9949336,,,1,1,.665,1,.25,1,.33
"2020-03-10","ITA","Lombardia","Brescia",45.53993,10.2191,,999,1265954,1,.5,.33,1,1,1,0,1,1,1,.33,1,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,9.16,10mar2020,2,3,2020,10,"Lombardia","Brescia",0,,,,,,1,1,.665,1,.25,1,.33
"2020-03-11","ITA","Lombardia","Brescia",45.53993,10.2191,1351,1351,1265954,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,11mar2020,3,3,2020,11,"Lombardia","Brescia",0,,,,,,1,1,.835,1,.25,1,.67
"2020-03-12","ITA","Lombardia","Brescia",45.53993,10.2191,1598,1598,1265954,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,12mar2020,4,3,2020,12,"Lombardia","Brescia",0,247,5.509388,,,,1,1,.835,1,.25,1,.67
"2020-03-13","ITA","Lombardia","Brescia",45.53993,10.2191,1784,1784,1265954,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,13mar2020,5,3,2020,13,"Lombardia","Brescia",0,186,5.225747,,,,1,1,.835,1,.25,1,.67
"2020-03-14","ITA","Lombardia","Brescia",45.53993,10.2191,2122,2122,1265954,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,14mar2020,6,3,2020,14,"Lombardia","Brescia",0,338,5.823046,.5972991,,,1,1,.835,1,.25,1,.67
"2020-03-15","ITA","Lombardia","Brescia",45.53993,10.2191,2473,2473,1265954,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,15mar2020,0,3,2020,15,"Lombardia","Brescia",0,351,5.860786,.0377407,,,1,1,.835,1,.25,1,.67
"2020-03-16","ITA","Lombardia","Brescia",45.53993,10.2191,2918,2918,1265954,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,16mar2020,1,3,2020,16,"Lombardia","Brescia",0,445,6.098074,.237288,,,1,1,.835,1,.25,1,.67
"2020-03-17","ITA","Lombardia","Brescia",45.53993,10.2191,3300,3300,1265954,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,17mar2020,2,3,2020,17,"Lombardia","Brescia",0,382,5.945421,,,,1,1,.835,1,.25,1,.67
"2020-03-18","ITA","Lombardia","Brescia",45.53993,10.2191,3784,3784,1265954,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,18mar2020,3,3,2020,18,"Lombardia","Brescia",0,484,6.182085,.2366643,,,1,1,.835,1,.25,1,.67
"2020-03-19","ITA","Lombardia","Brescia",45.53993,10.2191,4247,4247,1265954,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,19mar2020,4,3,2020,19,"Lombardia","Brescia",0,463,6.137727,,,,1,1,.835,1,.25,1,.67
"2020-03-20","ITA","Lombardia","Brescia",45.53993,10.2191,4648,4648,1265954,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,20mar2020,5,3,2020,20,"Lombardia","Brescia",0,401,5.993961,,,,1,1,.835,1,.25,1,.67
"2020-03-21","ITA","Lombardia","Brescia",45.53993,10.2191,5028,5028,1265954,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,21mar2020,6,3,2020,21,"Lombardia","Brescia",0,380,5.940171,,,,1,1,.835,1,.25,1,.67
"2020-03-22","ITA","Lombardia","Brescia",45.53993,10.2191,5317,5317,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,22mar2020,0,3,2020,22,"Lombardia","Brescia",0,289,5.666427,,,,1,1,1,1,.5,1,1
"2020-03-23","ITA","Lombardia","Brescia",45.53993,10.2191,5905,5905,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,23mar2020,1,3,2020,23,"Lombardia","Brescia",0,588,6.376727,.7103004,,,1,1,1,1,.5,1,1
"2020-03-24","ITA","Lombardia","Brescia",45.53993,10.2191,6298,6298,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,24mar2020,2,3,2020,24,"Lombardia","Brescia",0,393,5.97381,,,,1,1,1,1,.5,1,1
"2020-03-25","ITA","Lombardia","Brescia",45.53993,10.2191,6597,6597,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,25mar2020,3,3,2020,25,"Lombardia","Brescia",0,299,5.700444,,,,1,1,1,1,.5,1,1
"2020-03-26","ITA","Lombardia","Brescia",45.53993,10.2191,6931,6931,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,26mar2020,4,3,2020,26,"Lombardia","Brescia",0,334,5.811141,.1106973,,,1,1,1,1,.5,1,1
"2020-03-27","ITA","Lombardia","Brescia",45.53993,10.2191,7305,7305,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,27mar2020,5,3,2020,27,"Lombardia","Brescia",0,374,5.924256,.1131148,,,1,1,1,1,.5,1,1
"2020-03-28","ITA","Lombardia","Brescia",45.53993,10.2191,7678,7678,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,28mar2020,6,3,2020,28,"Lombardia","Brescia",0,373,5.921578,,,,1,1,1,1,.5,1,1
"2020-03-29","ITA","Lombardia","Brescia",45.53993,10.2191,8013,8013,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,29mar2020,0,3,2020,29,"Lombardia","Brescia",0,335,5.81413,,,,1,1,1,1,.5,1,1
"2020-03-30","ITA","Lombardia","Brescia",45.53993,10.2191,8213,8213,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,30mar2020,1,3,2020,30,"Lombardia","Brescia",0,200,5.298317,,,,1,1,1,1,.5,1,1
"2020-03-31","ITA","Lombardia","Brescia",45.53993,10.2191,8367,8367,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,31mar2020,2,3,2020,31,"Lombardia","Brescia",0,154,5.036952,,,,1,1,1,1,.5,1,1
"2020-04-01","ITA","Lombardia","Brescia",45.53993,10.2191,8598,8598,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,01apr2020,3,4,2020,1,"Lombardia","Brescia",0,231,5.442418,.4054651,,,1,1,1,1,.5,1,1
"2020-04-02","ITA","Lombardia","Brescia",45.53993,10.2191,8757,8757,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,02apr2020,4,4,2020,2,"Lombardia","Brescia",0,159,5.068904,,,,1,1,1,1,.5,1,1
"2020-04-03","ITA","Lombardia","Brescia",45.53993,10.2191,9014,9014,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,03apr2020,5,4,2020,3,"Lombardia","Brescia",0,257,5.549076,.4801717,,,1,1,1,1,.5,1,1
"2020-04-04","ITA","Lombardia","Brescia",45.53993,10.2191,9180,9180,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,04apr2020,6,4,2020,4,"Lombardia","Brescia",0,166,5.111988,,,,1,1,1,1,.5,1,1
"2020-04-05","ITA","Lombardia","Brescia",45.53993,10.2191,9340,9340,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,05apr2020,0,4,2020,5,"Lombardia","Brescia",0,160,5.075174,,,,1,1,1,1,.5,1,1
"2020-04-06","ITA","Lombardia","Brescia",45.53993,10.2191,9477,9477,1265954,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,06apr2020,1,4,2020,6,"Lombardia","Brescia",0,137,4.919981,,,,1,1,1,1,.5,1,1
"2020-02-26","ITA","Puglia","Brindisi",40.63848,17.94602,,0,392975,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26feb2020,3,2,2020,26,"Puglia","Brindisi",0,,,,,,0,0,0,0,0,0,0
"2020-02-27","ITA","Puglia","Brindisi",40.63848,17.94602,,0,392975,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27feb2020,4,2,2020,27,"Puglia","Brindisi",0,,,,,,0,0,0,0,0,0,0
"2020-02-28","ITA","Puglia","Brindisi",40.63848,17.94602,,0,392975,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28feb2020,5,2,2020,28,"Puglia","Brindisi",0,,,,,,0,0,0,0,0,0,0
"2020-02-29","ITA","Puglia","Brindisi",40.63848,17.94602,,0,392975,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29feb2020,6,2,2020,29,"Puglia","Brindisi",0,,,,,,0,0,0,0,0,0,0
"2020-03-01","ITA","Puglia","Brindisi",40.63848,17.94602,,0,392975,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,01mar2020,0,3,2020,1,"Puglia","Brindisi",0,,,,,,0,0,0,0,0,0,0
"2020-03-02","ITA","Puglia","Brindisi",40.63848,17.94602,,0,392975,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,02mar2020,1,3,2020,2,"Puglia","Brindisi",0,,,,,,0,0,0,0,0,0,0
"2020-03-03","ITA","Puglia","Brindisi",40.63848,17.94602,,0,392975,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,03mar2020,2,3,2020,3,"Puglia","Brindisi",0,,,,,,0,0,0,0,0,0,0
"2020-03-04","ITA","Puglia","Brindisi",40.63848,17.94602,,0,392975,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,04mar2020,3,3,2020,4,"Puglia","Brindisi",0,,,,,,0,0,0,0,0,0,0
"2020-03-05","ITA","Puglia","Brindisi",40.63848,17.94602,,0,392975,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,05mar2020,4,3,2020,5,"Puglia","Brindisi",0,,,,,,0,0,0,1,0,0,0
"2020-03-06","ITA","Puglia","Brindisi",40.63848,17.94602,,0,392975,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,06mar2020,5,3,2020,6,"Puglia","Brindisi",0,,,,,,0,0,0,1,0,0,0
"2020-03-07","ITA","Puglia","Brindisi",40.63848,17.94602,,3,392975,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,07mar2020,6,3,2020,7,"Puglia","Brindisi",0,,,,,,0,0,0,1,0,0,0
"2020-03-08","ITA","Puglia","Brindisi",40.63848,17.94602,,3,392975,1,0,.33,1,1,1,0,0,1,1,0,0,0,.33,1,1,1,0,0,1,0,0,0,1,1,6.33,08mar2020,0,3,2020,8,"Puglia","Brindisi",0,,,,,,1,.5,.5816666,1,0,1,0
"2020-03-09","ITA","Puglia","Brindisi",40.63848,17.94602,,5,392975,1,0,.33,1,1,1,0,0,1,1,0,0,0,.33,1,1,1,0,0,1,0,0,0,1,1,6.33,09mar2020,1,3,2020,9,"Puglia","Brindisi",0,,,,,,1,.5,.5816666,1,0,1,0
"2020-03-10","ITA","Puglia","Brindisi",40.63848,17.94602,,5,392975,1,.5,.33,1,1,1,0,1,1,1,.33,1,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,9.16,10mar2020,2,3,2020,10,"Puglia","Brindisi",0,,,,,,1,1,.665,1,.25,1,.33
"2020-03-11","ITA","Puglia","Brindisi",40.63848,17.94602,15,15,392975,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,11mar2020,3,3,2020,11,"Puglia","Brindisi",0,,,,,,1,1,.835,1,.25,1,.67
"2020-03-12","ITA","Puglia","Brindisi",40.63848,17.94602,16,16,392975,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,12mar2020,4,3,2020,12,"Puglia","Brindisi",0,1,0,,,,1,1,.835,1,.25,1,.67
"2020-03-13","ITA","Puglia","Brindisi",40.63848,17.94602,20,20,392975,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,13mar2020,5,3,2020,13,"Puglia","Brindisi",0,4,1.386294,1.386294,,,1,1,.835,1,.25,1,.67
