date,adm0_name,adm1_name,adm2_name,lat,lon,cum_confirmed_cases,cum_confirmed_cases_imputed,population,travel_ban_intl_out,travel_ban_local,business_closure,social_distance,school_closure,no_gathering,transit_suspension,work_from_home,testing_regime,pos_cases_quarantine,home_isolation,travel_ban_intl_in,travel_ban_local_popwt,business_closure_popwt,social_distance_popwt,school_closure_popwt,no_gathering_popwt,transit_suspension_popwt,work_from_home_popwt,pos_cases_quarantine_popwt,home_isolation_popwt,social_distance_opt,social_distance_opt_popwt,work_from_home_opt,work_from_home_opt_popwt,policies_enacted,t,dow,month,year,day,adm1_id,adm2_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,social_distance_comb_popwt,work_from_home_comb_popwt,p_ita_1,p_ita_2,p_ita_3,p_ita_4,p_ita_5
"2020-03-18","ITA","Lombardia","Milano",45.46679,9.190348,2644,2644,3250315,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,18mar2020,3,3,2020,18,"Lombardia","Milano",0,318,5.762052,,,,1,1,.835,1,.25,1,.67
"2020-03-19","ITA","Lombardia","Milano",45.46679,9.190348,3278,3278,3250315,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,19mar2020,4,3,2020,19,"Lombardia","Milano",0,634,6.452049,.6899972,,,1,1,.835,1,.25,1,.67
"2020-03-20","ITA","Lombardia","Milano",45.46679,9.190348,3804,3804,3250315,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,20mar2020,5,3,2020,20,"Lombardia","Milano",0,526,6.265301,,,,1,1,.835,1,.25,1,.67
"2020-03-21","ITA","Lombardia","Milano",45.46679,9.190348,4672,4672,3250315,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,21mar2020,6,3,2020,21,"Lombardia","Milano",0,868,6.766191,.5008903,,,1,1,.835,1,.25,1,.67
"2020-03-22","ITA","Lombardia","Milano",45.46679,9.190348,5096,5096,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,22mar2020,0,3,2020,22,"Lombardia","Milano",0,424,6.049734,,,,1,1,1,1,.5,1,1
"2020-03-23","ITA","Lombardia","Milano",45.46679,9.190348,5326,5326,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,23mar2020,1,3,2020,23,"Lombardia","Milano",0,230,5.438079,,,,1,1,1,1,.5,1,1
"2020-03-24","ITA","Lombardia","Milano",45.46679,9.190348,5701,5701,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,24mar2020,2,3,2020,24,"Lombardia","Milano",0,375,5.926926,.4888468,,,1,1,1,1,.5,1,1
"2020-03-25","ITA","Lombardia","Milano",45.46679,9.190348,6074,6074,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,25mar2020,3,3,2020,25,"Lombardia","Milano",0,373,5.921578,,,,1,1,1,1,.5,1,1
"2020-03-26","ITA","Lombardia","Milano",45.46679,9.190348,6922,6922,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,26mar2020,4,3,2020,26,"Lombardia","Milano",0,848,6.742881,.8213024,,,1,1,1,1,.5,1,1
"2020-03-27","ITA","Lombardia","Milano",45.46679,9.190348,7469,7469,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,27mar2020,5,3,2020,27,"Lombardia","Milano",0,547,6.304449,,,,1,1,1,1,.5,1,1
"2020-03-28","ITA","Lombardia","Milano",45.46679,9.190348,7783,7783,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,28mar2020,6,3,2020,28,"Lombardia","Milano",0,314,5.749393,,,,1,1,1,1,.5,1,1
"2020-03-29","ITA","Lombardia","Milano",45.46679,9.190348,8329,8329,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,29mar2020,0,3,2020,29,"Lombardia","Milano",0,546,6.302619,.553226,,,1,1,1,1,.5,1,1
"2020-03-30","ITA","Lombardia","Milano",45.46679,9.190348,8676,8676,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,30mar2020,1,3,2020,30,"Lombardia","Milano",0,347,5.849325,,,,1,1,1,1,.5,1,1
"2020-03-31","ITA","Lombardia","Milano",45.46679,9.190348,8911,8911,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,31mar2020,2,3,2020,31,"Lombardia","Milano",0,235,5.459586,,,,1,1,1,1,.5,1,1
"2020-04-01","ITA","Lombardia","Milano",45.46679,9.190348,9522,9522,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,01apr2020,3,4,2020,1,"Lombardia","Milano",0,611,6.415097,.9555111,,,1,1,1,1,.5,1,1
"2020-04-02","ITA","Lombardia","Milano",45.46679,9.190348,10004,10004,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,02apr2020,4,4,2020,2,"Lombardia","Milano",0,482,6.177944,,,,1,1,1,1,.5,1,1
"2020-04-03","ITA","Lombardia","Milano",45.46679,9.190348,10391,10391,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,03apr2020,5,4,2020,3,"Lombardia","Milano",0,387,5.958425,,,,1,1,1,1,.5,1,1
"2020-04-04","ITA","Lombardia","Milano",45.46679,9.190348,10819,10819,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,04apr2020,6,4,2020,4,"Lombardia","Milano",0,428,6.059123,.1006985,,,1,1,1,1,.5,1,1
"2020-04-05","ITA","Lombardia","Milano",45.46679,9.190348,11230,11230,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,05apr2020,0,4,2020,5,"Lombardia","Milano",0,411,6.018593,,,,1,1,1,1,.5,1,1
"2020-04-06","ITA","Lombardia","Milano",45.46679,9.190348,11538,11538,3250315,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,11,06apr2020,1,4,2020,6,"Lombardia","Milano",0,308,5.7301,,,,1,1,1,1,.5,1,1
"2020-02-26","ITA","Emilia Romagna","Modena",44.646,10.92616,,8,705393,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26feb2020,3,2,2020,26,"Emilia Romagna","Modena",0,,,,,,0,0,0,0,0,0,0
"2020-02-27","ITA","Emilia Romagna","Modena",44.646,10.92616,18,18,705393,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27feb2020,4,2,2020,27,"Emilia Romagna","Modena",0,,,,,,0,0,0,0,0,0,0
"2020-02-28","ITA","Emilia Romagna","Modena",44.646,10.92616,18,18,705393,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28feb2020,5,2,2020,28,"Emilia Romagna","Modena",0,0,,,,,0,0,0,0,0,0,0
"2020-02-29","ITA","Emilia Romagna","Modena",44.646,10.92616,22,22,705393,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29feb2020,6,2,2020,29,"Emilia Romagna","Modena",0,4,1.386294,,,,0,0,0,0,0,0,0
"2020-03-01","ITA","Emilia Romagna","Modena",44.646,10.92616,24,24,705393,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,01mar2020,0,3,2020,1,"Emilia Romagna","Modena",0,2,.6931472,,,,.5,.5,.4983333,1,0,0,0
"2020-03-02","ITA","Emilia Romagna","Modena",44.646,10.92616,29,29,705393,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,02mar2020,1,3,2020,2,"Emilia Romagna","Modena",0,5,1.609438,.9162908,,,.5,.5,.4983333,1,0,0,0
"2020-03-03","ITA","Emilia Romagna","Modena",44.646,10.92616,33,33,705393,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,03mar2020,2,3,2020,3,"Emilia Romagna","Modena",0,4,1.386294,,,,.5,.5,.4983333,1,0,0,0
"2020-03-04","ITA","Emilia Romagna","Modena",44.646,10.92616,41,41,705393,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,04mar2020,3,3,2020,4,"Emilia Romagna","Modena",0,8,2.079442,.6931472,,,.5,.5,.4983333,1,0,0,0
"2020-03-05","ITA","Emilia Romagna","Modena",44.646,10.92616,45,45,705393,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,05mar2020,4,3,2020,5,"Emilia Romagna","Modena",0,4,1.386294,,,,.5,.5,.4983333,1,0,0,0
"2020-03-06","ITA","Emilia Romagna","Modena",44.646,10.92616,73,73,705393,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,06mar2020,5,3,2020,6,"Emilia Romagna","Modena",0,28,3.332205,1.94591,,,.5,.5,.4983333,1,0,0,0
"2020-03-07","ITA","Emilia Romagna","Modena",44.646,10.92616,82,82,705393,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,07mar2020,6,3,2020,7,"Emilia Romagna","Modena",0,9,2.197225,,,,.5,.5,.4983333,1,0,0,0
"2020-03-08","ITA","Emilia Romagna","Modena",44.646,10.92616,97,97,705393,1,.5,.33,1,1,1,0,1,1,1,.33,0,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,8.16,08mar2020,0,3,2020,8,"Emilia Romagna","Modena",0,15,2.70805,.5108256,,,1,1,.665,1,.25,1,.33
"2020-03-09","ITA","Emilia Romagna","Modena",44.646,10.92616,116,116,705393,1,.5,.33,1,1,1,0,1,1,1,.33,0,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,8.16,09mar2020,1,3,2020,9,"Emilia Romagna","Modena",0,19,2.944439,.2363887,,,1,1,.665,1,.25,1,.33
"2020-03-10","ITA","Emilia Romagna","Modena",44.646,10.92616,127,127,705393,1,.5,.33,1,1,1,0,1,1,1,.33,1,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,9.16,10mar2020,2,3,2020,10,"Emilia Romagna","Modena",0,11,2.397895,,,,1,1,.665,1,.25,1,.33
"2020-03-11","ITA","Emilia Romagna","Modena",44.646,10.92616,163,163,705393,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,11mar2020,3,3,2020,11,"Emilia Romagna","Modena",0,36,3.583519,1.185624,,,1,1,.835,1,.25,1,.67
"2020-03-12","ITA","Emilia Romagna","Modena",44.646,10.92616,190,190,705393,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,12mar2020,4,3,2020,12,"Emilia Romagna","Modena",0,27,3.295837,,,,1,1,.835,1,.25,1,.67
"2020-03-13","ITA","Emilia Romagna","Modena",44.646,10.92616,251,251,705393,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,13mar2020,5,3,2020,13,"Emilia Romagna","Modena",0,61,4.110874,.8150368,,,1,1,.835,1,.25,1,.67
"2020-03-14","ITA","Emilia Romagna","Modena",44.646,10.92616,306,306,705393,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,14mar2020,6,3,2020,14,"Emilia Romagna","Modena",0,55,4.007333,,,,1,1,.835,1,.25,1,.67
"2020-03-15","ITA","Emilia Romagna","Modena",44.646,10.92616,367,367,705393,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,15mar2020,0,3,2020,15,"Emilia Romagna","Modena",0,61,4.110874,.1035404,,,1,1,.835,1,.25,1,.67
"2020-03-16","ITA","Emilia Romagna","Modena",44.646,10.92616,440,440,705393,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,16mar2020,1,3,2020,16,"Emilia Romagna","Modena",0,73,4.29046,.1795859,,,1,1,.835,1,.25,1,.67
"2020-03-17","ITA","Emilia Romagna","Modena",44.646,10.92616,460,460,705393,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,17mar2020,2,3,2020,17,"Emilia Romagna","Modena",0,20,2.995732,,,,1,1,.835,1,.25,1,.67
"2020-03-18","ITA","Emilia Romagna","Modena",44.646,10.92616,575,575,705393,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,18mar2020,3,3,2020,18,"Emilia Romagna","Modena",0,115,4.744932,1.7492,,,1,1,.835,1,.25,1,.67
"2020-03-19","ITA","Emilia Romagna","Modena",44.646,10.92616,663,663,705393,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,19mar2020,4,3,2020,19,"Emilia Romagna","Modena",0,88,4.477337,,,,1,1,.835,1,.25,1,.67
"2020-03-20","ITA","Emilia Romagna","Modena",44.646,10.92616,767,767,705393,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,20mar2020,5,3,2020,20,"Emilia Romagna","Modena",0,104,4.644391,.1670542,,,1,1,.835,1,.25,1,.67
"2020-03-21","ITA","Emilia Romagna","Modena",44.646,10.92616,906,906,705393,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,21mar2020,6,3,2020,21,"Emilia Romagna","Modena",0,139,4.934474,.2900829,,,1,1,.835,1,.25,1,.67
"2020-03-22","ITA","Emilia Romagna","Modena",44.646,10.92616,1010,1010,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,22mar2020,0,3,2020,22,"Emilia Romagna","Modena",0,104,4.644391,,,,1,1,1,1,.5,1,.67
"2020-03-23","ITA","Emilia Romagna","Modena",44.646,10.92616,1155,1155,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,23mar2020,1,3,2020,23,"Emilia Romagna","Modena",0,145,4.976734,.3323426,,,1,1,1,1,.5,1,.67
"2020-03-24","ITA","Emilia Romagna","Modena",44.646,10.92616,1354,1354,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,24mar2020,2,3,2020,24,"Emilia Romagna","Modena",0,199,5.293305,.3165712,,,1,1,1,1,.5,1,.67
"2020-03-25","ITA","Emilia Romagna","Modena",44.646,10.92616,1533,1533,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,25mar2020,3,3,2020,25,"Emilia Romagna","Modena",0,179,5.187386,,,,1,1,1,1,.5,1,.67
"2020-03-26","ITA","Emilia Romagna","Modena",44.646,10.92616,1676,1676,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,26mar2020,4,3,2020,26,"Emilia Romagna","Modena",0,143,4.962845,,,,1,1,1,1,.5,1,.67
"2020-03-27","ITA","Emilia Romagna","Modena",44.646,10.92616,1772,1772,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,27mar2020,5,3,2020,27,"Emilia Romagna","Modena",0,96,4.564348,,,,1,1,1,1,.5,1,.67
"2020-03-28","ITA","Emilia Romagna","Modena",44.646,10.92616,1922,1922,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,28mar2020,6,3,2020,28,"Emilia Romagna","Modena",0,150,5.010635,.4462872,,,1,1,1,1,.5,1,.67
"2020-03-29","ITA","Emilia Romagna","Modena",44.646,10.92616,2094,2094,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,29mar2020,0,3,2020,29,"Emilia Romagna","Modena",0,172,5.147494,.1368589,,,1,1,1,1,.5,1,.67
"2020-03-30","ITA","Emilia Romagna","Modena",44.646,10.92616,2137,2137,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,30mar2020,1,3,2020,30,"Emilia Romagna","Modena",0,43,3.7612,,,,1,1,1,1,.5,1,.67
"2020-03-31","ITA","Emilia Romagna","Modena",44.646,10.92616,2222,2222,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,31mar2020,2,3,2020,31,"Emilia Romagna","Modena",0,85,4.442651,.6814511,,,1,1,1,1,.5,1,.67
"2020-04-01","ITA","Emilia Romagna","Modena",44.646,10.92616,2297,2297,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,01apr2020,3,4,2020,1,"Emilia Romagna","Modena",0,75,4.317488,,,,1,1,1,1,.5,1,.67
"2020-04-02","ITA","Emilia Romagna","Modena",44.646,10.92616,2416,2416,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,02apr2020,4,4,2020,2,"Emilia Romagna","Modena",0,119,4.779123,.4616351,,,1,1,1,1,.5,1,.67
"2020-04-03","ITA","Emilia Romagna","Modena",44.646,10.92616,2498,2498,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,03apr2020,5,4,2020,3,"Emilia Romagna","Modena",0,82,4.406719,,,,1,1,1,1,.5,1,.67
"2020-04-04","ITA","Emilia Romagna","Modena",44.646,10.92616,2551,2551,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,04apr2020,6,4,2020,4,"Emilia Romagna","Modena",0,53,3.970292,,,,1,1,1,1,.5,1,.67
"2020-04-05","ITA","Emilia Romagna","Modena",44.646,10.92616,2609,2609,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,05apr2020,0,4,2020,5,"Emilia Romagna","Modena",0,58,4.060443,.0901511,,,1,1,1,1,.5,1,.67
"2020-04-06","ITA","Emilia Romagna","Modena",44.646,10.92616,2691,2691,705393,1,1,1,1,1,1,0,1,1,1,.67,1,1,1,1,1,1,0,1,1,.67,0,0,0,0,10.67,06apr2020,1,4,2020,6,"Emilia Romagna","Modena",0,82,4.406719,.3462763,,,1,1,1,1,.5,1,.67
"2020-02-26","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,,4,873935,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26feb2020,3,2,2020,26,"Lombardia","Monza e della Brianza",0,,,,,,0,0,0,0,0,0,0
"2020-02-27","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,,5,873935,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27feb2020,4,2,2020,27,"Lombardia","Monza e della Brianza",0,,,,,,0,0,0,0,0,0,0
"2020-02-28","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,,6,873935,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28feb2020,5,2,2020,28,"Lombardia","Monza e della Brianza",0,,,,,,0,0,0,0,0,0,0
"2020-02-29","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,,6,873935,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29feb2020,6,2,2020,29,"Lombardia","Monza e della Brianza",0,,,,,,0,0,0,0,0,0,0
"2020-03-01","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,,6,873935,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,01mar2020,0,3,2020,1,"Lombardia","Monza e della Brianza",0,,,,,,.5,.5,.4983333,1,0,0,0
"2020-03-02","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,,8,873935,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,02mar2020,1,3,2020,2,"Lombardia","Monza e della Brianza",0,,,,,,.5,.5,.4983333,1,0,0,0
"2020-03-03","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,,9,873935,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,03mar2020,2,3,2020,3,"Lombardia","Monza e della Brianza",0,,,,,,.5,.5,.4983333,1,0,0,0
"2020-03-04","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,11,11,873935,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,04mar2020,3,3,2020,4,"Lombardia","Monza e della Brianza",0,,,,,,.5,.5,.4983333,1,0,0,0
"2020-03-05","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,19,19,873935,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,05mar2020,4,3,2020,5,"Lombardia","Monza e della Brianza",0,8,2.079442,,,,.5,.5,.4983333,1,0,0,0
"2020-03-06","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,20,20,873935,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,06mar2020,5,3,2020,6,"Lombardia","Monza e della Brianza",0,1,0,,,,.5,.5,.4983333,1,0,0,0
"2020-03-07","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,,34,873935,1,0,.33,0,1,1,0,0,1,0,0,0,0,.33,0,1,1,0,0,0,0,1,1,1,1,4.33,07mar2020,6,3,2020,7,"Lombardia","Monza e della Brianza",0,,,,,,.5,.5,.4983333,1,0,0,0
"2020-03-08","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,59,59,873935,1,.5,.33,1,1,1,0,1,1,1,.33,0,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,8.16,08mar2020,0,3,2020,8,"Lombardia","Monza e della Brianza",0,,,,,,1,1,.665,1,.25,1,.33
"2020-03-09","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,64,64,873935,1,.5,.33,1,1,1,0,1,1,1,.33,0,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,8.16,09mar2020,1,3,2020,9,"Lombardia","Monza e della Brianza",0,5,1.609438,,,,1,1,.665,1,.25,1,.33
"2020-03-10","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,,74,873935,1,.5,.33,1,1,1,0,1,1,1,.33,1,.5,.33,1,1,1,0,1,1,.33,0,0,0,0,9.16,10mar2020,2,3,2020,10,"Lombardia","Monza e della Brianza",0,,,,,,1,1,.665,1,.25,1,.33
"2020-03-11","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,85,85,873935,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,11mar2020,3,3,2020,11,"Lombardia","Monza e della Brianza",0,,,,,,1,1,.835,1,.25,1,.67
"2020-03-12","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,130,130,873935,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,12mar2020,4,3,2020,12,"Lombardia","Monza e della Brianza",0,45,3.806663,,,,1,1,.835,1,.25,1,.67
"2020-03-13","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,143,143,873935,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,13mar2020,5,3,2020,13,"Lombardia","Monza e della Brianza",0,13,2.564949,,,,1,1,.835,1,.25,1,.67
"2020-03-14","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,224,224,873935,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,14mar2020,6,3,2020,14,"Lombardia","Monza e della Brianza",0,81,4.394449,1.8295,,,1,1,.835,1,.25,1,.67
"2020-03-15","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,327,327,873935,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,15mar2020,0,3,2020,15,"Lombardia","Monza e della Brianza",0,103,4.634729,.2402797,,,1,1,.835,1,.25,1,.67
"2020-03-16","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,346,346,873935,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,16mar2020,1,3,2020,16,"Lombardia","Monza e della Brianza",0,19,2.944439,,,,1,1,.835,1,.25,1,.67
"2020-03-17","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,376,376,873935,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,17mar2020,2,3,2020,17,"Lombardia","Monza e della Brianza",0,30,3.401197,.4567585,,,1,1,.835,1,.25,1,.67
"2020-03-18","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,401,401,873935,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,18mar2020,3,3,2020,18,"Lombardia","Monza e della Brianza",0,25,3.218876,,,,1,1,.835,1,.25,1,.67
"2020-03-19","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,495,495,873935,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,19mar2020,4,3,2020,19,"Lombardia","Monza e della Brianza",0,94,4.543295,1.324419,,,1,1,.835,1,.25,1,.67
"2020-03-20","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,816,816,873935,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,20mar2020,5,3,2020,20,"Lombardia","Monza e della Brianza",0,321,5.771441,1.228146,,,1,1,.835,1,.25,1,.67
"2020-03-21","ITA","Lombardia","Monza e della Brianza",45.58439,9.273582,1084,1084,873935,1,.5,.67,1,1,1,0,1,1,1,.67,1,.5,.67,1,1,1,0,1,1,.67,0,0,0,0,9.84,21mar2020,6,3,2020,21,"Lombardia","Monza e della Brianza",0,268,5.590987,,,,1,1,.835,1,.25,1,.67
