datum,provincienaam,aantal,date,adm1_name,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,home_isolation,travel_ban_local,travel_ban_intl,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_nl_1,p_nl_2,p_nl_3,p_nl_4,p_nl_5
"2020-03-07","Utrecht",47,"2020-03-07","Utrecht",109,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,07mar2020,6,3,2020,7,"Utrecht",0,47,3.850147,.3536398,,,0,0,1,0,0
"2020-03-08","Utrecht",52,"2020-03-08","Utrecht",161,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,08mar2020,0,3,2020,8,"Utrecht",0,52,3.951244,.1010962,,,0,0,1,0,0
"2020-03-09","Utrecht",52,"2020-03-09","Utrecht",213,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0,09mar2020,1,3,2020,9,"Utrecht",0,52,3.951244,0,,,0,0,1,0,0
"2020-03-10","Utrecht",55,"2020-03-10","Utrecht",268,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,10mar2020,2,3,2020,10,"Utrecht",0,55,4.007333,.0560896,,,0,1,1,0,0
"2020-03-11","Utrecht",67,"2020-03-11","Utrecht",335,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,11mar2020,3,3,2020,11,"Utrecht",0,67,4.204693,.1973596,,,0,1,1,0,0
"2020-03-12","Utrecht",80,"2020-03-12","Utrecht",415,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,12mar2020,4,3,2020,12,"Utrecht",0,80,4.382027,.1773338,,,1,1,1,0,0
"2020-03-13","Utrecht",83,"2020-03-13","Utrecht",498,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,13mar2020,5,3,2020,13,"Utrecht",0,83,4.41884,.0368137,,,1,1,1,0,0
"2020-03-14","Utrecht",87,"2020-03-14","Utrecht",585,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,14mar2020,6,3,2020,14,"Utrecht",0,87,4.465908,.0470676,,,1,1,1,0,0
"2020-03-15","Utrecht",109,"2020-03-15","Utrecht",694,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,15mar2020,0,3,2020,15,"Utrecht",0,109,4.691348,.22544,,,1,1,1,1,0
"2020-03-16","Utrecht",140,"2020-03-16","Utrecht",834,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,16mar2020,1,3,2020,16,"Utrecht",0,140,4.941642,.2502942,,,1,1,1,1,0
"2020-03-17","Utrecht",173,"2020-03-17","Utrecht",1007,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,17mar2020,2,3,2020,17,"Utrecht",0,173,5.153292,.2116494,,,1,1,1,1,0
"2020-03-18","Utrecht",197,"2020-03-18","Utrecht",1204,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,18mar2020,3,3,2020,18,"Utrecht",0,197,5.283204,.1299119,,,1,1,1,1,0
"2020-03-19","Utrecht",237,"2020-03-19","Utrecht",1441,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Utrecht",0,237,5.46806,.1848564,,,1,1,1,1,1
"2020-03-20","Utrecht",267,"2020-03-20","Utrecht",1708,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Utrecht",0,267,5.587249,.1191888,,,1,1,1,1,1
"2020-03-21","Utrecht",313,"2020-03-21","Utrecht",2021,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Utrecht",0,313,5.746203,.1589546,,,1,1,1,1,1
"2020-03-22","Utrecht",344,"2020-03-22","Utrecht",2365,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Utrecht",0,344,5.840641,.0944381,,,1,1,1,1,1
"2020-03-23","Utrecht",401,"2020-03-23","Utrecht",2766,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Utrecht",0,401,5.993961,.1533198,,,1,1,1,1,1
"2020-03-24","Utrecht",458,"2020-03-24","Utrecht",3224,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Utrecht",0,458,6.126869,.1329079,,,1,1,1,1,1
"2020-03-25","Utrecht",547,"2020-03-25","Utrecht",3771,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Utrecht",0,547,6.304449,.1775794,,,1,1,1,1,1
"2020-03-26","Utrecht",628,"2020-03-26","Utrecht",4399,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"Utrecht",0,628,6.44254,.1380916,,,1,1,1,1,1
"2020-03-27","Utrecht",716,"2020-03-27","Utrecht",5115,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"Utrecht",0,716,6.57368,.1311402,,,1,1,1,1,1
"2020-03-28","Utrecht",797,"2020-03-28","Utrecht",5912,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"Utrecht",0,797,6.680855,.1071744,,,1,1,1,1,1
"2020-03-29","Utrecht",880,"2020-03-29","Utrecht",6792,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"Utrecht",0,880,6.779922,.0990672,,,1,1,1,1,1
"2020-03-30","Utrecht",952,"2020-03-30","Utrecht",7744,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"Utrecht",0,952,6.858565,.0786428,,,1,1,1,1,1
"2020-03-31","Utrecht",1046,"2020-03-31","Utrecht",8790,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"Utrecht",0,1046,6.952729,.0941639,,,1,1,1,1,1
"2020-04-01","Utrecht",1111,"2020-04-01","Utrecht",9901,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"Utrecht",0,1111,7.013016,.060287,,,1,1,1,1,1
"2020-03-07","Zeeland",1,"2020-03-07","Zeeland",,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,07mar2020,6,3,2020,7,"Zeeland",0,,,,,,0,0,1,0,0
"2020-03-08","Zeeland",1,"2020-03-08","Zeeland",,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,08mar2020,0,3,2020,8,"Zeeland",0,,,,,,0,0,1,0,0
"2020-03-09","Zeeland",1,"2020-03-09","Zeeland",,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0,09mar2020,1,3,2020,9,"Zeeland",0,,,,,,0,0,1,0,0
"2020-03-10","Zeeland",3,"2020-03-10","Zeeland",,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,10mar2020,2,3,2020,10,"Zeeland",0,,,,,,0,1,1,0,0
"2020-03-11","Zeeland",6,"2020-03-11","Zeeland",12,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,11mar2020,3,3,2020,11,"Zeeland",0,,,,,,0,1,1,0,0
"2020-03-12","Zeeland",9,"2020-03-12","Zeeland",21,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,12mar2020,4,3,2020,12,"Zeeland",0,9,2.197225,,,,1,1,1,0,0
"2020-03-13","Zeeland",9,"2020-03-13","Zeeland",30,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,13mar2020,5,3,2020,13,"Zeeland",0,9,2.197225,0,,,1,1,1,0,0
"2020-03-14","Zeeland",10,"2020-03-14","Zeeland",40,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,14mar2020,6,3,2020,14,"Zeeland",0,10,2.302585,.1053605,,,1,1,1,0,0
"2020-03-15","Zeeland",12,"2020-03-15","Zeeland",52,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,15mar2020,0,3,2020,15,"Zeeland",0,12,2.484907,.1823215,,,1,1,1,1,0
"2020-03-16","Zeeland",17,"2020-03-16","Zeeland",69,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,16mar2020,1,3,2020,16,"Zeeland",0,17,2.833213,.3483067,,,1,1,1,1,0
"2020-03-17","Zeeland",20,"2020-03-17","Zeeland",89,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,17mar2020,2,3,2020,17,"Zeeland",0,20,2.995732,.162519,,,1,1,1,1,0
"2020-03-18","Zeeland",26,"2020-03-18","Zeeland",115,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,18mar2020,3,3,2020,18,"Zeeland",0,26,3.258096,.2623641,,,1,1,1,1,0
"2020-03-19","Zeeland",31,"2020-03-19","Zeeland",146,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Zeeland",0,31,3.433987,.1758907,,,1,1,1,1,1
"2020-03-20","Zeeland",36,"2020-03-20","Zeeland",182,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Zeeland",0,36,3.583519,.1495318,,,1,1,1,1,1
"2020-03-21","Zeeland",46,"2020-03-21","Zeeland",228,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Zeeland",0,46,3.828641,.2451224,,,1,1,1,1,1
"2020-03-22","Zeeland",48,"2020-03-22","Zeeland",276,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Zeeland",0,48,3.871201,.0425596,,,1,1,1,1,1
"2020-03-23","Zeeland",54,"2020-03-23","Zeeland",330,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Zeeland",0,54,3.988984,.1177831,,,1,1,1,1,1
"2020-03-24","Zeeland",62,"2020-03-24","Zeeland",392,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Zeeland",0,62,4.127134,.1381502,,,1,1,1,1,1
"2020-03-25","Zeeland",76,"2020-03-25","Zeeland",468,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Zeeland",0,76,4.330733,.203599,,,1,1,1,1,1
"2020-03-26","Zeeland",90,"2020-03-26","Zeeland",558,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"Zeeland",0,90,4.49981,.1690764,,,1,1,1,1,1
"2020-03-27","Zeeland",108,"2020-03-27","Zeeland",666,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"Zeeland",0,108,4.682131,.1823215,,,1,1,1,1,1
"2020-03-28","Zeeland",119,"2020-03-28","Zeeland",785,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"Zeeland",0,119,4.779123,.096992,,,1,1,1,1,1
"2020-03-29","Zeeland",133,"2020-03-29","Zeeland",918,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"Zeeland",0,133,4.890349,.1112256,,,1,1,1,1,1
"2020-03-30","Zeeland",147,"2020-03-30","Zeeland",1065,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"Zeeland",0,147,4.990433,.1000838,,,1,1,1,1,1
"2020-03-31","Zeeland",161,"2020-03-31","Zeeland",1226,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"Zeeland",0,161,5.081404,.0909715,,,1,1,1,1,1
"2020-04-01","Zeeland",178,"2020-04-01","Zeeland",1404,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"Zeeland",0,178,5.181784,.1003795,,,1,1,1,1,1
"2020-03-04","Zuid-Holland",7,"2020-03-04","Zuid-Holland",13,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"Zuid-Holland",0,,,,,,0,0,0,0,0
"2020-03-05","Zuid-Holland",12,"2020-03-05","Zuid-Holland",25,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Zuid-Holland",0,12,2.484907,,,,0,0,0,0,0
"2020-03-06","Zuid-Holland",22,"2020-03-06","Zuid-Holland",47,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,06mar2020,5,3,2020,6,"Zuid-Holland",0,22,3.091043,.6061358,,,0,0,1,0,0
"2020-03-07","Zuid-Holland",29,"2020-03-07","Zuid-Holland",76,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,07mar2020,6,3,2020,7,"Zuid-Holland",0,29,3.367296,.2762532,,,0,0,1,0,0
"2020-03-08","Zuid-Holland",34,"2020-03-08","Zuid-Holland",110,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,08mar2020,0,3,2020,8,"Zuid-Holland",0,34,3.526361,.1590648,,,0,0,1,0,0
"2020-03-09","Zuid-Holland",37,"2020-03-09","Zuid-Holland",147,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0,09mar2020,1,3,2020,9,"Zuid-Holland",0,37,3.610918,.0845573,,,0,0,1,0,0
"2020-03-10","Zuid-Holland",47,"2020-03-10","Zuid-Holland",194,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,10mar2020,2,3,2020,10,"Zuid-Holland",0,47,3.850147,.2392297,,,0,1,1,0,0
"2020-03-11","Zuid-Holland",57,"2020-03-11","Zuid-Holland",251,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,11mar2020,3,3,2020,11,"Zuid-Holland",0,57,4.043051,.1929038,,,0,1,1,0,0
"2020-03-12","Zuid-Holland",65,"2020-03-12","Zuid-Holland",316,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,12mar2020,4,3,2020,12,"Zuid-Holland",0,65,4.174387,.1313362,,,1,1,1,0,0
"2020-03-13","Zuid-Holland",81,"2020-03-13","Zuid-Holland",397,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,13mar2020,5,3,2020,13,"Zuid-Holland",0,81,4.394449,.2200618,,,1,1,1,0,0
"2020-03-14","Zuid-Holland",95,"2020-03-14","Zuid-Holland",492,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,14mar2020,6,3,2020,14,"Zuid-Holland",0,95,4.553877,.1594276,,,1,1,1,0,0
"2020-03-15","Zuid-Holland",110,"2020-03-15","Zuid-Holland",602,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,15mar2020,0,3,2020,15,"Zuid-Holland",0,110,4.70048,.1466036,,,1,1,1,1,0
"2020-03-16","Zuid-Holland",136,"2020-03-16","Zuid-Holland",738,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,16mar2020,1,3,2020,16,"Zuid-Holland",0,136,4.912655,.2121744,,,1,1,1,1,0
"2020-03-17","Zuid-Holland",175,"2020-03-17","Zuid-Holland",913,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,17mar2020,2,3,2020,17,"Zuid-Holland",0,175,5.164786,.252131,,,1,1,1,1,0
"2020-03-18","Zuid-Holland",232,"2020-03-18","Zuid-Holland",1145,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,18mar2020,3,3,2020,18,"Zuid-Holland",0,232,5.446737,.2819514,,,1,1,1,1,0
"2020-03-19","Zuid-Holland",303,"2020-03-19","Zuid-Holland",1448,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Zuid-Holland",0,303,5.713733,.2669954,,,1,1,1,1,1
"2020-03-20","Zuid-Holland",395,"2020-03-20","Zuid-Holland",1843,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Zuid-Holland",0,395,5.978886,.2651529,,,1,1,1,1,1
"2020-03-21","Zuid-Holland",469,"2020-03-21","Zuid-Holland",2312,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Zuid-Holland",0,469,6.150603,.1717172,,,1,1,1,1,1
"2020-03-22","Zuid-Holland",567,"2020-03-22","Zuid-Holland",2879,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Zuid-Holland",0,567,6.340359,.1897564,,,1,1,1,1,1
"2020-03-23","Zuid-Holland",627,"2020-03-23","Zuid-Holland",3506,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Zuid-Holland",0,627,6.440947,.1005874,,,1,1,1,1,1
"2020-03-24","Zuid-Holland",733,"2020-03-24","Zuid-Holland",4239,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Zuid-Holland",0,733,6.597146,.156199,,,1,1,1,1,1
"2020-03-25","Zuid-Holland",862,"2020-03-25","Zuid-Holland",5101,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Zuid-Holland",0,862,6.759255,.1621099,,,1,1,1,1,1
"2020-03-26","Zuid-Holland",1015,"2020-03-26","Zuid-Holland",6116,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"Zuid-Holland",0,1015,6.922644,.1633883,,,1,1,1,1,1
"2020-03-27","Zuid-Holland",1217,"2020-03-27","Zuid-Holland",7333,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"Zuid-Holland",0,1217,7.104144,.1815004,,,1,1,1,1,1
"2020-03-28","Zuid-Holland",1470,"2020-03-28","Zuid-Holland",8803,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"Zuid-Holland",0,1470,7.293018,.1888738,,,1,1,1,1,1
"2020-03-29","Zuid-Holland",1625,"2020-03-29","Zuid-Holland",10428,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"Zuid-Holland",0,1625,7.393263,.100245,,,1,1,1,1,1
"2020-03-30","Zuid-Holland",1767,"2020-03-30","Zuid-Holland",12195,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"Zuid-Holland",0,1767,7.477038,.0837755,,,1,1,1,1,1
"2020-03-31","Zuid-Holland",1949,"2020-03-31","Zuid-Holland",14144,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"Zuid-Holland",0,1949,7.575072,.0980334,,,1,1,1,1,1
"2020-04-01","Zuid-Holland",2193,"2020-04-01","Zuid-Holland",16337,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"Zuid-Holland",0,2193,7.693026,.1179538,,,1,1,1,1,1
