datum,provincienaam,aantal,date,adm1_name,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,home_isolation,travel_ban_local,travel_ban_intl,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_nl_1,p_nl_2,p_nl_3,p_nl_4,p_nl_5
"2020-03-12","NA",12,"2020-03-12","NA",45,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,12mar2020,4,3,2020,12,"NA",0,12,2.484907,.6931472,,,1,1,1,0,0
"2020-03-13","NA",28,"2020-03-13","NA",73,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,13mar2020,5,3,2020,13,"NA",0,28,3.332205,.8472979,,,1,1,1,0,0
"2020-03-14","NA",37,"2020-03-14","NA",110,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,14mar2020,6,3,2020,14,"NA",0,37,3.610918,.2787132,,,1,1,1,0,0
"2020-03-15","NA",58,"2020-03-15","NA",168,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,15mar2020,0,3,2020,15,"NA",0,58,4.060443,.4495251,,,1,1,1,1,0
"2020-03-16","NA",70,"2020-03-16","NA",238,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,16mar2020,1,3,2020,16,"NA",0,70,4.248495,.1880522,,,1,1,1,1,0
"2020-03-17","NA",70,"2020-03-17","NA",308,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,17mar2020,2,3,2020,17,"NA",0,70,4.248495,0,,,1,1,1,1,0
"2020-03-18","NA",84,"2020-03-18","NA",392,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,18mar2020,3,3,2020,18,"NA",0,84,4.430817,.1823215,,,1,1,1,1,0
"2020-03-19","NA",89,"2020-03-19","NA",481,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"NA",0,89,4.488636,.0578198,,,1,1,1,1,1
"2020-03-20","NA",112,"2020-03-20","NA",593,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"NA",0,112,4.718499,.2298622,,,1,1,1,1,1
"2020-03-21","NA",137,"2020-03-21","NA",730,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"NA",0,137,4.919981,.2014823,,,1,1,1,1,1
"2020-03-22","NA",155,"2020-03-22","NA",885,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"NA",0,155,5.043425,.1234441,,,1,1,1,1,1
"2020-03-23","NA",184,"2020-03-23","NA",1069,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"NA",0,184,5.214936,.1715107,,,1,1,1,1,1
"2020-03-24","NA",200,"2020-03-24","NA",1269,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"NA",0,200,5.298317,.0833817,,,1,1,1,1,1
"2020-03-25","NA",213,"2020-03-25","NA",1482,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"NA",0,213,5.361292,.0629749,,,1,1,1,1,1
"2020-03-26","NA",237,"2020-03-26","NA",1719,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"NA",0,237,5.46806,.1067677,,,1,1,1,1,1
"2020-03-27","NA",265,"2020-03-27","NA",1984,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"NA",0,265,5.57973,.11167,,,1,1,1,1,1
"2020-03-28","NA",279,"2020-03-28","NA",2263,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"NA",0,279,5.631212,.0514817,,,1,1,1,1,1
"2020-03-29","NA",305,"2020-03-29","NA",2568,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"NA",0,305,5.720312,.0890999,,,1,1,1,1,1
"2020-03-30","NA",310,"2020-03-30","NA",2878,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"NA",0,310,5.736572,.0162606,,,1,1,1,1,1
"2020-03-31","NA",0,"2020-03-31","NA",2878,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"NA",0,0,,,,,1,1,1,1,1
"2020-04-01","NA",0,"2020-04-01","NA",2878,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"NA",0,0,,,,,1,1,1,1,1
"2020-03-04","Noord-Brabant",17,"2020-03-04","Noord-Brabant",44,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"Noord-Brabant",1,,,,.184025,.3532677,0,0,0,0,0
"2020-03-05","Noord-Brabant",24,"2020-03-05","Noord-Brabant",68,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Noord-Brabant",1,24,3.178054,,.184025,.3532677,0,0,0,0,0
"2020-03-06","Noord-Brabant",34,"2020-03-06","Noord-Brabant",102,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,06mar2020,5,3,2020,6,"Noord-Brabant",1,34,3.526361,.3483067,.184025,.3532677,0,0,1,0,0
"2020-03-07","Noord-Brabant",57,"2020-03-07","Noord-Brabant",159,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,07mar2020,6,3,2020,7,"Noord-Brabant",1,57,4.043051,.5166907,.184025,.3354424,0,0,1,0,0
"2020-03-08","Noord-Brabant",93,"2020-03-08","Noord-Brabant",252,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,08mar2020,0,3,2020,8,"Noord-Brabant",1,93,4.532599,.4895482,.184025,.4366012,0,0,1,0,0
"2020-03-09","Noord-Brabant",135,"2020-03-09","Noord-Brabant",387,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0,09mar2020,1,3,2020,9,"Noord-Brabant",1,135,4.905275,.3726754,.184025,.160782,0,0,1,0,0
"2020-03-10","Noord-Brabant",157,"2020-03-10","Noord-Brabant",544,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,10mar2020,2,3,2020,10,"Noord-Brabant",1,157,5.056246,.1509709,.184025,.2247849,0,1,1,0,0
"2020-03-11","Noord-Brabant",218,"2020-03-11","Noord-Brabant",762,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,11mar2020,3,3,2020,11,"Noord-Brabant",1,218,5.384495,.3282495,.184025,.3045982,0,1,1,0,0
"2020-03-12","Noord-Brabant",266,"2020-03-12","Noord-Brabant",1028,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,12mar2020,4,3,2020,12,"Noord-Brabant",1,266,5.583496,.1990008,.184025,.1929998,1,1,1,0,0
"2020-03-13","Noord-Brabant",360,"2020-03-13","Noord-Brabant",1388,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,13mar2020,5,3,2020,13,"Noord-Brabant",1,360,5.886104,.302608,.184025,.3188227,1,1,1,0,0
"2020-03-14","Noord-Brabant",403,"2020-03-14","Noord-Brabant",1791,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,14mar2020,6,3,2020,14,"Noord-Brabant",1,403,5.998937,.1128325,.184025,.2337965,1,1,1,0,0
"2020-03-15","Noord-Brabant",446,"2020-03-15","Noord-Brabant",2237,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,15mar2020,0,3,2020,15,"Noord-Brabant",1,446,6.100319,.1013823,.184025,.2001113,1,1,1,1,0
"2020-03-16","Noord-Brabant",554,"2020-03-16","Noord-Brabant",2791,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,16mar2020,1,3,2020,16,"Noord-Brabant",1,554,6.317165,.216846,.184025,.2104012,1,1,1,1,0
"2020-03-17","Noord-Brabant",634,"2020-03-17","Noord-Brabant",3425,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,17mar2020,2,3,2020,17,"Noord-Brabant",1,634,6.452049,.1348839,.184025,.154284,1,1,1,1,0
"2020-03-18","Noord-Brabant",728,"2020-03-18","Noord-Brabant",4153,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,18mar2020,3,3,2020,18,"Noord-Brabant",1,728,6.590301,.1382523,.184025,.229686,1,1,1,1,0
"2020-03-19","Noord-Brabant",842,"2020-03-19","Noord-Brabant",4995,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Noord-Brabant",1,842,6.73578,.1454792,.184025,.2102762,1,1,1,1,1
"2020-03-20","Noord-Brabant",971,"2020-03-20","Noord-Brabant",5966,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Noord-Brabant",1,971,6.878326,.1425462,.184025,.1948095,1,1,1,1,1
"2020-03-21","Noord-Brabant",1139,"2020-03-21","Noord-Brabant",7105,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Noord-Brabant",1,1139,7.037906,.1595798,.184025,.2403179,1,1,1,1,1
"2020-03-22","Noord-Brabant",1358,"2020-03-22","Noord-Brabant",8463,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Noord-Brabant",1,1358,7.213768,.1758623,.184025,.1215497,1,1,1,1,1
"2020-03-23","Noord-Brabant",1508,"2020-03-23","Noord-Brabant",9971,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Noord-Brabant",1,1508,7.31854,.1047711,.184025,.1357854,1,1,1,1,1
"2020-03-24","Noord-Brabant",1685,"2020-03-24","Noord-Brabant",11656,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Noord-Brabant",1,1685,7.429521,.110981,.184025,.1321398,1,1,1,1,1
"2020-03-25","Noord-Brabant",1861,"2020-03-25","Noord-Brabant",13517,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Noord-Brabant",1,1861,7.528869,.0993485,.184025,.1570294,1,1,1,1,1
"2020-03-26","Noord-Brabant",2100,"2020-03-26","Noord-Brabant",15617,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"Noord-Brabant",1,2100,7.649693,.1208234,.184025,.1718274,1,1,1,1,1
"2020-03-27","Noord-Brabant",2426,"2020-03-27","Noord-Brabant",18043,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"Noord-Brabant",1,2426,7.793999,.1443067,.184025,.1405116,1,1,1,1,1
"2020-03-28","Noord-Brabant",2678,"2020-03-28","Noord-Brabant",20721,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"Noord-Brabant",1,2678,7.892826,.0988264,.184025,.1280638,1,1,1,1,1
"2020-03-29","Noord-Brabant",2950,"2020-03-29","Noord-Brabant",23671,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"Noord-Brabant",1,2950,7.989561,.096735,.184025,.1163079,1,1,1,1,1
"2020-03-30","Noord-Brabant",3162,"2020-03-30","Noord-Brabant",26833,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"Noord-Brabant",1,3162,8.05896,.0693994,.184025,.0673969,1,1,1,1,1
"2020-03-31","Noord-Brabant",3412,"2020-03-31","Noord-Brabant",30245,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"Noord-Brabant",1,3412,8.135054,.0760937,.184025,.0986428,1,1,1,1,1
"2020-04-01","Noord-Brabant",3560,"2020-04-01","Noord-Brabant",33805,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"Noord-Brabant",1,3560,8.177516,.0424623,.184025,.0914801,1,1,1,1,1
"2020-03-04","Noord-Holland",7,"2020-03-04","Noord-Holland",21,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"Noord-Holland",0,,,,,,0,0,0,0,0
"2020-03-05","Noord-Holland",9,"2020-03-05","Noord-Holland",30,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Noord-Holland",0,9,2.197225,,,,0,0,0,0,0
"2020-03-06","Noord-Holland",10,"2020-03-06","Noord-Holland",40,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,06mar2020,5,3,2020,6,"Noord-Holland",0,10,2.302585,.1053605,,,0,0,1,0,0
"2020-03-07","Noord-Holland",17,"2020-03-07","Noord-Holland",57,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,07mar2020,6,3,2020,7,"Noord-Holland",0,17,2.833213,.5306282,,,0,0,1,0,0
"2020-03-08","Noord-Holland",22,"2020-03-08","Noord-Holland",79,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,08mar2020,0,3,2020,8,"Noord-Holland",0,22,3.091043,.2578292,,,0,0,1,0,0
"2020-03-09","Noord-Holland",23,"2020-03-09","Noord-Holland",102,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0,09mar2020,1,3,2020,9,"Noord-Holland",0,23,3.135494,.0444517,,,0,0,1,0,0
"2020-03-10","Noord-Holland",30,"2020-03-10","Noord-Holland",132,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,10mar2020,2,3,2020,10,"Noord-Holland",0,30,3.401197,.2657032,,,0,1,1,0,0
"2020-03-11","Noord-Holland",35,"2020-03-11","Noord-Holland",167,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,11mar2020,3,3,2020,11,"Noord-Holland",0,35,3.555348,.1541507,,,0,1,1,0,0
"2020-03-12","Noord-Holland",42,"2020-03-12","Noord-Holland",209,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,12mar2020,4,3,2020,12,"Noord-Holland",0,42,3.73767,.1823215,,,1,1,1,0,0
"2020-03-13","Noord-Holland",63,"2020-03-13","Noord-Holland",272,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,13mar2020,5,3,2020,13,"Noord-Holland",0,63,4.143135,.4054649,,,1,1,1,0,0
"2020-03-14","Noord-Holland",83,"2020-03-14","Noord-Holland",355,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,14mar2020,6,3,2020,14,"Noord-Holland",0,83,4.41884,.2757058,,,1,1,1,0,0
"2020-03-15","Noord-Holland",90,"2020-03-15","Noord-Holland",445,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,15mar2020,0,3,2020,15,"Noord-Holland",0,90,4.49981,.0809693,,,1,1,1,1,0
"2020-03-16","Noord-Holland",115,"2020-03-16","Noord-Holland",560,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,16mar2020,1,3,2020,16,"Noord-Holland",0,115,4.744932,.2451224,,,1,1,1,1,0
"2020-03-17","Noord-Holland",151,"2020-03-17","Noord-Holland",711,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,17mar2020,2,3,2020,17,"Noord-Holland",0,151,5.01728,.2723475,,,1,1,1,1,0
"2020-03-18","Noord-Holland",173,"2020-03-18","Noord-Holland",884,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,18mar2020,3,3,2020,18,"Noord-Holland",0,173,5.153292,.1360121,,,1,1,1,1,0
"2020-03-19","Noord-Holland",244,"2020-03-19","Noord-Holland",1128,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Noord-Holland",0,244,5.497168,.3438764,,,1,1,1,1,1
"2020-03-20","Noord-Holland",327,"2020-03-20","Noord-Holland",1455,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Noord-Holland",0,327,5.78996,.2927923,,,1,1,1,1,1
"2020-03-21","Noord-Holland",429,"2020-03-21","Noord-Holland",1884,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Noord-Holland",0,429,6.061457,.2714968,,,1,1,1,1,1
"2020-03-22","Noord-Holland",499,"2020-03-22","Noord-Holland",2383,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Noord-Holland",0,499,6.212606,.1511488,,,1,1,1,1,1
"2020-03-23","Noord-Holland",560,"2020-03-23","Noord-Holland",2943,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Noord-Holland",0,560,6.327937,.1153307,,,1,1,1,1,1
"2020-03-24","Noord-Holland",696,"2020-03-24","Noord-Holland",3639,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Noord-Holland",0,696,6.54535,.2174129,,,1,1,1,1,1
"2020-03-25","Noord-Holland",825,"2020-03-25","Noord-Holland",4464,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Noord-Holland",0,825,6.715384,.1700339,,,1,1,1,1,1
"2020-03-26","Noord-Holland",982,"2020-03-26","Noord-Holland",5446,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"Noord-Holland",0,982,6.889591,.1742077,,,1,1,1,1,1
"2020-03-27","Noord-Holland",1175,"2020-03-27","Noord-Holland",6621,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"Noord-Holland",0,1175,7.069024,.1794324,,,1,1,1,1,1
"2020-03-28","Noord-Holland",1335,"2020-03-28","Noord-Holland",7956,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"Noord-Holland",0,1335,7.196687,.1276631,,,1,1,1,1,1
"2020-03-29","Noord-Holland",1484,"2020-03-29","Noord-Holland",9440,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"Noord-Holland",0,1484,7.302496,.1058097,,,1,1,1,1,1
"2020-03-30","Noord-Holland",1629,"2020-03-30","Noord-Holland",11069,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"Noord-Holland",0,1629,7.395721,.093225,,,1,1,1,1,1
"2020-03-31","Noord-Holland",1845,"2020-03-31","Noord-Holland",12914,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"Noord-Holland",0,1845,7.520235,.1245131,,,1,1,1,1,1
"2020-04-01","Noord-Holland",2017,"2020-04-01","Noord-Holland",14931,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"Noord-Holland",0,2017,7.609366,.0891318,,,1,1,1,1,1
"2020-03-05","Overijssel",1,"2020-03-05","Overijssel",,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Overijssel",0,,,,,,0,0,0,0,0
"2020-03-06","Overijssel",1,"2020-03-06","Overijssel",,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,06mar2020,5,3,2020,6,"Overijssel",0,,,,,,0,0,1,0,0
"2020-03-07","Overijssel",4,"2020-03-07","Overijssel",,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,07mar2020,6,3,2020,7,"Overijssel",0,,,,,,0,0,1,0,0
"2020-03-08","Overijssel",9,"2020-03-08","Overijssel",15,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,08mar2020,0,3,2020,8,"Overijssel",0,,,,,,0,0,1,0,0
"2020-03-09","Overijssel",10,"2020-03-09","Overijssel",25,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0,09mar2020,1,3,2020,9,"Overijssel",0,10,2.302585,,,,0,0,1,0,0
"2020-03-10","Overijssel",10,"2020-03-10","Overijssel",35,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,10mar2020,2,3,2020,10,"Overijssel",0,10,2.302585,0,,,0,1,1,0,0
"2020-03-11","Overijssel",12,"2020-03-11","Overijssel",47,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,11mar2020,3,3,2020,11,"Overijssel",0,12,2.484907,.1823215,,,0,1,1,0,0
"2020-03-12","Overijssel",13,"2020-03-12","Overijssel",60,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,12mar2020,4,3,2020,12,"Overijssel",0,13,2.564949,.0800426,,,1,1,1,0,0
"2020-03-13","Overijssel",18,"2020-03-13","Overijssel",78,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,13mar2020,5,3,2020,13,"Overijssel",0,18,2.890372,.3254225,,,1,1,1,0,0
"2020-03-14","Overijssel",23,"2020-03-14","Overijssel",101,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0,14mar2020,6,3,2020,14,"Overijssel",0,23,3.135494,.2451224,,,1,1,1,0,0
"2020-03-15","Overijssel",28,"2020-03-15","Overijssel",129,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,15mar2020,0,3,2020,15,"Overijssel",0,28,3.332205,.1967103,,,1,1,1,1,0
"2020-03-16","Overijssel",36,"2020-03-16","Overijssel",165,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,16mar2020,1,3,2020,16,"Overijssel",0,36,3.583519,.2513144,,,1,1,1,1,0
"2020-03-17","Overijssel",45,"2020-03-17","Overijssel",210,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,17mar2020,2,3,2020,17,"Overijssel",0,45,3.806663,.2231436,,,1,1,1,1,0
"2020-03-18","Overijssel",58,"2020-03-18","Overijssel",268,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0,18mar2020,3,3,2020,18,"Overijssel",0,58,4.060443,.2537804,,,1,1,1,1,0
"2020-03-19","Overijssel",73,"2020-03-19","Overijssel",341,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Overijssel",0,73,4.29046,.2300167,,,1,1,1,1,1
"2020-03-20","Overijssel",98,"2020-03-20","Overijssel",439,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Overijssel",0,98,4.584968,.294508,,,1,1,1,1,1
"2020-03-21","Overijssel",161,"2020-03-21","Overijssel",600,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Overijssel",0,161,5.081404,.4964366,,,1,1,1,1,1
"2020-03-22","Overijssel",187,"2020-03-22","Overijssel",787,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Overijssel",0,187,5.231109,.1497045,,,1,1,1,1,1
"2020-03-23","Overijssel",216,"2020-03-23","Overijssel",1003,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Overijssel",0,216,5.375278,.1441698,,,1,1,1,1,1
"2020-03-24","Overijssel",247,"2020-03-24","Overijssel",1250,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Overijssel",0,247,5.509388,.13411,,,1,1,1,1,1
"2020-03-25","Overijssel",316,"2020-03-25","Overijssel",1566,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Overijssel",0,316,5.755742,.2463536,,,1,1,1,1,1
"2020-03-26","Overijssel",385,"2020-03-26","Overijssel",1951,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"Overijssel",0,385,5.953243,.1975012,,,1,1,1,1,1
"2020-03-27","Overijssel",443,"2020-03-27","Overijssel",2394,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"Overijssel",0,443,6.09357,.1403265,,,1,1,1,1,1
"2020-03-28","Overijssel",511,"2020-03-28","Overijssel",2905,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"Overijssel",0,511,6.23637,.1427999,,,1,1,1,1,1
"2020-03-29","Overijssel",583,"2020-03-29","Overijssel",3488,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"Overijssel",0,583,6.368187,.1318173,,,1,1,1,1,1
"2020-03-30","Overijssel",640,"2020-03-30","Overijssel",4128,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"Overijssel",0,640,6.461468,.0932813,,,1,1,1,1,1
"2020-03-31","Overijssel",698,"2020-03-31","Overijssel",4826,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"Overijssel",0,698,6.548219,.086751,,,1,1,1,1,1
"2020-04-01","Overijssel",779,"2020-04-01","Overijssel",5605,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"Overijssel",0,779,6.658011,.1097918,,,1,1,1,1,1
"2020-03-04","Utrecht",3,"2020-03-04","Utrecht",,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"Utrecht",0,,,,,,0,0,0,0,0
"2020-03-05","Utrecht",23,"2020-03-05","Utrecht",29,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Utrecht",0,,,,,,0,0,0,0,0
"2020-03-06","Utrecht",33,"2020-03-06","Utrecht",62,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,06mar2020,5,3,2020,6,"Utrecht",0,33,3.496508,,,,0,0,1,0,0
