date,adm0_name,adm1_name,cum_confirmed_cases,cum_confirmed_cases_imputed,cum_deaths,cum_deaths_imputed,population,lat,lon,pos_cases_quarantine,travel_ban_intl_out,travel_ban_intl_in,travel_ban_local,social_distance,work_from_home,no_gathering,school_closure,religious_closure,paid_sick_leave,business_closure,federal_guidelines,home_isolation,transit_suspension,pos_cases_quarantine_popwt,travel_ban_local_popwt,social_distance_popwt,work_from_home_popwt,no_gathering_popwt,school_closure_popwt,religious_closure_popwt,paid_sick_leave_popwt,business_closure_popwt,federal_guidelines_popwt,home_isolation_popwt,transit_suspension_popwt,policies_enacted,testing_regime,t,dow,month,year,day,adm1_id,adm1_abb,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,testing_change_usa_13mar2020_NY,testing_change_usa_16mar2020_CA,testing_change_usa_18mar2020_NC,testing_change_usa_19mar2020_CT,testing_change_usa_19mar2020_NV,testing_change_usa_19mar2020_UT,testing_change_usa_20mar2020_IA,testing_change_usa_21mar2020_TN,testing_change_usa_22mar2020_AL,testing_change_usa_23mar2020_HI,testing_change_usa_24mar2020_KS,testing_change_usa_24mar2020_NJ,testing_change_usa_25mar2020_OH,testing_change_usa_27mar2020_AZ,testing_change_usa_28mar2020_MD,testing_change_usa_28mar2020_MO,testing_change_usa_30mar2020_DE,sample_avg,day_avg,p_usa_1,p_usa_2,p_usa_3,p_usa_4,p_usa_5,p_usa_6,p_usa_7,p_usa_8,p_usa_9,p_usa_10,p_usa_11,_reghdfe_resid,__hdfe1__,__hdfe2__
"2020-04-01","USA","Idaho",668,668,9,9,1826156,44.39,-114.659,0,.8,1,1,.35,1,1,1,0,.33,1,1,1,1,0,1,.35,1,1,1,0,.33,1,1,1,1,10.48,0,01apr2020,3,4,2020,1,"Idaho","ID",0,143,4.962845,.2623644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.35615163,.20482666,.00847
"2020-04-02","USA","Idaho",889,889,9,9,1826156,44.39,-114.659,0,.8,1,1,.35,1,1,1,0,.33,1,1,1,1,0,1,.35,1,1,1,0,.33,1,1,1,1,10.48,0,02apr2020,4,4,2020,2,"Idaho","ID",0,221,5.398163,.435318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.15435659,.20482666,-.02037144
"2020-04-06","USA","Idaho",1169,1169,12,12,1826156,44.39,-114.659,0,.8,1,1,.42,1,1,1,0,.33,1,1,1,1,0,1,.42,1,1,1,0,.33,1,1,1,1,10.55,0,06apr2020,1,4,2020,6,"Idaho","ID",0,69,4.234107,1.056053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.39859369,.20482666,.07928368
"2020-03-12","USA","Illinois",32,32,0,0,12659682,40.125,-89.148,0,.8,1,0,0,0,.25,0,0,0,0,0,0,0,0,0,0,0,.25,0,0,0,0,0,0,0,2.05,0,12mar2020,4,3,2020,12,"Illinois","IL",0,8,2.079442,.4700036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,-.35203645,-.14238978,-.02037144
"2020-03-13","USA","Illinois",46,46,0,0,12659682,40.125,-89.148,0,.8,1,0,0,0,.25,0,0,.33,0,0,0,0,0,0,0,0,.25,0,0,.33,0,0,0,0,2.38,0,13mar2020,5,3,2020,13,"Illinois","IL",0,14,2.639057,.5596159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,-.26691546,-.14238978,.00252324
"2020-03-14","USA","Illinois",63,63,0,0,12659682,40.125,-89.148,0,.8,1,0,0,0,.25,0,0,.33,0,0,0,0,0,0,0,0,.25,0,0,.33,0,0,0,0,2.38,0,14mar2020,6,3,2020,14,"Illinois","IL",0,17,2.833213,.1941559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,-.61279643,-.14238978,-.01705571
"2020-03-15","USA","Illinois",92,92,0,0,12659682,40.125,-89.148,0,.8,1,0,0,0,.25,0,0,.33,0,0,0,0,0,0,0,0,.25,0,0,.33,0,0,0,0,2.38,0,15mar2020,0,3,2020,15,"Illinois","IL",0,29,3.367296,.5340824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,-.17178337,-.14238978,-.11814228
"2020-03-17","USA","Illinois",159,159,1,1,12659682,40.125,-89.148,0,.8,1,0,0,0,.25,1,0,.33,.33,1,0,0,0,0,0,0,.25,1,0,.33,.33,1,0,0,4.71,0,17mar2020,2,3,2020,17,"Illinois","IL",0,55,4.007333,1.522427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,0,1,0,0,1,.84561531,-.14238978,.03524685
"2020-03-18","USA","Illinois",287,287,1,1,12659682,40.125,-89.148,0,.8,1,0,0,0,.25,1,0,.33,.33,1,0,0,0,0,0,0,.25,1,0,.33,.33,1,0,0,4.71,0,18mar2020,3,3,2020,18,"Illinois","IL",0,128,4.85203,.844697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,0,1,0,0,1,.19466256,-.14238978,.00847
"2020-03-19","USA","Illinois",421,421,4,4,12659682,40.125,-89.148,0,.8,1,0,0,0,.25,1,0,.33,.33,1,0,0,0,0,0,0,.25,1,0,.33,.33,1,0,0,4.71,0,19mar2020,4,3,2020,19,"Illinois","IL",0,134,4.89784,.0458097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,0,1,0,0,1,-.57538326,-.14238978,-.02037144
"2020-03-20","USA","Illinois",584,584,5,5,12659682,40.125,-89.148,0,1,1,1,.14,0,.25,1,0,.33,1,1,0,0,0,1,.14,0,.25,1,0,.33,1,1,0,0,6.72,0,20mar2020,5,3,2020,20,"Illinois","IL",0,163,5.09375,.19591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,1,0,0,1,-.26351874,-.14238978,.00252324
"2020-03-21","USA","Illinois",752,752,6,6,12659682,40.125,-89.148,0,1,1,1,.28,1,1,1,0,.33,1,1,1,1,0,1,.28,1,1,1,0,.33,1,1,1,1,10.61,0,21mar2020,6,3,2020,21,"Illinois","IL",0,168,5.123964,.0302138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.24743073,-.14238978,-.01705571
"2020-03-22","USA","Illinois",1049,1049,8,8,12659682,40.125,-89.148,0,1,1,1,.28,1,1,1,0,.33,1,1,1,1,0,1,.28,1,1,1,0,.33,1,1,1,1,10.61,0,22mar2020,0,3,2020,22,"Illinois","IL",0,297,5.693732,.5697684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.39321044,-.14238978,-.11814228
"2020-03-24","USA","Illinois",1536,1536,16,16,12659682,40.125,-89.148,0,1,1,1,.28,1,1,1,0,.33,1,1,1,1,0,1,.28,1,1,1,0,.33,1,1,1,1,10.61,0,24mar2020,2,3,2020,24,"Illinois","IL",0,251,5.525453,.0616212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.26832593,-.14238978,.03524685
"2020-03-25","USA","Illinois",1864,1864,18,18,12659682,40.125,-89.148,0,1,1,1,.28,1,1,1,0,.33,1,1,1,1,0,1,.28,1,1,1,0,.33,1,1,1,1,10.61,0,25mar2020,3,3,2020,25,"Illinois","IL",0,328,5.793014,.2675605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.03560978,-.14238978,.00847
"2020-03-26","USA","Illinois",2540,2540,26,26,12659682,40.125,-89.148,0,1,1,1,.28,1,1,1,0,.33,1,1,1,1,0,1,.28,1,1,1,0,.33,1,1,1,1,10.61,0,26mar2020,4,3,2020,26,"Illinois","IL",0,676,6.516193,.7231793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.44885051,-.14238978,-.02037144
"2020-03-29","USA","Illinois",4596,4596,65,65,12659682,40.125,-89.148,0,1,1,1,.28,1,1,1,0,.33,1,1,1,1,0,1,.28,1,1,1,0,.33,1,1,1,1,10.61,0,29mar2020,0,3,2020,29,"Illinois","IL",0,1105,7.007601,.8677163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.69115833,-.14238978,-.11814228
"2020-03-31","USA","Illinois",5993,5993,99,99,12659682,40.125,-89.148,0,1,1,1,.28,1,1,1,0,.33,1,1,1,1,0,1,.28,1,1,1,0,.33,1,1,1,1,10.61,0,31mar2020,2,3,2020,31,"Illinois","IL",0,936,6.841616,.7082176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.3782705,-.14238978,.03524685
"2020-04-01","USA","Illinois",6972,6972,139,139,12659682,40.125,-89.148,0,1,1,1,.28,1,1,1,0,.33,1,1,1,1,0,1,.28,1,1,1,0,.33,1,1,1,1,10.61,0,01apr2020,3,4,2020,1,"Illinois","IL",0,979,6.886532,.0449162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.25825411,-.14238978,.00847
"2020-04-03","USA","Illinois",8871,8871,209,209,12659682,40.125,-89.148,0,1,1,1,.42,1,1,1,0,.33,1,1,1,1,0,1,.42,1,1,1,0,.33,1,1,1,1,10.75,0,03apr2020,5,4,2020,3,"Illinois","IL",0,1193,7.084227,.5246115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.29112935,-.14238978,.00252324
"2020-04-04","USA","Illinois",10357,10357,244,244,12659682,40.125,-89.148,0,1,1,1,.42,1,1,1,0,.33,1,1,1,1,0,1,.42,1,1,1,0,.33,1,1,1,1,10.75,0,04apr2020,6,4,2020,4,"Illinois","IL",0,1486,7.303843,.2196164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.00571324,-.14238978,-.01705571
"2020-04-06","USA","Illinois",12259,12259,307,307,12659682,40.125,-89.148,0,1,1,1,.42,1,1,1,0,.33,1,1,1,1,0,1,.42,1,1,1,0,.33,1,1,1,1,10.75,0,06apr2020,1,4,2020,6,"Illinois","IL",0,1005,6.912743,.1136866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.19655599,-.14238978,.07928368
"2020-03-19","USA","Indiana",55,55,5,5,6745354,39.919,-86.282,0,.8,1,0,.14,.66,.75,1,0,.33,.33,1,0,0,0,0,.14,.66,.75,1,0,.33,.33,1,0,0,6.01,0,19mar2020,4,3,2020,19,"Indiana","IN",0,20,2.995732,1.386294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,.68931443,.10290234,-.02037144
"2020-03-20","USA","Indiana",124,124,5,5,6745354,39.919,-86.282,0,.8,1,0,.21,.66,.75,1,0,.33,.33,1,0,0,0,0,.21,.66,.75,1,0,.33,.33,1,0,0,6.08,0,20mar2020,5,3,2020,20,"Indiana","IN",0,69,4.234107,1.238374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,0,1,.55037031,.10290234,.00252324
"2020-03-24","USA","Indiana",360,360,24,24,6745354,39.919,-86.282,0,.8,1,1,.35,1,1,1,0,.33,1,1,1,0,0,1,.35,1,1,1,0,.33,1,1,1,0,9.48,0,24mar2020,2,3,2020,24,"Indiana","IN",0,102,4.624973,.5645299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.02849705,.10290234,.03524685
"2020-03-25","USA","Indiana",477,477,29,29,6745354,39.919,-86.282,0,.8,1,1,.35,1,1,1,0,.33,1,1,1,0,0,1,.35,1,1,1,0,.33,1,1,1,0,9.48,0,25mar2020,3,3,2020,25,"Indiana","IN",0,117,4.762174,.1372013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.37205469,.10290234,.00847
"2020-03-26","USA","Indiana",962,962,35,35,6745354,39.919,-86.282,0,.8,1,1,.35,1,1,1,0,.33,1,1,1,0,0,1,.35,1,1,1,0,.33,1,1,1,0,9.48,0,26mar2020,4,3,2020,26,"Indiana","IN",0,485,6.184149,1.421975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,.9415601,.10290234,-.02037144
"2020-03-29","USA","Indiana",1514,1514,57,57,6745354,39.919,-86.282,0,.8,1,1,.35,1,1,1,0,.33,1,1,1,0,0,1,.35,1,1,1,0,.33,1,1,1,0,9.48,0,29mar2020,0,3,2020,29,"Indiana","IN",0,282,5.641907,.0434852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.33915855,.10290234,-.11814228
"2020-03-31","USA","Indiana",2159,2159,90,90,6745354,39.919,-86.282,0,.8,1,1,.35,1,1,1,0,.33,1,1,1,0,0,1,.35,1,1,1,0,.33,1,1,1,0,9.48,0,31mar2020,2,3,2020,31,"Indiana","IN",0,376,5.929589,.334878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.20115488,.10290234,.03524685
"2020-04-01","USA","Indiana",2564,2564,111,111,6745354,39.919,-86.282,0,.8,1,1,.35,1,1,1,0,.33,1,1,1,0,0,1,.35,1,1,1,0,.33,1,1,1,0,9.48,0,01apr2020,3,4,2020,1,"Indiana","IN",0,405,6.003887,.0742979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.43495809,.10290234,.00847
"2020-04-02","USA","Indiana",3038,3038,133,133,6745354,39.919,-86.282,0,.8,1,1,.35,1,1,1,0,.33,1,1,1,0,0,1,.35,1,1,1,0,.33,1,1,1,0,9.48,0,02apr2020,4,4,2020,2,"Indiana","IN",0,474,6.161207,.15732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.32309454,.10290234,-.02037144
"2020-04-04","USA","Indiana",3948,3948,185,185,6745354,39.919,-86.282,0,.8,1,1,.42,1,1,1,0,.33,1,1,1,0,0,1,.42,1,1,1,0,.33,1,1,1,0,9.55,0,04apr2020,6,4,2020,4,"Indiana","IN",0,512,6.238325,.2518725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.19998706,.10290234,-.01705571
"2020-04-06","USA","Indiana",4942,4942,244,244,6745354,39.919,-86.282,0,.8,1,1,.56,1,1,1,0,.33,1,1,1,0,0,1,.56,1,1,1,0,.33,1,1,1,0,9.69,0,06apr2020,1,4,2020,6,"Indiana","IN",0,533,6.278522,.1451235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,1,1,-.33933409,.10290234,.07928368
"2020-03-14","USA","Iowa",18,18,0,0,3179849,42.076,-93.5,0,.8,1,0,0,0,0,0,0,.33,0,0,0,0,0,0,0,0,0,0,0,.33,0,0,0,0,2.13,0,14mar2020,6,3,2020,14,"Iowa","IA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,-.57848923,-.3981093,-.01705571
"2020-03-17","USA","Iowa",29,29,0,0,3179849,42.076,-93.5,0,.8,1,0,0,0,.125,1,0,.33,.33,1,0,0,0,0,0,0,.125,1,0,.33,.33,1,0,0,4.585,0,17mar2020,2,3,2020,17,"Iowa","IA",0,6,1.791759,.1823215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,0,1,0,0,1,-.25239842,-.3981093,.03524685
"2020-03-18","USA","Iowa",38,38,0,0,3179849,42.076,-93.5,0,.8,1,0,0,0,.125,1,0,.33,.33,1,0,0,0,0,0,0,.125,1,0,.33,.33,1,0,0,4.585,0,18mar2020,3,3,2020,18,"Iowa","IA",0,9,2.197225,.4054651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,0,1,0,0,1,-.00247799,-.3981093,.00847
"2020-03-24","USA","Iowa",122,122,1,1,3179849,42.076,-93.5,0,.8,1,0,.28,0,.125,1,0,.33,.66,1,.5,0,0,0,.1494561,0,.125,1,0,.33,.66,1,.0337717,0,5.695,1,24mar2020,2,3,2020,24,"Iowa","IA",0,17,2.833213,.1251631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,1,1,-.18015158,-.3981093,.03524685
"2020-03-25","USA","Iowa",145,145,1,1,3179849,42.076,-93.5,0,.8,1,0,.28,0,.125,1,0,.33,.66,1,.5,0,0,0,.28,0,.125,1,0,.33,.66,1,.0337717,0,5.695,1,25mar2020,3,3,2020,25,"Iowa","IA",0,23,3.135494,.3022809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,1,1,.08317918,-.3981093,.00847
"2020-03-26","USA","Iowa",179,179,1,1,3179849,42.076,-93.5,0,.8,1,0,.28,0,.125,1,0,.33,.66,1,.5,0,0,0,.28,0,.125,1,0,.33,.66,1,.0337717,0,5.695,1,26mar2020,4,3,2020,26,"Iowa","IA",0,34,3.526361,.3908663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,1,1,.20060599,-.3981093,-.02037144
"2020-03-27","USA","Iowa",235,235,3,3,3179849,42.076,-93.5,0,.8,1,0,.28,0,.125,1,0,.33,.66,1,.5,0,0,0,.28,0,.125,1,0,.33,.66,1,.0337717,0,5.695,1,27mar2020,5,3,2020,27,"Iowa","IA",0,56,4.025352,.498991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,1,1,.28583604,-.3981093,.00252324
"2020-03-28","USA","Iowa",298,298,3,3,3179849,42.076,-93.5,0,.8,1,0,.28,0,.125,1,0,.33,.66,1,.5,0,0,0,.28,0,.125,1,0,.33,.66,1,.0337717,0,5.695,1,28mar2020,6,3,2020,28,"Iowa","IA",0,63,4.143135,.1177831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,1,1,-.07579295,-.3981093,-.01705571
"2020-03-30","USA","Iowa",424,424,6,6,3179849,42.076,-93.5,0,.8,1,0,.28,0,.125,1,0,.33,.66,1,.5,0,0,0,.28,0,.125,1,0,.33,.66,1,.0337717,0,5.695,1,30mar2020,1,3,2020,30,"Iowa","IA",0,88,4.477337,.8397508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,1,1,.54983536,-.3981093,.07928368
"2020-04-02","USA","Iowa",614,614,11,11,3179849,42.076,-93.5,0,.8,1,0,.28,0,.125,1,0,.33,.66,1,.5,0,0,0,.28,0,.125,1,0,.33,.66,1,.0337717,0,5.695,1,02apr2020,4,4,2020,2,"Iowa","IA",0,66,4.189655,.2384112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,1,1,.0481509,-.3981093,-.02037144
"2020-04-03","USA","Iowa",699,699,11,11,3179849,42.076,-93.5,0,.8,1,0,.35,0,.125,1,0,.33,.66,1,.5,0,0,0,.35,0,.125,1,0,.33,.66,1,.0337717,0,5.765,1,03apr2020,5,4,2020,3,"Iowa","IA",0,85,4.442651,.2529964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,1,1,.07171217,-.3981093,.00252324
"2020-04-04","USA","Iowa",785,785,11,11,3179849,42.076,-93.5,0,.8,1,0,.35,0,.125,1,0,.33,.66,1,.5,0,0,0,.35,0,.125,1,0,.33,.66,1,.0337717,0,5.765,1,04apr2020,6,4,2020,4,"Iowa","IA",0,86,4.454347,.0116959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,1,1,-.15000947,-.3981093,-.01705571
"2020-03-18","USA","Kansas",21,21,1,1,2910357,38.485,-98.381,0,.8,1,.2,0,0,.75,1,0,.33,0,1,0,0,0,.037396,0,0,.75,1,0,.33,0,1,0,0,5.08,0,18mar2020,3,3,2020,18,"Kansas","KS",0,5,1.609438,.5108256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,1,0,0,0,1,-.10822174,-.18230793,.00847
"2020-03-19","USA","Kansas",34,34,1,1,2910357,38.485,-98.381,0,.8,1,.2,0,0,.75,1,0,.33,0,1,0,0,0,.037396,0,0,.75,1,0,.33,0,1,0,0,5.08,0,19mar2020,4,3,2020,19,"Kansas","KS",0,13,2.564949,.9555113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,1,0,0,0,1,.36530539,-.18230793,-.02037144
"2020-03-21","USA","Kansas",54,54,2,2,2910357,38.485,-98.381,0,.8,1,.2,.14,0,.75,1,0,.33,0,1,0,0,0,.037396,.14,0,.75,1,0,.33,0,1,0,0,5.22,0,21mar2020,6,3,2020,21,"Kansas","KS",0,10,2.302585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,0,0,0,1,-.52978027,-.18230793,-.01705571
"2020-03-23","USA","Kansas",79,79,2,2,2910357,38.485,-98.381,0,.8,1,.2,.14,.33,.75,1,0,.33,0,1,0,0,0,.037396,.14,.33,.75,1,0,.33,0,1,0,0,5.55,0,23mar2020,1,3,2020,23,"Kansas","KS",0,16,2.772589,.5753641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,0,0,0,1,-.02513003,-.18230793,.07928368
"2020-03-25","USA","Kansas",125,125,3,3,2910357,38.485,-98.381,0,.8,1,.2,.14,.33,.875,1,1,.33,1,1,0,0,0,.037396,.14,.33,.875,1,1,.33,1,1,0,0,7.675,1,25mar2020,3,3,2020,25,"Kansas","KS",0,33,3.496508,.9315584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,0,1,.57300352,-.18230793,.00847
"2020-03-26","USA","Kansas",170,170,3,3,2910357,38.485,-98.381,0,.8,1,.2,.14,.33,.875,1,1,.33,1,1,0,0,0,.037396,.14,.33,.875,1,1,.33,1,1,0,0,7.675,1,26mar2020,4,3,2020,26,"Kansas","KS",0,45,3.806663,.3101549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,0,1,-.0195585,-.18230793,-.02037144
"2020-03-28","USA","Kansas",263,263,5,5,2910357,38.485,-98.381,0,.8,1,.2,.14,.33,.875,1,1,.33,1,1,0,0,0,.037396,.14,.33,.875,1,1,.33,1,1,0,0,7.675,1,28mar2020,6,3,2020,28,"Kansas","KS",0,58,4.060443,.5050948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,0,1,.17206562,-.18230793,-.01705571
"2020-03-31","USA","Kansas",428,428,10,10,2910357,38.485,-98.381,0,.8,1,.2,.14,1,1,1,1,.33,1,1,1,0,0,.037396,.14,1,1,1,1,.33,1,1,1,0,9.47,1,31mar2020,2,3,2020,31,"Kansas","KS",0,59,4.077538,.1857173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,1,1,-.18758133,-.18230793,.03524685
"2020-04-02","USA","Kansas",550,550,13,13,2910357,38.485,-98.381,0,.8,1,.2,.14,1,1,1,1,.33,1,1,1,0,0,.037396,.14,1,1,1,1,.33,1,1,1,0,9.47,1,02apr2020,4,4,2020,2,"Kansas","KS",0,68,4.219508,.2305236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,1,1,-.0871568,-.18230793,-.02037144
"2020-04-03","USA","Kansas",620,620,16,16,2910357,38.485,-98.381,0,.8,1,.2,.21,1,1,1,1,.33,1,1,1,0,0,.037396,.21,1,1,1,1,.33,1,1,1,0,9.54,1,03apr2020,5,4,2020,3,"Kansas","KS",0,70,4.248495,.0289874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,1,1,-.27971696,-.18230793,.00252324
"2020-04-04","USA","Kansas",698,698,21,21,2910357,38.485,-98.381,0,.8,1,.2,.21,1,1,1,1,.33,1,1,1,0,0,.037396,.21,1,1,1,1,.33,1,1,1,0,9.54,1,04apr2020,6,4,2020,4,"Kansas","KS",0,78,4.356709,.1082139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,1,1,-.18091152,-.18230793,-.01705571
"2020-04-06","USA","Kansas",845,845,25,25,2910357,38.485,-98.381,0,.8,1,.2,.21,1,1,1,1,.33,1,1,1,0,0,.037396,.21,1,1,1,1,.33,1,1,1,0,9.54,1,06apr2020,1,4,2020,6,"Kansas","KS",0,98,4.584968,.6931474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,1,1,1,.30768262,-.18230793,.07928368
"2020-03-15","USA","Kentucky",21,21,1,1,4499692,37.527,-85.289,0,.8,1,.2,.21,0,.125,0,.5,.66,0,0,0,0,0,.2,.21,0,.125,0,.5,.66,0,0,0,0,3.495,0,15mar2020,0,3,2020,15,"Kentucky","KY",0,6,1.791759,1.098612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,0,1,0,1,0,0,.2515931,.08072114,-.11814228
"2020-03-17","USA","Kentucky",26,26,1,1,4499692,37.527,-85.289,0,.8,1,.2,.21,0,.125,1,.5,.66,.66,1,0,0,0,.2,.21,0,.125,1,.5,.66,.66,1,0,0,6.155,0,17mar2020,2,3,2020,17,"Kentucky","KY",0,4,1.386294,1.386294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,1,1,0,1,.63149917,.08072114,.03524685
"2020-03-18","USA","Kentucky",34,34,1,1,4499692,37.527,-85.289,0,.8,1,.2,.21,0,.125,1,.5,.66,.66,1,0,0,0,.2,.21,0,.125,1,.5,.66,.66,1,0,0,6.155,0,18mar2020,3,3,2020,18,"Kentucky","KY",0,8,2.079442,.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,1,1,0,1,-.03487116,.08072114,.00847
"2020-03-19","USA","Kentucky",47,47,2,2,4499692,37.527,-85.289,0,.8,1,.2,.21,0,1,1,1,.66,.66,1,0,0,0,.2,.21,0,1,1,1,.66,.66,1,0,0,7.53,0,19mar2020,4,3,2020,19,"Kentucky","KY",0,13,2.564949,.4855077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,1,1,0,1,-.13523452,.08072114,-.02037144
