date,adm0_name,adm1_name,cum_confirmed_cases,cum_confirmed_cases_imputed,cum_deaths,cum_deaths_imputed,population,lat,lon,pos_cases_quarantine,travel_ban_intl_out,travel_ban_intl_in,travel_ban_local,social_distance,work_from_home,no_gathering,school_closure,religious_closure,paid_sick_leave,business_closure,federal_guidelines,home_isolation,transit_suspension,pos_cases_quarantine_popwt,travel_ban_local_popwt,social_distance_popwt,work_from_home_popwt,no_gathering_popwt,school_closure_popwt,religious_closure_popwt,paid_sick_leave_popwt,business_closure_popwt,federal_guidelines_popwt,home_isolation_popwt,transit_suspension_popwt,policies_enacted,testing_regime,t,dow,month,year,day,adm1_id,adm1_abb,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,testing_change_usa_13mar2020_NY,testing_change_usa_16mar2020_CA,testing_change_usa_18mar2020_NC,testing_change_usa_19mar2020_CT,testing_change_usa_19mar2020_NV,testing_change_usa_19mar2020_UT,testing_change_usa_20mar2020_IA,testing_change_usa_21mar2020_TN,testing_change_usa_22mar2020_AL,testing_change_usa_23mar2020_HI,testing_change_usa_24mar2020_KS,testing_change_usa_24mar2020_NJ,testing_change_usa_25mar2020_OH,testing_change_usa_27mar2020_AZ,testing_change_usa_28mar2020_MD,testing_change_usa_28mar2020_MO,testing_change_usa_30mar2020_DE,sample_avg,day_avg,p_usa_1,p_usa_2,p_usa_3,p_usa_4,p_usa_5,p_usa_6,p_usa_7,p_usa_8,p_usa_9,p_usa_10,p_usa_11,_reghdfe_resid,__hdfe1__,__hdfe2__
"2020-03-17","USA","Alabama",39,39,0,0,4908621,32.793,-86.828,.5,.8,1,0,.14,.33,.125,0,0,.33,0,1,0,0,.5,0,.14,.33,.125,0,0,.33,0,1,0,0,4.225,0,17mar2020,2,3,2020,17,"Alabama","AL",0,10,2.302585,.356675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,0,0,0,0,0,1,-.2933156,.02853686,.03524685
"2020-03-18","USA","Alabama",51,51,0,0,4908621,32.793,-86.828,.5,.8,1,0,.14,.33,.125,1,0,.33,0,1,0,0,.5,0,.14,.33,.125,1,0,.33,0,1,0,0,5.225,0,18mar2020,3,3,2020,18,"Alabama","AL",0,12,2.484907,.1823215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,0,0,0,1,-.63506774,.02853686,.00847
"2020-03-19","USA","Alabama",78,78,0,0,4908621,32.793,-86.828,.5,.8,1,0,.42,.33,.875,1,0,.33,.33,1,0,0,.5,0,.42,.33,.875,1,0,.33,.33,1,0,0,6.585,0,19mar2020,4,3,2020,19,"Alabama","AL",0,27,3.295837,.8109303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,0,1,.29480387,.02853686,-.02037144
"2020-03-20","USA","Alabama",106,106,0,0,4908621,32.793,-86.828,.5,.8,1,0,.49,.33,.875,1,0,.33,.33,1,0,0,.5,0,.49,.33,.875,1,0,.33,.33,1,0,0,6.655,0,20mar2020,5,3,2020,20,"Alabama","AL",0,28,3.332205,.0363677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,0,1,-.4707827,.02853686,.00252324
"2020-03-22","USA","Alabama",167,167,0,0,4908621,32.793,-86.828,.5,.8,1,0,.49,.33,.875,1,0,.33,.33,1,0,0,.5,0,.49,.33,.875,1,0,.33,.33,1,0,0,6.655,1,22mar2020,0,3,2020,22,"Alabama","AL",0,36,3.583519,.3646431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,0,1,1.929e-11,.02853686,-.11814228
"2020-03-24","USA","Alabama",242,242,0,0,4908621,32.793,-86.828,.5,.8,1,0,.49,.33,.875,1,0,.33,.33,1,0,0,.5,0,.49,.33,.875,1,0,.33,.33,1,0,0,6.655,1,24mar2020,2,3,2020,24,"Alabama","AL",0,46,3.828641,.4613457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,0,1,-.07852829,.02853686,.03524685
"2020-03-25","USA","Alabama",386,386,1,1,4908621,32.793,-86.828,.5,.8,1,0,.49,.33,.875,1,0,.33,.33,1,0,0,.5,0,.49,.33,.875,1,0,.33,.33,1,0,0,6.655,1,25mar2020,3,3,2020,25,"Alabama","AL",0,144,4.969813,1.141172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,0,1,.62807482,.02853686,.00847
"2020-03-26","USA","Alabama",531,531,1,1,4908621,32.793,-86.828,.5,.8,1,0,.49,.33,.875,1,0,.33,.33,1,0,0,.5,0,.49,.33,.875,1,0,.33,.33,1,0,0,6.655,1,26mar2020,4,3,2020,26,"Alabama","AL",0,145,4.976734,.0069203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,0,1,-.47733534,.02853686,-.02037144
"2020-03-29","USA","Alabama",825,825,4,4,4908621,32.793,-86.828,1,.8,1,1,.63,.33,.875,1,0,.33,1,1,0,0,1,1,.63,.33,.875,1,0,.33,1,1,0,0,8.965,1,29mar2020,0,3,2020,29,"Alabama","AL",0,108,4.682131,.3254223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,.11459902,.02853686,-.11814228
"2020-03-30","USA","Alabama",941,941,6,6,4908621,32.793,-86.828,1,.8,1,1,.63,.33,.875,1,0,.33,1,1,0,0,1,1,.63,.33,.875,1,0,.33,1,1,0,0,8.965,1,30mar2020,1,3,2020,30,"Alabama","AL",0,116,4.75359,.0714588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,-.33679041,.02853686,.07928368
"2020-04-01","USA","Alabama",1106,1106,16,16,4908621,32.793,-86.828,1,.8,1,1,.63,.33,.875,1,0,.33,1,1,0,0,1,1,.63,.33,.875,1,0,.33,1,1,0,0,8.965,1,01apr2020,3,4,2020,1,"Alabama","AL",0,109,4.691348,.6659966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,.328561,.02853686,.00847
"2020-04-02","USA","Alabama",1270,1270,17,17,4908621,32.793,-86.828,1,.8,1,1,.63,.33,.875,1,0,.33,1,1,0,0,1,1,.63,.33,.875,1,0,.33,1,1,0,0,8.965,1,02apr2020,4,4,2020,2,"Alabama","AL",0,164,5.099866,.4085183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,.0999242,.02853686,-.02037144
"2020-04-03","USA","Alabama",1534,1534,21,21,4908621,32.793,-86.828,1,.8,1,1,.7,.33,.875,1,0,.33,1,1,0,0,1,1,.7,.33,.875,1,0,.33,1,1,0,0,9.035,1,03apr2020,5,4,2020,3,"Alabama","AL",0,264,5.575949,.4760828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,.1764647,.02853686,.00252324
"2020-04-05","USA","Alabama",1840,1840,31,31,4908621,32.793,-86.828,1,.8,1,1,.84,1,1,1,0,.33,1,1,1,0,1,1,.84,1,1,1,0,.33,1,1,1,0,10.97,1,05apr2020,0,4,2020,5,"Alabama","AL",0,208,5.337538,.7525706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,1,1,.64939248,.02853686,-.11814228
"2020-03-23","USA","Alaska",37,37,0,0,734002,64.228,-152.213,0,.8,1,0,.35,0,.875,1,0,.33,1,1,0,0,0,0,.35,0,.2384786,1,0,.33,.4313742,1,0,0,6.355,0,23mar2020,1,3,2020,23,"Alaska","AK",0,14,2.639057,1.540445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,0,1,.52123664,.33347324,.07928368
"2020-03-25","USA","Alaska",59,59,1,1,734002,64.228,-152.213,0,.8,1,0,.49,0,.875,1,0,.33,1,1,0,0,0,0,.49,0,.875,1,0,.33,1,1,0,0,6.495,0,25mar2020,3,3,2020,25,"Alaska","AK",0,17,2.833213,1.223775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,0,1,.51736705,.33347324,.00847
"2020-03-27","USA","Alaska",85,85,2,2,734002,64.228,-152.213,0,.8,1,0,.49,0,.875,1,0,.33,1,1,0,0,0,0,.49,0,.875,1,0,.33,1,1,0,0,6.495,0,27mar2020,5,3,2020,27,"Alaska","AK",0,16,2.772589,.4700036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,0,1,0,1,0,0,1,-.23045798,.33347324,.00252324
"2020-03-28","USA","Alaska",102,102,2,2,734002,64.228,-152.213,0,.8,1,1,.49,1,.875,1,0,.33,1,1,0,0,0,1,.49,1,.875,1,0,.33,1,1,0,0,8.495,0,28mar2020,6,3,2020,28,"Alaska","AK",0,17,2.833213,.0606246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,0,1,-.54994068,.33347324,-.01705571
"2020-03-31","USA","Alaska",133,133,3,3,734002,64.228,-152.213,0,.8,1,1,.49,1,.875,1,0,.33,1,1,0,0,0,1,.49,1,.875,1,0,.33,1,1,0,0,8.495,0,31mar2020,2,3,2020,31,"Alaska","AK",0,14,2.639057,1.029619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,0,1,.36675163,.33347324,.03524685
"2020-04-03","USA","Alaska",157,157,3,3,734002,64.228,-152.213,0,.8,1,1,.56,1,.875,1,0,.33,1,1,0,0,0,1,.56,1,.875,1,0,.33,1,1,0,0,8.565,0,03apr2020,5,4,2020,3,"Alaska","AK",0,10,2.302585,.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,0,1,.09487366,.33347324,.00252324
"2020-04-04","USA","Alaska",171,171,5,5,734002,64.228,-152.213,0,.8,1,1,.56,1,.875,1,0,.33,1,1,0,0,0,1,.56,1,.875,1,0,.33,1,1,0,0,8.565,0,04apr2020,6,4,2020,4,"Alaska","AK",0,14,2.639057,.3364723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,0,1,-.24222231,.33347324,-.01705571
"2020-04-05","USA","Alaska",185,185,7,7,734002,64.228,-152.213,0,.8,1,1,.56,1,.875,1,0,.33,1,1,0,0,0,1,.56,1,.875,1,0,.33,1,1,0,0,8.565,0,05apr2020,0,4,2020,5,"Alaska","AK",0,14,2.639057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,1,1,1,1,1,0,0,1,-.477608,.33347324,-.11814228
"2020-03-18","USA","Arizona",27,27,0,0,7378494,34.294,-111.664,.5,.8,1,0,.14,0,.75,1,0,.33,0,1,0,0,.5,0,.14,0,.75,1,0,.33,0,1,0,0,5.52,0,18mar2020,3,3,2020,18,"Arizona","AZ",0,7,1.94591,1.252763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,1,0,0,0,0,1,.56785249,-.06142655,.00847
"2020-03-19","USA","Arizona",44,44,0,0,7378494,34.294,-111.664,.5,.8,1,0,.28,0,.75,1,0,.33,.33,1,0,0,.5,0,.28,0,.75,1,0,.33,.2554083,1,0,0,5.99,0,19mar2020,4,3,2020,19,"Arizona","AZ",0,17,2.833213,.8873032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,1,0,1,0,0,1,.34386661,-.06142655,-.02037144
"2020-03-20","USA","Arizona",63,63,0,0,7378494,34.294,-111.664,.5,.8,1,0,.35,0,.75,1,0,.33,.33,1,0,0,.5,0,.35,0,.75,1,0,.33,.2554083,1,0,0,6.06,0,20mar2020,5,3,2020,20,"Arizona","AZ",0,19,2.944439,.1112256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,1,0,1,0,0,1,-.423235,-.06142655,.00252324
"2020-03-21","USA","Arizona",103,103,1,1,7378494,34.294,-111.664,.5,.8,1,0,.35,0,.75,1,0,.33,.33,1,0,0,.5,0,.35,0,.75,1,0,.33,.2554083,1,0,0,6.06,0,21mar2020,6,3,2020,21,"Arizona","AZ",0,40,3.688879,.7444406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,1,0,1,0,0,1,.22955889,-.06142655,-.01705571
"2020-03-22","USA","Arizona",152,152,2,2,7378494,34.294,-111.664,.5,.8,1,0,.35,0,.75,1,0,.33,.33,1,0,0,.5,0,.35,0,.75,1,0,.33,.2554083,1,0,0,6.06,0,22mar2020,0,3,2020,22,"Arizona","AZ",0,49,3.89182,.2029407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,1,0,1,0,0,1,-.21085438,-.06142655,-.11814228
"2020-03-23","USA","Arizona",234,234,2,2,7378494,34.294,-111.664,.5,.8,1,0,.35,.33,.75,1,0,.33,.33,1,0,0,.5,0,.35,.33,.75,1,0,.33,.2554083,1,0,0,6.39,0,23mar2020,1,3,2020,23,"Arizona","AZ",0,82,4.406719,.514899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,0,1,-.07069652,-.06142655,.07928368
"2020-03-24","USA","Arizona",326,326,5,5,7378494,34.294,-111.664,.5,.8,1,0,.35,.33,.75,1,0,.33,.33,1,0,0,.5,0,.35,.33,.75,1,0,.33,.2554083,1,0,0,6.39,0,24mar2020,2,3,2020,24,"Arizona","AZ",0,92,4.521789,.1150694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,0,1,-.42648932,-.06142655,.03524685
"2020-03-26","USA","Arizona",508,508,8,8,7378494,34.294,-111.664,.5,.8,1,0,.49,.33,.75,1,0,.33,.33,1,0,0,.5,0,.49,.33,.75,1,0,.33,.2554083,1,0,0,6.53,0,26mar2020,4,3,2020,26,"Arizona","AZ",0,107,4.672829,.3553405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,0,1,-.06685853,-.06142655,-.02037144
"2020-03-27","USA","Arizona",663,663,13,13,7378494,34.294,-111.664,.5,.8,1,0,.49,.33,.75,1,0,.33,.33,1,0,0,.5,0,.49,.33,.75,1,0,.33,.2554083,1,0,0,6.53,1,27mar2020,5,3,2020,27,"Arizona","AZ",0,155,5.043425,.3705964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1,1,1,1,1,1,0,1,0,0,1,-1.701e-11,-.06142655,.00252324
"2020-03-29","USA","Arizona",919,919,17,17,7378494,34.294,-111.664,.5,.8,1,0,.49,.33,.75,1,0,.33,.33,1,0,0,.5,0,.49,.33,.75,1,0,.33,.2554083,1,0,0,6.53,1,29mar2020,0,3,2020,29,"Arizona","AZ",0,146,4.983607,.2831264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,0,1,-.04130182,-.06142655,-.11814228
"2020-03-30","USA","Arizona",1154,1154,20,20,7378494,34.294,-111.664,.5,.8,1,0,.49,.33,.75,1,0,.33,.33,1,0,0,.5,0,.49,.33,.75,1,0,.33,.2554083,1,0,0,6.53,1,30mar2020,1,3,2020,30,"Arizona","AZ",0,235,5.459586,.4759789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,0,1,-.04587528,-.06142655,.07928368
"2020-04-02","USA","Arizona",1596,1596,32,32,7378494,34.294,-111.664,.5,.8,1,0,.49,1,1,1,0,.33,1,1,1,0,.5,0,.49,1,1,1,0,.33,1,1,1,0,9.12,1,02apr2020,4,4,2020,2,"Arizona","AZ",0,182,5.204007,.3756928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,1,1,.12168689,-.06142655,-.02037144
"2020-04-04","USA","Arizona",2018,2018,52,52,7378494,34.294,-111.664,.5,.8,1,0,.56,1,1,1,0,.33,1,1,1,0,.5,0,.56,1,1,1,0,.33,1,1,1,0,9.19,1,04apr2020,6,4,2020,4,"Arizona","AZ",0,249,5.517453,.364161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,1,1,.13871002,-.06142655,-.01705571
"2020-04-05","USA","Arizona",2269,2269,64,64,7378494,34.294,-111.664,.5,.8,1,0,.56,1,1,1,0,.33,1,1,1,0,.5,0,.56,1,1,1,0,.33,1,1,1,0,9.19,1,05apr2020,0,4,2020,5,"Arizona","AZ",0,251,5.525453,.0080004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,0,1,1,-.11636404,-.06142655,-.11814228
"2020-03-16","USA","Arkansas",22,22,0,0,3038999,34.899,-92.44,1,.8,1,.2,.28,0,.125,0,0,.33,0,1,0,0,1,.2,.28,0,.125,0,0,.33,0,1,0,0,4.735,0,16mar2020,1,3,2020,16,"Arkansas","AR",0,6,1.791759,.4054651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,0,1,0,0,0,1,-.23262018,.00024605,.07928368
"2020-03-17","USA","Arkansas",28,28,0,0,3038999,34.899,-92.44,1,.8,1,.2,.28,0,.125,1,0,.33,.33,1,0,0,1,.2,.28,0,.125,1,0,.33,.33,1,0,0,6.065,0,17mar2020,2,3,2020,17,"Arkansas","AR",0,6,1.791759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,1,1,1,0,0,1,-.72505447,.00024605,.03524685
"2020-03-18","USA","Arkansas",37,37,0,0,3038999,34.899,-92.44,1,.8,1,.2,.28,0,.125,1,0,.33,.33,1,0,0,1,.2,.28,0,.125,1,0,.33,.33,1,0,0,6.065,0,18mar2020,3,3,2020,18,"Arkansas","AR",0,9,2.197225,.4054651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,1,1,1,0,0,1,-.29281249,.00024605,.00847
"2020-03-19","USA","Arkansas",62,62,0,0,3038999,34.899,-92.44,1,.8,1,.2,.28,.33,.125,1,0,.33,.33,1,0,0,1,.2,.28,.33,.125,1,0,.33,.33,1,0,0,6.395,0,19mar2020,4,3,2020,19,"Arkansas","AR",0,25,3.218876,1.021651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,.3778406,.00024605,-.02037144
"2020-03-20","USA","Arkansas",100,100,0,0,3038999,34.899,-92.44,1,.8,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,6.465,0,20mar2020,5,3,2020,20,"Arkansas","AR",0,38,3.637586,.4187102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,-.21612442,.00024605,.00252324
"2020-03-22","USA","Arkansas",165,165,0,0,3038999,34.899,-92.44,1,.8,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,6.465,0,22mar2020,0,3,2020,22,"Arkansas","AR",0,47,3.850147,.9597757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,.44560656,.00024605,-.11814228
"2020-03-24","USA","Arkansas",222,222,2,2,3038999,34.899,-92.44,1,.8,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,6.465,0,24mar2020,2,3,2020,24,"Arkansas","AR",0,30,3.401197,.1053605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,-.56219775,.00024605,.03524685
"2020-03-25","USA","Arkansas",296,296,1,1,3038999,34.899,-92.44,1,.8,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,6.465,0,25mar2020,3,3,2020,25,"Arkansas","AR",0,74,4.304065,.9028678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,.26208639,.00024605,.00847
"2020-03-27","USA","Arkansas",375,375,6,6,3038999,34.899,-92.44,1,.8,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,6.465,0,27mar2020,5,3,2020,27,"Arkansas","AR",0,47,3.850147,.3844116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,-.25042308,.00024605,.00252324
"2020-03-29","USA","Arkansas",445,445,5,5,3038999,34.899,-92.44,1,.8,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,6.465,0,29mar2020,0,3,2020,29,"Arkansas","AR",0,42,3.73767,.4054651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,-.108704,.00024605,-.11814228
"2020-03-30","USA","Arkansas",504,504,7,7,3038999,34.899,-92.44,1,.8,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,6.465,0,30mar2020,1,3,2020,30,"Arkansas","AR",0,59,4.077538,.3398678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,-.37172726,.00024605,.07928368
"2020-04-01","USA","Arkansas",621,621,10,10,3038999,34.899,-92.44,1,.8,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,1,.2,.35,.33,.125,1,0,.33,.33,1,0,0,6.465,0,01apr2020,3,4,2020,1,"Arkansas","AR",0,61,4.110874,.0855222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,-.55525923,.00024605,.00847
"2020-04-05","USA","Arkansas",853,853,15,15,3038999,34.899,-92.44,1,.8,1,.2,.56,.33,.125,1,0,.33,.33,1,0,0,1,.2,.56,.33,.125,1,0,.33,.33,1,0,0,6.675,0,05apr2020,0,4,2020,5,"Arkansas","AR",0,113,4.727388,2.647946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,0,0,1,2.2293893,.00024605,-.11814228
"2020-03-05","USA","California",62,62,3,3,39937489,37.245,-119.608,0,.8,1,0,.28,0,0,0,0,1,0,0,0,0,0,0,.28,0,0,0,0,1,0,0,0,0,3.08,0,05mar2020,4,3,2020,5,"California","CA",1,14,2.639057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52446,.4745402,0,1,0,1,0,0,0,0,0,0,0,-.6948712,-.11356428,-.02037144
"2020-03-06","USA","California",79,79,4,4,39937489,37.245,-119.608,0,.8,1,0,.28,0,0,0,0,1,0,0,0,0,0,0,.28,0,0,0,0,1,0,0,0,0,3.08,0,06mar2020,5,3,2020,6,"California","CA",1,17,2.833213,.1941559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52446,.1941559,0,1,0,1,0,0,0,0,0,0,0,-.52360995,-.11356428,.00252324
"2020-03-07","USA","California",98,98,4,4,39937489,37.245,-119.608,0,.8,1,0,.42,0,.125,.5,0,1,0,0,0,0,0,0,.42,0,.125,.5,0,1,0,0,0,0,3.845,0,07mar2020,6,3,2020,7,"California","CA",1,19,2.944439,.1112256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52446,1.489311,1,1,0,1,0,1,0,0,0,0,0,-.6066795,-.11356428,-.01705571
"2020-03-09","USA","California",173,173,5,5,39937489,37.245,-119.608,.5,.8,1,0,.42,.33,.125,.5,0,1,0,0,0,0,.0223054,0,.42,.0147216,.125,.5,0,1,0,0,0,0,4.675,0,09mar2020,1,3,2020,9,"California","CA",1,63,4.143135,1.658228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52446,.8625879,1,1,1,1,1,1,0,0,0,0,0,.84472523,-.11356428,.07928368
"2020-03-11","USA","California",305,305,7,7,39937489,37.245,-119.608,.5,.8,1,0,.42,.33,1,.5,0,1,0,0,0,0,.0223054,0,.42,.0147216,.1640344,.5,0,1,0,0,0,0,5.55,0,11mar2020,3,3,2020,11,"California","CA",1,105,4.65396,1.358123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52446,.9980569,1,1,1,1,1,1,0,0,0,0,0,.61969003,-.11356428,.00847
"2020-03-13","USA","California",385,385,7,7,39937489,37.245,-119.608,.5,.8,1,0,.56,.66,1,.5,0,1,.33,0,0,0,.0223054,0,.4368755,.3447216,.5446108,.5,0,1,.33,0,0,0,6.35,0,13mar2020,5,3,2020,13,"California","CA",1,54,3.988984,.7308877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52446,.8188032,1,1,1,1,1,1,0,1,0,0,0,.13637207,-.11356428,.00252324
"2020-03-14","USA","California",483,483,7,7,39937489,37.245,-119.608,.5,.8,1,0,.56,.66,1,.5,0,1,.33,0,0,0,.0223054,0,.4368755,.3447216,.5446108,.5,0,1,.33,0,0,0,6.35,0,14mar2020,6,3,2020,14,"California","CA",1,98,4.584968,.5959835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52446,.9922574,1,1,1,1,1,1,0,1,0,0,0,.02104687,-.11356428,-.01705571
"2020-03-15","USA","California",600,600,9,9,39937489,37.245,-119.608,.5,.8,1,0,.56,.66,1,.5,0,1,.66,0,0,0,.0223054,0,.4368755,.3447216,.5446108,.5,0,1,.3626367,0,0,0,6.68,0,15mar2020,0,3,2020,15,"California","CA",1,117,4.762174,.1772065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52446,.6560102,1,1,1,1,1,1,0,1,0,0,0,-.29039614,-.11356428,-.11814228
"2020-03-16","USA","California",719,719,14,14,39937489,37.245,-119.608,.5,.8,1,1,.56,.66,1,.5,0,1,1,1,0,0,.0223054,1,.4368755,.3447216,.5446108,.5,0,1,.6267215,1,0,0,9.02,1,16mar2020,1,3,2020,16,"California","CA",1,119,4.779123,.0169492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52446,.7456619,1,1,1,1,1,1,1,1,0,0,1,4.638e-11,-.11356428,.07928368
"2020-03-17","USA","California",902,902,17,17,39937489,37.245,-119.608,.5,.8,1,1,.56,1,1,1,0,1,1,1,1,0,.0223054,1,.4368755,.4625099,.598888,.7572386,0,1,.6267215,1,.1531652,0,10.86,1,17mar2020,2,3,2020,17,"California","CA",1,183,5.209486,.4303627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52446,.8040417,1,1,1,1,1,1,1,1,0,1,1,.12293832,-.11356428,.03524685
"2020-03-18","USA","California",1086,1086,20,20,39937489,37.245,-119.608,.5,.8,1,1,.56,1,1,1,0,1,1,1,1,0,.0223054,1,.4368755,.4625099,.598888,.7572386,0,1,.6267215,1,.1531652,0,10.86,1,18mar2020,3,3,2020,18,"California","CA",1,184,5.214936,.0054498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.52446,.5542834,1,1,1,1,1,1,1,1,0,1,1,-.27519776,-.11356428,.00847
