totalt_antal_fall,adm1_name,case_count,date,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,travel_ban_local,travel_ban_intl_in,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_swe_1,p_swe_2,p_swe_3,p_swe_4,p_swe_5,p_swe_6
118,"Kalmar",1,"2020-03-22",12,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",22mar2020,0,3,2020,22,"Kalmar",0,1,0,0,,,1,0,0,1,0,1
182,"Kalmar",3,"2020-03-23",15,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",23mar2020,1,3,2020,23,"Kalmar",0,3,1.098612,1.098612,,,1,0,0,1,0,1
230,"Kalmar",1,"2020-03-24",16,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",24mar2020,2,3,2020,24,"Kalmar",0,1,0,,,,1,0,0,1,0,1
314,"Kalmar",2,"2020-03-25",18,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",25mar2020,3,3,2020,25,"Kalmar",0,2,.6931472,.6931472,,,1,1,0,1,0,1
286,"Kalmar",6,"2020-03-26",24,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",26mar2020,4,3,2020,26,"Kalmar",0,6,1.791759,1.098612,,,1,1,0,1,0,1
365,"Kalmar",5,"2020-03-27",29,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",27mar2020,5,3,2020,27,"Kalmar",0,5,1.609438,,,,1,1,0,1,0,1
300,"Kalmar",1,"2020-03-28",30,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",28mar2020,6,3,2020,28,"Kalmar",0,1,0,,,,1,1,0,1,0,1
280,"Kalmar",1,"2020-03-29",31,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",29mar2020,0,3,2020,29,"Kalmar",0,1,0,0,,,1,1,0,1,0,1
416,"Kalmar",3,"2020-03-30",34,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",30mar2020,1,3,2020,30,"Kalmar",0,3,1.098612,1.098612,,,1,1,0,1,0,1
475,"Kalmar",2,"2020-03-31",36,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",31mar2020,2,3,2020,31,"Kalmar",0,2,.6931472,,,,1,1,0,1,0,1
486,"Kalmar",5,"2020-04-01",41,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",01apr2020,3,4,2020,1,"Kalmar",0,5,1.609438,.9162908,,,1,1,1,1,0,1
554,"Kalmar",5,"2020-04-02",46,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",02apr2020,4,4,2020,2,"Kalmar",0,5,1.609438,0,,,1,1,1,1,0,1
601,"Kalmar",2,"2020-04-03",48,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",03apr2020,5,4,2020,3,"Kalmar",0,2,.6931472,,,,1,1,1,1,0,1
357,"Kalmar",1,"2020-04-04",49,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",04apr2020,6,4,2020,4,"Kalmar",0,1,0,,,,1,1,1,1,1,1
340,"Kalmar",3,"2020-04-05",52,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",05apr2020,0,4,2020,5,"Kalmar",0,3,1.098612,1.098612,,,1,1,1,1,1,1
389,"Kalmar",6,"2020-04-06",58,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",06apr2020,1,4,2020,6,"Kalmar",0,6,1.791759,.6931472,,,1,1,1,1,1,1
30,"Kronoberg",0,"2020-03-04",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",04mar2020,3,3,2020,4,"Kronoberg",0,,,,,,0,0,0,0,0,0
25,"Kronoberg",0,"2020-03-05",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",05mar2020,4,3,2020,5,"Kronoberg",0,,,,,,0,0,0,0,0,0
59,"Kronoberg",0,"2020-03-06",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",06mar2020,5,3,2020,6,"Kronoberg",0,,,,,,0,0,0,0,0,0
33,"Kronoberg",0,"2020-03-07",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",07mar2020,6,3,2020,7,"Kronoberg",0,,,,,,0,0,0,0,0,0
46,"Kronoberg",0,"2020-03-08",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",08mar2020,0,3,2020,8,"Kronoberg",0,,,,,,0,0,0,0,0,0
101,"Kronoberg",0,"2020-03-09",,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",09mar2020,1,3,2020,9,"Kronoberg",0,,,,,,0,0,0,0,0,0
98,"Kronoberg",1,"2020-03-10",,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",10mar2020,2,3,2020,10,"Kronoberg",0,,,,,,0,0,0,0,0,0
196,"Kronoberg",7,"2020-03-11",,0,0,0,0,0,0,0,0,2,0,2,1,2,"0","0","0","0","0","0",11mar2020,3,3,2020,11,"Kronoberg",0,,,,,,0,0,0,0,0,0
151,"Kronoberg",2,"2020-03-12",10,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",12mar2020,4,3,2020,12,"Kronoberg",0,,,,,,0,0,0,1,0,0
152,"Kronoberg",3,"2020-03-13",13,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",13mar2020,5,3,2020,13,"Kronoberg",0,3,1.098612,,,,0,0,0,1,0,0
71,"Kronoberg",1,"2020-03-14",14,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",14mar2020,6,3,2020,14,"Kronoberg",0,1,0,,,,0,0,0,1,0,0
69,"Kronoberg",1,"2020-03-15",15,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",15mar2020,0,3,2020,15,"Kronoberg",0,1,0,0,,,0,0,0,1,0,0
83,"Kronoberg",0,"2020-03-16",15,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",16mar2020,1,3,2020,16,"Kronoberg",0,0,,,,,0,0,0,1,0,0
119,"Kronoberg",1,"2020-03-17",16,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",17mar2020,2,3,2020,17,"Kronoberg",0,1,0,,,,0,0,0,1,0,0
145,"Kronoberg",1,"2020-03-18",17,1,0,0,2,0,0,0,0,2,1,2,1,2,"1","0","0","1","0","0",18mar2020,3,3,2020,18,"Kronoberg",0,1,0,0,,,1,0,0,1,0,0
143,"Kronoberg",1,"2020-03-19",18,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",19mar2020,4,3,2020,19,"Kronoberg",0,1,0,0,,,1,0,0,1,0,1
180,"Kronoberg",0,"2020-03-20",18,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",20mar2020,5,3,2020,20,"Kronoberg",0,0,,,,,1,0,0,1,0,1
134,"Kronoberg",0,"2020-03-21",18,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",21mar2020,6,3,2020,21,"Kronoberg",0,0,,,,,1,0,0,1,0,1
118,"Kronoberg",0,"2020-03-22",18,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",22mar2020,0,3,2020,22,"Kronoberg",0,0,,,,,1,0,0,1,0,1
182,"Kronoberg",0,"2020-03-23",18,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",23mar2020,1,3,2020,23,"Kronoberg",0,0,,,,,1,0,0,1,0,1
230,"Kronoberg",2,"2020-03-24",20,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",24mar2020,2,3,2020,24,"Kronoberg",0,2,.6931472,,,,1,0,0,1,0,1
314,"Kronoberg",1,"2020-03-25",21,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",25mar2020,3,3,2020,25,"Kronoberg",0,1,0,,,,1,1,0,1,0,1
286,"Kronoberg",2,"2020-03-26",23,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",26mar2020,4,3,2020,26,"Kronoberg",0,2,.6931472,.6931472,,,1,1,0,1,0,1
365,"Kronoberg",4,"2020-03-27",27,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",27mar2020,5,3,2020,27,"Kronoberg",0,4,1.386294,.6931472,,,1,1,0,1,0,1
300,"Kronoberg",2,"2020-03-28",29,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",28mar2020,6,3,2020,28,"Kronoberg",0,2,.6931472,,,,1,1,0,1,0,1
280,"Kronoberg",4,"2020-03-29",33,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",29mar2020,0,3,2020,29,"Kronoberg",0,4,1.386294,.6931472,,,1,1,0,1,0,1
416,"Kronoberg",1,"2020-03-30",34,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",30mar2020,1,3,2020,30,"Kronoberg",0,1,0,,,,1,1,0,1,0,1
475,"Kronoberg",5,"2020-03-31",39,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",31mar2020,2,3,2020,31,"Kronoberg",0,5,1.609438,1.609438,,,1,1,0,1,0,1
486,"Kronoberg",1,"2020-04-01",40,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",01apr2020,3,4,2020,1,"Kronoberg",0,1,0,,,,1,1,1,1,0,1
554,"Kronoberg",7,"2020-04-02",47,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",02apr2020,4,4,2020,2,"Kronoberg",0,7,1.94591,1.94591,,,1,1,1,1,0,1
601,"Kronoberg",2,"2020-04-03",49,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",03apr2020,5,4,2020,3,"Kronoberg",0,2,.6931472,,,,1,1,1,1,0,1
357,"Kronoberg",2,"2020-04-04",51,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",04apr2020,6,4,2020,4,"Kronoberg",0,2,.6931472,0,,,1,1,1,1,1,1
340,"Kronoberg",2,"2020-04-05",53,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",05apr2020,0,4,2020,5,"Kronoberg",0,2,.6931472,0,,,1,1,1,1,1,1
389,"Kronoberg",3,"2020-04-06",56,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",06apr2020,1,4,2020,6,"Kronoberg",0,3,1.098612,.4054651,,,1,1,1,1,1,1
30,"Norrbotten",0,"2020-03-04",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",04mar2020,3,3,2020,4,"Norrbotten",0,,,,,,0,0,0,0,0,0
25,"Norrbotten",0,"2020-03-05",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",05mar2020,4,3,2020,5,"Norrbotten",0,,,,,,0,0,0,0,0,0
59,"Norrbotten",0,"2020-03-06",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",06mar2020,5,3,2020,6,"Norrbotten",0,,,,,,0,0,0,0,0,0
33,"Norrbotten",0,"2020-03-07",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",07mar2020,6,3,2020,7,"Norrbotten",0,,,,,,0,0,0,0,0,0
46,"Norrbotten",0,"2020-03-08",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",08mar2020,0,3,2020,8,"Norrbotten",0,,,,,,0,0,0,0,0,0
101,"Norrbotten",1,"2020-03-09",,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",09mar2020,1,3,2020,9,"Norrbotten",0,,,,,,0,0,0,0,0,0
98,"Norrbotten",0,"2020-03-10",,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",10mar2020,2,3,2020,10,"Norrbotten",0,,,,,,0,0,0,0,0,0
196,"Norrbotten",4,"2020-03-11",,0,0,0,0,0,0,0,0,2,0,2,1,2,"0","0","0","0","0","0",11mar2020,3,3,2020,11,"Norrbotten",0,,,,,,0,0,0,0,0,0
151,"Norrbotten",0,"2020-03-12",,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",12mar2020,4,3,2020,12,"Norrbotten",0,,,,,,0,0,0,1,0,0
152,"Norrbotten",1,"2020-03-13",,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",13mar2020,5,3,2020,13,"Norrbotten",0,,,,,,0,0,0,1,0,0
71,"Norrbotten",0,"2020-03-14",,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",14mar2020,6,3,2020,14,"Norrbotten",0,,,,,,0,0,0,1,0,0
69,"Norrbotten",0,"2020-03-15",,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",15mar2020,0,3,2020,15,"Norrbotten",0,,,,,,0,0,0,1,0,0
83,"Norrbotten",0,"2020-03-16",,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",16mar2020,1,3,2020,16,"Norrbotten",0,,,,,,0,0,0,1,0,0
119,"Norrbotten",1,"2020-03-17",,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",17mar2020,2,3,2020,17,"Norrbotten",0,,,,,,0,0,0,1,0,0
145,"Norrbotten",0,"2020-03-18",,1,0,0,2,0,0,0,0,2,1,2,1,2,"1","0","0","1","0","0",18mar2020,3,3,2020,18,"Norrbotten",0,,,,,,1,0,0,1,0,0
143,"Norrbotten",1,"2020-03-19",,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",19mar2020,4,3,2020,19,"Norrbotten",0,,,,,,1,0,0,1,0,1
180,"Norrbotten",5,"2020-03-20",13,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",20mar2020,5,3,2020,20,"Norrbotten",0,,,,,,1,0,0,1,0,1
134,"Norrbotten",3,"2020-03-21",16,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",21mar2020,6,3,2020,21,"Norrbotten",0,3,1.098612,,,,1,0,0,1,0,1
118,"Norrbotten",4,"2020-03-22",20,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",22mar2020,0,3,2020,22,"Norrbotten",0,4,1.386294,.2876821,,,1,0,0,1,0,1
182,"Norrbotten",5,"2020-03-23",25,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",23mar2020,1,3,2020,23,"Norrbotten",0,5,1.609438,.2231436,,,1,0,0,1,0,1
230,"Norrbotten",6,"2020-03-24",31,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",24mar2020,2,3,2020,24,"Norrbotten",0,6,1.791759,.1823215,,,1,0,0,1,0,1
314,"Norrbotten",5,"2020-03-25",36,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",25mar2020,3,3,2020,25,"Norrbotten",0,5,1.609438,,,,1,1,0,1,0,1
286,"Norrbotten",3,"2020-03-26",39,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",26mar2020,4,3,2020,26,"Norrbotten",0,3,1.098612,,,,1,1,0,1,0,1
365,"Norrbotten",4,"2020-03-27",43,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",27mar2020,5,3,2020,27,"Norrbotten",0,4,1.386294,.2876821,,,1,1,0,1,0,1
300,"Norrbotten",4,"2020-03-28",47,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",28mar2020,6,3,2020,28,"Norrbotten",0,4,1.386294,0,,,1,1,0,1,0,1
280,"Norrbotten",2,"2020-03-29",49,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",29mar2020,0,3,2020,29,"Norrbotten",0,2,.6931472,,,,1,1,0,1,0,1
416,"Norrbotten",5,"2020-03-30",54,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",30mar2020,1,3,2020,30,"Norrbotten",0,5,1.609438,.9162908,,,1,1,0,1,0,1
475,"Norrbotten",6,"2020-03-31",60,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",31mar2020,2,3,2020,31,"Norrbotten",0,6,1.791759,.1823215,,,1,1,0,1,0,1
486,"Norrbotten",5,"2020-04-01",65,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",01apr2020,3,4,2020,1,"Norrbotten",0,5,1.609438,,,,1,1,1,1,0,1
554,"Norrbotten",8,"2020-04-02",73,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",02apr2020,4,4,2020,2,"Norrbotten",0,8,2.079442,.4700036,,,1,1,1,1,0,1
601,"Norrbotten",6,"2020-04-03",79,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",03apr2020,5,4,2020,3,"Norrbotten",0,6,1.791759,,,,1,1,1,1,0,1
357,"Norrbotten",3,"2020-04-04",82,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",04apr2020,6,4,2020,4,"Norrbotten",0,3,1.098612,,,,1,1,1,1,1,1
340,"Norrbotten",2,"2020-04-05",84,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",05apr2020,0,4,2020,5,"Norrbotten",0,2,.6931472,,,,1,1,1,1,1,1
389,"Norrbotten",10,"2020-04-06",94,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",06apr2020,1,4,2020,6,"Norrbotten",0,10,2.302585,1.609438,,,1,1,1,1,1,1
30,"Skåne",7,"2020-03-04",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",04mar2020,3,3,2020,4,"Skåne",0,,,,,,0,0,0,0,0,0
25,"Skåne",0,"2020-03-05",,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",05mar2020,4,3,2020,5,"Skåne",0,,,,,,0,0,0,0,0,0
59,"Skåne",8,"2020-03-06",17,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",06mar2020,5,3,2020,6,"Skåne",0,,,,,,0,0,0,0,0,0
33,"Skåne",5,"2020-03-07",22,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",07mar2020,6,3,2020,7,"Skåne",0,5,1.609438,,,,0,0,0,0,0,0
46,"Skåne",0,"2020-03-08",22,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",08mar2020,0,3,2020,8,"Skåne",0,0,,,,,0,0,0,0,0,0
101,"Skåne",3,"2020-03-09",25,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",09mar2020,1,3,2020,9,"Skåne",0,3,1.098612,,,,0,0,0,0,0,0
98,"Skåne",34,"2020-03-10",59,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",10mar2020,2,3,2020,10,"Skåne",0,34,3.526361,2.427748,,,0,0,0,0,0,0
196,"Skåne",37,"2020-03-11",96,0,0,0,0,0,0,0,0,2,0,2,1,2,"0","0","0","0","0","0",11mar2020,3,3,2020,11,"Skåne",0,37,3.610918,.0845573,,,0,0,0,0,0,0
151,"Skåne",32,"2020-03-12",128,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",12mar2020,4,3,2020,12,"Skåne",0,32,3.465736,,,,0,0,0,1,0,0
152,"Skåne",42,"2020-03-13",170,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",13mar2020,5,3,2020,13,"Skåne",0,42,3.73767,.2719338,,,0,0,0,1,0,0
71,"Skåne",25,"2020-03-14",195,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",14mar2020,6,3,2020,14,"Skåne",0,25,3.218876,,,,0,0,0,1,0,0
69,"Skåne",4,"2020-03-15",199,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",15mar2020,0,3,2020,15,"Skåne",0,4,1.386294,,,,0,0,0,1,0,0
83,"Skåne",3,"2020-03-16",202,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",16mar2020,1,3,2020,16,"Skåne",0,3,1.098612,,,,0,0,0,1,0,0
119,"Skåne",6,"2020-03-17",208,0,0,0,2,0,0,0,0,2,1,2,1,2,"0","0","0","1","0","0",17mar2020,2,3,2020,17,"Skåne",0,6,1.791759,.6931472,,,0,0,0,1,0,0
145,"Skåne",8,"2020-03-18",216,1,0,0,2,0,0,0,0,2,1,2,1,2,"1","0","0","1","0","0",18mar2020,3,3,2020,18,"Skåne",0,8,2.079442,.2876821,,,1,0,0,1,0,0
143,"Skåne",2,"2020-03-19",218,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",19mar2020,4,3,2020,19,"Skåne",0,2,.6931472,,,,1,0,0,1,0,1
180,"Skåne",5,"2020-03-20",223,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",20mar2020,5,3,2020,20,"Skåne",0,5,1.609438,.9162908,,,1,0,0,1,0,1
134,"Skåne",5,"2020-03-21",228,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",21mar2020,6,3,2020,21,"Skåne",0,5,1.609438,0,,,1,0,0,1,0,1
118,"Skåne",3,"2020-03-22",231,1,0,0,2,0,0,0,3,2,1,2,1,2,"1","0","0","1","0","1",22mar2020,0,3,2020,22,"Skåne",0,3,1.098612,,,,1,0,0,1,0,1
182,"Skåne",7,"2020-03-23",238,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",23mar2020,1,3,2020,23,"Skåne",0,7,1.94591,.8472978,,,1,0,0,1,0,1
230,"Skåne",5,"2020-03-24",243,1,0,0,2,0,0,0,3,2,1,2,1,1,"1","0","0","1","0","1",24mar2020,2,3,2020,24,"Skåne",0,5,1.609438,,,,1,0,0,1,0,1
314,"Skåne",13,"2020-03-25",256,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",25mar2020,3,3,2020,25,"Skåne",0,13,2.564949,.9555113,,,1,1,0,1,0,1
286,"Skåne",7,"2020-03-26",263,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",26mar2020,4,3,2020,26,"Skåne",0,7,1.94591,,,,1,1,0,1,0,1
365,"Skåne",9,"2020-03-27",272,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",27mar2020,5,3,2020,27,"Skåne",0,9,2.197225,.2513145,,,1,1,0,1,0,1
300,"Skåne",2,"2020-03-28",274,1,1,0,2,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",28mar2020,6,3,2020,28,"Skåne",0,2,.6931472,,,,1,1,0,1,0,1
280,"Skåne",3,"2020-03-29",277,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",29mar2020,0,3,2020,29,"Skåne",0,3,1.098612,.4054651,,,1,1,0,1,0,1
416,"Skåne",5,"2020-03-30",282,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",30mar2020,1,3,2020,30,"Skåne",0,5,1.609438,.5108256,,,1,1,0,1,0,1
475,"Skåne",7,"2020-03-31",289,1,1,0,3,0,0,0,3,2,1,2,1,1,"1","1","0","1","0","1",31mar2020,2,3,2020,31,"Skåne",0,7,1.94591,.3364722,,,1,1,0,1,0,1
486,"Skåne",8,"2020-04-01",297,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",01apr2020,3,4,2020,1,"Skåne",0,8,2.079442,.1335315,,,1,1,1,1,0,1
554,"Skåne",8,"2020-04-02",305,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",02apr2020,4,4,2020,2,"Skåne",0,8,2.079442,0,,,1,1,1,1,0,1
601,"Skåne",24,"2020-04-03",329,1,1,1,3,0,0,0,3,2,1,2,1,1,"1","1","1","1","0","1",03apr2020,5,4,2020,3,"Skåne",0,24,3.178054,1.098612,,,1,1,1,1,0,1
357,"Skåne",12,"2020-04-04",341,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",04apr2020,6,4,2020,4,"Skåne",0,12,2.484907,,,,1,1,1,1,1,1
340,"Skåne",6,"2020-04-05",347,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",05apr2020,0,4,2020,5,"Skåne",0,6,1.791759,,,,1,1,1,1,1,1
389,"Skåne",6,"2020-04-06",353,1,1,1,3,0,0,1,3,2,1,2,1,1,"1","1","1","1","1","1",06apr2020,1,4,2020,6,"Skåne",0,6,1.791759,0,,,1,1,1,1,1,1
30,"Stockholm",21,"2020-03-04",36,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",04mar2020,3,3,2020,4,"Stockholm",1,,,,.5503429,.2462382,0,0,0,0,0,0
25,"Stockholm",22,"2020-03-05",58,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",05mar2020,4,3,2020,5,"Stockholm",1,22,3.091043,,.5503429,.2462382,0,0,0,0,0,0
59,"Stockholm",36,"2020-03-06",94,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",06mar2020,5,3,2020,6,"Stockholm",1,36,3.583519,.4924765,.5503429,.2462382,0,0,0,0,0,0
33,"Stockholm",21,"2020-03-07",115,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",07mar2020,6,3,2020,7,"Stockholm",1,21,3.044523,,.5503429,1.609438,0,0,0,0,0,0
46,"Stockholm",29,"2020-03-08",144,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0","0","0","0","0",08mar2020,0,3,2020,8,"Stockholm",1,29,3.367296,.3227732,.5503429,.5556153,0,0,0,0,0,0
101,"Stockholm",64,"2020-03-09",208,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",09mar2020,1,3,2020,9,"Stockholm",1,64,4.158883,.7915874,.5503429,.5508711,0,0,0,0,0,0
98,"Stockholm",26,"2020-03-10",234,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0","0","0","0","0",10mar2020,2,3,2020,10,"Stockholm",1,26,3.258096,,.5503429,2.427748,0,0,0,0,0,0
196,"Stockholm",32,"2020-03-11",266,0,0,0,0,0,0,0,0,2,0,2,1,2,"0","0","0","0","0","0",11mar2020,3,3,2020,11,"Stockholm",1,32,3.465736,.2076395,.5503429,.5900996,0,0,0,0,0,0
151,"Stockholm",42,"2020-03-12",308,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",12mar2020,4,3,2020,12,"Stockholm",1,42,3.73767,.2719338,.5503429,.658894,0,0,0,1,0,0
152,"Stockholm",31,"2020-03-13",339,0,0,0,2,0,0,0,0,2,0,2,1,2,"0","0","0","1","0","0",13mar2020,5,3,2020,13,"Stockholm",1,31,3.433987,,.5503429,.0906446,0,0,0,1,0,0
