adm0_name,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,testing_regime,no_gathering_size,school_closure,school_closure_popwt,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,l_cum_hospitalized,D_l_cum_hospitalized,sample_avg,day_avg,testing_change_fra_15mar2020,p_fra_1,no_gathering_5000,no_gathering_1000,no_gathering_100,p_fra_2,p_fra_3
"FRA","AuvergneRhôneAlpes","2020-02-29",,17,8032377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,29feb2020,6,2,2020,29,"AuvergneRhôneAlpes",0,,,,0,,,,0,0,1,0,0,0,0
"FRA","AuvergneRhôneAlpes","2020-03-01",,22,8032377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,01mar2020,0,3,2020,1,"AuvergneRhôneAlpes",0,,,,0,0,,,0,0,1,0,0,0,0
"FRA","AuvergneRhôneAlpes","2020-03-02",37,37,8032377,10,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332,02mar2020,1,3,2020,2,"AuvergneRhôneAlpes",0,,,,2.302585,2.302585,,,0,0,1,0,0,0,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-03",40,40,8032377,12,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332,03mar2020,2,3,2020,3,"AuvergneRhôneAlpes",0,3,1.098612,,2.484907,.1823215,,,0,0,1,0,0,0,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-04",49,49,8032377,14,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332,04mar2020,3,3,2020,4,"AuvergneRhôneAlpes",0,9,2.197225,1.098612,2.639057,.1541507,.6189693,,0,0,1,0,0,0,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-05",64,64,8032377,15,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332,05mar2020,4,3,2020,5,"AuvergneRhôneAlpes",0,15,2.70805,.5108256,2.70805,.0689929,.6189693,,0,0,1,0,0,0,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-06",75,75,8032377,18,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332,06mar2020,5,3,2020,6,"AuvergneRhôneAlpes",0,11,2.397895,,2.890372,.1823215,,,0,0,1,0,0,0,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-07",102,102,8032377,22,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1031332,07mar2020,6,3,2020,7,"AuvergneRhôneAlpes",0,27,3.295837,.8979416,3.091043,.2006707,.6189693,,0,0,1,0,0,0,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-08",146,146,8032377,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.1031332,08mar2020,0,3,2020,8,"AuvergneRhôneAlpes",0,44,3.78419,.4883528,3.218876,.1278334,.6189693,,0,0,1,1,0,.2,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-09",182,182,8032377,39,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.1031332,09mar2020,1,3,2020,9,"AuvergneRhôneAlpes",0,36,3.583519,,3.663562,.4446857,,,0,0,1,1,0,.2,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-10",211,211,8032377,53,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.1031332,10mar2020,2,3,2020,10,"AuvergneRhôneAlpes",0,29,3.367296,,3.970292,.3067303,,,0,0,1,1,0,.2,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-11",264,264,8032377,66,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.1031332,11mar2020,3,3,2020,11,"AuvergneRhôneAlpes",0,53,3.970292,.6029961,4.189655,.219363,.6189693,,0,0,1,1,0,.3,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-12",329,329,8032377,93,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.1031332,12mar2020,4,3,2020,12,"AuvergneRhôneAlpes",0,65,4.174387,.2040956,4.532599,.3429446,.6189693,,0,0,1,1,0,.3,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-13",416,416,8032377,130,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.1031332,13mar2020,5,3,2020,13,"AuvergneRhôneAlpes",0,87,4.465908,.2915206,4.867535,.3349352,.6189693,,0,0,1,1,1,.5,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-14",454,454,8032377,170,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.1031332,14mar2020,6,3,2020,14,"AuvergneRhôneAlpes",0,38,3.637586,,5.135798,.2682638,,,0,0,1,1,1,.5,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-15",523,523,8032377,199,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,.1031332,15mar2020,0,3,2020,15,"AuvergneRhôneAlpes",0,69,4.234107,.5965204,5.293305,.1575065,.6189693,,1,.5,1,1,1,.5,.1031332
"FRA","AuvergneRhôneAlpes","2020-03-16",618,618,8032377,245,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,1,16mar2020,1,3,2020,16,"AuvergneRhôneAlpes",0,95,4.553877,.3197703,5.501258,.2079535,.6189693,,0,.5,1,1,1,.5,1
"FRA","AuvergneRhôneAlpes","2020-03-17",710,710,8032377,307,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,17mar2020,2,3,2020,17,"AuvergneRhôneAlpes",0,92,4.521789,,5.726848,.2255893,,,0,.665,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-18",858,858,8032377,364,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,18mar2020,3,3,2020,18,"AuvergneRhôneAlpes",0,148,4.997212,.4754238,5.897154,.1703062,.6189693,,0,.665,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-19",1014,1014,8032377,446,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,19mar2020,4,3,2020,19,"AuvergneRhôneAlpes",0,156,5.049856,.0526438,6.100319,.2031651,.6189693,,0,.665,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-20",1101,1101,8032377,563,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,20mar2020,5,3,2020,20,"AuvergneRhôneAlpes",0,87,4.465908,,6.33328,.2329607,,,0,.665,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-21",1266,1266,8032377,668,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21mar2020,6,3,2020,21,"AuvergneRhôneAlpes",0,165,5.105946,.6400375,6.504288,.1710086,.6189693,,0,.665,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-22",1431,1431,8032377,788,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,22mar2020,0,3,2020,22,"AuvergneRhôneAlpes",0,165,5.105946,0,6.669498,.1652098,.6189693,,0,.665,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-23",1730,1730,8032377,1008,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,23mar2020,1,3,2020,23,"AuvergneRhôneAlpes",0,299,5.700444,.5944982,6.915723,.2462254,.6189693,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-24",1857,1857,8032377,1229,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,24mar2020,2,3,2020,24,"AuvergneRhôneAlpes",0,127,4.844187,,7.113956,.1982327,,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-25",2093,2093,8032377,1466,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,25mar2020,3,3,2020,25,"AuvergneRhôneAlpes",0,236,5.463832,.6196446,7.290293,.1763368,.6189693,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-26",,,8032377,1734,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,26mar2020,4,3,2020,26,"AuvergneRhôneAlpes",0,,,,7.458186,.1678934,,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-27",,,8032377,2076,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,27mar2020,5,3,2020,27,"AuvergneRhôneAlpes",0,,,,7.638198,.1800122,,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-28",,,8032377,2308,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,28mar2020,6,3,2020,28,"AuvergneRhôneAlpes",0,,,,7.744137,.1059384,,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-29",,,8032377,2508,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,29mar2020,0,3,2020,29,"AuvergneRhôneAlpes",0,,,,7.827241,.0831041,,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-30",,,8032377,2778,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,30mar2020,1,3,2020,30,"AuvergneRhôneAlpes",0,,,,7.929487,.1022458,,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-03-31",,,8032377,3008,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,31mar2020,2,3,2020,31,"AuvergneRhôneAlpes",0,,,,8.00903,.0795436,,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-04-01",,,8032377,3163,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,01apr2020,3,4,2020,1,"AuvergneRhôneAlpes",0,,,,8.059277,.0502462,,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-04-02",,,8032377,3326,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,02apr2020,4,4,2020,2,"AuvergneRhôneAlpes",0,,,,8.109526,.0502491,,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-04-03",,,8032377,3513,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,03apr2020,5,4,2020,3,"AuvergneRhôneAlpes",0,,,,8.164226,.0546999,,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-04-04",,,8032377,3648,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,04apr2020,6,4,2020,4,"AuvergneRhôneAlpes",0,,,,8.201935,.0377092,,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-04-05",,,8032377,3758,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,05apr2020,0,4,2020,5,"AuvergneRhôneAlpes",0,,,,8.231642,.029707,,,0,1,1,1,1,1,1
"FRA","AuvergneRhôneAlpes","2020-04-06",,,8032377,3907,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,06apr2020,1,4,2020,6,"AuvergneRhôneAlpes",0,,,,8.270525,.0388832,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-02-29",,6,2783039,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,29feb2020,6,2,2020,29,"BourgogneFrancheComté",0,,,,,,,,0,0,1,0,0,0,0
"FRA","BourgogneFrancheComté","2020-03-01",,8,2783039,7,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,01mar2020,0,3,2020,1,"BourgogneFrancheComté",0,,,,1.94591,,,,0,0,1,0,0,0,0
"FRA","BourgogneFrancheComté","2020-03-03",13,13,2783039,30,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,03mar2020,2,3,2020,3,"BourgogneFrancheComté",0,,,,3.401197,,,,0,0,1,0,0,0,0
"FRA","BourgogneFrancheComté","2020-03-04",16,16,2783039,40,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,04mar2020,3,3,2020,4,"BourgogneFrancheComté",0,3,1.098612,,3.688879,.2876821,,,0,0,1,0,0,0,0
"FRA","BourgogneFrancheComté","2020-03-05",39,39,2783039,52,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,05mar2020,4,3,2020,5,"BourgogneFrancheComté",0,23,3.135494,2.036882,3.951244,.2623641,.6189693,,0,0,1,0,0,0,0
"FRA","BourgogneFrancheComté","2020-03-06",78,78,2783039,65,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,06mar2020,5,3,2020,6,"BourgogneFrancheComté",0,39,3.663562,.5280674,4.174387,.2231438,.6189693,,0,0,1,0,0,0,0
"FRA","BourgogneFrancheComté","2020-03-07",129,129,2783039,80,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,07mar2020,6,3,2020,7,"BourgogneFrancheComté",0,51,3.931826,.2682641,4.382027,.2076392,.6189693,,0,0,1,0,0,0,0
"FRA","BourgogneFrancheComté","2020-03-08",112,112,2783039,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0,08mar2020,0,3,2020,8,"BourgogneFrancheComté",0,-17,,,4.60517,.2231436,,,0,0,1,1,0,.2,0
"FRA","BourgogneFrancheComté","2020-03-09",119,119,2783039,113,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0,09mar2020,1,3,2020,9,"BourgogneFrancheComté",0,7,1.94591,,4.727388,.1222177,,,0,0,1,1,0,.2,0
"FRA","BourgogneFrancheComté","2020-03-10",146,146,2783039,141,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0,10mar2020,2,3,2020,10,"BourgogneFrancheComté",0,27,3.295837,1.349927,4.94876,.2213721,.6189693,,0,0,1,1,0,.2,0
"FRA","BourgogneFrancheComté","2020-03-11",155,155,2783039,157,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,0,0,11mar2020,3,3,2020,11,"BourgogneFrancheComté",0,9,2.197225,,5.056246,.1074858,,,0,0,1,1,0,.3,0
"FRA","BourgogneFrancheComté","2020-03-12",219,219,2783039,191,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,0,0,12mar2020,4,3,2020,12,"BourgogneFrancheComté",0,64,4.158883,1.961658,5.252274,.1960278,.6189693,,0,0,1,1,0,.3,0
"FRA","BourgogneFrancheComté","2020-03-13",272,272,2783039,235,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,0,0,13mar2020,5,3,2020,13,"BourgogneFrancheComté",0,53,3.970292,,5.459586,.2073121,,,0,0,1,1,1,.5,0
"FRA","BourgogneFrancheComté","2020-03-14",339,339,2783039,264,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,0,0,14mar2020,6,3,2020,14,"BourgogneFrancheComté",0,67,4.204693,.234401,5.575949,.1163635,.6189693,,0,0,1,1,1,.5,0
"FRA","BourgogneFrancheComté","2020-03-15",412,412,2783039,292,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,0,0,15mar2020,0,3,2020,15,"BourgogneFrancheComté",0,73,4.29046,.0857668,5.676754,.1008048,.6189693,,1,.5,1,1,1,.5,0
"FRA","BourgogneFrancheComté","2020-03-16",507,507,2783039,330,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,1,16mar2020,1,3,2020,16,"BourgogneFrancheComté",0,95,4.553877,.2634172,5.799093,.1223388,.6189693,,0,.5,1,1,1,.5,1
"FRA","BourgogneFrancheComté","2020-03-17",549,549,2783039,384,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,17mar2020,2,3,2020,17,"BourgogneFrancheComté",0,42,3.73767,,5.950643,.1515498,,,0,.665,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-18",593,593,2783039,449,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,18mar2020,3,3,2020,18,"BourgogneFrancheComté",0,44,3.78419,.04652,6.107023,.1563802,.6189693,,0,.665,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-19",696,696,2783039,515,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,19mar2020,4,3,2020,19,"BourgogneFrancheComté",0,103,4.634729,.8505392,6.244167,.1371441,.6189693,,0,.665,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-20",770,770,2783039,612,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,20mar2020,5,3,2020,20,"BourgogneFrancheComté",0,74,4.304065,,6.416732,.1725655,,,0,.665,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-21",903,903,2783039,681,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21mar2020,6,3,2020,21,"BourgogneFrancheComté",0,133,4.890349,.5862837,6.523562,.1068301,.6189693,,0,.665,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-22",1178,1178,2783039,762,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,22mar2020,0,3,2020,22,"BourgogneFrancheComté",0,275,5.616771,.7264223,6.635947,.1123843,.6189693,,0,.665,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-23",1347,1347,2783039,893,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,23mar2020,1,3,2020,23,"BourgogneFrancheComté",0,169,5.129899,,6.794587,.1586399,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-24",1510,1510,2783039,1002,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,24mar2020,2,3,2020,24,"BourgogneFrancheComté",0,163,5.09375,,6.909753,.1151667,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-25",1569,1569,2783039,1115,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,25mar2020,3,3,2020,25,"BourgogneFrancheComté",0,59,4.077538,,7.01661,.1068563,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-26",,,2783039,1234,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,26mar2020,4,3,2020,26,"BourgogneFrancheComté",0,,,,7.118016,.1014066,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-27",,,2783039,1414,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,27mar2020,5,3,2020,27,"BourgogneFrancheComté",0,,,,7.254178,.1361618,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-28",,,2783039,1543,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,28mar2020,6,3,2020,28,"BourgogneFrancheComté",0,,,,7.341484,.087306,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-29",,,2783039,1628,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,29mar2020,0,3,2020,29,"BourgogneFrancheComté",0,,,,7.395108,.0536237,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-30",,,2783039,1754,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,30mar2020,1,3,2020,30,"BourgogneFrancheComté",0,,,,7.469654,.0745463,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-03-31",,,2783039,1872,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,31mar2020,2,3,2020,31,"BourgogneFrancheComté",0,,,,7.534763,.0651088,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-04-01",,,2783039,1965,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,01apr2020,3,4,2020,1,"BourgogneFrancheComté",0,,,,7.583248,.0484848,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-04-02",,,2783039,2056,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,02apr2020,4,4,2020,2,"BourgogneFrancheComté",0,,,,7.628518,.04527,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-04-03",,,2783039,2180,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,03apr2020,5,4,2020,3,"BourgogneFrancheComté",0,,,,7.68708,.0585628,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-04-04",,,2783039,2268,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,04apr2020,6,4,2020,4,"BourgogneFrancheComté",0,,,,7.726654,.0395732,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-04-05",,,2783039,2341,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,05apr2020,0,4,2020,5,"BourgogneFrancheComté",0,,,,7.758334,.0316801,,,0,1,1,1,1,1,1
"FRA","BourgogneFrancheComté","2020-04-06",,,2783039,2420,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,06apr2020,1,4,2020,6,"BourgogneFrancheComté",0,,,,7.791523,.0331893,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-02-29",,3,3340379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,29feb2020,6,2,2020,29,"Bretagne",0,,,,,,,,0,0,1,0,0,0,0
"FRA","Bretagne","2020-03-01",,4,3340379,0,0,0,0,0,.2261917,0,0,0,0,0,0,1,0,2,0,0,01mar2020,0,3,2020,1,"Bretagne",0,,,,,,,,0,0,1,1,1,.4,0
"FRA","Bretagne","2020-03-02",13,13,3340379,0,0,0,0,0,.2261917,0,0,0,0,0,0,1,0,2,0,0,02mar2020,1,3,2020,2,"Bretagne",0,,,,,,,,0,0,1,1,1,.4,0
"FRA","Bretagne","2020-03-03",19,19,3340379,1,0,0,0,0,.2261917,0,0,0,0,0,0,1,0,2,0,0,03mar2020,2,3,2020,3,"Bretagne",0,6,1.791759,,0,,,,0,0,1,1,1,.4,0
"FRA","Bretagne","2020-03-04",23,23,3340379,1,0,0,0,0,.2261917,0,0,0,0,0,0,1,0,2,0,0,04mar2020,3,3,2020,4,"Bretagne",0,4,1.386294,,0,0,,,0,0,1,1,1,.4,0
"FRA","Bretagne","2020-03-05",29,29,3340379,1,0,0,0,0,.2261917,0,0,0,0,0,0,1,0,2,0,0,05mar2020,4,3,2020,5,"Bretagne",0,6,1.791759,.4054651,0,0,.6189693,,0,0,1,1,1,.4,0
"FRA","Bretagne","2020-03-06",32,32,3340379,3,0,0,0,0,.2261917,0,0,0,0,0,0,1,0,2,0,0,06mar2020,5,3,2020,6,"Bretagne",0,3,1.098612,,1.098612,1.098612,,,0,0,1,1,1,.4,0
"FRA","Bretagne","2020-03-07",40,40,3340379,3,0,0,0,0,.2261917,0,0,0,0,0,0,1,0,2,0,0,07mar2020,6,3,2020,7,"Bretagne",0,8,2.079442,.9808292,1.098612,0,.6189693,,0,0,1,1,1,.4,0
"FRA","Bretagne","2020-03-08",59,59,3340379,3,0,0,0,0,.2261917,0,0,0,0,0,0,1,0,2,0,0,08mar2020,0,3,2020,8,"Bretagne",0,19,2.944439,.8649974,1.098612,0,.6189693,,0,0,1,1,1,.4,0
"FRA","Bretagne","2020-03-09",71,71,3340379,3,0,0,0,0,.2261917,0,0,0,0,0,0,1,0,2,0,0,09mar2020,1,3,2020,9,"Bretagne",0,12,2.484907,,1.098612,0,,,0,0,1,1,1,.4,0
"FRA","Bretagne","2020-03-10",81,81,3340379,4,0,0,0,0,.2261917,0,0,0,0,0,0,1,0,2,0,0,10mar2020,2,3,2020,10,"Bretagne",0,10,2.302585,,1.386294,.2876821,,,0,0,1,1,1,.4,0
"FRA","Bretagne","2020-03-11",94,94,3340379,4,0,0,0,0,.2261917,0,0,.5,.5,0,0,1,0,2,1,.3239372,11mar2020,3,3,2020,11,"Bretagne",0,13,2.564949,.2623641,1.386294,0,.6189693,,0,0,1,1,1,.5,.3239372
"FRA","Bretagne","2020-03-12",117,117,3340379,7,0,0,0,0,.2261917,0,0,.5,.5,0,0,1,0,2,1,.3239372,12mar2020,4,3,2020,12,"Bretagne",0,23,3.135494,.570545,1.94591,.5596157,.6189693,,0,0,1,1,1,.5,.3239372
"FRA","Bretagne","2020-03-13",157,157,3340379,8,0,0,0,0,.2261917,0,0,.5,.5,0,0,1,0,2,1,.3239372,13mar2020,5,3,2020,13,"Bretagne",0,40,3.688879,.5533853,2.079442,.1335315,.6189693,,0,0,1,1,1,.5,.3239372
"FRA","Bretagne","2020-03-14",182,182,3340379,15,0,0,0,0,.2261917,0,0,.5,.5,0,0,1,0,2,1,.3239372,14mar2020,6,3,2020,14,"Bretagne",0,25,3.218876,,2.70805,.6286087,,,0,0,1,1,1,.5,.3239372
"FRA","Bretagne","2020-03-15",207,207,3340379,23,0,0,0,0,.2261917,0,0,.5,.5,0,1,1,1,2,1,.3239372,15mar2020,0,3,2020,15,"Bretagne",0,25,3.218876,0,3.135494,.427444,.6189693,,1,.5,1,1,1,.5,.3239372
"FRA","Bretagne","2020-03-16",233,233,3340379,37,0,0,0,0,.2261917,0,0,.5,.5,0,1,1,1,2,1,1,16mar2020,1,3,2020,16,"Bretagne",0,26,3.258096,.0392206,3.610918,.4754236,.6189693,,0,.5,1,1,1,.5,1
"FRA","Bretagne","2020-03-17",247,247,3340379,57,1,1,.33,.33,.2261917,1,1,1,1,0,1,1,1,2,1,1,17mar2020,2,3,2020,17,"Bretagne",0,14,2.639057,,4.043051,.4321334,,,0,.665,1,1,1,1,1
"FRA","Bretagne","2020-03-18",273,273,3340379,71,1,1,.33,.33,.2261917,1,1,1,1,0,1,1,1,2,1,1,18mar2020,3,3,2020,18,"Bretagne",0,26,3.258096,.6190391,4.26268,.2196288,.6189693,,0,.665,1,1,1,1,1
"FRA","Bretagne","2020-03-19",297,297,3340379,96,1,1,.33,.33,.2261917,1,1,1,1,0,1,1,1,2,1,1,19mar2020,4,3,2020,19,"Bretagne",0,24,3.178054,,4.564348,.3016682,,,0,.665,1,1,1,1,1
"FRA","Bretagne","2020-03-20",346,346,3340379,112,1,1,.33,.33,.2261917,1,1,1,1,0,1,1,1,2,1,1,20mar2020,5,3,2020,20,"Bretagne",0,49,3.89182,.7137663,4.718499,.1541505,.6189693,,0,.665,1,1,1,1,1
"FRA","Bretagne","2020-03-21",359,359,3340379,137,1,1,.33,.33,.2261917,1,1,1,1,0,1,1,1,2,1,1,21mar2020,6,3,2020,21,"Bretagne",0,13,2.564949,,4.919981,.2014823,,,0,.665,1,1,1,1,1
"FRA","Bretagne","2020-03-22",397,397,3340379,157,1,1,.33,.33,.2261917,1,1,1,1,0,1,1,1,2,1,1,22mar2020,0,3,2020,22,"Bretagne",0,38,3.637586,1.072637,5.056246,.1362648,.6189693,,0,.665,1,1,1,1,1
"FRA","Bretagne","2020-03-23",490,490,3340379,193,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,23mar2020,1,3,2020,23,"Bretagne",0,93,4.532599,.8950133,5.26269,.2064443,.6189693,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-03-24",526,526,3340379,228,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,24mar2020,2,3,2020,24,"Bretagne",0,36,3.583519,,5.429346,.1666555,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-03-25",603,603,3340379,273,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,25mar2020,3,3,2020,25,"Bretagne",0,77,4.343805,.7602863,5.609472,.1801262,.6189693,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-03-26",,,3340379,313,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,26mar2020,4,3,2020,26,"Bretagne",0,,,,5.746203,.1367316,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-03-27",,,3340379,358,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,27mar2020,5,3,2020,27,"Bretagne",0,,,,5.880533,.1343298,,,0,1,1,1,1,1,1
