adm0_name,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,testing_regime,no_gathering_size,school_closure,school_closure_popwt,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,l_cum_hospitalized,D_l_cum_hospitalized,sample_avg,day_avg,testing_change_fra_15mar2020,p_fra_1,no_gathering_5000,no_gathering_1000,no_gathering_100,p_fra_2,p_fra_3
"FRA","PaysdelaLoire","2020-03-12",41,41,3801797,97,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,0,0,12mar2020,4,3,2020,12,"PaysdelaLoire",0,7,1.94591,0,4.574711,.0860744,.6189693,,0,0,1,1,0,.3,0
"FRA","PaysdelaLoire","2020-03-13",55,55,3801797,106,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,0,0,13mar2020,5,3,2020,13,"PaysdelaLoire",0,14,2.639057,.6931473,4.663439,.0887284,.6189693,,0,0,1,1,1,.5,0
"FRA","PaysdelaLoire","2020-03-14",82,82,3801797,112,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,0,0,14mar2020,6,3,2020,14,"PaysdelaLoire",0,27,3.295837,.6567795,4.718499,.0550594,.6189693,,0,0,1,1,1,.5,0
"FRA","PaysdelaLoire","2020-03-15",98,98,3801797,127,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,0,0,15mar2020,0,3,2020,15,"PaysdelaLoire",0,16,2.772589,,4.844187,.1256886,,,1,.5,1,1,1,.5,0
"FRA","PaysdelaLoire","2020-03-16",108,108,3801797,143,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,1,16mar2020,1,3,2020,16,"PaysdelaLoire",0,10,2.302585,,4.962845,.1186576,,,0,.5,1,1,1,.5,1
"FRA","PaysdelaLoire","2020-03-17",126,126,3801797,169,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,17mar2020,2,3,2020,17,"PaysdelaLoire",0,18,2.890372,.5877867,5.129899,.1670537,.6189693,,0,.665,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-18",128,128,3801797,189,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,18mar2020,3,3,2020,18,"PaysdelaLoire",0,2,.6931472,,5.241747,.1118484,,,0,.665,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-19",160,160,3801797,217,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,19mar2020,4,3,2020,19,"PaysdelaLoire",0,32,3.465736,2.772589,5.379897,.1381502,.6189693,,0,.665,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-20",190,190,3801797,258,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,20mar2020,5,3,2020,20,"PaysdelaLoire",0,30,3.401197,,5.552959,.1730623,,,0,.665,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-21",234,234,3801797,294,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21mar2020,6,3,2020,21,"PaysdelaLoire",0,44,3.78419,.3829923,5.68358,.1306205,.6189693,,0,.665,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-22",270,270,3801797,342,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,22mar2020,0,3,2020,22,"PaysdelaLoire",0,36,3.583519,,5.834811,.1512308,,,0,.665,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-23",293,293,3801797,406,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,23mar2020,1,3,2020,23,"PaysdelaLoire",0,23,3.135494,,6.006353,.1715426,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-24",343,343,3801797,474,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,24mar2020,2,3,2020,24,"PaysdelaLoire",0,50,3.912023,.7765288,6.161207,.1548538,.6189693,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-25",368,368,3801797,569,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,25mar2020,3,3,2020,25,"PaysdelaLoire",0,25,3.218876,,6.343881,.1826735,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-26",,,3801797,660,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,26mar2020,4,3,2020,26,"PaysdelaLoire",0,,,,6.49224,.1483593,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-27",,,3801797,765,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,27mar2020,5,3,2020,27,"PaysdelaLoire",0,,,,6.639876,.1476359,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-28",,,3801797,857,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,28mar2020,6,3,2020,28,"PaysdelaLoire",0,,,,6.753438,.1135621,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-29",,,3801797,941,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,29mar2020,0,3,2020,29,"PaysdelaLoire",0,,,,6.846943,.0935049,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-30",,,3801797,1045,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,30mar2020,1,3,2020,30,"PaysdelaLoire",0,,,,6.951772,.1048293,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-03-31",,,3801797,1122,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,31mar2020,2,3,2020,31,"PaysdelaLoire",0,,,,7.022868,.0710959,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-04-01",,,3801797,1212,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,01apr2020,3,4,2020,1,"PaysdelaLoire",0,,,,7.100027,.0771589,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-04-02",,,3801797,1283,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,02apr2020,4,4,2020,2,"PaysdelaLoire",0,,,,7.156956,.0569291,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-04-03",,,3801797,1361,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,03apr2020,5,4,2020,3,"PaysdelaLoire",0,,,,7.215975,.0590186,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-04-04",,,3801797,1429,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,04apr2020,6,4,2020,4,"PaysdelaLoire",0,,,,7.26473,.0487552,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-04-05",,,3801797,1493,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,05apr2020,0,4,2020,5,"PaysdelaLoire",0,,,,7.308543,.0438128,,,0,1,1,1,1,1,1
"FRA","PaysdelaLoire","2020-04-06",,,3801797,1568,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,06apr2020,1,4,2020,6,"PaysdelaLoire",0,,,,7.357556,.0490136,,,0,1,1,1,1,1,1
