totalt_antal_fall,adm1_name,case_count,date,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,travel_ban_local,travel_ban_intl_in,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_swe_1,p_swe_2,p_swe_3,p_swe_4,p_swe_5,p_swe_6,country,datum,provincienaam,aantal,home_isolation,travel_ban_intl,p_nl_1,p_nl_2,p_nl_3,p_nl_4,p_nl_5
NA,Groningen,NA,2020-03-17,40,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,NA,17mar2020,2,3,2020,17,Groningen,0,10,2.302585,0,NA,NA,0,0,0,0,0,0,NL,2020-03-17,Groningen,10,1,0,1,1,1,1,0
NA,Groningen,NA,2020-03-18,55,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,NA,18mar2020,3,3,2020,18,Groningen,0,15,2.70805,0.4054651,NA,NA,0,0,0,0,0,0,NL,2020-03-18,Groningen,15,1,0,1,1,1,1,0
NA,Groningen,NA,2020-03-19,84,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,19mar2020,4,3,2020,19,Groningen,0,29,3.367296,0.6592455,NA,NA,0,0,0,0,0,0,NL,2020-03-19,Groningen,29,1,1,1,1,1,1,1
NA,Groningen,NA,2020-03-20,117,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,20mar2020,5,3,2020,20,Groningen,0,33,3.496508,0.1292119,NA,NA,0,0,0,0,0,0,NL,2020-03-20,Groningen,33,1,1,1,1,1,1,1
NA,Groningen,NA,2020-03-21,163,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,21mar2020,6,3,2020,21,Groningen,0,46,3.828641,0.3321338,NA,NA,0,0,0,0,0,0,NL,2020-03-21,Groningen,46,1,1,1,1,1,1,1
NA,Groningen,NA,2020-03-22,219,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,22mar2020,0,3,2020,22,Groningen,0,56,4.025352,0.1967101,NA,NA,0,0,0,0,0,0,NL,2020-03-22,Groningen,56,1,1,1,1,1,1,1
NA,Groningen,NA,2020-03-23,286,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,23mar2020,1,3,2020,23,Groningen,0,67,4.204693,0.1793413,NA,NA,0,0,0,0,0,0,NL,2020-03-23,Groningen,67,1,1,1,1,1,1,1
NA,Groningen,NA,2020-03-24,353,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,24mar2020,2,3,2020,24,Groningen,0,67,4.204693,0,NA,NA,0,0,0,0,0,0,NL,2020-03-24,Groningen,67,1,1,1,1,1,1,1
NA,Groningen,NA,2020-03-25,433,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,25mar2020,3,3,2020,25,Groningen,0,80,4.382027,0.1773338,NA,NA,0,0,0,0,0,0,NL,2020-03-25,Groningen,80,1,1,1,1,1,1,1
NA,Groningen,NA,2020-03-26,542,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,26mar2020,4,3,2020,26,Groningen,0,109,4.691348,0.3093214,NA,NA,0,0,0,0,0,0,NL,2020-03-26,Groningen,109,1,1,1,1,1,1,1
NA,Groningen,NA,2020-03-27,662,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,27mar2020,5,3,2020,27,Groningen,0,120,4.787492,0.0961437,NA,NA,0,0,0,0,0,0,NL,2020-03-27,Groningen,120,1,1,1,1,1,1,1
NA,Groningen,NA,2020-03-28,795,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,28mar2020,6,3,2020,28,Groningen,0,133,4.890349,0.1028571,NA,NA,0,0,0,0,0,0,NL,2020-03-28,Groningen,133,1,1,1,1,1,1,1
NA,Groningen,NA,2020-03-29,935,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,29mar2020,0,3,2020,29,Groningen,0,140,4.941642,0.0512934,NA,NA,0,0,0,0,0,0,NL,2020-03-29,Groningen,140,1,1,1,1,1,1,1
NA,Groningen,NA,2020-03-30,1081,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,30mar2020,1,3,2020,30,Groningen,0,146,4.983607,0.0419645,NA,NA,0,0,0,0,0,0,NL,2020-03-30,Groningen,146,1,1,1,1,1,1,1
NA,Groningen,NA,2020-03-31,1242,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,31mar2020,2,3,2020,31,Groningen,0,161,5.081404,0.0977974,NA,NA,0,0,0,0,0,0,NL,2020-03-31,Groningen,161,1,1,1,1,1,1,1
NA,Groningen,NA,2020-04-01,1411,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,01apr2020,3,4,2020,1,Groningen,0,169,5.129899,0.0484943,NA,NA,0,0,0,0,0,0,NL,2020-04-01,Groningen,169,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-05,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,NA,05mar2020,4,3,2020,5,Limburg,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NL,2020-03-05,Limburg,2,0,0,0,0,0,0,0
NA,Limburg,NA,2020-03-06,11,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,NA,06mar2020,5,3,2020,6,Limburg,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NL,2020-03-06,Limburg,9,1,0,0,0,1,0,0
NA,Limburg,NA,2020-03-07,22,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,NA,07mar2020,6,3,2020,7,Limburg,0,11,2.397895,NA,NA,NA,0,0,0,0,0,0,NL,2020-03-07,Limburg,11,1,0,0,0,1,0,0
NA,Limburg,NA,2020-03-08,38,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,NA,08mar2020,0,3,2020,8,Limburg,0,16,2.772589,0.3746934,NA,NA,0,0,0,0,0,0,NL,2020-03-08,Limburg,16,1,0,0,0,1,0,0
NA,Limburg,NA,2020-03-09,61,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,NA,09mar2020,1,3,2020,9,Limburg,0,23,3.135494,0.3629055,NA,NA,0,0,0,0,0,0,NL,2020-03-09,Limburg,23,1,0,0,0,1,0,0
NA,Limburg,NA,2020-03-10,93,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,0,NA,10mar2020,2,3,2020,10,Limburg,0,32,3.465736,0.3302417,NA,NA,0,0,0,0,0,0,NL,2020-03-10,Limburg,32,1,0,0,1,1,0,0
NA,Limburg,NA,2020-03-11,141,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,0,NA,11mar2020,3,3,2020,11,Limburg,0,48,3.871201,0.4054651,NA,NA,0,0,0,0,0,0,NL,2020-03-11,Limburg,48,1,0,0,1,1,0,0
NA,Limburg,NA,2020-03-12,194,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,0,NA,12mar2020,4,3,2020,12,Limburg,0,53,3.970292,0.0990908,NA,NA,0,0,0,0,0,0,NL,2020-03-12,Limburg,53,1,0,1,1,1,0,0
NA,Limburg,NA,2020-03-13,261,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,0,NA,13mar2020,5,3,2020,13,Limburg,0,67,4.204693,0.234401,NA,NA,0,0,0,0,0,0,NL,2020-03-13,Limburg,67,1,0,1,1,1,0,0
NA,Limburg,NA,2020-03-14,365,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,0,NA,14mar2020,6,3,2020,14,Limburg,0,104,4.644391,0.4396982,NA,NA,0,0,0,0,0,0,NL,2020-03-14,Limburg,104,1,0,1,1,1,0,0
NA,Limburg,NA,2020-03-15,494,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,NA,15mar2020,0,3,2020,15,Limburg,0,129,4.859812,0.2154212,NA,NA,0,0,0,0,0,0,NL,2020-03-15,Limburg,129,1,0,1,1,1,1,0
NA,Limburg,NA,2020-03-16,643,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,NA,16mar2020,1,3,2020,16,Limburg,0,149,5.003946,0.144134,NA,NA,0,0,0,0,0,0,NL,2020-03-16,Limburg,149,1,0,1,1,1,1,0
NA,Limburg,NA,2020-03-17,840,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,NA,17mar2020,2,3,2020,17,Limburg,0,197,5.283204,0.2792573,NA,NA,0,0,0,0,0,0,NL,2020-03-17,Limburg,197,1,0,1,1,1,1,0
NA,Limburg,NA,2020-03-18,1098,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,NA,18mar2020,3,3,2020,18,Limburg,0,258,5.552959,0.2697558,NA,NA,0,0,0,0,0,0,NL,2020-03-18,Limburg,258,1,0,1,1,1,1,0
NA,Limburg,NA,2020-03-19,1389,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,19mar2020,4,3,2020,19,Limburg,0,291,5.673323,0.1203637,NA,NA,0,0,0,0,0,0,NL,2020-03-19,Limburg,291,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-20,1746,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,20mar2020,5,3,2020,20,Limburg,0,357,5.877736,0.2044125,NA,NA,0,0,0,0,0,0,NL,2020-03-20,Limburg,357,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-21,2154,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,21mar2020,6,3,2020,21,Limburg,0,408,6.011267,0.1335316,NA,NA,0,0,0,0,0,0,NL,2020-03-21,Limburg,408,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-22,2591,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,22mar2020,0,3,2020,22,Limburg,0,437,6.079933,0.068666,NA,NA,0,0,0,0,0,0,NL,2020-03-22,Limburg,437,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-23,3070,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,23mar2020,1,3,2020,23,Limburg,0,479,6.1717,0.0917673,NA,NA,0,0,0,0,0,0,NL,2020-03-23,Limburg,479,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-24,3740,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,24mar2020,2,3,2020,24,Limburg,0,670,6.507277,0.335577,NA,NA,0,0,0,0,0,0,NL,2020-03-24,Limburg,670,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-25,4505,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,25mar2020,3,3,2020,25,Limburg,0,765,6.639876,0.1325984,NA,NA,0,0,0,0,0,0,NL,2020-03-25,Limburg,765,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-26,5363,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,26mar2020,4,3,2020,26,Limburg,0,858,6.754604,0.114728,NA,NA,0,0,0,0,0,0,NL,2020-03-26,Limburg,858,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-27,6306,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,27mar2020,5,3,2020,27,Limburg,0,943,6.849066,0.0944624,NA,NA,0,0,0,0,0,0,NL,2020-03-27,Limburg,943,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-28,7379,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,28mar2020,6,3,2020,28,Limburg,0,1073,6.978214,0.1291475,NA,NA,0,0,0,0,0,0,NL,2020-03-28,Limburg,1073,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-29,8547,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,29mar2020,0,3,2020,29,Limburg,0,1168,7.063048,0.0848346,NA,NA,0,0,0,0,0,0,NL,2020-03-29,Limburg,1168,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-30,9828,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,30mar2020,1,3,2020,30,Limburg,0,1281,7.155396,0.0923481,NA,NA,0,0,0,0,0,0,NL,2020-03-30,Limburg,1281,1,1,1,1,1,1,1
NA,Limburg,NA,2020-03-31,11254,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,31mar2020,2,3,2020,31,Limburg,0,1426,7.262629,0.1072321,NA,NA,0,0,0,0,0,0,NL,2020-03-31,Limburg,1426,1,1,1,1,1,1,1
NA,Limburg,NA,2020-04-01,12767,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,01apr2020,3,4,2020,1,Limburg,0,1513,7.32185,0.0592213,NA,NA,0,0,0,0,0,0,NL,2020-04-01,Limburg,1513,1,1,1,1,1,1,1
NA,NA,NA,2020-03-04,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,NA,04mar2020,3,3,2020,4,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NL,2020-03-04,NA,1,0,0,0,0,0,0,0
NA,NA,NA,2020-03-05,14,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,NA,05mar2020,4,3,2020,5,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NL,2020-03-05,NA,5,0,0,0,0,0,0,0
NA,NA,NA,2020-03-06,18,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,NA,06mar2020,5,3,2020,6,NA,0,4,1.386294,NA,NA,NA,0,0,0,0,0,0,NL,2020-03-06,NA,4,1,0,0,0,1,0,0
NA,NA,NA,2020-03-07,22,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,NA,07mar2020,6,3,2020,7,NA,0,4,1.386294,0,NA,NA,0,0,0,0,0,0,NL,2020-03-07,NA,4,1,0,0,0,1,0,0
NA,NA,NA,2020-03-08,24,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,NA,08mar2020,0,3,2020,8,NA,0,2,0.6931472,NA,NA,NA,0,0,0,0,0,0,NL,2020-03-08,NA,2,1,0,0,0,1,0,0
NA,NA,NA,2020-03-09,25,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,NA,09mar2020,1,3,2020,9,NA,0,1,0,NA,NA,NA,0,0,0,0,0,0,NL,2020-03-09,NA,1,1,0,0,0,1,0,0
NA,NA,NA,2020-03-10,27,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,0,NA,10mar2020,2,3,2020,10,NA,0,2,0.6931472,0.6931472,NA,NA,0,0,0,0,0,0,NL,2020-03-10,NA,2,1,0,0,1,1,0,0
NA,NA,NA,2020-03-11,33,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,0,NA,11mar2020,3,3,2020,11,NA,0,6,1.791759,1.098612,NA,NA,0,0,0,0,0,0,NL,2020-03-11,NA,6,1,0,0,1,1,0,0
NA,NA,NA,2020-03-12,45,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,0,NA,12mar2020,4,3,2020,12,NA,0,12,2.484907,0.6931472,NA,NA,0,0,0,0,0,0,NL,2020-03-12,NA,12,1,0,1,1,1,0,0
NA,NA,NA,2020-03-13,73,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,0,NA,13mar2020,5,3,2020,13,NA,0,28,3.332205,0.8472979,NA,NA,0,0,0,0,0,0,NL,2020-03-13,NA,28,1,0,1,1,1,0,0
NA,NA,NA,2020-03-14,110,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,0,NA,14mar2020,6,3,2020,14,NA,0,37,3.610918,0.2787132,NA,NA,0,0,0,0,0,0,NL,2020-03-14,NA,37,1,0,1,1,1,0,0
NA,NA,NA,2020-03-15,168,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,NA,15mar2020,0,3,2020,15,NA,0,58,4.060443,0.4495251,NA,NA,0,0,0,0,0,0,NL,2020-03-15,NA,58,1,0,1,1,1,1,0
NA,NA,NA,2020-03-16,238,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,NA,16mar2020,1,3,2020,16,NA,0,70,4.248495,0.1880522,NA,NA,0,0,0,0,0,0,NL,2020-03-16,NA,70,1,0,1,1,1,1,0
NA,NA,NA,2020-03-17,308,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,NA,17mar2020,2,3,2020,17,NA,0,70,4.248495,0,NA,NA,0,0,0,0,0,0,NL,2020-03-17,NA,70,1,0,1,1,1,1,0
NA,NA,NA,2020-03-18,392,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,NA,18mar2020,3,3,2020,18,NA,0,84,4.430817,0.1823215,NA,NA,0,0,0,0,0,0,NL,2020-03-18,NA,84,1,0,1,1,1,1,0
NA,NA,NA,2020-03-19,481,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,19mar2020,4,3,2020,19,NA,0,89,4.488636,0.0578198,NA,NA,0,0,0,0,0,0,NL,2020-03-19,NA,89,1,1,1,1,1,1,1
NA,NA,NA,2020-03-20,593,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,20mar2020,5,3,2020,20,NA,0,112,4.7184990000000004,0.2298622,NA,NA,0,0,0,0,0,0,NL,2020-03-20,NA,112,1,1,1,1,1,1,1
NA,NA,NA,2020-03-21,730,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,21mar2020,6,3,2020,21,NA,0,137,4.919981,0.2014823,NA,NA,0,0,0,0,0,0,NL,2020-03-21,NA,137,1,1,1,1,1,1,1
NA,NA,NA,2020-03-22,885,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,22mar2020,0,3,2020,22,NA,0,155,5.043425,0.1234441,NA,NA,0,0,0,0,0,0,NL,2020-03-22,NA,155,1,1,1,1,1,1,1
NA,NA,NA,2020-03-23,1069,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,23mar2020,1,3,2020,23,NA,0,184,5.214936,0.1715107,NA,NA,0,0,0,0,0,0,NL,2020-03-23,NA,184,1,1,1,1,1,1,1
NA,NA,NA,2020-03-24,1269,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,24mar2020,2,3,2020,24,NA,0,200,5.298317,0.0833817,NA,NA,0,0,0,0,0,0,NL,2020-03-24,NA,200,1,1,1,1,1,1,1
NA,NA,NA,2020-03-25,1482,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,25mar2020,3,3,2020,25,NA,0,213,5.361292,0.0629749,NA,NA,0,0,0,0,0,0,NL,2020-03-25,NA,213,1,1,1,1,1,1,1
NA,NA,NA,2020-03-26,1719,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,26mar2020,4,3,2020,26,NA,0,237,5.46806,0.1067677,NA,NA,0,0,0,0,0,0,NL,2020-03-26,NA,237,1,1,1,1,1,1,1
NA,NA,NA,2020-03-27,1984,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,27mar2020,5,3,2020,27,NA,0,265,5.57973,0.11167,NA,NA,0,0,0,0,0,0,NL,2020-03-27,NA,265,1,1,1,1,1,1,1
NA,NA,NA,2020-03-28,2263,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,28mar2020,6,3,2020,28,NA,0,279,5.631212,0.0514817,NA,NA,0,0,0,0,0,0,NL,2020-03-28,NA,279,1,1,1,1,1,1,1
NA,NA,NA,2020-03-29,2568,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,29mar2020,0,3,2020,29,NA,0,305,5.720312,0.0890999,NA,NA,0,0,0,0,0,0,NL,2020-03-29,NA,305,1,1,1,1,1,1,1
NA,NA,NA,2020-03-30,2878,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,30mar2020,1,3,2020,30,NA,0,310,5.736572,0.0162606,NA,NA,0,0,0,0,0,0,NL,2020-03-30,NA,310,1,1,1,1,1,1,1
NA,NA,NA,2020-03-31,2878,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,31mar2020,2,3,2020,31,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NL,2020-03-31,NA,0,1,1,1,1,1,1,1
NA,NA,NA,2020-04-01,2878,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,NA,01apr2020,3,4,2020,1,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NL,2020-04-01,NA,0,1,1,1,1,1,1,1
NA,Noord-Brabant,NA,2020-03-04,44,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,NA,04mar2020,3,3,2020,4,Noord-Brabant,1,NA,NA,NA,0.184025,0.3532677,0,0,0,0,0,0,NL,2020-03-04,Noord-Brabant,17,0,0,0,0,0,0,0
NA,Noord-Brabant,NA,2020-03-05,68,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,NA,05mar2020,4,3,2020,5,Noord-Brabant,1,24,3.178054,NA,0.184025,0.3532677,0,0,0,0,0,0,NL,2020-03-05,Noord-Brabant,24,0,0,0,0,0,0,0
NA,Noord-Brabant,NA,2020-03-06,102,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,NA,06mar2020,5,3,2020,6,Noord-Brabant,1,34,3.526361,0.3483067,0.184025,0.3532677,0,0,0,0,0,0,NL,2020-03-06,Noord-Brabant,34,1,0,0,0,1,0,0
NA,Noord-Brabant,NA,2020-03-07,159,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,NA,07mar2020,6,3,2020,7,Noord-Brabant,1,57,4.043051,0.5166907,0.184025,0.3354424,0,0,0,0,0,0,NL,2020-03-07,Noord-Brabant,57,1,0,0,0,1,0,0
NA,Noord-Brabant,NA,2020-03-08,252,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,NA,08mar2020,0,3,2020,8,Noord-Brabant,1,93,4.532599,0.4895482,0.184025,0.4366012,0,0,0,0,0,0,NL,2020-03-08,Noord-Brabant,93,1,0,0,0,1,0,0
NA,Noord-Brabant,NA,2020-03-09,387,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,NA,09mar2020,1,3,2020,9,Noord-Brabant,1,135,4.905275,0.3726754,0.184025,0.160782,0,0,0,0,0,0,NL,2020-03-09,Noord-Brabant,135,1,0,0,0,1,0,0
NA,Noord-Brabant,NA,2020-03-10,544,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,0,NA,10mar2020,2,3,2020,10,Noord-Brabant,1,157,5.056246,0.1509709,0.184025,0.2247849,0,0,0,0,0,0,NL,2020-03-10,Noord-Brabant,157,1,0,0,1,1,0,0
NA,Noord-Brabant,NA,2020-03-11,762,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,0,NA,11mar2020,3,3,2020,11,Noord-Brabant,1,218,5.384495,0.3282495,0.184025,0.3045982,0,0,0,0,0,0,NL,2020-03-11,Noord-Brabant,218,1,0,0,1,1,0,0
NA,Noord-Brabant,NA,2020-03-12,1028,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,0,NA,12mar2020,4,3,2020,12,Noord-Brabant,1,266,5.583496,0.1990008,0.184025,0.1929998,0,0,0,0,0,0,NL,2020-03-12,Noord-Brabant,266,1,0,1,1,1,0,0
NA,Noord-Brabant,NA,2020-03-13,1388,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,0,NA,13mar2020,5,3,2020,13,Noord-Brabant,1,360,5.886104,0.302608,0.184025,0.3188227,0,0,0,0,0,0,NL,2020-03-13,Noord-Brabant,360,1,0,1,1,1,0,0
NA,Noord-Brabant,NA,2020-03-14,1791,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,0,NA,14mar2020,6,3,2020,14,Noord-Brabant,1,403,5.998937,0.1128325,0.184025,0.2337965,0,0,0,0,0,0,NL,2020-03-14,Noord-Brabant,403,1,0,1,1,1,0,0
NA,Noord-Brabant,NA,2020-03-15,2237,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,NA,15mar2020,0,3,2020,15,Noord-Brabant,1,446,6.100319,0.1013823,0.184025,0.2001113,0,0,0,0,0,0,NL,2020-03-15,Noord-Brabant,446,1,0,1,1,1,1,0
NA,Noord-Brabant,NA,2020-03-16,2791,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,NA,16mar2020,1,3,2020,16,Noord-Brabant,1,554,6.317165,0.216846,0.184025,0.2104012,0,0,0,0,0,0,NL,2020-03-16,Noord-Brabant,554,1,0,1,1,1,1,0
NA,Noord-Brabant,NA,2020-03-17,3425,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,NA,17mar2020,2,3,2020,17,Noord-Brabant,1,634,6.452049,0.1348839,0.184025,0.154284,0,0,0,0,0,0,NL,2020-03-17,Noord-Brabant,634,1,0,1,1,1,1,0
NA,Noord-Brabant,NA,2020-03-18,4153,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,NA,18mar2020,3,3,2020,18,Noord-Brabant,1,728,6.590301,0.1382523,0.184025,0.229686,0,0,0,0,0,0,NL,2020-03-18,Noord-Brabant,728,1,0,1,1,1,1,0
NA,Noord-Brabant,NA,2020-03-19,4995,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,19mar2020,4,3,2020,19,Noord-Brabant,1,842,6.73578,0.1454792,0.184025,0.2102762,0,0,0,0,0,0,NL,2020-03-19,Noord-Brabant,842,1,1,1,1,1,1,1
NA,Noord-Brabant,NA,2020-03-20,5966,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,20mar2020,5,3,2020,20,Noord-Brabant,1,971,6.878326,0.1425462,0.184025,0.1948095,0,0,0,0,0,0,NL,2020-03-20,Noord-Brabant,971,1,1,1,1,1,1,1
NA,Noord-Brabant,NA,2020-03-21,7105,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,21mar2020,6,3,2020,21,Noord-Brabant,1,1139,7.037906,0.1595798,0.184025,0.2403179,0,0,0,0,0,0,NL,2020-03-21,Noord-Brabant,1139,1,1,1,1,1,1,1
NA,Noord-Brabant,NA,2020-03-22,8463,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,NA,22mar2020,0,3,2020,22,Noord-Brabant,1,1358,7.213768,0.1758623,0.184025,0.1215497,0,0,0,0,0,0,NL,2020-03-22,Noord-Brabant,1358,1,1,1,1,1,1,1
NA,Noord-Brabant,NA,2020-03-23,9971,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,NA,23mar2020,1,3,2020,23,Noord-Brabant,1,1508,7.31854,0.1047711,0.184025,0.1357854,0,0,0,0,0,0,NL,2020-03-23,Noord-Brabant,1508,1,1,1,1,1,1,1
