totalt_antal_fall,adm1_name,case_count,date,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,travel_ban_local,travel_ban_intl_in,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_swe_1,p_swe_2,p_swe_3,p_swe_4,p_swe_5,p_swe_6,country,areatype,areaname,areacode,newcasesbyspecimendate,cumcasesbyspecimendate,transit_suspension,home_isolation,p_uk_1,p_uk_2,p_uk_3,p_uk_4,p_uk_5
NA,London,NA,2020-03-14,903,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,NA,14mar2020,6,3,2020,14,London,1,149,5.003946,0.0912914,0.3548142,0.0304305,0,0,0,0,0,0,UK,region,London,E12000007,149,903,0,1,0,1,0,0,0
NA,London,NA,2020-03-15,1068,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,NA,15mar2020,0,3,2020,15,London,1,165,5.105946,0.1019993,0.3548142,0.4066846,0,0,0,0,0,0,UK,region,London,E12000007,165,1068,0,1,0,1,0,0,0
NA,London,NA,2020-03-16,1302,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,NA,16mar2020,1,3,2020,16,London,1,234,5.455321,0.3493757,0.3548142,0.4602649,0,0,0,0,0,0,UK,region,London,E12000007,234,1302,0,1,0,1,0,0,0
NA,London,NA,2020-03-17,1612,0,1,1,0,0,1,0,0,0,1,2,1,0,0,1,1,0,0,NA,17mar2020,2,3,2020,17,London,1,310,5.736572,0.281251,0.3548142,0.3189447,0,0,0,0,0,0,UK,region,London,E12000007,310,1612,0,1,0,1,0,0,0
NA,London,NA,2020-03-18,1968,3,1,1,0,0,1,0,0,0,1,2,1,0,1,1,1,0,0,NA,18mar2020,3,3,2020,18,London,1,356,5.874931,0.1383586,0.3548142,0.4231735,0,0,0,0,0,0,UK,region,London,E12000007,356,1968,0,1,1,1,0,0,0
NA,London,NA,2020-03-19,2301,3,1,1,0,0,1,0,0,0,2,2,1,0,1,1,1,0,0,NA,19mar2020,4,3,2020,19,London,1,333,5.808143,NA,0.3548142,0.1988816,0,0,0,0,0,0,UK,region,London,E12000007,333,2301,0,1,1,1,0,0,0
NA,London,NA,2020-03-20,2727,3,1,1,0,1,1,0,0,2,2,2,1,0,1,1,1,0,0,NA,20mar2020,5,3,2020,20,London,1,426,6.05444,0.2462969,0.3548142,0.2958459,0,0,0,0,0,0,UK,region,London,E12000007,426,2727,1,1,1,1,0,1,0
NA,London,NA,2020-03-21,3078,3,2,2,0,1,1,0,0,2,2,2,1,0,1,1,1,0,0,NA,21mar2020,6,3,2020,21,London,1,351,5.860786,NA,0.3548142,0.1930661,0,0,0,0,0,0,UK,region,London,E12000007,351,3078,1,1,1,1,0,1,0
NA,London,NA,2020-03-22,3515,3,2,2,0,1,2,2,0,2,2,2,1,0,1,1,1,0,1,NA,22mar2020,0,3,2020,22,London,1,437,6.079933,0.2191467,0.3548142,0.1875628,0,0,0,0,0,0,UK,region,London,E12000007,437,3515,1,1,1,1,0,1,1
NA,London,NA,2020-03-23,4204,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,23mar2020,1,3,2020,23,London,1,689,6.535241,0.455308,0.3548142,0.5453338,0,0,0,0,0,0,UK,region,London,E12000007,689,4204,1,1,1,1,1,1,1
NA,London,NA,2020-03-24,4841,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,24mar2020,2,3,2020,24,London,1,637,6.456769,NA,0.3548142,0.1663114,0,0,0,0,0,0,UK,region,London,E12000007,637,4841,1,1,1,1,1,1,1
NA,London,NA,2020-03-25,5600,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,25mar2020,3,3,2020,25,London,1,759,6.632002,0.1752324,0.3548142,0.165223,0,0,0,0,0,0,UK,region,London,E12000007,759,5600,1,1,1,1,1,1,1
NA,London,NA,2020-03-26,6366,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,26mar2020,4,3,2020,26,London,1,766,6.641182,0.0091801,0.3548142,0.1796846,0,0,0,0,0,0,UK,region,London,E12000007,766,6366,1,1,1,1,1,1,1
NA,London,NA,2020-03-27,7188,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,27mar2020,5,3,2020,27,London,1,822,6.71174,0.0705585,0.3548142,0.0746584,0,0,0,0,0,0,UK,region,London,E12000007,822,7188,1,1,1,1,1,1,1
NA,London,NA,2020-03-28,7765,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,28mar2020,6,3,2020,28,London,1,577,6.357842,NA,0.3548142,0.1428822,0,0,0,0,0,0,UK,region,London,E12000007,577,7765,1,1,1,1,1,1,1
NA,London,NA,2020-03-29,8359,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,29mar2020,0,3,2020,29,London,1,594,6.386879,0.029037,0.3548142,0.099328,0,0,0,0,0,0,UK,region,London,E12000007,594,8359,1,1,1,1,1,1,1
NA,London,NA,2020-03-30,9229,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,30mar2020,1,3,2020,30,London,1,870,6.768493,0.3816137,0.3548142,0.3774268,0,0,0,0,0,0,UK,region,London,E12000007,870,9229,1,1,1,1,1,1,1
NA,London,NA,2020-03-31,10165,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,31mar2020,2,3,2020,31,London,1,936,6.841616,0.073122500000000007,0.3548142,0.1374423,0,0,0,0,0,0,UK,region,London,E12000007,936,10165,1,1,1,1,1,1,1
NA,London,NA,2020-04-01,11145,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,01apr2020,3,4,2020,1,London,1,980,6.887553,0.0459371,0.3548142,0.1493758,0,0,0,0,0,0,UK,region,London,E12000007,980,11145,1,1,1,1,1,1,1
NA,London,NA,2020-04-02,12216,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,02apr2020,4,4,2020,2,London,1,1071,6.976348,0.0887952,0.3548142,0.076281,0,0,0,0,0,0,UK,region,London,E12000007,1071,12216,1,1,1,1,1,1,1
NA,London,NA,2020-04-03,13197,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,03apr2020,5,4,2020,3,London,1,981,6.888573,NA,0.3548142,0.110076,0,0,0,0,0,0,UK,region,London,E12000007,981,13197,1,1,1,1,1,1,1
NA,London,NA,2020-04-04,13963,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,04apr2020,6,4,2020,4,London,1,766,6.641182,NA,0.3548142,0.8918446,0,0,0,0,0,0,UK,region,London,E12000007,766,13963,1,1,1,1,1,1,1
NA,London,NA,2020-04-05,14598,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,05apr2020,0,4,2020,5,London,1,635,6.453625,NA,0.3548142,0.0517619,0,0,0,0,0,0,UK,region,London,E12000007,635,14598,1,1,1,1,1,1,1
NA,London,NA,2020-04-06,15459,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,06apr2020,1,4,2020,6,London,1,861,6.758094,0.3044691,0.3548142,0.3313719,0,0,0,0,0,0,UK,region,London,E12000007,861,15459,1,1,1,1,1,1,1
NA,North East,NA,2020-03-04,NA,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,04mar2020,3,3,2020,4,North East,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,1,2,0,0,0,0,0,0,0
NA,North East,NA,2020-03-05,NA,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,05mar2020,4,3,2020,5,North East,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,2,4,0,0,0,0,0,0,0
NA,North East,NA,2020-03-06,NA,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,06mar2020,5,3,2020,6,North East,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,1,5,0,0,0,0,0,0,0
NA,North East,NA,2020-03-07,NA,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,07mar2020,6,3,2020,7,North East,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,2,7,0,0,0,0,0,0,0
NA,North East,NA,2020-03-08,NA,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,08mar2020,0,3,2020,8,North East,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,0,7,0,0,0,0,0,0,0
NA,North East,NA,2020-03-09,10,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,09mar2020,1,3,2020,9,North East,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,3,10,0,0,0,0,0,0,0
NA,North East,NA,2020-03-10,14,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,10mar2020,2,3,2020,10,North East,0,4,1.386294,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,4,14,0,0,0,0,0,0,0
NA,North East,NA,2020-03-11,15,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,11mar2020,3,3,2020,11,North East,0,1,0,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,1,15,0,0,0,0,0,0,0
NA,North East,NA,2020-03-12,17,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,NA,12mar2020,4,3,2020,12,North East,0,2,0.6931472,0.6931472,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,2,17,0,0,0,0,0,0,0
NA,North East,NA,2020-03-13,23,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,NA,13mar2020,5,3,2020,13,North East,0,6,1.791759,1.098612,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,6,23,0,1,0,1,0,0,0
NA,North East,NA,2020-03-14,29,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,NA,14mar2020,6,3,2020,14,North East,0,6,1.791759,0,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,6,29,0,1,0,1,0,0,0
NA,North East,NA,2020-03-15,39,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,NA,15mar2020,0,3,2020,15,North East,0,10,2.302585,0.5108256,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,10,39,0,1,0,1,0,0,0
NA,North East,NA,2020-03-16,46,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,NA,16mar2020,1,3,2020,16,North East,0,7,1.94591,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,7,46,0,1,0,1,0,0,0
NA,North East,NA,2020-03-17,62,0,1,1,0,0,1,0,0,0,1,2,1,0,0,1,1,0,0,NA,17mar2020,2,3,2020,17,North East,0,16,2.772589,0.8266786,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,16,62,0,1,0,1,0,0,0
NA,North East,NA,2020-03-18,76,3,1,1,0,0,1,0,0,0,1,2,1,0,1,1,1,0,0,NA,18mar2020,3,3,2020,18,North East,0,14,2.639057,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,14,76,0,1,1,1,0,0,0
NA,North East,NA,2020-03-19,95,3,1,1,0,0,1,0,0,0,2,2,1,0,1,1,1,0,0,NA,19mar2020,4,3,2020,19,North East,0,19,2.944439,0.3053815,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,19,95,0,1,1,1,0,0,0
NA,North East,NA,2020-03-20,121,3,1,1,0,1,1,0,0,2,2,2,1,0,1,1,1,0,0,NA,20mar2020,5,3,2020,20,North East,0,26,3.258096,0.3136575,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,26,121,1,1,1,1,0,1,0
NA,North East,NA,2020-03-21,144,3,2,2,0,1,1,0,0,2,2,2,1,0,1,1,1,0,0,NA,21mar2020,6,3,2020,21,North East,0,23,3.135494,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,23,144,1,1,1,1,0,1,0
NA,North East,NA,2020-03-22,164,3,2,2,0,1,2,2,0,2,2,2,1,0,1,1,1,0,1,NA,22mar2020,0,3,2020,22,North East,0,20,2.995732,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,20,164,1,1,1,1,0,1,1
NA,North East,NA,2020-03-23,222,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,23mar2020,1,3,2020,23,North East,0,58,4.060443,1.064711,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,58,222,1,1,1,1,1,1,1
NA,North East,NA,2020-03-24,298,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,24mar2020,2,3,2020,24,North East,0,76,4.330733,0.2702904,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,76,298,1,1,1,1,1,1,1
NA,North East,NA,2020-03-25,374,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,25mar2020,3,3,2020,25,North East,0,76,4.330733,0,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,76,374,1,1,1,1,1,1,1
NA,North East,NA,2020-03-26,471,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,26mar2020,4,3,2020,26,North East,0,97,4.574711,0.2439775,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,97,471,1,1,1,1,1,1,1
NA,North East,NA,2020-03-27,573,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,27mar2020,5,3,2020,27,North East,0,102,4.624973,0.050262,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,102,573,1,1,1,1,1,1,1
NA,North East,NA,2020-03-28,686,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,28mar2020,6,3,2020,28,North East,0,113,4.727388,0.1024151,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,113,686,1,1,1,1,1,1,1
NA,North East,NA,2020-03-29,793,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,29mar2020,0,3,2020,29,North East,0,107,4.672829,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,107,793,1,1,1,1,1,1,1
NA,North East,NA,2020-03-30,969,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,30mar2020,1,3,2020,30,North East,0,176,5.170484,0.4976554,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,176,969,1,1,1,1,1,1,1
NA,North East,NA,2020-03-31,1180,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,31mar2020,2,3,2020,31,North East,0,211,5.351858,0.1813741,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,211,1180,1,1,1,1,1,1,1
NA,North East,NA,2020-04-01,1487,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,01apr2020,3,4,2020,1,North East,0,307,5.726848,0.3749895,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,307,1487,1,1,1,1,1,1,1
NA,North East,NA,2020-04-02,1706,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,02apr2020,4,4,2020,2,North East,0,219,5.389072,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,219,1706,1,1,1,1,1,1,1
NA,North East,NA,2020-04-03,1967,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,03apr2020,5,4,2020,3,North East,0,261,5.56452,0.1754484,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,261,1967,1,1,1,1,1,1,1
NA,North East,NA,2020-04-04,2221,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,04apr2020,6,4,2020,4,North East,0,254,5.537334,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,254,2221,1,1,1,1,1,1,1
NA,North East,NA,2020-04-05,2442,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,05apr2020,0,4,2020,5,North East,0,221,5.398163,NA,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,221,2442,1,1,1,1,1,1,1
NA,North East,NA,2020-04-06,2817,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,06apr2020,1,4,2020,6,North East,0,375,5.926926,0.5287633,NA,NA,0,0,0,0,0,0,UK,region,North East,E12000001,375,2817,1,1,1,1,1,1,1
NA,North West,NA,2020-03-04,23,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,04mar2020,3,3,2020,4,North West,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,2,23,0,0,0,0,0,0,0
NA,North West,NA,2020-03-05,33,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,05mar2020,4,3,2020,5,North West,0,10,2.302585,NA,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,10,33,0,0,0,0,0,0,0
NA,North West,NA,2020-03-06,35,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,06mar2020,5,3,2020,6,North West,0,2,0.6931472,NA,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,2,35,0,0,0,0,0,0,0
NA,North West,NA,2020-03-07,41,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,07mar2020,6,3,2020,7,North West,0,6,1.791759,1.098612,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,6,41,0,0,0,0,0,0,0
NA,North West,NA,2020-03-08,46,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,08mar2020,0,3,2020,8,North West,0,5,1.609438,NA,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,5,46,0,0,0,0,0,0,0
NA,North West,NA,2020-03-09,53,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,09mar2020,1,3,2020,9,North West,0,7,1.94591,0.3364722,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,7,53,0,0,0,0,0,0,0
NA,North West,NA,2020-03-10,68,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,10mar2020,2,3,2020,10,North West,0,15,2.70805,0.7621402,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,15,68,0,0,0,0,0,0,0
NA,North West,NA,2020-03-11,85,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,11mar2020,3,3,2020,11,North West,0,17,2.833213,0.1251631,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,17,85,0,0,0,0,0,0,0
NA,North West,NA,2020-03-12,125,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,NA,12mar2020,4,3,2020,12,North West,0,40,3.688879,0.8556662,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,40,125,0,0,0,0,0,0,0
NA,North West,NA,2020-03-13,166,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,NA,13mar2020,5,3,2020,13,North West,0,41,3.713572,0.0246925,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,41,166,0,1,0,1,0,0,0
NA,North West,NA,2020-03-14,191,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,NA,14mar2020,6,3,2020,14,North West,0,25,3.218876,NA,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,25,191,0,1,0,1,0,0,0
NA,North West,NA,2020-03-15,214,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,NA,15mar2020,0,3,2020,15,North West,0,23,3.135494,NA,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,23,214,0,1,0,1,0,0,0
NA,North West,NA,2020-03-16,270,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,NA,16mar2020,1,3,2020,16,North West,0,56,4.025352,0.8898573,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,56,270,0,1,0,1,0,0,0
NA,North West,NA,2020-03-17,325,0,1,1,0,0,1,0,0,0,1,2,1,0,0,1,1,0,0,NA,17mar2020,2,3,2020,17,North West,0,55,4.007333,NA,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,55,325,0,1,0,1,0,0,0
NA,North West,NA,2020-03-18,409,3,1,1,0,0,1,0,0,0,1,2,1,0,1,1,1,0,0,NA,18mar2020,3,3,2020,18,North West,0,84,4.430817,0.4234834,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,84,409,0,1,1,1,0,0,0
NA,North West,NA,2020-03-19,507,3,1,1,0,0,1,0,0,0,2,2,1,0,1,1,1,0,0,NA,19mar2020,4,3,2020,19,North West,0,98,4.584968,0.154151,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,98,507,0,1,1,1,0,0,0
NA,North West,NA,2020-03-20,589,3,1,1,0,1,1,0,0,2,2,2,1,0,1,1,1,0,0,NA,20mar2020,5,3,2020,20,North West,0,82,4.406719,NA,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,82,589,1,1,1,1,0,1,0
NA,North West,NA,2020-03-21,703,3,2,2,0,1,1,0,0,2,2,2,1,0,1,1,1,0,0,NA,21mar2020,6,3,2020,21,North West,0,114,4.736198,0.3294792,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,114,703,1,1,1,1,0,1,0
NA,North West,NA,2020-03-22,820,3,2,2,0,1,2,2,0,2,2,2,1,0,1,1,1,0,1,NA,22mar2020,0,3,2020,22,North West,0,117,4.762174,0.0259757,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,117,820,1,1,1,1,0,1,1
NA,North West,NA,2020-03-23,996,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,23mar2020,1,3,2020,23,North West,0,176,5.170484,0.4083099,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,176,996,1,1,1,1,1,1,1
NA,North West,NA,2020-03-24,1251,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,24mar2020,2,3,2020,24,North West,0,255,5.541264,0.3707795,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,255,1251,1,1,1,1,1,1,1
NA,North West,NA,2020-03-25,1506,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,25mar2020,3,3,2020,25,North West,0,255,5.541264,0,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,255,1506,1,1,1,1,1,1,1
NA,North West,NA,2020-03-26,1863,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,26mar2020,4,3,2020,26,North West,0,357,5.877736,0.336472,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,357,1863,1,1,1,1,1,1,1
NA,North West,NA,2020-03-27,2196,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,27mar2020,5,3,2020,27,North West,0,333,5.808143,NA,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,333,2196,1,1,1,1,1,1,1
NA,North West,NA,2020-03-28,2518,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,28mar2020,6,3,2020,28,North West,0,322,5.774551,NA,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,322,2518,1,1,1,1,1,1,1
NA,North West,NA,2020-03-29,2877,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,29mar2020,0,3,2020,29,North West,0,359,5.883322,0.1087708,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,359,2877,1,1,1,1,1,1,1
NA,North West,NA,2020-03-30,3384,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,30mar2020,1,3,2020,30,North West,0,507,6.228511,0.3451886,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,507,3384,1,1,1,1,1,1,1
NA,North West,NA,2020-03-31,3940,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,31mar2020,2,3,2020,31,North West,0,556,6.320768,0.0922575,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,556,3940,1,1,1,1,1,1,1
NA,North West,NA,2020-04-01,4559,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,01apr2020,3,4,2020,1,North West,0,619,6.428105,0.107337,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,619,4559,1,1,1,1,1,1,1
NA,North West,NA,2020-04-02,5240,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,02apr2020,4,4,2020,2,North West,0,681,6.523562,0.0954571,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,681,5240,1,1,1,1,1,1,1
NA,North West,NA,2020-04-03,5923,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,03apr2020,5,4,2020,3,North West,0,683,6.526495,0.0029325,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,683,5923,1,1,1,1,1,1,1
NA,North West,NA,2020-04-04,6527,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,04apr2020,6,4,2020,4,North West,0,604,6.403574,NA,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,604,6527,1,1,1,1,1,1,1
NA,North West,NA,2020-04-05,7153,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,05apr2020,0,4,2020,5,North West,0,626,6.439351,0.0357766,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,626,7153,1,1,1,1,1,1,1
NA,North West,NA,2020-04-06,8025,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,NA,06apr2020,1,4,2020,6,North West,0,872,6.77079,0.331439,NA,NA,0,0,0,0,0,0,UK,region,North West,E12000002,872,8025,1,1,1,1,1,1,1
NA,South East,NA,2020-03-04,32,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,04mar2020,3,3,2020,4,South East,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,UK,region,South East,E12000008,7,32,0,0,0,0,0,0,0
NA,South East,NA,2020-03-05,36,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,05mar2020,4,3,2020,5,South East,0,4,1.386294,NA,NA,NA,0,0,0,0,0,0,UK,region,South East,E12000008,4,36,0,0,0,0,0,0,0
NA,South East,NA,2020-03-06,52,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,06mar2020,5,3,2020,6,South East,0,16,2.772589,1.386294,NA,NA,0,0,0,0,0,0,UK,region,South East,E12000008,16,52,0,0,0,0,0,0,0
NA,South East,NA,2020-03-07,56,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,07mar2020,6,3,2020,7,South East,0,4,1.386294,NA,NA,NA,0,0,0,0,0,0,UK,region,South East,E12000008,4,56,0,0,0,0,0,0,0
NA,South East,NA,2020-03-08,66,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,NA,08mar2020,0,3,2020,8,South East,0,10,2.302585,0.9162908,NA,NA,0,0,0,0,0,0,UK,region,South East,E12000008,10,66,0,0,0,0,0,0,0
