totalt_antal_fall,adm1_name,case_count,date,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,travel_ban_local,travel_ban_intl_in,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_swe_1,p_swe_2,p_swe_3,p_swe_4,p_swe_5,p_swe_6,country,bundesland,refdatum,home_isolation,travel_ban_intl,p_ger_1,p_ger_2,p_ger_3,p_ger_4,p_ger_5,p_ger_6,p_ger_7
180,Skåne,5,2020-03-20,223,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,20mar2020,5,3,2020,20,Skåne,0,5,1.609438,0.9162908,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
134,Skåne,5,2020-03-21,228,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,21mar2020,6,3,2020,21,Skåne,0,5,1.609438,0,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
118,Skåne,3,2020-03-22,231,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,22mar2020,0,3,2020,22,Skåne,0,3,1.098612,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
182,Skåne,7,2020-03-23,238,1,0,0,2,0,0,0,3,2,1,2,1,1,1,0,0,1,0,1,23mar2020,1,3,2020,23,Skåne,0,7,1.94591,0.8472978,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
230,Skåne,5,2020-03-24,243,1,0,0,2,0,0,0,3,2,1,2,1,1,1,0,0,1,0,1,24mar2020,2,3,2020,24,Skåne,0,5,1.609438,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
314,Skåne,13,2020-03-25,256,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,25mar2020,3,3,2020,25,Skåne,0,13,2.564949,0.9555113,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
286,Skåne,7,2020-03-26,263,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,26mar2020,4,3,2020,26,Skåne,0,7,1.94591,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
365,Skåne,9,2020-03-27,272,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,27mar2020,5,3,2020,27,Skåne,0,9,2.197225,0.2513145,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
300,Skåne,2,2020-03-28,274,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,28mar2020,6,3,2020,28,Skåne,0,2,0.6931472,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
280,Skåne,3,2020-03-29,277,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,29mar2020,0,3,2020,29,Skåne,0,3,1.098612,0.4054651,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
416,Skåne,5,2020-03-30,282,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,30mar2020,1,3,2020,30,Skåne,0,5,1.609438,0.5108256,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
475,Skåne,7,2020-03-31,289,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,31mar2020,2,3,2020,31,Skåne,0,7,1.94591,0.3364722,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
486,Skåne,8,2020-04-01,297,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,01apr2020,3,4,2020,1,Skåne,0,8,2.079442,0.1335315,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
554,Skåne,8,2020-04-02,305,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,02apr2020,4,4,2020,2,Skåne,0,8,2.079442,0,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
601,Skåne,24,2020-04-03,329,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,03apr2020,5,4,2020,3,Skåne,0,24,3.178054,1.098612,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
357,Skåne,12,2020-04-04,341,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,04apr2020,6,4,2020,4,Skåne,0,12,2.484907,NA,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
340,Skåne,6,2020-04-05,347,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,05apr2020,0,4,2020,5,Skåne,0,6,1.791759,NA,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
389,Skåne,6,2020-04-06,353,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,06apr2020,1,4,2020,6,Skåne,0,6,1.791759,0,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
30,Stockholm,21,2020-03-04,36,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,04mar2020,3,3,2020,4,Stockholm,1,NA,NA,NA,0.5503429,0.2462382,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
25,Stockholm,22,2020-03-05,58,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,05mar2020,4,3,2020,5,Stockholm,1,22,3.091043,NA,0.5503429,0.2462382,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
59,Stockholm,36,2020-03-06,94,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,06mar2020,5,3,2020,6,Stockholm,1,36,3.583519,0.4924765,0.5503429,0.2462382,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
33,Stockholm,21,2020-03-07,115,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,07mar2020,6,3,2020,7,Stockholm,1,21,3.044523,NA,0.5503429,1.609438,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
46,Stockholm,29,2020-03-08,144,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,08mar2020,0,3,2020,8,Stockholm,1,29,3.367296,0.3227732,0.5503429,0.5556153,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
101,Stockholm,64,2020-03-09,208,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,09mar2020,1,3,2020,9,Stockholm,1,64,4.158883,0.7915874,0.5503429,0.5508711,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
98,Stockholm,26,2020-03-10,234,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,10mar2020,2,3,2020,10,Stockholm,1,26,3.258096,NA,0.5503429,2.427748,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
196,Stockholm,32,2020-03-11,266,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,11mar2020,3,3,2020,11,Stockholm,1,32,3.465736,0.2076395,0.5503429,0.5900996,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
151,Stockholm,42,2020-03-12,308,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,12mar2020,4,3,2020,12,Stockholm,1,42,3.73767,0.2719338,0.5503429,0.658894,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
152,Stockholm,31,2020-03-13,339,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,13mar2020,5,3,2020,13,Stockholm,1,31,3.433987,NA,0.5503429,0.0906446,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
71,Stockholm,18,2020-03-14,357,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,14mar2020,6,3,2020,14,Stockholm,1,18,2.890372,NA,0.5503429,0.2462382,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
69,Stockholm,17,2020-03-15,374,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,15mar2020,0,3,2020,15,Stockholm,1,17,2.833213,NA,0.5503429,0.6276401,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
83,Stockholm,34,2020-03-16,408,0,0,0,2,0,0,0,0,2,1,2,1,2,0,0,0,1,0,0,16mar2020,1,3,2020,16,Stockholm,1,34,3.526361,0.6931472,0.5503429,0.7945135,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
119,Stockholm,35,2020-03-17,443,0,0,0,2,0,0,0,0,2,1,2,1,2,0,0,0,1,0,0,17mar2020,2,3,2020,17,Stockholm,1,35,3.555348,0.0289876,0.5503429,0.55015,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
145,Stockholm,58,2020-03-18,501,1,0,0,2,0,0,0,0,2,1,2,1,2,1,0,0,1,0,0,18mar2020,3,3,2020,18,Stockholm,1,58,4.060443,0.5050948,0.5503429,0.3476955,1,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
143,Stockholm,66,2020-03-19,567,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,19mar2020,4,3,2020,19,Stockholm,1,66,4.189655,0.1292119,0.5503429,0.2234709,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
180,Stockholm,84,2020-03-20,651,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,20mar2020,5,3,2020,20,Stockholm,1,84,4.430817,0.2411618,0.5503429,0.7333318,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
134,Stockholm,71,2020-03-21,722,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,21mar2020,6,3,2020,21,Stockholm,1,71,4.26268,NA,0.5503429,0.5853479,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
118,Stockholm,59,2020-03-22,781,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,22mar2020,0,3,2020,22,Stockholm,1,59,4.077538,NA,0.5503429,0.3150252,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
182,Stockholm,99,2020-03-23,880,1,0,0,2,0,0,0,3,2,1,2,1,1,1,0,0,1,0,1,23mar2020,1,3,2020,23,Stockholm,1,99,4.59512,0.5175824,0.5503429,0.6957607,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
230,Stockholm,105,2020-03-24,985,1,0,0,2,0,0,0,3,2,1,2,1,1,1,0,0,1,0,1,24mar2020,2,3,2020,24,Stockholm,1,105,4.65396,0.0588403,0.5503429,0.4498547,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
314,Stockholm,154,2020-03-25,1139,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,25mar2020,3,3,2020,25,Stockholm,1,154,5.036952,0.3829923,0.5503429,0.4803519,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
286,Stockholm,132,2020-03-26,1271,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,26mar2020,4,3,2020,26,Stockholm,1,132,4.882802,NA,0.5503429,0.6093484,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
365,Stockholm,176,2020-03-27,1447,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,27mar2020,5,3,2020,27,Stockholm,1,176,5.170484,0.2876821,0.5503429,0.4300874,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
300,Stockholm,147,2020-03-28,1594,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,28mar2020,6,3,2020,28,Stockholm,1,147,4.990433,NA,0.5503429,0.4809812,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
280,Stockholm,149,2020-03-29,1743,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,29mar2020,0,3,2020,29,Stockholm,1,149,5.003946,0.0135136,0.5503429,0.5112877,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
416,Stockholm,172,2020-03-30,1915,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,30mar2020,1,3,2020,30,Stockholm,1,172,5.147494,0.143548,0.5503429,0.9105501,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
475,Stockholm,209,2020-03-31,2124,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,31mar2020,2,3,2020,31,Stockholm,1,209,5.342334,0.19484,0.5503429,0.465995,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
486,Stockholm,205,2020-04-01,2329,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,01apr2020,3,4,2020,1,Stockholm,1,205,5.32301,NA,0.5503429,0.4800581,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
554,Stockholm,216,2020-04-02,2545,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,02apr2020,4,4,2020,2,Stockholm,1,216,5.375278,0.0522685,0.5503429,0.6132424,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
601,Stockholm,245,2020-04-03,2790,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,03apr2020,5,4,2020,3,Stockholm,1,245,5.501258,0.1259799,0.5503429,0.495113,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
357,Stockholm,129,2020-04-04,2919,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,04apr2020,6,4,2020,4,Stockholm,1,129,4.859812,NA,0.5503429,0.4010971,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
340,Stockholm,172,2020-04-05,3091,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,05apr2020,0,4,2020,5,Stockholm,1,172,5.147494,0.2876821,0.5503429,0.3220547,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
389,Stockholm,131,2020-04-06,3222,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,06apr2020,1,4,2020,6,Stockholm,1,131,4.875197,NA,0.5503429,0.7845259,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
30,Sörmland,0,2020-03-04,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,04mar2020,3,3,2020,4,Sörmland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
25,Sörmland,0,2020-03-05,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,05mar2020,4,3,2020,5,Sörmland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
59,Sörmland,0,2020-03-06,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,06mar2020,5,3,2020,6,Sörmland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
33,Sörmland,0,2020-03-07,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,07mar2020,6,3,2020,7,Sörmland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
46,Sörmland,0,2020-03-08,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,08mar2020,0,3,2020,8,Sörmland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
101,Sörmland,1,2020-03-09,NA,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,09mar2020,1,3,2020,9,Sörmland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
98,Sörmland,0,2020-03-10,NA,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,10mar2020,2,3,2020,10,Sörmland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
196,Sörmland,6,2020-03-11,NA,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,11mar2020,3,3,2020,11,Sörmland,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
151,Sörmland,3,2020-03-12,10,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,12mar2020,4,3,2020,12,Sörmland,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
152,Sörmland,6,2020-03-13,16,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,13mar2020,5,3,2020,13,Sörmland,0,6,1.791759,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
71,Sörmland,1,2020-03-14,17,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,14mar2020,6,3,2020,14,Sörmland,0,1,0,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
69,Sörmland,4,2020-03-15,21,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,15mar2020,0,3,2020,15,Sörmland,0,4,1.386294,1.386294,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
83,Sörmland,12,2020-03-16,33,0,0,0,2,0,0,0,0,2,1,2,1,2,0,0,0,1,0,0,16mar2020,1,3,2020,16,Sörmland,0,12,2.484907,1.098612,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
119,Sörmland,5,2020-03-17,38,0,0,0,2,0,0,0,0,2,1,2,1,2,0,0,0,1,0,0,17mar2020,2,3,2020,17,Sörmland,0,5,1.609438,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
145,Sörmland,0,2020-03-18,38,1,0,0,2,0,0,0,0,2,1,2,1,2,1,0,0,1,0,0,18mar2020,3,3,2020,18,Sörmland,0,0,NA,NA,NA,NA,1,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
143,Sörmland,5,2020-03-19,43,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,19mar2020,4,3,2020,19,Sörmland,0,5,1.609438,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
180,Sörmland,4,2020-03-20,47,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,20mar2020,5,3,2020,20,Sörmland,0,4,1.386294,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
134,Sörmland,6,2020-03-21,53,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,21mar2020,6,3,2020,21,Sörmland,0,6,1.791759,0.4054651,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
118,Sörmland,11,2020-03-22,64,1,0,0,2,0,0,0,3,2,1,2,1,2,1,0,0,1,0,1,22mar2020,0,3,2020,22,Sörmland,0,11,2.397895,0.6061358,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
182,Sörmland,2,2020-03-23,66,1,0,0,2,0,0,0,3,2,1,2,1,1,1,0,0,1,0,1,23mar2020,1,3,2020,23,Sörmland,0,2,0.6931472,NA,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
230,Sörmland,14,2020-03-24,80,1,0,0,2,0,0,0,3,2,1,2,1,1,1,0,0,1,0,1,24mar2020,2,3,2020,24,Sörmland,0,14,2.639057,1.94591,NA,NA,1,0,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
314,Sörmland,37,2020-03-25,117,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,25mar2020,3,3,2020,25,Sörmland,0,37,3.610918,0.9718604,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
286,Sörmland,16,2020-03-26,133,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,26mar2020,4,3,2020,26,Sörmland,0,16,2.772589,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
365,Sörmland,26,2020-03-27,159,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,27mar2020,5,3,2020,27,Sörmland,0,26,3.258096,0.4855077,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
300,Sörmland,8,2020-03-28,167,1,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,28mar2020,6,3,2020,28,Sörmland,0,8,2.079442,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
280,Sörmland,4,2020-03-29,171,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,29mar2020,0,3,2020,29,Sörmland,0,4,1.386294,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
416,Sörmland,60,2020-03-30,231,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,30mar2020,1,3,2020,30,Sörmland,0,60,4.094345,2.70805,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
475,Sörmland,49,2020-03-31,280,1,1,0,3,0,0,0,3,2,1,2,1,1,1,1,0,1,0,1,31mar2020,2,3,2020,31,Sörmland,0,49,3.89182,NA,NA,NA,1,1,0,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
486,Sörmland,49,2020-04-01,329,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,01apr2020,3,4,2020,1,Sörmland,0,49,3.89182,0,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
554,Sörmland,34,2020-04-02,363,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,02apr2020,4,4,2020,2,Sörmland,0,34,3.526361,NA,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
601,Sörmland,59,2020-04-03,422,1,1,1,3,0,0,0,3,2,1,2,1,1,1,1,1,1,0,1,03apr2020,5,4,2020,3,Sörmland,0,59,4.077538,0.551177,NA,NA,1,1,1,1,0,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
357,Sörmland,17,2020-04-04,439,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,04apr2020,6,4,2020,4,Sörmland,0,17,2.833213,NA,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
340,Sörmland,27,2020-04-05,466,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,05apr2020,0,4,2020,5,Sörmland,0,27,3.295837,0.4626236,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
389,Sörmland,18,2020-04-06,484,1,1,1,3,0,0,1,3,2,1,2,1,1,1,1,1,1,1,1,06apr2020,1,4,2020,6,Sörmland,0,18,2.890372,NA,NA,NA,1,1,1,1,1,1,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
30,Uppsala,0,2020-03-04,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,04mar2020,3,3,2020,4,Uppsala,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
25,Uppsala,2,2020-03-05,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,05mar2020,4,3,2020,5,Uppsala,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
59,Uppsala,1,2020-03-06,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,06mar2020,5,3,2020,6,Uppsala,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
33,Uppsala,1,2020-03-07,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,07mar2020,6,3,2020,7,Uppsala,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
46,Uppsala,1,2020-03-08,NA,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,08mar2020,0,3,2020,8,Uppsala,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
101,Uppsala,0,2020-03-09,NA,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,09mar2020,1,3,2020,9,Uppsala,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
98,Uppsala,4,2020-03-10,11,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,10mar2020,2,3,2020,10,Uppsala,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
196,Uppsala,4,2020-03-11,15,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,11mar2020,3,3,2020,11,Uppsala,0,4,1.386294,NA,NA,NA,0,0,0,0,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
151,Uppsala,11,2020-03-12,26,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,12mar2020,4,3,2020,12,Uppsala,0,11,2.397895,1.011601,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
152,Uppsala,10,2020-03-13,36,0,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,13mar2020,5,3,2020,13,Uppsala,0,10,2.302585,NA,NA,NA,0,0,0,1,0,0,SWE,NA,NA,NA,NA,0,0,0,0,0,0,0
