areatype,areaname,areacode,date,newcasesbyspecimendate,cumcasesbyspecimendate,adm1_name,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,transit_suspension,home_isolation,travel_ban_local,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_uk_1,p_uk_2,p_uk_3,p_uk_4,p_uk_5
"region","East Midlands","E12000004","2020-03-17",33,230,"East Midlands",230,"0","1","1","0","0","1","0","0","0","1","2","1","0",0,1,1,0,0,1,0,17mar2020,2,3,2020,17,"East Midlands",0,33,3.496508,,,,0,1,0,0,0
"region","East Midlands","E12000004","2020-03-18",49,279,"East Midlands",279,"3","1","1","0","0","1","0","0","0","1","2","1","0",1,1,1,0,0,1,0,18mar2020,3,3,2020,18,"East Midlands",0,49,3.89182,.3953125,,,1,1,0,0,0
"region","East Midlands","E12000004","2020-03-19",66,345,"East Midlands",345,"3","1","1","0","0","1","0","0","0","2","2","1","0",1,1,1,0,0,1,0,19mar2020,4,3,2020,19,"East Midlands",0,66,4.189655,.2978346,,,1,1,0,0,0
"region","East Midlands","E12000004","2020-03-20",53,398,"East Midlands",398,"3","1","1","0","1","1","0","0","2","2","2","1","0",1,1,1,0,1,1,0,20mar2020,5,3,2020,20,"East Midlands",0,53,3.970292,,,,1,1,0,1,0
"region","East Midlands","E12000004","2020-03-21",69,467,"East Midlands",467,"3","2","2","0","1","1","0","0","2","2","2","1","0",1,1,1,0,1,1,0,21mar2020,6,3,2020,21,"East Midlands",0,69,4.234107,.2638147,,,1,1,0,1,0
"region","East Midlands","E12000004","2020-03-22",99,566,"East Midlands",566,"3","2","2","0","1","2","2","0","2","2","2","1","0",1,1,1,0,1,1,1,22mar2020,0,3,2020,22,"East Midlands",0,99,4.59512,.3610134,,,1,1,0,1,1
"region","East Midlands","E12000004","2020-03-23",117,683,"East Midlands",683,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"East Midlands",0,117,4.762174,.1670542,,,1,1,1,1,1
"region","East Midlands","E12000004","2020-03-24",136,819,"East Midlands",819,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"East Midlands",0,136,4.912655,.1504807,,,1,1,1,1,1
"region","East Midlands","E12000004","2020-03-25",116,935,"East Midlands",935,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"East Midlands",0,116,4.75359,,,,1,1,1,1,1
"region","East Midlands","E12000004","2020-03-26",154,1089,"East Midlands",1089,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"East Midlands",0,154,5.036952,.2833624,,,1,1,1,1,1
"region","East Midlands","E12000004","2020-03-27",137,1226,"East Midlands",1226,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"East Midlands",0,137,4.919981,,,,1,1,1,1,1
"region","East Midlands","E12000004","2020-03-28",159,1385,"East Midlands",1385,"3","2","2","4","1","2","2","0","2","2","2","1","0",1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"East Midlands",0,159,5.068904,.1489234,,,1,1,1,1,1
