date,adm1_name,adm0_name,cum_confirmed_cases,cum_deaths,cum_recoveries,active_cases,lat,lon,active_cases_new,population,business_closure_opt,emergency_declaration,event_cancel,no_demonstration,no_gathering_opt,pos_cases_quarantine,religious_closure,school_closure,social_distance_opt,testing_regime,travel_ban_intl_in_opt,travel_ban_intl_out_opt,welfare_services_closure,work_from_home_opt,travel_ban_intl_in_opt_country_l,travel_ban_intl_out_opt_country_,policies_enacted,t,dow,month,year,day,adm1_id,longest_series,l_active_cases,l_cum_confirmed_cases,D_l_active_cases,transmissionrate,D_l_active_cases_raw,testing_change_kor_20feb2020,testing_change_kor_29feb2020,testing_change_kor_22mar2020,testing_change_kor_27mar2020,sample_avg,day_avg,p_kor_1,p_kor_2,p_kor_3,p_kor_4,_reghdfe_resid,__hdfe1__,__hdfe2__
"2020-03-18","Gyeongsangbuk-do","KOR",1122,24,255,843,36.314,128.749,0,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,18mar2020,3,3,2020,18,"Gyeongsangbuk-do",0,6.736967,7.022868,0,0,-.0632029,0,0,0,0,,,1,1,1,0,.02417562,.05817276,-.0041242
"2020-03-19","Gyeongsangbuk-do","KOR",1140,26,259,855,36.314,128.749,18,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,19mar2020,4,3,2020,19,"Gyeongsangbuk-do",0,6.751101,7.038784,.0213523,.0213523,.0141344,0,0,0,0,,,1,1,1,0,.04489194,.05817276,-.00348821
"2020-03-20","Gyeongsangbuk-do","KOR",1150,26,326,798,36.314,128.749,10,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,20mar2020,5,3,2020,20,"Gyeongsangbuk-do",0,6.682108,7.047517,.0116959,.0116959,-.0689931,0,0,0,0,,,1,1,1,0,-.0021562,.05817276,.03390352
"2020-03-21","Gyeongsangbuk-do","KOR",1190,28,378,784,36.314,128.749,40,2658956,0,1,1,0,1,0,1,1,1,5,1,1,1,1,"","",10,21mar2020,6,3,2020,21,"Gyeongsangbuk-do",0,6.664409,7.081708,.0501253,.0501253,-.0176992,0,0,0,0,,,1,1,1,0,.07176116,.05817276,-.00158444
"2020-03-22","Gyeongsangbuk-do","KOR",1200,28,411,761,36.314,128.749,10,2658956,0,1,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,22mar2020,0,3,2020,22,"Gyeongsangbuk-do",0,6.634634,7.090077,.0127551,.0127551,-.0297756,0,0,1,0,,,1,1,1,1,.03425668,.05817276,.00381491
"2020-03-23","Gyeongsangbuk-do","KOR",1203,28,446,729,36.314,128.749,3,2658956,0,1,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,23mar2020,1,3,2020,23,"Gyeongsangbuk-do",0,6.591674,7.092574,.0039422,.0039422,-.0429597,0,0,0,0,,,1,1,1,1,.03959547,.05817276,-.02064689
"2020-03-24","Gyeongsangbuk-do","KOR",1203,29,482,692,36.314,128.749,0,2658956,0,1,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,24mar2020,2,3,2020,24,"Gyeongsangbuk-do",0,6.539586,7.092574,0,0,-.0520878,0,0,0,0,,,1,1,1,1,.02334001,.05817276,-.00833361
"2020-03-25","Gyeongsangbuk-do","KOR",1207,31,511,665,36.314,128.749,4,2658956,0,1,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,25mar2020,3,3,2020,25,"Gyeongsangbuk-do",0,6.499787,7.095893,.0057803,.0057803,-.0397992,0,0,0,0,,,1,1,1,1,.02491095,.05817276,-.0041242
"2020-03-26","Gyeongsangbuk-do","KOR",1218,33,564,621,36.314,128.749,11,2658956,0,1,1,0,1,.25,1,1,1,6,1,1,1,1,"","",11,26mar2020,4,3,2020,26,"Gyeongsangbuk-do",0,6.431331,7.104965,.0165414,.0165414,-.0684557,0,0,0,0,,,1,1,1,1,.03503597,.05817276,-.00348821
"2020-03-27","Gyeongsangbuk-do","KOR",1228,37,610,581,36.314,128.749,10,2658956,0,1,1,0,1,.5,1,1,1,7,1,1,1,1,"","",11,27mar2020,5,3,2020,27,"Gyeongsangbuk-do",0,6.364751,7.113142,.0161031,.0161031,-.0665803,0,0,0,1,,,1,1,1,1,.0309012,.05817276,.03390352
"2020-03-28","Gyeongsangbuk-do","KOR",1230,39,648,543,36.314,128.749,2,2658956,0,1,1,0,1,.5,1,1,1,7,1,1,1,1,"","",11,28mar2020,6,3,2020,28,"Gyeongsangbuk-do",0,6.297109,7.114769,.0034423,.0034423,-.0676417,0,0,0,0,,,1,1,1,1,.01498817,.05817276,-.00158444
"2020-03-29","Gyeongsangbuk-do","KOR",1232,41,687,504,36.314,128.749,2,2658956,0,1,1,0,1,.5,1,1,1,7,1,1,1,1,"","",11,29mar2020,0,3,2020,29,"Gyeongsangbuk-do",0,6.222576,7.116394,.0036832,.0036832,-.074533,0,0,0,0,,,1,1,1,1,.00982972,.05817276,.00381491
"2020-03-30","Gyeongsangbuk-do","KOR",1243,42,726,475,36.314,128.749,11,2658956,0,1,1,0,1,.5,1,1,1,7,1,1,1,1,"","",11,30mar2020,1,3,2020,30,"Gyeongsangbuk-do",0,6.163315,7.125283,.0218254,.0218254,-.0592613,0,0,0,0,,,1,1,1,1,.05243367,.05817276,-.02064689
"2020-03-31","Gyeongsangbuk-do","KOR",1250,42,758,450,36.314,128.749,7,2658956,0,1,1,0,1,.5,1,1,1,7,1,1,1,1,"","",11,31mar2020,2,3,2020,31,"Gyeongsangbuk-do",0,6.109248,7.130899,.0147368,.0147368,-.0540671,0,0,0,0,,,1,1,1,1,.03303184,.05817276,-.00833361
"2020-04-01","Gyeongsangbuk-do","KOR",1253,43,770,440,36.314,128.749,3,2658956,0,1,1,0,1,.75,1,1,1,7,1,1,1,1,"","",11,01apr2020,3,4,2020,1,"Gyeongsangbuk-do",0,6.086775,7.133296,.0066667,.0066667,-.0224729,0,0,0,0,,,1,1,1,1,.01570725,.05817276,-.0041242
"2020-04-02","Gyeongsangbuk-do","KOR",1257,45,789,423,36.314,128.749,4,2658956,0,1,1,0,1,.75,1,1,1,7,1,1,1,1,"","",11,02apr2020,4,4,2020,2,"Gyeongsangbuk-do",0,6.047372,7.136483,.0090909,.0090909,-.0394025,0,0,0,0,,,1,1,1,1,.0174955,.05817276,-.00348821
"2020-04-03","Gyeongsangbuk-do","KOR",1262,46,819,397,36.314,128.749,5,2658956,0,1,1,0,1,.75,1,1,1,7,1,1,1,1,"","",11,03apr2020,5,4,2020,3,"Gyeongsangbuk-do",0,5.983936,7.140453,.0118203,.0118203,-.063436,0,0,0,0,,,1,1,1,1,-.01716681,.05817276,.03390352
"2020-04-04","Gyeongsangbuk-do","KOR",1264,48,827,389,36.314,128.749,2,2658956,0,1,1,0,1,.75,1,1,1,7,1,1,1,1,"","",11,04apr2020,6,4,2020,4,"Gyeongsangbuk-do",0,5.963579,7.142036,.0050378,.0050378,-.0203571,0,0,0,0,,,1,1,1,1,.0115386,.05817276,-.00158444
"2020-04-05","Gyeongsangbuk-do","KOR",1268,48,845,375,36.314,128.749,4,2658956,0,1,1,0,1,1,1,1,1,7,1,1,1,1,"","",11,05apr2020,0,4,2020,5,"Gyeongsangbuk-do",0,5.926926,7.145196,.0102828,.0102828,-.036653,0,0,0,0,,,1,1,1,1,.00633923,.05817276,.00381491
"2020-04-06","Gyeongsangbuk-do","KOR",1271,49,866,356,36.314,128.749,3,2658956,0,1,1,0,1,1,1,1,1,7,1,1,1,1,"","",11,06apr2020,1,4,2020,6,"Gyeongsangbuk-do",0,5.874931,7.147559,.008,.008,-.0519953,0,0,0,0,,,1,1,1,1,.02851825,.05817276,-.02064689
"2020-02-24","Gyeongsangnam-do","KOR",23,0,0,23,35.3,128.278,6,3358828,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"","",3,24feb2020,1,2,2020,24,"Gyeongsangnam-do",0,3.135494,3.135494,.3022809,.3529412,.3022809,0,0,0,0,,,0,0,0,0,.04260051,-.03381793,-.02064689
"2020-02-25","Gyeongsangnam-do","KOR",28,0,0,28,35.3,128.278,5,3358828,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,25feb2020,2,2,2020,25,"Gyeongsangnam-do",0,3.332205,3.332205,.1967103,.2173913,.1967103,0,0,0,0,,,0,1,0,0,.02599153,-.03381793,-.00833361
"2020-02-26","Gyeongsangnam-do","KOR",40,0,0,40,35.3,128.278,12,3358828,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,26feb2020,3,2,2020,26,"Gyeongsangnam-do",0,3.688879,3.688879,.3566749,.4285714,.3566749,0,0,0,0,,,0,1,0,0,.18174669,-.03381793,-.0041242
"2020-02-27","Gyeongsangnam-do","KOR",45,0,0,45,35.3,128.278,5,3358828,0,0,1,0,0,0,1,0,0,4,1,1,0,0,"","",4,27feb2020,4,2,2020,27,"Gyeongsangnam-do",0,3.806663,3.806663,.1177831,.125,.1177831,0,0,0,0,,,0,1,0,0,-.05778114,-.03381793,-.00348821
"2020-02-28","Gyeongsangnam-do","KOR",57,0,1,56,35.3,128.278,12,3358828,0,0,1,0,0,0,1,0,0,4,1,1,1,0,"","",5,28feb2020,5,2,2020,28,"Gyeongsangnam-do",0,4.025352,4.043051,.218689,.2666667,.218689,0,0,0,0,,,0,1,0,0,.10700788,-.03381793,.03390352
"2020-02-29","Gyeongsangnam-do","KOR",58,0,1,57,35.3,128.278,1,3358828,0,0,1,0,0,0,1,0,1,5,1,1,1,0,"","",6,29feb2020,6,2,2020,29,"Gyeongsangnam-do",0,4.043051,4.060443,.0178571,.0178571,.0176997,0,1,0,0,,,1,1,0,0,-.07749067,-.03381793,-.00158444
"2020-03-01","Gyeongsangnam-do","KOR",60,0,1,59,35.3,128.278,2,3358828,0,0,1,0,0,0,1,0,1,5,1,1,1,0,"","",6,01mar2020,0,3,2020,1,"Gyeongsangnam-do",0,4.077538,4.094345,.0350877,.0350877,.0344863,0,0,0,0,,,1,1,0,0,-.02571677,-.03381793,.00381491
"2020-03-02","Gyeongsangnam-do","KOR",61,0,1,60,35.3,128.278,1,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,02mar2020,1,3,2020,2,"Gyeongsangnam-do",0,4.094345,4.110874,.0169492,.0169492,.0168071,0,0,0,0,,,1,1,0,0,-.01939354,-.03381793,-.02064689
"2020-03-03","Gyeongsangnam-do","KOR",63,0,1,62,35.3,128.278,2,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,03mar2020,2,3,2020,3,"Gyeongsangnam-do",0,4.127134,4.143135,.0333333,.0333333,.0327897,0,0,0,0,,,1,1,0,0,-.01532264,-.03381793,-.00833361
"2020-03-04","Gyeongsangnam-do","KOR",71,0,3,68,35.3,128.278,8,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,04mar2020,3,3,2020,4,"Gyeongsangnam-do",0,4.219508,4.26268,.0923734,.1290323,.0923734,0,0,0,0,,,1,1,0,0,.03950799,-.03381793,-.0041242
"2020-03-05","Gyeongsangnam-do","KOR",75,0,4,71,35.3,128.278,4,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,05mar2020,4,3,2020,5,"Gyeongsangnam-do",0,4.26268,4.317488,.0431724,.0588235,.0431724,0,0,0,0,,,1,1,0,0,-.01032901,-.03381793,-.00348821
"2020-03-06","Gyeongsangnam-do","KOR",78,0,4,74,35.3,128.278,3,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,06mar2020,5,3,2020,6,"Gyeongsangnam-do",0,4.304065,4.356709,.0413852,.0422535,.0413852,0,0,0,0,,,1,1,0,0,-.04950793,-.03381793,.03390352
"2020-03-07","Gyeongsangnam-do","KOR",79,0,4,75,35.3,128.278,1,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,07mar2020,6,3,2020,7,"Gyeongsangnam-do",0,4.317488,4.369448,.0135135,.0135135,.013423,0,0,0,0,,,1,1,0,0,-.04189163,-.03381793,-.00158444
"2020-03-08","Gyeongsangnam-do","KOR",79,0,4,75,35.3,128.278,0,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,08mar2020,0,3,2020,8,"Gyeongsangnam-do",0,4.317488,4.369448,0,0,0,0,0,0,0,,,1,1,0,0,-.06080449,-.03381793,.00381491
"2020-03-09","Gyeongsangnam-do","KOR",79,0,9,70,35.3,128.278,0,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,09mar2020,1,3,2020,9,"Gyeongsangnam-do",0,4.248495,4.369448,0,0,-.0689931,0,0,0,0,,,1,1,0,0,-.0363427,-.03381793,-.02064689
"2020-03-10","Gyeongsangnam-do","KOR",80,0,10,70,35.3,128.278,1,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"","",7,10mar2020,2,3,2020,10,"Gyeongsangnam-do",0,4.248495,4.382027,.0142857,.0142857,0,0,0,0,0,,,1,1,0,0,-.03437026,-.03381793,-.00833361
"2020-03-11","Gyeongsangnam-do","KOR",81,0,10,71,35.3,128.278,1,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,11mar2020,3,3,2020,11,"Gyeongsangnam-do",0,4.26268,4.394449,.0142857,.0142857,.014185,0,0,0,0,,,1,1,0,0,-.01779168,-.03381793,-.0041242
"2020-03-12","Gyeongsangnam-do","KOR",81,0,10,71,35.3,128.278,0,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,12mar2020,4,3,2020,12,"Gyeongsangnam-do",0,4.26268,4.394449,0,0,0,0,0,0,0,,,1,1,0,0,-.03271339,-.03381793,-.00348821
"2020-03-13","Gyeongsangnam-do","KOR",81,0,11,70,35.3,128.278,0,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,13mar2020,5,3,2020,13,"Gyeongsangnam-do",0,4.248495,4.394449,0,0,-.014185,0,0,0,0,,,1,1,0,0,-.07010512,-.03381793,.03390352
"2020-03-14","Gyeongsangnam-do","KOR",81,0,11,70,35.3,128.278,0,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,14mar2020,6,3,2020,14,"Gyeongsangnam-do",0,4.248495,4.394449,0,0,0,0,0,0,0,,,1,1,0,0,-.03461716,-.03381793,-.00158444
"2020-03-15","Gyeongsangnam-do","KOR",81,0,17,64,35.3,128.278,0,3358828,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"","",8,15mar2020,0,3,2020,15,"Gyeongsangnam-do",0,4.158883,4.394449,0,0,-.089612,0,0,0,0,,,1,1,0,0,-.04001651,-.03381793,.00381491
"2020-03-16","Gyeongsangnam-do","KOR",81,0,20,61,35.3,128.278,0,3358828,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",9,16mar2020,1,3,2020,16,"Gyeongsangnam-do",0,4.110874,4.394449,0,0,-.0480094,0,0,0,0,,,1,1,0,0,.00523327,-.03381793,-.02064689
"2020-03-17","Gyeongsangnam-do","KOR",82,0,22,60,35.3,128.278,1,3358828,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",9,17mar2020,2,3,2020,17,"Gyeongsangnam-do",0,4.094345,4.406719,.0163934,.0163934,-.0165291,0,0,0,0,,,1,1,0,0,.00931343,-.03381793,-.00833361
"2020-03-18","Gyeongsangnam-do","KOR",82,0,27,55,35.3,128.278,0,3358828,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",9,18mar2020,3,3,2020,18,"Gyeongsangnam-do",0,4.007333,4.406719,0,0,-.0870113,0,0,0,0,,,1,1,0,0,-.01128941,-.03381793,-.0041242
"2020-03-19","Gyeongsangnam-do","KOR",82,0,31,51,35.3,128.278,0,3358828,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",9,19mar2020,4,3,2020,19,"Gyeongsangnam-do",0,3.931826,4.406719,0,0,-.0755076,0,0,0,0,,,1,1,0,0,-.0119254,-.03381793,-.00348821
"2020-03-20","Gyeongsangnam-do","KOR",83,0,38,45,35.3,128.278,1,3358828,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",9,20mar2020,5,3,2020,20,"Gyeongsangnam-do",0,3.806663,4.41884,.0196078,.0196078,-.1251631,0,0,0,0,,,1,1,0,0,-.02970929,-.03381793,.03390352
"2020-03-21","Gyeongsangnam-do","KOR",84,0,40,44,35.3,128.278,1,3358828,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"","",9,21mar2020,6,3,2020,21,"Gyeongsangnam-do",0,3.78419,4.430817,.0222222,.0222222,-.0224729,0,0,0,0,,,1,1,0,0,.00839305,-.03381793,-.00158444
"2020-03-22","Gyeongsangnam-do","KOR",85,0,43,42,35.3,128.278,1,3358828,0,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",10,22mar2020,0,3,2020,22,"Gyeongsangnam-do",0,3.73767,4.442651,.0227273,.0227273,-.04652,0,0,1,0,,,1,1,0,1,.00876382,-.03381793,.00381491
"2020-03-23","Gyeongsangnam-do","KOR",86,0,46,40,35.3,128.278,1,3358828,0,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",10,23mar2020,1,3,2020,23,"Gyeongsangnam-do",0,3.688879,4.454347,.0238095,.0238095,-.0487902,0,0,0,0,,,1,1,0,1,.02399778,-.03381793,-.02064689
"2020-03-24","Gyeongsangnam-do","KOR",86,0,49,37,35.3,128.278,0,3358828,0,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",10,24mar2020,2,3,2020,24,"Gyeongsangnam-do",0,3.610918,4.454347,0,0,-.0779617,0,0,0,0,,,1,1,0,1,-.01212502,-.03381793,-.00833361
"2020-03-25","Gyeongsangnam-do","KOR",86,0,56,30,35.3,128.278,0,3358828,0,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",10,25mar2020,3,3,2020,25,"Gyeongsangnam-do",0,3.401197,4.454347,0,0,-.2097204,0,0,0,0,,,1,1,0,1,-.01633442,-.03381793,-.0041242
"2020-03-26","Gyeongsangnam-do","KOR",87,0,60,27,35.3,128.278,1,3358828,0,0,1,0,1,.25,1,1,1,6,1,1,1,1,"","",10,26mar2020,4,3,2020,26,"Gyeongsangnam-do",0,3.295837,4.465908,.0333333,.0333333,-.1053605,0,0,0,0,,,1,1,0,1,.01636292,-.03381793,-.00348821
"2020-03-27","Gyeongsangnam-do","KOR",87,0,61,26,35.3,128.278,0,3358828,0,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",10,27mar2020,5,3,2020,27,"Gyeongsangnam-do",0,3.258096,4.465908,0,0,-.0377405,0,0,0,1,,,1,1,0,1,-.02066689,-.03381793,.03390352
"2020-03-28","Gyeongsangnam-do","KOR",88,0,62,26,35.3,128.278,1,3358828,0,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",10,28mar2020,6,3,2020,28,"Gyeongsangnam-do",0,3.258096,4.477337,.0384615,.0384615,0,0,0,0,0,,,1,1,0,1,.01454234,-.03381793,-.00158444
"2020-03-29","Gyeongsangnam-do","KOR",91,0,63,28,35.3,128.278,3,3358828,0,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",10,29mar2020,0,3,2020,29,"Gyeongsangnam-do",0,3.332205,4.510859,.0741081,.1153846,.0741081,0,0,0,0,,,1,1,0,1,.04478957,-.03381793,.00381491
"2020-03-30","Gyeongsangnam-do","KOR",92,0,65,27,35.3,128.278,1,3358828,0,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",10,30mar2020,1,3,2020,30,"Gyeongsangnam-do",0,3.295837,4.521789,.0357143,.0357143,-.0363677,0,0,0,0,,,1,1,0,1,.03085753,-.03381793,-.02064689
"2020-03-31","Gyeongsangnam-do","KOR",95,0,65,30,35.3,128.278,3,3358828,0,0,1,0,1,.5,1,1,1,7,1,1,1,1,"","",10,31mar2020,2,3,2020,31,"Gyeongsangnam-do",0,3.401197,4.553877,.1053605,.1111111,.1053605,0,0,0,0,,,1,1,0,1,.08819048,-.03381793,-.00833361
"2020-04-01","Gyeongsangnam-do","KOR",101,0,68,33,35.3,128.278,6,3358828,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,01apr2020,3,4,2020,1,"Gyeongsangnam-do",0,3.496508,4.61512,.0953102,.2,.0953102,0,0,0,0,,,1,1,0,1,.06888576,-.03381793,-.0041242
"2020-04-02","Gyeongsangnam-do","KOR",102,0,68,34,35.3,128.278,1,3358828,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,02apr2020,4,4,2020,2,"Gyeongsangnam-do",0,3.526361,4.624973,.030303,.030303,.0298529,0,0,0,0,,,1,1,0,1,.00324259,-.03381793,-.00348821
"2020-04-03","Gyeongsangnam-do","KOR",104,0,72,32,35.3,128.278,2,3358828,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,03apr2020,5,4,2020,3,"Gyeongsangnam-do",0,3.465736,4.644391,.0588235,.0588235,-.0606246,0,0,0,0,,,1,1,0,1,-.00562864,-.03381793,.03390352
"2020-04-04","Gyeongsangnam-do","KOR",105,0,74,31,35.3,128.278,1,3358828,0,0,1,0,1,.75,1,1,1,7,1,1,1,1,"","",10,04apr2020,6,4,2020,4,"Gyeongsangnam-do",0,3.433987,4.65396,.03125,.03125,-.0317488,0,0,0,0,,,1,1,0,1,.00228579,-.03381793,-.00158444
"2020-04-05","Gyeongsangnam-do","KOR",107,0,76,31,35.3,128.278,2,3358828,0,0,1,0,1,1,1,1,1,7,1,1,1,1,"","",10,05apr2020,0,4,2020,5,"Gyeongsangnam-do",0,3.433987,4.672829,.0645161,.0645161,0,0,0,0,0,,,1,1,0,1,.02510755,-.03381793,.00381491
"2020-04-06","Gyeongsangnam-do","KOR",107,0,76,31,35.3,128.278,0,3358828,0,0,1,0,1,1,1,1,1,7,1,1,1,1,"","",10,06apr2020,1,4,2020,6,"Gyeongsangnam-do",0,3.433987,4.672829,0,0,0,0,0,0,0,,,1,1,0,1,-.01494678,-.03381793,-.02064689
"2020-03-02","Incheon","KOR",10,0,1,9,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,"","",8,02mar2020,1,3,2020,2,"Incheon",0,2.197225,2.302585,0,0,0,0,0,0,0,,,1,1,0,0,-.06822163,.09933585,-.02064689
"2020-03-03","Incheon","KOR",12,0,2,10,37.543,126.491,2,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,"","",8,03mar2020,2,3,2020,3,"Incheon",0,2.302585,2.484907,.1053605,.2222222,.1053605,0,0,0,0,,,1,1,0,0,.0248256,.09933585,-.00833361
"2020-03-04","Incheon","KOR",12,0,2,10,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,"","",8,04mar2020,3,3,2020,4,"Incheon",0,2.302585,2.484907,0,0,0,0,0,0,0,,,1,1,0,0,-.08474431,.09933585,-.0041242
"2020-03-05","Incheon","KOR",12,0,2,10,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,"","",8,05mar2020,4,3,2020,5,"Incheon",0,2.302585,2.484907,0,0,0,0,0,0,0,,,1,1,0,0,-.08538031,.09933585,-.00348821
"2020-03-06","Incheon","KOR",12,0,2,10,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,"","",8,06mar2020,5,3,2020,6,"Incheon",0,2.302585,2.484907,0,0,0,0,0,0,0,,,1,1,0,0,-.12277204,.09933585,.03390352
"2020-03-07","Incheon","KOR",12,0,2,10,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,"","",8,07mar2020,6,3,2020,7,"Incheon",0,2.302585,2.484907,0,0,0,0,0,0,0,,,1,1,0,0,-.08728408,.09933585,-.00158444
"2020-03-08","Incheon","KOR",12,0,2,10,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,"","",8,08mar2020,0,3,2020,8,"Incheon",0,2.302585,2.484907,0,0,0,0,0,0,0,,,1,1,0,0,-.09268343,.09933585,.00381491
"2020-03-09","Incheon","KOR",25,0,3,22,37.543,126.491,13,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,"","",8,09mar2020,1,3,2020,9,"Incheon",0,3.091043,3.218876,.7884574,1.3,.7884574,0,0,0,0,,,1,1,0,0,.72023576,.09933585,-.02064689
"2020-03-10","Incheon","KOR",25,0,3,22,37.543,126.491,0,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,0,"","",8,10mar2020,2,3,2020,10,"Incheon",0,3.091043,3.218876,0,0,0,0,0,0,0,,,1,1,0,0,-.08053491,.09933585,-.00833361
"2020-03-11","Incheon","KOR",26,0,4,22,37.543,126.491,1,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,1,"","",9,11mar2020,3,3,2020,11,"Incheon",0,3.091043,3.258096,.0454545,.0454545,0,0,0,0,0,,,1,1,0,0,-.01850178,.09933585,-.0041242
"2020-03-12","Incheon","KOR",27,0,4,23,37.543,126.491,1,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,1,"","",9,12mar2020,4,3,2020,12,"Incheon",0,3.135494,3.295837,.0444517,.0454545,.0444517,0,0,0,0,,,1,1,0,0,-.02014061,.09933585,-.00348821
"2020-03-13","Incheon","KOR",28,0,4,24,37.543,126.491,1,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,1,"","",9,13mar2020,5,3,2020,13,"Incheon",0,3.178054,3.332205,.0425596,.0434783,.0425596,0,0,0,0,,,1,1,0,0,-.05942443,.09933585,.03390352
"2020-03-14","Incheon","KOR",29,0,4,25,37.543,126.491,1,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,1,"","",9,14mar2020,6,3,2020,14,"Incheon",0,3.218876,3.367296,.040822,.0416667,.040822,0,0,0,0,,,1,1,0,0,-.02567407,.09933585,-.00158444
"2020-03-15","Incheon","KOR",30,0,4,26,37.543,126.491,1,2954955,0,0,1,1,0,0,1,1,1,5,1,1,1,1,"","",9,15mar2020,0,3,2020,15,"Incheon",0,3.258096,3.401197,.04,.04,.0392206,0,0,0,0,,,1,1,0,0,-.03189545,.09933585,.00381491
"2020-03-16","Incheon","KOR",31,0,5,26,37.543,126.491,1,2954955,0,0,1,1,1,0,1,1,1,5,1,1,1,1,"","",10,16mar2020,1,3,2020,16,"Incheon",0,3.258096,3.433987,.0384615,.0384615,0,0,0,0,0,,,1,1,0,0,.01181587,.09933585,-.02064689
"2020-03-17","Incheon","KOR",32,0,6,26,37.543,126.491,1,2954955,0,0,1,1,1,0,1,1,1,5,1,1,1,1,"","",10,17mar2020,2,3,2020,17,"Incheon",0,3.258096,3.465736,.0384615,.0384615,0,0,0,0,0,,,1,1,0,0,-.0004974,.09933585,-.00833361
"2020-03-18","Incheon","KOR",32,0,6,26,37.543,126.491,0,2954955,0,0,1,1,1,0,1,1,1,5,1,1,1,1,"","",10,18mar2020,3,3,2020,18,"Incheon",0,3.258096,3.465736,0,0,0,0,0,0,0,,,1,1,0,0,-.04316835,.09933585,-.0041242
"2020-03-19","Incheon","KOR",39,0,7,32,37.543,126.491,7,2954955,0,0,1,1,1,0,1,1,1,5,1,1,1,1,"","",10,19mar2020,4,3,2020,19,"Incheon",0,3.465736,3.663562,.2076395,.2692308,.2076395,0,0,0,0,,,1,1,0,0,.16383512,.09933585,-.00348821
"2020-03-20","Incheon","KOR",40,0,7,33,37.543,126.491,1,2954955,0,0,1,1,1,0,1,1,1,5,1,1,1,1,"","",10,20mar2020,5,3,2020,20,"Incheon",0,3.496508,3.688879,.03125,.03125,.0307717,0,0,0,0,,,1,1,0,0,-.04994607,.09933585,.03390352
