bundesland,refdatum,case_count,adm1_name,date,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,home_isolation,travel_ban_local,travel_ban_intl,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_ger_1,p_ger_2,p_ger_3,p_ger_4,p_ger_5,p_ger_6,p_ger_7
"Brandenburg","2020/03/08 00:00:00",12,"Brandenburg","2020-03-08",63,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,08mar2020,0,3,2020,8,"Brandenburg",0,12,2.484907,.2876821,,,1,0,1,0,0,0,1
"Brandenburg","2020/03/09 00:00:00",30,"Brandenburg","2020-03-09",93,"2","0","1","0","0","1","0","1","0","0","2","1","2",1,0,1,0,1,0,1,09mar2020,1,3,2020,9,"Brandenburg",0,30,3.401197,.9162908,,,1,0,1,0,1,0,1
"Brandenburg","2020/03/10 00:00:00",25,"Brandenburg","2020-03-10",118,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,10mar2020,2,3,2020,10,"Brandenburg",0,25,3.218876,,,,1,0,1,1,1,0,1
"Brandenburg","2020/03/11 00:00:00",38,"Brandenburg","2020-03-11",156,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,11mar2020,3,3,2020,11,"Brandenburg",0,38,3.637586,.4187102,,,1,0,1,1,1,0,1
"Brandenburg","2020/03/12 00:00:00",58,"Brandenburg","2020-03-12",214,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,12mar2020,4,3,2020,12,"Brandenburg",0,58,4.060443,.4228568,,,1,0,1,1,1,0,1
"Brandenburg","2020/03/13 00:00:00",66,"Brandenburg","2020-03-13",280,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,13mar2020,5,3,2020,13,"Brandenburg",0,66,4.189655,.1292119,,,1,0,1,1,1,0,1
"Brandenburg","2020/03/14 00:00:00",60,"Brandenburg","2020-03-14",340,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,14mar2020,6,3,2020,14,"Brandenburg",0,60,4.094345,,,,1,0,1,1,1,0,1
"Brandenburg","2020/03/15 00:00:00",56,"Brandenburg","2020-03-15",396,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,15mar2020,0,3,2020,15,"Brandenburg",0,56,4.025352,,,,1,0,1,1,1,0,1
"Brandenburg","2020/03/16 00:00:00",79,"Brandenburg","2020-03-16",475,"3","0","2","1","0","1","0","3","2","0","2","1","2",1,0,1,1,1,0,1,16mar2020,1,3,2020,16,"Brandenburg",0,79,4.369448,.3440962,,,1,0,1,1,1,0,1
"Brandenburg","2020/03/17 00:00:00",59,"Brandenburg","2020-03-17",534,"3","0","2","1","0","1","0","3","2","0","2","1","2",1,0,1,1,1,0,1,17mar2020,2,3,2020,17,"Brandenburg",0,59,4.077538,,,,1,0,1,1,1,0,1
"Brandenburg","2020/03/18 00:00:00",75,"Brandenburg","2020-03-18",609,"3","0","2","1","0","1","1","4","2","0","2","1","1",1,0,1,1,1,1,1,18mar2020,3,3,2020,18,"Brandenburg",0,75,4.317488,.2399507,,,1,0,1,1,1,1,1
"Brandenburg","2020/03/19 00:00:00",65,"Brandenburg","2020-03-19",674,"3","0","2","1","0","1","2","4","2","0","2","1","1",1,0,1,1,1,1,1,19mar2020,4,3,2020,19,"Brandenburg",0,65,4.174387,,,,1,0,1,1,1,1,1
"Brandenburg","2020/03/20 00:00:00",78,"Brandenburg","2020-03-20",752,"3","0","2","1","0","1","2","4","2","0","2","1","1",1,0,1,1,1,1,1,20mar2020,5,3,2020,20,"Brandenburg",0,78,4.356709,.1823215,,,1,0,1,1,1,1,1
"Brandenburg","2020/03/21 00:00:00",56,"Brandenburg","2020-03-21",808,"3","0","2","4","0","2","2","4","2","0","2","1","1",1,0,1,1,1,1,1,21mar2020,6,3,2020,21,"Brandenburg",0,56,4.025352,,,,1,0,1,1,1,1,1
"Brandenburg","2020/03/22 00:00:00",56,"Brandenburg","2020-03-22",864,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Brandenburg",0,56,4.025352,0,,,1,1,1,1,1,1,1
"Brandenburg","2020/03/23 00:00:00",79,"Brandenburg","2020-03-23",943,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Brandenburg",0,79,4.369448,.3440962,,,1,1,1,1,1,1,1
"Brandenburg","2020/03/24 00:00:00",61,"Brandenburg","2020-03-24",1004,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Brandenburg",0,61,4.110874,,,,1,1,1,1,1,1,1
"Brandenburg","2020/03/25 00:00:00",53,"Brandenburg","2020-03-25",1057,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Brandenburg",0,53,3.970292,,,,1,1,1,1,1,1,1
"Brandenburg","2020/03/26 00:00:00",61,"Brandenburg","2020-03-26",1118,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"Brandenburg",0,61,4.110874,.1405818,,,1,1,1,1,1,1,1
"Brandenburg","2020/03/27 00:00:00",63,"Brandenburg","2020-03-27",1181,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"Brandenburg",0,63,4.143135,.0322609,,,1,1,1,1,1,1,1
"Brandenburg","2020/03/28 00:00:00",67,"Brandenburg","2020-03-28",1248,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"Brandenburg",0,67,4.204693,.0615582,,,1,1,1,1,1,1,1
"Brandenburg","2020/03/29 00:00:00",51,"Brandenburg","2020-03-29",1299,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"Brandenburg",0,51,3.931826,,,,1,1,1,1,1,1,1
"Brandenburg","2020/03/30 00:00:00",66,"Brandenburg","2020-03-30",1365,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"Brandenburg",0,66,4.189655,.2578292,,,1,1,1,1,1,1,1
"Brandenburg","2020/03/31 00:00:00",65,"Brandenburg","2020-03-31",1430,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"Brandenburg",0,65,4.174387,,,,1,1,1,1,1,1,1
"Brandenburg","2020/04/01 00:00:00",76,"Brandenburg","2020-04-01",1506,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"Brandenburg",0,76,4.330733,.1563458,,,1,1,1,1,1,1,1
"Brandenburg","2020/04/02 00:00:00",89,"Brandenburg","2020-04-02",1595,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,02apr2020,4,4,2020,2,"Brandenburg",0,89,4.488636,.1579032,,,1,1,1,1,1,1,1
"Brandenburg","2020/04/03 00:00:00",106,"Brandenburg","2020-04-03",1701,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,03apr2020,5,4,2020,3,"Brandenburg",0,106,4.663439,.1748028,,,1,1,1,1,1,1,1
"Brandenburg","2020/04/04 00:00:00",51,"Brandenburg","2020-04-04",1752,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,04apr2020,6,4,2020,4,"Brandenburg",0,51,3.931826,,,,1,1,1,1,1,1,1
"Brandenburg","2020/04/05 00:00:00",50,"Brandenburg","2020-04-05",1802,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,05apr2020,0,4,2020,5,"Brandenburg",0,50,3.912023,,,,1,1,1,1,1,1,1
"Brandenburg","2020/04/06 00:00:00",74,"Brandenburg","2020-04-06",1876,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,06apr2020,1,4,2020,6,"Brandenburg",0,74,4.304065,.3920422,,,1,1,1,1,1,1,1
"Bremen","2020/02/26 00:00:00",1,"Bremen","2020-02-26",,"2","0","0","0","0","0","0","0","0","0","2","1","2",1,0,0,0,0,0,0,26feb2020,3,2,2020,26,"Bremen",0,,,,,,1,0,0,0,0,0,0
"Bremen","2020/02/28 00:00:00",1,"Bremen","2020-02-28",,"2","0","0","0","0","0","0","1","0","0","2","1","2",1,0,0,0,0,0,1,28feb2020,5,2,2020,28,"Bremen",0,,,,,,1,0,0,0,0,0,1
"Bremen","2020/02/29 00:00:00",1,"Bremen","2020-02-29",,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,29feb2020,6,2,2020,29,"Bremen",0,,,,,,1,0,1,0,0,0,1
"Bremen","2020/03/01 00:00:00",2,"Bremen","2020-03-01",,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,01mar2020,0,3,2020,1,"Bremen",0,,,,,,1,0,1,0,0,0,1
"Bremen","2020/03/02 00:00:00",1,"Bremen","2020-03-02",,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,02mar2020,1,3,2020,2,"Bremen",0,,,,,,1,0,1,0,0,0,1
"Bremen","2020/03/03 00:00:00",1,"Bremen","2020-03-03",,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,03mar2020,2,3,2020,3,"Bremen",0,,,,,,1,0,1,0,0,0,1
"Bremen","2020/03/04 00:00:00",1,"Bremen","2020-03-04",,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,04mar2020,3,3,2020,4,"Bremen",0,,,,,,1,0,1,0,0,0,1
"Bremen","2020/03/05 00:00:00",2,"Bremen","2020-03-05",10,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,05mar2020,4,3,2020,5,"Bremen",0,,,,,,1,0,1,0,0,0,1
"Bremen","2020/03/06 00:00:00",2,"Bremen","2020-03-06",12,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,06mar2020,5,3,2020,6,"Bremen",0,2,.6931472,,,,1,0,1,0,0,0,1
"Bremen","2020/03/07 00:00:00",9,"Bremen","2020-03-07",21,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,07mar2020,6,3,2020,7,"Bremen",0,9,2.197225,1.504077,,,1,0,1,0,0,0,1
"Bremen","2020/03/08 00:00:00",12,"Bremen","2020-03-08",33,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,08mar2020,0,3,2020,8,"Bremen",0,12,2.484907,.2876821,,,1,0,1,0,0,0,1
"Bremen","2020/03/09 00:00:00",9,"Bremen","2020-03-09",42,"2","0","1","0","0","1","0","1","0","0","2","1","2",1,0,1,0,1,0,1,09mar2020,1,3,2020,9,"Bremen",0,9,2.197225,,,,1,0,1,0,1,0,1
"Bremen","2020/03/10 00:00:00",15,"Bremen","2020-03-10",57,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,10mar2020,2,3,2020,10,"Bremen",0,15,2.70805,.5108256,,,1,0,1,1,1,0,1
"Bremen","2020/03/11 00:00:00",21,"Bremen","2020-03-11",78,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,11mar2020,3,3,2020,11,"Bremen",0,21,3.044523,.3364723,,,1,0,1,1,1,0,1
"Bremen","2020/03/12 00:00:00",24,"Bremen","2020-03-12",102,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,12mar2020,4,3,2020,12,"Bremen",0,24,3.178054,.1335313,,,1,0,1,1,1,0,1
"Bremen","2020/03/13 00:00:00",18,"Bremen","2020-03-13",120,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,13mar2020,5,3,2020,13,"Bremen",0,18,2.890372,,,,1,0,1,1,1,0,1
"Bremen","2020/03/14 00:00:00",18,"Bremen","2020-03-14",138,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,14mar2020,6,3,2020,14,"Bremen",0,18,2.890372,0,,,1,0,1,1,1,0,1
"Bremen","2020/03/15 00:00:00",25,"Bremen","2020-03-15",163,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,15mar2020,0,3,2020,15,"Bremen",0,25,3.218876,.3285041,,,1,0,1,1,1,0,1
"Bremen","2020/03/16 00:00:00",23,"Bremen","2020-03-16",186,"3","0","2","1","0","1","0","3","2","0","2","1","2",1,0,1,1,1,0,1,16mar2020,1,3,2020,16,"Bremen",0,23,3.135494,,,,1,0,1,1,1,0,1
"Bremen","2020/03/17 00:00:00",16,"Bremen","2020-03-17",202,"3","0","2","1","0","1","0","3","2","0","2","1","2",1,0,1,1,1,0,1,17mar2020,2,3,2020,17,"Bremen",0,16,2.772589,,,,1,0,1,1,1,0,1
"Bremen","2020/03/18 00:00:00",16,"Bremen","2020-03-18",218,"3","0","2","1","0","1","1","4","2","0","2","1","1",1,0,1,1,1,1,1,18mar2020,3,3,2020,18,"Bremen",0,16,2.772589,0,,,1,0,1,1,1,1,1
"Bremen","2020/03/19 00:00:00",22,"Bremen","2020-03-19",240,"3","0","2","1","0","1","2","4","2","0","2","1","1",1,0,1,1,1,1,1,19mar2020,4,3,2020,19,"Bremen",0,22,3.091043,.3184538,,,1,0,1,1,1,1,1
"Bremen","2020/03/20 00:00:00",16,"Bremen","2020-03-20",256,"3","0","2","1","0","1","2","4","2","0","2","1","1",1,0,1,1,1,1,1,20mar2020,5,3,2020,20,"Bremen",0,16,2.772589,,,,1,0,1,1,1,1,1
"Bremen","2020/03/21 00:00:00",11,"Bremen","2020-03-21",267,"3","0","2","4","0","2","2","4","2","0","2","1","1",1,0,1,1,1,1,1,21mar2020,6,3,2020,21,"Bremen",0,11,2.397895,,,,1,0,1,1,1,1,1
"Bremen","2020/03/22 00:00:00",8,"Bremen","2020-03-22",275,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Bremen",0,8,2.079442,,,,1,1,1,1,1,1,1
"Bremen","2020/03/23 00:00:00",16,"Bremen","2020-03-23",291,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Bremen",0,16,2.772589,.6931472,,,1,1,1,1,1,1,1
"Bremen","2020/03/24 00:00:00",11,"Bremen","2020-03-24",302,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Bremen",0,11,2.397895,,,,1,1,1,1,1,1,1
"Bremen","2020/03/25 00:00:00",10,"Bremen","2020-03-25",312,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Bremen",0,10,2.302585,,,,1,1,1,1,1,1,1
"Bremen","2020/03/26 00:00:00",16,"Bremen","2020-03-26",328,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"Bremen",0,16,2.772589,.4700036,,,1,1,1,1,1,1,1
"Bremen","2020/03/27 00:00:00",11,"Bremen","2020-03-27",339,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"Bremen",0,11,2.397895,,,,1,1,1,1,1,1,1
"Bremen","2020/03/28 00:00:00",13,"Bremen","2020-03-28",352,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"Bremen",0,13,2.564949,.1670539,,,1,1,1,1,1,1,1
"Bremen","2020/03/29 00:00:00",4,"Bremen","2020-03-29",356,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"Bremen",0,4,1.386294,,,,1,1,1,1,1,1,1
"Bremen","2020/03/30 00:00:00",11,"Bremen","2020-03-30",367,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"Bremen",0,11,2.397895,1.011601,,,1,1,1,1,1,1,1
"Bremen","2020/03/31 00:00:00",11,"Bremen","2020-03-31",378,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"Bremen",0,11,2.397895,0,,,1,1,1,1,1,1,1
"Bremen","2020/04/01 00:00:00",16,"Bremen","2020-04-01",394,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,01apr2020,3,4,2020,1,"Bremen",0,16,2.772589,.3746934,,,1,1,1,1,1,1,1
"Bremen","2020/04/02 00:00:00",13,"Bremen","2020-04-02",407,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,02apr2020,4,4,2020,2,"Bremen",0,13,2.564949,,,,1,1,1,1,1,1,1
"Bremen","2020/04/03 00:00:00",13,"Bremen","2020-04-03",420,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,03apr2020,5,4,2020,3,"Bremen",0,13,2.564949,0,,,1,1,1,1,1,1,1
"Bremen","2020/04/04 00:00:00",9,"Bremen","2020-04-04",429,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,04apr2020,6,4,2020,4,"Bremen",0,9,2.197225,,,,1,1,1,1,1,1,1
"Bremen","2020/04/05 00:00:00",11,"Bremen","2020-04-05",440,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,05apr2020,0,4,2020,5,"Bremen",0,11,2.397895,.2006707,,,1,1,1,1,1,1,1
"Bremen","2020/04/06 00:00:00",13,"Bremen","2020-04-06",453,"3","2","2","4","0","2","2","4","2","1","2","1","1",1,1,1,1,1,1,1,06apr2020,1,4,2020,6,"Bremen",0,13,2.564949,.1670539,,,1,1,1,1,1,1,1
"Hamburg","2020/02/24 00:00:00",1,"Hamburg","2020-02-24",,"0","0","0","0","0","0","0","0","0","0","2","1","2",0,0,0,0,0,0,0,24feb2020,1,2,2020,24,"Hamburg",0,,,,,,0,0,0,0,0,0,0
"Hamburg","2020/02/26 00:00:00",1,"Hamburg","2020-02-26",,"2","0","0","0","0","0","0","0","0","0","2","1","2",1,0,0,0,0,0,0,26feb2020,3,2,2020,26,"Hamburg",0,,,,,,1,0,0,0,0,0,0
"Hamburg","2020/02/27 00:00:00",3,"Hamburg","2020-02-27",,"2","0","0","0","0","0","0","0","0","0","2","1","2",1,0,0,0,0,0,0,27feb2020,4,2,2020,27,"Hamburg",0,,,,,,1,0,0,0,0,0,0
"Hamburg","2020/02/28 00:00:00",3,"Hamburg","2020-02-28",10,"2","0","0","0","0","0","0","1","0","0","2","1","2",1,0,0,0,0,0,1,28feb2020,5,2,2020,28,"Hamburg",0,,,,,,1,0,0,0,0,0,1
"Hamburg","2020/02/29 00:00:00",3,"Hamburg","2020-02-29",13,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,29feb2020,6,2,2020,29,"Hamburg",0,3,1.098612,,,,1,0,1,0,0,0,1
"Hamburg","2020/03/01 00:00:00",5,"Hamburg","2020-03-01",18,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,01mar2020,0,3,2020,1,"Hamburg",0,5,1.609438,.5108256,,,1,0,1,0,0,0,1
"Hamburg","2020/03/02 00:00:00",4,"Hamburg","2020-03-02",22,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,02mar2020,1,3,2020,2,"Hamburg",0,4,1.386294,,,,1,0,1,0,0,0,1
"Hamburg","2020/03/03 00:00:00",9,"Hamburg","2020-03-03",31,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,03mar2020,2,3,2020,3,"Hamburg",0,9,2.197225,.8109303,,,1,0,1,0,0,0,1
"Hamburg","2020/03/04 00:00:00",15,"Hamburg","2020-03-04",46,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,04mar2020,3,3,2020,4,"Hamburg",0,15,2.70805,.5108256,,,1,0,1,0,0,0,1
"Hamburg","2020/03/05 00:00:00",16,"Hamburg","2020-03-05",62,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,05mar2020,4,3,2020,5,"Hamburg",0,16,2.772589,.0645385,,,1,0,1,0,0,0,1
"Hamburg","2020/03/06 00:00:00",35,"Hamburg","2020-03-06",97,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,06mar2020,5,3,2020,6,"Hamburg",0,35,3.555348,.7827594,,,1,0,1,0,0,0,1
"Hamburg","2020/03/07 00:00:00",37,"Hamburg","2020-03-07",134,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,07mar2020,6,3,2020,7,"Hamburg",0,37,3.610918,.0555696,,,1,0,1,0,0,0,1
"Hamburg","2020/03/08 00:00:00",35,"Hamburg","2020-03-08",169,"2","0","1","0","0","0","0","1","0","0","2","1","2",1,0,1,0,0,0,1,08mar2020,0,3,2020,8,"Hamburg",0,35,3.555348,,,,1,0,1,0,0,0,1
"Hamburg","2020/03/09 00:00:00",58,"Hamburg","2020-03-09",227,"2","0","1","0","0","1","0","1","0","0","2","1","2",1,0,1,0,1,0,1,09mar2020,1,3,2020,9,"Hamburg",0,58,4.060443,.5050948,,,1,0,1,0,1,0,1
"Hamburg","2020/03/10 00:00:00",78,"Hamburg","2020-03-10",305,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,10mar2020,2,3,2020,10,"Hamburg",0,78,4.356709,.2962661,,,1,0,1,1,1,0,1
"Hamburg","2020/03/11 00:00:00",89,"Hamburg","2020-03-11",394,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,11mar2020,3,3,2020,11,"Hamburg",0,89,4.488636,.1319275,,,1,0,1,1,1,0,1
"Hamburg","2020/03/12 00:00:00",123,"Hamburg","2020-03-12",517,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,12mar2020,4,3,2020,12,"Hamburg",0,123,4.812184,.3235478,,,1,0,1,1,1,0,1
"Hamburg","2020/03/13 00:00:00",137,"Hamburg","2020-03-13",654,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,13mar2020,5,3,2020,13,"Hamburg",0,137,4.919981,.1077967,,,1,0,1,1,1,0,1
"Hamburg","2020/03/14 00:00:00",164,"Hamburg","2020-03-14",818,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,14mar2020,6,3,2020,14,"Hamburg",0,164,5.099866,.1798854,,,1,0,1,1,1,0,1
"Hamburg","2020/03/15 00:00:00",181,"Hamburg","2020-03-15",999,"2","0","2","1","0","1","0","1","0","0","2","1","2",1,0,1,1,1,0,1,15mar2020,0,3,2020,15,"Hamburg",0,181,5.198497,.0986304,,,1,0,1,1,1,0,1
"Hamburg","2020/03/16 00:00:00",191,"Hamburg","2020-03-16",1190,"3","0","2","1","0","1","0","3","2","0","2","1","2",1,0,1,1,1,0,1,16mar2020,1,3,2020,16,"Hamburg",0,191,5.252274,.0537767,,,1,0,1,1,1,0,1
"Hamburg","2020/03/17 00:00:00",180,"Hamburg","2020-03-17",1370,"3","0","2","1","0","1","0","3","2","0","2","1","2",1,0,1,1,1,0,1,17mar2020,2,3,2020,17,"Hamburg",0,180,5.192957,,,,1,0,1,1,1,0,1
"Hamburg","2020/03/18 00:00:00",156,"Hamburg","2020-03-18",1526,"3","0","2","1","0","1","1","4","2","0","2","1","1",1,0,1,1,1,1,1,18mar2020,3,3,2020,18,"Hamburg",0,156,5.049856,,,,1,0,1,1,1,1,1
"Hamburg","2020/03/19 00:00:00",116,"Hamburg","2020-03-19",1642,"3","0","2","1","0","1","2","4","2","0","2","1","1",1,0,1,1,1,1,1,19mar2020,4,3,2020,19,"Hamburg",0,116,4.75359,,,,1,0,1,1,1,1,1
"Hamburg","2020/03/20 00:00:00",140,"Hamburg","2020-03-20",1782,"3","0","2","1","0","1","2","4","2","0","2","1","1",1,0,1,1,1,1,1,20mar2020,5,3,2020,20,"Hamburg",0,140,4.941642,.1880522,,,1,0,1,1,1,1,1
"Hamburg","2020/03/21 00:00:00",120,"Hamburg","2020-03-21",1902,"3","0","2","4","0","2","2","4","2","0","2","1","1",1,0,1,1,1,1,1,21mar2020,6,3,2020,21,"Hamburg",0,120,4.787492,,,,1,0,1,1,1,1,1
"Hamburg","2020/03/22 00:00:00",95,"Hamburg","2020-03-22",1997,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Hamburg",0,95,4.553877,,,,1,1,1,1,1,1,1
"Hamburg","2020/03/23 00:00:00",145,"Hamburg","2020-03-23",2142,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Hamburg",0,145,4.976734,.4228568,,,1,1,1,1,1,1,1
"Hamburg","2020/03/24 00:00:00",123,"Hamburg","2020-03-24",2265,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Hamburg",0,123,4.812184,,,,1,1,1,1,1,1,1
"Hamburg","2020/03/25 00:00:00",120,"Hamburg","2020-03-25",2385,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Hamburg",0,120,4.787492,,,,1,1,1,1,1,1,1
"Hamburg","2020/03/26 00:00:00",119,"Hamburg","2020-03-26",2504,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,26mar2020,4,3,2020,26,"Hamburg",0,119,4.779123,,,,1,1,1,1,1,1,1
"Hamburg","2020/03/27 00:00:00",137,"Hamburg","2020-03-27",2641,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,27mar2020,5,3,2020,27,"Hamburg",0,137,4.919981,.1408577,,,1,1,1,1,1,1,1
"Hamburg","2020/03/28 00:00:00",104,"Hamburg","2020-03-28",2745,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,28mar2020,6,3,2020,28,"Hamburg",0,104,4.644391,,,,1,1,1,1,1,1,1
"Hamburg","2020/03/29 00:00:00",72,"Hamburg","2020-03-29",2817,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,29mar2020,0,3,2020,29,"Hamburg",0,72,4.276666,,,,1,1,1,1,1,1,1
"Hamburg","2020/03/30 00:00:00",85,"Hamburg","2020-03-30",2902,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,30mar2020,1,3,2020,30,"Hamburg",0,85,4.442651,.1659851,,,1,1,1,1,1,1,1
"Hamburg","2020/03/31 00:00:00",117,"Hamburg","2020-03-31",3019,"3","2","2","4","0","2","2","4","2","0","2","1","1",1,1,1,1,1,1,1,31mar2020,2,3,2020,31,"Hamburg",0,117,4.762174,.3195229,,,1,1,1,1,1,1,1
