date,adm1_name,adm0_name,cum_confirmed_cases,cum_deaths,cum_recoveries,active_cases,lat,lon,active_cases_new,population,business_closure_opt,emergency_declaration,event_cancel,no_demonstration,no_gathering_opt,pos_cases_quarantine,religious_closure,school_closure,social_distance_opt,testing_regime,travel_ban_intl_in_opt,travel_ban_intl_out_opt,welfare_services_closure,work_from_home_opt,travel_ban_intl_in_opt_country_l,travel_ban_intl_out_opt_country_,policies_enacted,t,dow,month,year,day,adm1_id,longest_series,l_active_cases,l_cum_confirmed_cases,D_l_active_cases,transmissionrate,D_l_active_cases_raw,testing_change_kor_20feb2020,testing_change_kor_29feb2020,testing_change_kor_22mar2020,testing_change_kor_27mar2020,sample_avg,day_avg,p_kor_1,p_kor_2,p_kor_3,p_kor_4,_reghdfe_resid,__hdfe1__,__hdfe2__,country,D_l_cum_confirmed_cases,travel_ban_local_opt,no_gathering,travel_ban_intl_out,work_from_home,home_isolation,cum_confirmed_cases_imputed,testing_change_irn_13mar2020,travel_ban_local_opt_natl,school_closure_natl,p_irn_1,p_irn_2
2020-03-26,Gangwon-do,KOR,31,1,18,12,37.717,128.281,1,1539521,0,0,1,0,1,0.25,0,1,1,6,1,1,1,1,NA,NA,9,26mar2020,4,3,2020,26,Gangwon-do,0,2.484907,3.433987,0.0714286,0.0714286,-0.1541507,0,0,0,0,NA,NA,1,1,0,1,0.04781155,-0.12844618,-0.00348821,KOR,0.0714286,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-27,Gangwon-do,KOR,32,1,20,11,37.717,128.281,1,1539521,0,0,1,0,1,0.5,0,1,1,7,1,1,1,1,NA,NA,9,27mar2020,5,3,2020,27,Gangwon-do,0,2.397895,3.465736,0.0833333,0.0833333,-0.0870113,0,0,0,1,NA,NA,1,1,0,1,0.05601984,-0.12844618,0.03390352,KOR,0.0833333,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-28,Gangwon-do,KOR,34,1,20,13,37.717,128.281,2,1539521,0,0,1,0,1,0.5,0,1,1,7,1,1,1,1,NA,NA,9,28mar2020,6,3,2020,28,Gangwon-do,0,2.564949,3.526361,0.1670539,0.1818182,0.1670539,0,0,0,0,NA,NA,1,1,0,1,0.13648813,-0.12844618,-0.00158444,KOR,0.1670539,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-29,Gangwon-do,KOR,36,1,21,14,37.717,128.281,2,1539521,0,0,1,0,1,0.5,0,1,1,7,1,1,1,1,NA,NA,9,29mar2020,0,3,2020,29,Gangwon-do,0,2.639057,3.583519,0.0741081,0.1538462,0.0741081,0,0,0,0,NA,NA,1,1,0,1,0.03814296,-0.12844618,0.00381491,KOR,0.0741081,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-30,Gangwon-do,KOR,36,1,21,14,37.717,128.281,0,1539521,0,0,1,0,1,0.5,0,1,1,7,1,1,1,1,NA,NA,9,30mar2020,1,3,2020,30,Gangwon-do,0,2.639057,3.583519,0,0,0,0,0,0,0,NA,NA,1,1,0,1,-0.01150336,-0.12844618,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-31,Gangwon-do,KOR,36,1,23,12,37.717,128.281,0,1539521,0,0,1,0,1,0.5,0,1,1,7,1,1,1,1,NA,NA,9,31mar2020,2,3,2020,31,Gangwon-do,0,2.484907,3.583519,0,0,-0.1541507,0,0,0,0,NA,NA,1,1,0,1,-0.02381664,-0.12844618,-0.00833361,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-04-01,Gangwon-do,KOR,38,1,23,14,37.717,128.281,2,1539521,0,0,1,0,1,0.75,0,1,1,7,1,1,1,1,NA,NA,9,01apr2020,3,4,2020,1,Gangwon-do,0,2.639057,3.637586,0.1541507,0.1666667,0.1541507,0,0,0,0,NA,NA,1,1,0,1,0.12107967,-0.12844618,-0.0041242,KOR,0.1541507,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-04-02,Gangwon-do,KOR,39,1,23,15,37.717,128.281,1,1539521,0,0,1,0,1,0.75,0,1,1,7,1,1,1,1,NA,NA,9,02apr2020,4,4,2020,2,Gangwon-do,0,2.70805,3.663562,0.0689929,0.0714286,0.0689929,0,0,0,0,NA,NA,1,1,0,1,0.03528581,-0.12844618,-0.00348821,KOR,0.0689929,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-04-03,Gangwon-do,KOR,41,1,23,17,37.717,128.281,2,1539521,0,0,1,0,1,0.75,0,1,1,7,1,1,1,1,NA,NA,9,03apr2020,5,4,2020,3,Gangwon-do,0,2.833213,3.713572,0.1251631,0.1333333,0.1251631,0,0,0,0,NA,NA,1,1,0,1,0.0540643,-0.12844618,0.03390352,KOR,0.1251631,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-04-04,Gangwon-do,KOR,42,1,23,18,37.717,128.281,1,1539521,0,0,1,0,1,0.75,0,1,1,7,1,1,1,1,NA,NA,9,04apr2020,6,4,2020,4,Gangwon-do,0,2.890372,3.73767,0.0571585,0.0588235,0.0571585,0,0,0,0,NA,NA,1,1,0,1,0.02154765,-0.12844618,-0.00158444,KOR,0.0571585,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-04-05,Gangwon-do,KOR,45,1,24,20,37.717,128.281,3,1539521,0,0,1,0,1,1,0,1,1,7,1,1,1,1,NA,NA,9,05apr2020,0,4,2020,5,Gangwon-do,0,2.995732,3.806663,0.1053605,0.1666667,0.1053605,0,0,0,0,NA,NA,1,1,0,1,0.05930533,-0.12844618,0.00381491,KOR,0.1053605,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-04-06,Gangwon-do,KOR,45,1,24,20,37.717,128.281,0,1539521,0,0,1,0,1,1,0,1,1,7,1,1,1,1,NA,NA,9,06apr2020,1,4,2020,6,Gangwon-do,0,2.995732,3.806663,0,0,0,0,0,0,0,NA,NA,1,1,0,1,-0.02159338,-0.12844618,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-03,Gwangju,KOR,12,0,2,10,35.134,126.855,0,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,03mar2020,2,3,2020,3,Gwangju,0,2.302585,2.484907,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.0609385,-0.02153541,-0.00833361,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-04,Gwangju,KOR,13,0,2,11,35.134,126.855,1,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,04mar2020,3,3,2020,4,Gwangju,0,2.397895,2.564949,0.0953102,0.1,0.0953102,0,0,0,0,NA,NA,1,1,0,0,0.03016231,-0.02153541,-0.0041242,KOR,0.0953102,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-05,Gwangju,KOR,13,0,2,11,35.134,126.855,0,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,05mar2020,4,3,2020,5,Gwangju,0,2.397895,2.564949,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.06578389,-0.02153541,-0.00348821,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-06,Gwangju,KOR,13,0,3,10,35.134,126.855,0,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,06mar2020,5,3,2020,6,Gwangju,0,2.302585,2.564949,0,0,-0.0953102,0,0,0,0,NA,NA,1,1,0,0,-0.10317563,-0.02153541,0.03390352,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-07,Gwangju,KOR,14,0,3,11,35.134,126.855,1,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,07mar2020,6,3,2020,7,Gwangju,0,2.397895,2.639057,0.0953102,0.1,0.0953102,0,0,0,0,NA,NA,1,1,0,0,0.02762255,-0.02153541,-0.00158444,KOR,0.0953102,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-08,Gwangju,KOR,15,0,3,12,35.134,126.855,1,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,08mar2020,0,3,2020,8,Gwangju,0,2.484907,2.70805,0.0870113,0.0909091,0.0870113,0,0,0,0,NA,NA,1,1,0,0,0.01392432,-0.02153541,0.00381491,KOR,0.0870113,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-09,Gwangju,KOR,15,0,3,12,35.134,126.855,0,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,09mar2020,1,3,2020,9,Gwangju,0,2.484907,2.70805,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.04862522,-0.02153541,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-10,Gwangju,KOR,15,0,3,12,35.134,126.855,0,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,10mar2020,2,3,2020,10,Gwangju,0,2.484907,2.70805,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.0609385,-0.02153541,-0.00833361,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-11,Gwangju,KOR,15,0,3,12,35.134,126.855,0,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,11mar2020,3,3,2020,11,Gwangju,0,2.484907,2.70805,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.04435992,-0.02153541,-0.0041242,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-12,Gwangju,KOR,15,0,3,12,35.134,126.855,0,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,12mar2020,4,3,2020,12,Gwangju,0,2.484907,2.70805,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.04499591,-0.02153541,-0.00348821,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-13,Gwangju,KOR,15,0,3,12,35.134,126.855,0,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,13mar2020,5,3,2020,13,Gwangju,0,2.484907,2.70805,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.08238764,-0.02153541,0.03390352,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-14,Gwangju,KOR,16,0,3,13,35.134,126.855,1,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,14mar2020,6,3,2020,14,Gwangju,0,2.564949,2.772589,0.0800426,0.0833333,0.0800426,0,0,0,0,NA,NA,1,1,0,0,0.03314292,-0.02153541,-0.00158444,KOR,0.0800426,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-15,Gwangju,KOR,16,0,3,13,35.134,126.855,0,1456121,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,15mar2020,0,3,2020,15,Gwangju,0,2.564949,2.772589,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.05229903,-0.02153541,0.00381491,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-16,Gwangju,KOR,16,0,3,13,35.134,126.855,0,1456121,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,16mar2020,1,3,2020,16,Gwangju,0,2.564949,2.772589,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.00704925,-0.02153541,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-17,Gwangju,KOR,18,0,6,12,35.134,126.855,2,1456121,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,17mar2020,2,3,2020,17,Gwangju,0,2.484907,2.890372,0.1538462,0.1538462,-0.0800426,0,0,0,0,NA,NA,1,1,0,0,0.13448363,-0.02153541,-0.00833361,KOR,0.1538462,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-18,Gwangju,KOR,18,0,7,11,35.134,126.855,0,1456121,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,18mar2020,3,3,2020,18,Gwangju,0,2.397895,2.890372,0,0,-0.0870113,0,0,0,0,NA,NA,1,1,0,0,-0.02357193,-0.02153541,-0.0041242,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-19,Gwangju,KOR,18,0,10,8,35.134,126.855,0,1456121,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,19mar2020,4,3,2020,19,Gwangju,0,2.079442,2.890372,0,0,-0.3184538,0,0,0,0,NA,NA,1,1,0,0,-0.02420793,-0.02153541,-0.00348821,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-20,Gwangju,KOR,19,0,10,9,35.134,126.855,1,1456121,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,20mar2020,5,3,2020,20,Gwangju,0,2.197225,2.944439,0.1177831,0.125,0.1177831,0,0,0,0,NA,NA,1,1,0,0,0.05618341,-0.02153541,0.03390352,KOR,0.1177831,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-21,Gwangju,KOR,19,0,10,9,35.134,126.855,0,1456121,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,21mar2020,6,3,2020,21,Gwangju,0,2.197225,2.944439,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.0261117,-0.02153541,-0.00158444,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-22,Gwangju,KOR,19,0,10,9,35.134,126.855,0,1456121,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,22mar2020,0,3,2020,22,Gwangju,0,2.197225,2.944439,0,0,0,0,0,1,0,NA,NA,1,1,0,1,-0.02624597,-0.02153541,0.00381491,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-23,Gwangju,KOR,19,0,11,8,35.134,126.855,0,1456121,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,23mar2020,1,3,2020,23,Gwangju,0,2.079442,2.944439,0,0,-0.1177831,0,0,0,0,NA,NA,1,1,0,1,-0.01209426,-0.02153541,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-24,Gwangju,KOR,19,0,11,8,35.134,126.855,0,1456121,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,24mar2020,2,3,2020,24,Gwangju,0,2.079442,2.944439,0,0,0,0,0,0,0,NA,NA,1,1,0,1,-0.02440754,-0.02153541,-0.00833361,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-25,Gwangju,KOR,19,0,11,8,35.134,126.855,0,1456121,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,25mar2020,3,3,2020,25,Gwangju,0,2.079442,2.944439,0,0,0,0,0,0,0,NA,NA,1,1,0,1,-0.02861695,-0.02153541,-0.0041242,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-26,Gwangju,KOR,20,0,11,9,35.134,126.855,1,1456121,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,26mar2020,4,3,2020,26,Gwangju,0,2.197225,2.995732,0.1177831,0.125,0.1177831,0,0,0,0,NA,NA,1,1,0,1,0.08853013,-0.02153541,-0.00348821,KOR,0.1177831,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-27,Gwangju,KOR,20,0,11,9,35.134,126.855,0,1456121,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,10,27mar2020,5,3,2020,27,Gwangju,0,2.197225,2.995732,0,0,0,0,0,0,1,NA,NA,1,1,0,1,-0.03294941,-0.02153541,0.03390352,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-28,Gwangju,KOR,20,0,12,8,35.134,126.855,0,1456121,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,10,28mar2020,6,3,2020,28,Gwangju,0,2.079442,2.995732,0,0,-0.1177831,0,0,0,0,NA,NA,1,1,0,1,-0.03620172,-0.02153541,-0.00158444,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-29,Gwangju,KOR,20,0,13,7,35.134,126.855,0,1456121,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,10,29mar2020,0,3,2020,29,Gwangju,0,1.94591,2.995732,0,0,-0.1335315,0,0,0,0,NA,NA,1,1,0,1,-0.04160107,-0.02153541,0.00381491,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-30,Gwangju,KOR,20,0,14,6,35.134,126.855,0,1456121,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,10,30mar2020,1,3,2020,30,Gwangju,0,1.791759,2.995732,0,0,-0.1541506,0,0,0,0,NA,NA,1,1,0,1,-0.01713927,-0.02153541,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-31,Gwangju,KOR,24,0,14,10,35.134,126.855,4,1456121,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,10,31mar2020,2,3,2020,31,Gwangju,0,2.302585,3.178054,0.5108256,0.6666667,0.5108256,0,0,0,0,NA,NA,1,1,0,1,0.48137308,-0.02153541,-0.00833361,KOR,0.5108256,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-04-01,Gwangju,KOR,25,0,14,11,35.134,126.855,1,1456121,0,0,1,0,1,0.75,1,1,1,7,1,1,1,1,NA,NA,10,01apr2020,3,4,2020,1,Gwangju,0,2.397895,3.218876,0.0953102,0.1,0.0953102,0,0,0,0,NA,NA,1,1,0,1,0.05660324,-0.02153541,-0.0041242,KOR,0.0953102,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-04-02,Gwangju,KOR,26,0,15,11,35.134,126.855,1,1456121,0,0,1,0,1,0.75,1,1,1,7,1,1,1,1,NA,NA,10,02apr2020,4,4,2020,2,Gwangju,0,2.397895,3.258096,0.0909091,0.0909091,0,0,0,0,0,NA,NA,1,1,0,1,0.05156613,-0.02153541,-0.00348821,KOR,0.0909091,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-04-03,Gwangju,KOR,26,0,15,11,35.134,126.855,0,1456121,0,0,1,0,1,0.75,1,1,1,7,1,1,1,1,NA,NA,10,03apr2020,5,4,2020,3,Gwangju,0,2.397895,3.258096,0,0,0,0,0,0,0,NA,NA,1,1,0,1,-0.0767347,-0.02153541,0.03390352,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-04-04,Gwangju,KOR,27,0,15,12,35.134,126.855,1,1456121,0,0,1,0,1,0.75,1,1,1,7,1,1,1,1,NA,NA,10,04apr2020,6,4,2020,4,Gwangju,0,2.484907,3.295837,0.0870113,0.0909091,0.0870113,0,0,0,0,NA,NA,1,1,0,1,0.0457646,-0.02153541,-0.00158444,KOR,0.0870113,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-04-05,Gwangju,KOR,27,0,15,12,35.134,126.855,0,1456121,0,0,1,0,1,1,1,1,1,7,1,1,1,1,NA,NA,10,05apr2020,0,4,2020,5,Gwangju,0,2.484907,3.295837,0,0,0,0,0,0,0,NA,NA,1,1,0,1,-0.0516911,-0.02153541,0.00381491,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-04-06,Gwangju,KOR,27,0,15,12,35.134,126.855,0,1456121,0,0,1,0,1,1,1,1,1,7,1,1,1,1,NA,NA,10,06apr2020,1,4,2020,6,Gwangju,0,2.484907,3.295837,0,0,0,0,0,0,0,NA,NA,1,1,0,1,-0.0272293,-0.02153541,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-02-18,Gyeonggi-do,KOR,13,0,6,7,37.491,127.186,1,13265377,0,0,1,0,0,0,0,0,0,3,1,1,0,0,NA,NA,3,18feb2020,2,2,2020,18,Gyeonggi-do,0,1.94591,2.564949,0.125,0.125,-0.1335315,0,0,0,0,NA,NA,0,0,0,0,-0.17277737,-0.00803423,-0.00833361,KOR,0.125,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-02-19,Gyeonggi-do,KOR,13,0,6,7,37.491,127.186,0,13265377,0,0,1,0,0,0,0,0,0,3,1,1,0,0,NA,NA,3,19feb2020,3,2,2020,19,Gyeonggi-do,0,1.94591,2.564949,0,0,0,0,0,0,0,NA,NA,0,0,0,0,-0.30198678,-0.00803423,-0.0041242,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-02-20,Gyeonggi-do,KOR,13,0,6,7,37.491,127.186,0,13265377,0,0,1,0,0,0,0,0,0,4,1,1,0,0,NA,NA,3,20feb2020,4,2,2020,20,Gyeonggi-do,0,1.94591,2.564949,0,0,0,1,0,0,0,NA,NA,0,0,0,0,-0.37682869,-0.00803423,-0.00348821,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-02-21,Gyeonggi-do,KOR,15,0,6,9,37.491,127.186,2,13265377,0,0,1,0,0,0,0,0,0,4,1,1,0,0,NA,NA,3,21feb2020,5,2,2020,21,Gyeonggi-do,0,2.197225,2.70805,0.2513145,0.2857143,0.2513145,0,0,0,0,NA,NA,0,0,0,0,-0.08869998,-0.00803423,0.03390352,KOR,0.2513145,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-02-22,Gyeonggi-do,KOR,21,0,7,14,37.491,127.186,6,13265377,0,0,1,0,0,0,0,0,0,4,1,1,0,0,NA,NA,3,22feb2020,6,2,2020,22,Gyeonggi-do,0,2.639057,3.044523,0.4418328,0.6666667,0.4418328,0,0,0,0,NA,NA,0,0,0,0,0.13730624,-0.00803423,-0.00158444,KOR,0.4418328,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-02-23,Gyeonggi-do,KOR,32,0,7,25,37.491,127.186,11,13265377,0,0,1,0,0,0,0,0,0,4,1,1,0,0,NA,NA,3,23feb2020,0,2,2020,23,Gyeonggi-do,0,3.218876,3.465736,0.5798185,0.7857143,0.5798185,0,0,0,0,NA,NA,0,0,0,0,0.26989259,-0.00803423,0.00381491,KOR,0.5798185,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-02-24,Gyeonggi-do,KOR,42,0,9,33,37.491,127.186,10,13265377,0,0,1,0,0,0,1,0,0,4,1,1,0,0,NA,NA,4,24feb2020,1,2,2020,24,Gyeonggi-do,0,3.496508,3.73767,0.2776318,0.4,0.2776318,0,0,0,0,NA,NA,0,1,0,0,0.09344252,-0.00803423,-0.02064689,KOR,0.2776318,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-02-25,Gyeonggi-do,KOR,49,1,9,39,37.491,127.186,7,13265377,0,0,1,0,0,0,1,0,0,4,1,1,0,0,NA,NA,4,25feb2020,2,2,2020,25,Gyeonggi-do,0,3.663562,3.89182,0.1670539,0.2121212,0.1670539,0,0,0,0,NA,NA,0,1,0,0,-0.02944858,-0.00803423,-0.00833361,KOR,0.1670539,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-02-26,Gyeonggi-do,KOR,58,1,9,48,37.491,127.186,9,13265377,0,0,1,0,0,0,1,0,0,4,1,1,0,0,NA,NA,4,26feb2020,3,2,2020,26,Gyeonggi-do,0,3.871201,4.060443,0.2076395,0.2307692,0.2076395,0,0,0,0,NA,NA,0,1,0,0,0.00692753,-0.00803423,-0.0041242,KOR,0.2076395,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-02-27,Gyeonggi-do,KOR,72,1,9,62,37.491,127.186,14,13265377,0,0,1,0,0,0,1,0,0,4,1,1,0,0,NA,NA,4,27feb2020,4,2,2020,27,Gyeonggi-do,0,4.127134,4.276666,0.2559333,0.2916667,0.2559333,0,0,0,0,NA,NA,0,1,0,0,0.05458537,-0.00803423,-0.00348821,KOR,0.2559333,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-02-28,Gyeonggi-do,KOR,80,1,9,70,37.491,127.186,8,13265377,0,0,1,0,0,0,1,0,0,4,1,1,1,0,NA,NA,5,28feb2020,5,2,2020,28,Gyeonggi-do,0,4.248495,4.382027,0.1213608,0.1290323,0.1213608,0,0,0,0,NA,NA,0,1,0,0,-0.01610401,-0.00803423,0.03390352,KOR,0.1213608,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-02-29,Gyeonggi-do,KOR,85,1,9,75,37.491,127.186,5,13265377,0,0,1,0,0,0,1,0,1,5,1,1,1,0,NA,NA,6,29feb2020,6,2,2020,29,Gyeonggi-do,0,4.317488,4.442651,0.0689931,0.0714286,0.0689931,0,1,0,0,NA,NA,1,1,0,0,-0.05213843,-0.00803423,-0.00158444,KOR,0.0689931,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-01,Gyeonggi-do,KOR,95,1,9,85,37.491,127.186,10,13265377,0,0,1,0,0,0,1,0,1,5,1,1,1,0,NA,NA,6,01mar2020,0,3,2020,1,Gyeonggi-do,0,4.442651,4.553877,0.1251631,0.1333333,0.1251631,0,0,0,0,NA,NA,1,1,0,0,0.03857488,-0.00803423,0.00381491,KOR,0.1251631,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-02,Gyeonggi-do,KOR,95,1,9,85,37.491,127.186,0,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,02mar2020,1,3,2020,2,Gyeonggi-do,0,4.442651,4.553877,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.0621264,-0.00803423,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-03,Gyeonggi-do,KOR,100,1,9,90,37.491,127.186,5,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,03mar2020,2,3,2020,3,Gyeonggi-do,0,4.49981,4.60517,0.0571585,0.0588235,0.0571585,0,0,0,0,NA,NA,1,1,0,0,-0.01728121,-0.00803423,-0.00833361,KOR,0.0571585,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-04,Gyeonggi-do,KOR,105,1,9,95,37.491,127.186,5,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,04mar2020,3,3,2020,4,Gyeonggi-do,0,4.553877,4.65396,0.0540671,0.0555556,0.0540671,0,0,0,0,NA,NA,1,1,0,0,-0.02458195,-0.00803423,-0.0041242,KOR,0.0540671,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-05,Gyeonggi-do,KOR,109,1,13,95,37.491,127.186,4,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,05mar2020,4,3,2020,5,Gyeonggi-do,0,4.553877,4.691348,0.0421053,0.0421053,0,0,0,0,0,NA,NA,1,1,0,0,-0.03717981,-0.00803423,-0.00348821,KOR,0.0421053,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
2020-03-06,Gyeonggi-do,KOR,114,1,16,97,37.491,127.186,5,13265377,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,06mar2020,5,3,2020,6,Gyeonggi-do,0,4.574711,4.736198,0.0526316,0.0526316,0.020834,0,0,0,0,NA,NA,1,1,0,0,-0.06404523,-0.00803423,0.03390352,KOR,0.0526316,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
