areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,adm1_name,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,transit_suspension,home_isolation,travel_ban_local
region,North East,E12000001,2020-07-17,10,15236,North East,15236,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-16,15,15226,North East,15226,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-15,16,15211,North East,15211,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-14,12,15195,North East,15195,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-13,8,15183,North East,15183,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-12,3,15175,North East,15175,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-11,7,15172,North East,15172,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-10,10,15165,North East,15165,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-09,17,15155,North East,15155,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-08,12,15138,North East,15138,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-07,12,15126,North East,15126,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-06,11,15114,North East,15114,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-05,4,15103,North East,15103,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-04,9,15099,North East,15099,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-03,8,15090,North East,15090,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-02,9,15082,North East,15082,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-07-01,7,15073,North East,15073,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-30,11,15066,North East,15066,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-29,11,15055,North East,15055,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-28,9,15044,North East,15044,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-27,14,15035,North East,15035,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-26,8,15021,North East,15021,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-25,12,15013,North East,15013,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-24,11,15001,North East,15001,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-23,26,14990,North East,14990,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-22,24,14964,North East,14964,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-21,4,14940,North East,14940,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-20,17,14936,North East,14936,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-19,14,14919,North East,14919,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-18,23,14905,North East,14905,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-17,19,14882,North East,14882,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-16,18,14863,North East,14863,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-15,32,14845,North East,14845,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-14,31,14813,North East,14813,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-13,31,14782,North East,14782,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-12,40,14751,North East,14751,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-11,23,14711,North East,14711,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-10,37,14688,North East,14688,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-09,40,14651,North East,14651,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-08,34,14611,North East,14611,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-07,17,14577,North East,14577,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-06,28,14560,North East,14560,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-05,42,14532,North East,14532,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-04,60,14490,North East,14490,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-03,51,14430,North East,14430,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-02,59,14379,North East,14379,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-06-01,70,14320,North East,14320,3,2,2,4,1,1,2,0,2,2,2,2,2,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-31,46,14250,North East,14250,3,2,2,4,1,1,2,0,2,2,2,2,1,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-30,47,14204,North East,14204,3,2,2,4,1,1,2,0,2,2,2,2,1,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-29,70,14157,North East,14157,3,2,2,4,1,1,2,0,2,2,2,2,1,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-28,49,14087,North East,14087,3,2,2,4,1,1,2,0,2,2,2,2,1,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-27,115,14038,North East,14038,3,2,2,4,1,1,2,0,2,2,2,2,1,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-26,100,13923,North East,13923,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-25,60,13823,North East,13823,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-24,77,13763,North East,13763,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-23,75,13686,North East,13686,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-22,95,13611,North East,13611,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-21,130,13516,North East,13516,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-20,131,13386,North East,13386,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-19,123,13255,North East,13255,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-18,147,13132,North East,13132,3,2,2,4,1,1,2,0,2,2,2,2,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-17,98,12985,North East,12985,3,2,2,4,1,1,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-16,126,12887,North East,12887,3,2,2,4,1,1,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-15,137,12761,North East,12761,3,2,2,4,1,1,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-14,138,12624,North East,12624,3,2,2,4,1,1,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-13,144,12486,North East,12486,3,2,2,4,1,1,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-12,220,12342,North East,12342,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-11,228,12122,North East,12122,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-10,150,11894,North East,11894,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-09,150,11744,North East,11744,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-08,159,11594,North East,11594,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-07,199,11435,North East,11435,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-06,243,11236,North East,11236,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-05,251,10993,North East,10993,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-04,233,10742,North East,10742,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-03,163,10509,North East,10509,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-02,183,10346,North East,10346,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-05-01,273,10163,North East,10163,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-30,383,9890,North East,9890,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-29,360,9507,North East,9507,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-28,360,9147,North East,9147,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-27,284,8787,North East,8787,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-26,159,8503,North East,8503,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-25,215,8344,North East,8344,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-24,332,8129,North East,8129,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-23,330,7797,North East,7797,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-22,361,7467,North East,7467,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-21,288,7106,North East,7106,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-20,315,6818,North East,6818,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-19,276,6503,North East,6503,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-18,380,6227,North East,6227,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-17,293,5847,North East,5847,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-16,295,5554,North East,5554,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-15,284,5259,North East,5259,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-14,257,4975,North East,4975,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-13,232,4718,North East,4718,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-12,201,4486,North East,4486,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-11,267,4285,North East,4285,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-10,245,4018,North East,4018,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-09,314,3773,North East,3773,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-08,292,3459,North East,3459,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-07,350,3167,North East,3167,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-06,375,2817,North East,2817,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-05,221,2442,North East,2442,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-04,254,2221,North East,2221,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-03,261,1967,North East,1967,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-02,219,1706,North East,1706,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-04-01,307,1487,North East,1487,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-03-31,211,1180,North East,1180,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-03-30,176,969,North East,969,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-03-29,107,793,North East,793,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-03-28,113,686,North East,686,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-03-27,102,573,North East,573,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-03-26,97,471,North East,471,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-03-25,76,374,North East,374,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-03-24,76,298,North East,298,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-03-23,58,222,North East,222,3,2,2,4,1,2,2,0,2,2,2,1,0,1,1,1,1,1,1,1
region,North East,E12000001,2020-03-22,20,164,North East,164,3,2,2,0,1,2,2,0,2,2,2,1,0,1,1,1,0,1,1,1
region,North East,E12000001,2020-03-21,23,144,North East,144,3,2,2,0,1,1,0,0,2,2,2,1,0,1,1,1,0,1,1,0
region,North East,E12000001,2020-03-20,26,121,North East,121,3,1,1,0,1,1,0,0,2,2,2,1,0,1,1,1,0,1,1,0
region,North East,E12000001,2020-03-19,19,95,North East,95,3,1,1,0,0,1,0,0,0,2,2,1,0,1,1,1,0,0,1,0
region,North East,E12000001,2020-03-18,14,76,North East,76,3,1,1,0,0,1,0,0,0,1,2,1,0,1,1,1,0,0,1,0
region,North East,E12000001,2020-03-17,16,62,North East,62,0,1,1,0,0,1,0,0,0,1,2,1,0,0,1,1,0,0,1,0
region,North East,E12000001,2020-03-16,7,46,North East,46,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,1,0
region,North East,E12000001,2020-03-15,10,39,North East,39,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0
region,North East,E12000001,2020-03-14,6,29,North East,29,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0
region,North East,E12000001,2020-03-13,6,23,North East,23,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0
region,North East,E12000001,2020-03-12,2,17,North East,17,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
region,North East,E12000001,2020-03-11,1,15,North East,15,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,North East,E12000001,2020-03-10,4,14,North East,14,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,North East,E12000001,2020-03-09,3,10,North East,10,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,North East,E12000001,2020-03-08,0,7,North East,7,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,North East,E12000001,2020-03-07,2,7,North East,7,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,North East,E12000001,2020-03-06,1,5,North East,5,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,North East,E12000001,2020-03-05,2,4,North East,4,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,North East,E12000001,2020-03-04,1,2,North East,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,North East,E12000001,2020-03-03,0,1,North East,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,North East,E12000001,2020-03-02,1,1,North East,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
region,North West,E12000002,2020-08-31,1,53577,North West,53577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-30,152,53576,North West,53576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-29,224,53424,North West,53424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-28,325,53200,North West,53200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-27,263,52875,North West,52875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-26,278,52612,North West,52612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-25,212,52334,North West,52334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-24,229,52122,North West,52122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-23,114,51893,North West,51893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-22,174,51779,North West,51779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-21,208,51605,North West,51605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-20,224,51397,North West,51397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-19,255,51173,North West,51173,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-18,190,50918,North West,50918,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-17,282,50728,North West,50728,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-16,116,50446,North West,50446,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-15,156,50330,North West,50330,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-14,240,50174,North West,50174,.,.,.,.,.,.,.,.,.,.,.,.,.,NA,NA,NA,NA,NA,NA,NA
region,North West,E12000002,2020-08-13,236,49934,North West,49934,3,2,2,3,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-08-12,275,49698,North West,49698,3,2,2,3,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-08-11,309,49423,North West,49423,3,2,2,3,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-08-10,359,49114,North West,49114,3,2,2,3,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-08-09,157,48755,North West,48755,3,2,2,3,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-08-08,217,48598,North West,48598,3,2,2,3,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-08-07,237,48381,North West,48381,3,2,2,3,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-08-06,277,48144,North West,48144,3,2,2,3,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-08-05,259,47867,North West,47867,3,2,2,3,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-08-04,277,47608,North West,47608,3,2,2,3,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-08-03,300,47331,North West,47331,3,2,2,4,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-08-02,167,47031,North West,47031,3,2,2,4,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-08-01,157,46864,North West,46864,3,2,2,4,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1
region,North West,E12000002,2020-07-31,177,46707,North West,46707,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-30,221,46530,North West,46530,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-29,288,46309,North West,46309,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-28,200,46021,North West,46021,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-27,189,45821,North West,45821,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-26,157,45632,North West,45632,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-25,137,45475,North West,45475,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-24,159,45338,North West,45338,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-23,183,45179,North West,45179,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-22,208,44996,North West,44996,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-21,156,44788,North West,44788,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-20,164,44632,North West,44632,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-19,93,44468,North West,44468,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-18,106,44375,North West,44375,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-17,110,44269,North West,44269,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-16,149,44159,North West,44159,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-15,146,44010,North West,44010,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-14,109,43864,North West,43864,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-13,104,43755,North West,43755,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-12,54,43651,North West,43651,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-11,77,43597,North West,43597,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-10,87,43520,North West,43520,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-09,129,43433,North West,43433,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-08,114,43304,North West,43304,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-07,94,43190,North West,43190,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-06,142,43096,North West,43096,3,2,2,4,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-05,115,42954,North West,42954,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-04,71,42839,North West,42839,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
region,North West,E12000002,2020-07-03,100,42768,North West,42768,3,2,2,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
